year,grand_ADJ oeil_NOUN,grand_ADJ seuil_NOUN
1867,2.91168689159349e-09,0.0
1868,2.9639244392143382e-09,1.4819622196071691e-09
1869,6.348574888015435e-09,4.883519144627257e-10
1870,5.734048791339319e-09,4.013834153937523e-09
1871,0.0,0.0
1872,3.0236697590169115e-09,3.628403577593531e-09
1873,2.3944017324417644e-09,3.591602570907071e-09
1874,6.572069999322139e-09,1.7923826867161097e-09
1875,5.721527140956084e-10,4.005069165202713e-09
1876,6.650616279912924e-09,6.04601479992084e-09
1877,5.566334504436554e-09,3.710889595609501e-09
1878,1.8117265465633636e-09,1.8117265465633636e-09
1879,2.443730107160036e-09,3.0546627449723474e-09
1880,2.5671385017744797e-09,3.2089231272180996e-09
1881,1.3945015142624584e-09,4.183504653809678e-09
1882,4.6587693702804245e-09,6.655385131892899e-10
1883,1.0742875922176154e-08,1.8958017378167824e-09
1884,5.941527270181268e-09,1.0562715146988921e-08
1885,3.222817901438191e-09,1.933690718658454e-08
1886,3.872078213618124e-09,1.2906927748801422e-09
1887,3.264462256069578e-09,4.570247291724172e-09
1888,2.53624587998047e-09,3.1703073499755874e-09
1889,1.2530273485467092e-09,6.265136742733546e-10
1890,1.3108772956016423e-09,2.6217545912032847e-09
1891,5.736798147637501e-09,4.461953917456185e-09
1892,1.8805537127519756e-09,5.014809900671935e-09
1893,1.2316833108982905e-09,4.310891643655168e-09
1894,2.520615716150587e-09,1.3863386216783624e-08
1895,3.611168697403855e-09,1.023164486468886e-08
1896,4.1279202278587945e-09,1.0024948871034667e-08
1897,2.9133566670225264e-09,1.1653427112179315e-09
1898,5.092519295146758e-09,9.619203211741478e-09
1899,3.3165470370022376e-09,7.185851913504848e-09
1900,1.5573159428683425e-09,9.34389543516545e-09
1901,1.676621730339889e-09,2.794369402536745e-09
1902,1.9641135384773634e-09,9.820567692386817e-10
1903,3.2401321625741275e-09,4.320176216765503e-09
1904,3.7622376325430196e-09,1.0749250378694342e-09
1905,5.160758931310738e-09,1.5482277682110634e-09
1906,6.6874399351490865e-09,3.600929110447737e-09
1907,4.114274698707732e-09,5.142843373384665e-10
1908,3.437972351250096e-09,5.40252820258047e-09
1909,3.300590023513905e-09,4.950885035270858e-09
1910,4.809735720812114e-09,1.068830135508847e-09
1911,3.1922244847493175e-09,3.7242617878519013e-09
1912,4.688478938419394e-09,0.0
1913,5.302989658506618e-09,5.30298971401777e-10
1914,8.036092513652449e-09,0.0
1915,0.0,2.3561523843085297e-09
1916,0.0,3.2962386153911893e-09
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,3.44591288836682e-09,1.378365155346728e-08
1919,2.762354567309444e-09,9.207848372660976e-10
1920,6.057785384427916e-09,9.086678076641874e-09
1921,4.543648568500203e-09,1.060184651180407e-08
1922,7.377935595798135e-09,5.164555005876537e-09
1923,3.1847844361720945e-09,2.1231896241147297e-09
1924,9.024136882196387e-09,1.0313299547703991e-08
1925,3.299453377181294e-09,4.399271169575059e-09
1926,4.458455382660986e-09,5.57306911730393e-09
1927,7.804457524684949e-09,1.1149224876660924e-09
1928,4.570416489713125e-09,1.0283437212876834e-08
1929,2.2280812750352652e-09,1.1140406375176326e-09
1930,2.100720708497761e-09,2.100720708497761e-09
1931,1.0264820993199919e-08,1.1405356659111021e-08
1932,3.2878609834696704e-09,2.1919073223131136e-09
1933,4.588264879146209e-09,6.882397318719313e-09
1934,3.5944740517379614e-09,4.7926320689839486e-09
1935,3.590485242455088e-09,5.98414207075848e-09
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,1.0072894518486919e-08
1938,2.5930428915188486e-09,3.8895642262559704e-08
1939,0.0,4.588215141154706e-09
1940,1.5214697057785997e-08,7.607348528892999e-09
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,9.102635090130207e-09
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,9.639558484764166e-09,2.2492303131116387e-08
1945,6.535512131478072e-09,2.178504043826024e-09
1946,0.0,1.3921104269343232e-08
1947,4.7683483828109274e-09,1.668921956188285e-08
1948,1.195907639583993e-08,4.348755133776194e-09
1949,4.908504158684934e-09,8.835307596655184e-09
1950,5.317680518146517e-09,4.2541445921528975e-09
1951,5.330700769690111e-09,1.0661401761424827e-08
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,7.54167928107563e-09,6.464296653518886e-09
1954,3.9090144454689835e-09,1.4658803948464083e-08
1955,1.8771215692936494e-09,1.1262729415761896e-08
1956,6.976913269340912e-09,1.0465369904011368e-08
1957,6.184526224473075e-09,2.6505113659425206e-09
1958,2.4816730892496253e-09,2.5643954515430778e-08
1959,3.100299128533379e-09,4.650448914844674e-09
1960,9.689166802218097e-09,3.460416619915918e-09
1961,2.08444772553662e-09,9.03260666262895e-09
1962,5.7077609305622445e-09,7.610347907416326e-09
1963,3.879631726988464e-09,1.0345685197421517e-08
1964,5.475571551727398e-09,3.041984220075733e-09
1965,5.47204326295514e-09,4.377634699181954e-09
1966,3.3234448526542337e-09,4.431259803538978e-09
1967,4.437302081328198e-09,1.429797347185513e-08
1968,4.940557296606585e-09,1.2575964686289964e-08
1969,6.8126366770115965e-09,1.2262746373892242e-08
1970,9.657322941336588e-09,9.19745013483464e-09
1971,1.1304474689666222e-08,2.1067430466814585e-08
1972,1.0260293947794707e-08,1.0773308467548759e-08
1973,7.718485406371656e-09,6.615844760915479e-09
1974,6.18812873165453e-09,3.937900228123681e-09
1975,5.711480177694739e-09,5.711480177694739e-09
1976,6.8562320265641574e-09,2.285410749536254e-09
1977,3.526069214387917e-09,1.2928920156696222e-08
1978,1.128712323605896e-08,4.752473081737207e-09
1979,6.437170796402825e-09,5.266775904289034e-09
1980,1.2507331281774725e-08,1.3075846183596695e-08
1981,8.855769451088236e-09,5.692994742290125e-09
1982,1.2415004135846175e-08,8.069752865935698e-09
1983,6.315316158911344e-09,6.315316269933646e-09
1984,6.958810083723677e-09,4.059305780401701e-09
1985,6.617113967877231e-09,7.2186697730458604e-09
1986,7.1933827783254856e-09,2.9972427317837003e-09
1987,1.0388388649307245e-08,1.2221633705067347e-09
1988,7.195864348830128e-09,4.797243047249822e-09
1989,1.3171493229435782e-08,1.6464366536794728e-09
1990,1.3076762561681221e-08,2.179460389939436e-09
1991,2.1101275393675678e-08,3.5168792322792797e-09
1992,1.2121876835635703e-08,5.509944056569793e-09
1993,9.416652901883538e-09,7.200969598386564e-09
1994,5.274926717646622e-09,6.329911705904578e-09
1995,8.675921314704738e-09,6.506940930517402e-09
1996,1.0676184380997711e-08,1.0142375161947825e-08
1997,1.2466725540782875e-08,6.7128524960935465e-09
1998,7.1521940592234046e-09,1.2873949017944142e-08
1999,1.279656292041409e-08,5.027221139375371e-09
2000,9.277865919976591e-09,1.1486881668076876e-08
2001,1.2267393323384113e-08,5.695575205910686e-09
2002,5.257465574004527e-09,6.133709984368352e-09
2003,6.250384210204629e-09,8.750537738855257e-09
2004,3.523833003171717e-09,7.488145215006625e-09
2005,5.404499514582994e-09,6.305249655724765e-09
2006,3.294311934354255e-09,9.47114670024618e-09
2007,3.994479413904628e-09,5.192823504529542e-09
2008,1.1069342775726909e-08,3.831695793987677e-09
2009,2.384096253749135e-09,7.1522885392028e-09
2010,9.447586046817946e-10,1.8895172093635892e-09
2011,6.883149605840799e-09,5.35356059483405e-09
2012,1.7021263287730903e-09,7.829781267787439e-09
2013,5.857162754807632e-09,6.136074981455408e-09
2014,8.445236510112863e-09,9.31141441729011e-09
2015,5.984753581600444e-09,6.428068743957738e-09
2016,2.278474076078396e-09,5.592618035343833e-09
2017,7.54683426862357e-10,4.024978128569501e-09
2018,1.161660012627408e-08,2.8396134332808742e-09
2019,9.183556137770665e-09,5.867272001580659e-09
