year,créant_VERB en_ADP
1800,4.0874138740321087e-08
1801,4.0480102825313224e-08
1802,2.2378401354217203e-08
1803,2.145373123596528e-08
1804,0.0
1805,1.9900143755080535e-08
1806,1.152667650217154e-08
1807,8.540865792383556e-09
1808,6.798221985349073e-09
1809,9.036122072814123e-09
1810,2.3401267590372754e-09
1811,5.0141535368197765e-09
1812,5.3344164641089264e-09
1813,1.1502966579257645e-08
1814,9.440030979135372e-09
1815,8.091670444798638e-09
1816,0.0
1817,6.227493631882908e-09
1818,8.344824387052086e-09
1819,5.175524897538253e-09
1820,4.746592452420373e-09
1821,2.3667571014129862e-08
1822,1.7043547018147365e-08
1823,1.9765373782121287e-09
1824,2.5263338088166165e-08
1825,1.7610886970942374e-08
1826,1.9377566218281572e-08
1827,1.013900075008678e-08
1828,3.668920500743411e-09
1829,1.714635211591542e-09
1830,3.026682549034376e-08
1831,1.091384405071949e-08
1832,9.470978667991403e-09
1833,1.50587169400751e-08
1834,1.3068342852307069e-08
1835,7.563087933704082e-09
1836,2.6210926040715066e-08
1837,1.87863058442872e-08
1838,1.830527018853445e-08
1839,9.088918062616358e-09
1840,1.1465439264668476e-08
1841,3.4028907691663335e-08
1842,2.1466448174578545e-08
1843,2.3036953678001737e-08
1844,1.920996517412732e-08
1845,2.5669049108500985e-08
1846,2.4588905356281998e-08
1847,3.182001862001016e-08
1848,3.781254065415851e-08
1849,3.267971848686102e-08
1850,1.765138968323754e-08
1851,1.9348316726564008e-08
1852,1.4323200403509873e-08
1853,1.970737528722566e-08
1854,2.6497888327980945e-08
1855,2.5473298137512757e-08
1856,2.8992259260007813e-08
1857,1.8061584228235006e-08
1858,2.495774786837046e-08
1859,2.036869339860914e-08
1860,3.387115943276342e-08
1861,3.159695749488378e-08
1862,3.5240294238292336e-08
1863,2.8968800691586694e-08
1864,3.643993196078554e-08
1865,3.106517199036318e-08
1866,7.639012267190992e-08
1867,4.561642796829801e-08
1868,2.7169306804353255e-08
1869,4.0044856319809696e-08
1870,4.587239033071455e-08
1871,5.416800519242315e-08
1872,3.6888769039400415e-08
1873,2.8134220453335246e-08
1874,4.122480135038131e-08
1875,2.9179789251543298e-08
1876,2.8416270225761764e-08
1877,5.257093604882357e-08
1878,3.8650167510922984e-08
1879,3.421222061206208e-08
1880,2.888030792291829e-08
1881,4.671580100534811e-08
1882,3.8601232432711186e-08
1883,3.981183605006322e-08
1884,2.3766109968903493e-08
1885,4.447488777259423e-08
1886,4.065682190912412e-08
1887,4.570247114088488e-08
1888,3.9945874164004636e-08
1889,2.8193115397812107e-08
1890,6.030035848425541e-08
1891,4.525696217783093e-08
1892,4.4506439422775657e-08
1893,4.9883173147691195e-08
1894,5.797416235964192e-08
1895,3.9120994221875094e-08
1896,6.899524152004233e-08
1897,2.9133568113515196e-08
1898,4.583267454449924e-08
1899,5.7486815308038786e-08
1900,7.52702709050368e-08
1901,6.259387325124877e-08
1902,7.021705600296357e-08
1903,5.508224654171556e-08
1904,5.0521478556220245e-08
1905,9.237758613611646e-08
1906,6.378788497407584e-08
1907,4.422845145679588e-08
1908,4.7149334880813853e-08
1909,7.646367422564637e-08
1910,6.252656159499992e-08
1911,6.118430084800508e-08
1912,8.022508524163641e-08
1913,7.583275124511957e-08
1914,6.361906201846068e-08
1915,7.186265094105693e-08
1916,6.59247731960022e-08
1917,8.444147003849878e-08
1918,7.695872028534723e-08
1919,1.0036554698444888e-07
1920,9.313845117375763e-08
1921,7.951384617399526e-08
1922,8.189508537981283e-08
1923,7.537323076789448e-08
1924,5.801231139912488e-08
1925,7.148815939217457e-08
1926,1.0031524733111752e-07
1927,7.581472794004895e-08
1928,8.226749326212257e-08
1929,9.803557787790851e-08
1930,1.1764035878769619e-07
1931,9.58049923838189e-08
1932,7.233293830566367e-08
1933,7.80005053879762e-08
1934,9.585264137967897e-08
1935,8.258116146464545e-08
1936,9.821018798206183e-08
1937,1.296885225876565e-07
1938,7.260519774288099e-08
1939,1.116465684347645e-07
1940,1.0143131934370331e-07
1941,5.60785480274717e-08
1942,7.888950892542823e-08
1943,9.870999662098257e-08
1944,7.390327994016843e-08
1945,1.1763922147522976e-07
1946,7.9350293447078e-08
1947,1.1324827431380413e-07
1948,8.045196864259196e-08
1949,9.424327629403706e-08
1950,7.976520777219775e-08
1951,7.996051465397613e-08
1952,8.752187419247548e-08
1953,6.8952495269059e-08
1954,1.0358888147266043e-07
1955,6.945349895204345e-08
1956,8.459507228053553e-08
1957,9.806891726471534e-08
1958,9.595802163975264e-08
1959,8.525822892124779e-08
1960,9.619958618589664e-08
1961,7.642975385913076e-08
1962,8.371382237415403e-08
1963,8.4705298775134e-08
1964,8.335036794093753e-08
1965,1.0615764134414007e-07
1966,6.923843320905121e-08
1967,7.592717071736033e-08
1968,1.0105685574468559e-07
1969,7.993493908453608e-08
1970,9.42738638265439e-08
1971,7.810363933380415e-08
1972,8.61864690726577e-08
1973,7.773617405337774e-08
1974,1.0913609327367624e-07
1975,8.452990707397134e-08
1976,9.541589918171667e-08
1977,8.286262487278151e-08
1978,8.138610496644105e-08
1979,1.0943190043022355e-07
1980,1.0460676946877356e-07
1981,9.425068725477104e-08
1982,1.2601229570918804e-07
1983,9.788739541161107e-08
1984,9.800324518582926e-08
1985,1.0346759826695973e-07
1986,9.591177030365827e-08
1987,1.2038308971895617e-07
1988,1.0733831579123887e-07
1989,1.081160050375729e-07
1990,1.2204977611895984e-07
1991,1.248492109695576e-07
1992,1.1405584487977904e-07
1993,1.096763100894016e-07
1994,1.091909778150324e-07
1995,1.2688534256621864e-07
1996,1.441284849246216e-07
1997,1.3665449816180342e-07
1998,1.0442202769134212e-07
1999,1.279656296482301e-07
2000,1.4137700743432902e-07
2001,1.2705514662592066e-07
2002,1.0821616913680998e-07
2003,1.3042469371171705e-07
2004,1.3214373684178327e-07
2005,1.3691398637050156e-07
2006,1.391846853326939e-07
2007,1.326167193838046e-07
2008,1.417727353292264e-07
2009,1.3923121655601278e-07
2010,1.303766938853812e-07
2011,9.25401212881205e-08
2012,9.599992834008475e-08
2013,9.98506782812214e-08
2014,8.74839878872713e-08
2015,9.287451252504297e-08
2016,7.684671771146512e-08
2017,8.729171518950807e-08
2018,7.666956369778433e-08
2019,9.183555826908218e-08
