year,devenant_VERB en_ADP,devenant_VERB sans_ADP
1800,1.0375742931501009e-07,3.144164484325529e-09
1801,3.809892135109294e-08,2.3811825844433088e-09
1802,5.818384352096473e-08,0.0
1803,2.5354410126965377e-08,0.0
1804,1.730295728918918e-08,4.943701892301533e-09
1805,3.1271653710973624e-08,5.685755422035754e-09
1806,1.4120178093435243e-07,0.0
1807,4.839823830593559e-08,0.0
1808,5.4385775882792586e-08,1.1330369531492579e-08
1809,2.25903047379461e-08,4.518061036407062e-09
1810,3.042164919975221e-08,1.1700633351097167e-08
1811,2.2563691359778204e-08,0.0
1812,1.3336041604361526e-08,5.3344164641089264e-09
1813,2.8757416004054903e-08,3.163315653864629e-08
1814,2.2026739543434815e-08,1.2586708564299443e-08
1815,5.3944472000466703e-08,1.3486118000116676e-08
1816,3.7081662185300956e-08,0.0
1817,6.227493631882908e-09,0.0
1818,3.5763532135746345e-09,2.384235475716423e-09
1819,4.5544620519422097e-08,1.2421260464634543e-08
1820,2.254631326081835e-08,1.779972080839798e-08
1821,2.5639868894700157e-08,3.94459531705138e-09
1822,3.0076847679083585e-08,1.0025615893027862e-08
1823,7.906149512848515e-09,6.917880934764753e-09
1824,3.2000230021367315e-08,0.0
1825,1.7610886970942374e-08,3.522177394188475e-08
1826,1.2331177856594877e-08,3.5231937367541377e-09
1827,3.041700225026034e-08,1.7512819638909605e-08
1828,2.8434133270138773e-08,3.5771975603893225e-08
1829,2.2290258527846163e-08,1.1145129263923081e-08
1830,4.0703660886265425e-08,2.5048406016026092e-08
1831,7.016042502527853e-08,2.9623292263636358e-08
1832,4.7354891563600177e-08,5.411987746839486e-09
1833,2.7800709290204395e-08,4.6334514003376626e-09
1834,3.267085801894609e-08,1.8669062740173104e-08
1835,2.4201881387853064e-08,8.31939672707449e-09
1836,1.6129799718100912e-08,1.3441500135158435e-09
1837,1.87863058442872e-08,2.7831563720326358e-09
1838,1.7674054220151447e-08,5.680945491803868e-09
1839,1.8876983531868063e-08,1.11863602825224e-08
1840,3.121147429396842e-08,1.0191501864653674e-08
1841,3.531301828729738e-08,1.2841097074556274e-08
1842,2.2137275124123335e-08,3.287049921141261e-08
1843,2.008349753168659e-08,1.0041748765843295e-08
1844,2.7991662321369404e-08,1.0428266250528395e-08
1845,2.9017185099178278e-08,1.8414752389617206e-08
1846,3.33706573485415e-08,1.6978054517835517e-08
1847,3.883121024728098e-08,1.833696039454935e-08
1848,3.942158599556933e-08,7.24069959545659e-09
1849,2.5976186535103807e-08,8.379414495607307e-09
1850,3.733947906425783e-08,1.0183494048021657e-08
1851,1.4188765717904062e-08,5.159551008659946e-09
1852,1.9531636752390114e-08,1.3672145193766028e-08
1853,2.9859659633757474e-08,1.7915795513800958e-09
1854,1.610655964157104e-08,1.3508727469968562e-08
1855,2.7065379271107304e-08,6.368324534378189e-09
1856,3.882891874695815e-08,1.8120163147727908e-08
1857,5.369659916709679e-08,1.2691923956253959e-08
1858,3.034079298913639e-08,1.2723557318849998e-08
1859,3.258990943777462e-08,2.036869339860914e-08
1860,4.897586691754441e-08,3.7990627532735743e-08
1861,2.5937801240161207e-08,1.6034276129062164e-08
1862,2.981871105589562e-08,1.7620147119146168e-08
1863,2.946826249683454e-08,1.39849385405455e-08
1864,3.404256787575832e-08,2.2535221688713136e-08
1865,3.294790928975999e-08,1.0355057256106193e-08
1866,2.919367680931373e-08,1.216403244796993e-08
1867,3.008743121313273e-08,9.7056229719783e-09
1868,6.076044911651479e-08,1.0373735648272486e-08
1869,2.197583626184496e-08,1.904572499711321e-08
1870,2.465641024684828e-08,1.1468097582678638e-08
1871,1.911811864374613e-08,3.186353225714811e-08
1872,2.9027228620748247e-08,5.442605477412599e-09
1873,4.1303430009520525e-08,1.0176207432266438e-08
1874,5.735624597491551e-08,1.4936523129449597e-08
1875,3.3757011408397375e-08,1.716458086775674e-08
1876,2.7811667635546655e-08,1.269663130187837e-08
1877,3.587193120324628e-08,1.5462040536817767e-08
1878,5.435179772916854e-08,1.0266450800600069e-08
1879,2.504823370941267e-08,7.94212251520321e-09
1880,3.0805662021293756e-08,1.4761046607247863e-08
1881,2.998178416646624e-08,7.669758161910067e-09
1882,3.1945848633085916e-08,1.2645231528551903e-08
1883,3.033282780506852e-08,1.2638677659992936e-08
1884,4.2250860587955685e-08,1.5183903911974994e-08
1885,4.640857653726016e-08,1.8047780159236027e-08
1886,4.001147502208369e-08,1.097088819790315e-08
1887,3.4603299781110763e-08,2.6768590899450828e-08
1888,2.3460273723685532e-08,1.3315291091942072e-08
1889,4.1976417008982025e-08,1.1277245803853475e-08
1890,2.6872983838188702e-08,3.9326319978272295e-09
1891,3.1871099537283953e-08,1.2748440525456317e-08
1892,3.761107336686109e-08,6.8953633913793055e-09
1893,4.3724757148311255e-08,1.3548516086814288e-08
1894,4.663139208105349e-08,1.1972924873759894e-08
1895,2.467631965430428e-08,7.824199066419624e-09
1896,4.0689499769541726e-08,1.1204354777305525e-08
1897,4.8944393427063915e-08,1.3401440845939305e-08
1898,5.2056865484928494e-08,1.3580051749784161e-08
1899,4.0351324059884064e-08,4.9748205555033564e-09
1900,4.049021384844309e-08,5.710158568206225e-09
1901,3.297355988252093e-08,1.2854099118442264e-08
1902,4.17374117489544e-08,9.820567470342212e-09
1903,2.4841012802312434e-08,1.4580594509538969e-08
1904,1.666133897515465e-08,1.9348650681649815e-08
1905,6.708986433068276e-08,1.0837593933388234e-08
1906,2.5206503551089554e-08,1.2346042410626978e-08
1907,3.3428481316377656e-08,9.771402353919711e-09
1908,3.487086175368859e-08,1.276961114626829e-08
1909,2.6954818821423032e-08,1.1552065082298668e-08
1910,3.153049021875631e-08,1.4429207162436342e-08
1911,3.351835786702395e-08,1.3832972989291648e-08
1912,4.740573444905749e-08,1.40654377034366e-08
1913,3.340883480973389e-08,2.8636144122629048e-08
1914,2.8126324380650658e-08,1.6072185360371805e-08
1915,4.123266705846618e-08,1.4136913861761968e-08
1916,1.9777431248257926e-08,7.69122365795738e-09
1917,2.631941953268324e-08,8.773139548168274e-09
1918,2.412139110674616e-08,2.1824114071478107e-08
1919,2.3940405213807026e-08,1.2890987832747669e-08
1920,2.7260034229925623e-08,1.590168707821249e-08
1921,3.1048266180278006e-08,1.817459427400081e-08
1922,1.9920426197472807e-08,1.623145884366295e-08
1923,3.1847843473542525e-08,9.554353752605493e-09
1924,4.512068585427187e-08,1.4180787211159895e-08
