year,devenant_VERB en_ADP,devenant_VERB sans_ADP
1925,3.189471442510694e-08,7.698724324711748e-09
1926,3.4553028882555736e-08,1.89484357093761e-08
1927,2.2298449309232637e-08,1.4493992672726108e-08
1928,3.085031252680892e-08,1.3711249025050165e-08
1929,3.230717737778832e-08,1.7824650200282122e-08
1930,2.6259009189288918e-08,1.05036033204442e-08
1931,3.5356606531422585e-08,1.2545892325022123e-08
1932,4.4934100884574946e-08,1.4247397928102146e-08
1933,7.685343916818965e-08,1.7205993074753678e-08
1934,3.354842448288764e-08,1.1981580172459871e-08
1935,4.188899538348778e-08,1.795242710045386e-08
1936,5.577368611398015e-08,2.424942913137329e-08
1937,5.0364473480613015e-08,7.554670666820584e-09
1938,3.759912203804561e-08,5.186085783037697e-09
1939,4.5882153187903896e-08,1.2235240376412548e-08
1940,4.81798743123818e-08,2.7893612752905028e-08
1941,5.60785480274717e-08,2.6563522936839945e-08
1942,3.034211815133858e-08,1.517105907566929e-08
1943,2.0322646676618206e-08,1.7419411690866582e-08
1944,3.855823393905666e-08,6.4263723231761105e-09
1945,4.574858536443571e-08,1.089252066321933e-08
1946,2.227376683094917e-08,6.960552134671616e-09
1947,2.5033829231801974e-08,1.1920871401116528e-08
1948,5.979538286737807e-08,1.3046265401328583e-08
1949,5.3011845579931105e-08,1.0798709482173763e-08
1950,3.616023036556726e-08,1.1698897850465073e-08
1951,4.797630737130021e-08,1.7058242818279723e-08
1952,3.9015773722894664e-08,1.687168627029223e-08
1953,4.0940545176226806e-08,2.2625037843226892e-08
1954,4.397641362174909e-08,1.4658803948464083e-08
1955,4.129667274810345e-08,1.783265446420046e-08
1956,4.883839466174322e-08,2.3547082506070183e-08
1957,5.742774433770137e-08,1.0602045463770082e-08
1958,3.3088973339090444e-08,2.1507833736222892e-08
1959,4.4954337141689393e-08,1.2401196514133517e-08
1960,5.3982500247684584e-08,6.920833239831836e-09
1961,5.975417138870398e-08,1.945484662257968e-08
1962,5.580921680348183e-08,1.5220695814832652e-08
1963,4.849539791962343e-08,1.4871922360271128e-08
1964,5.901449284806404e-08,1.520992043424485e-08
1965,6.894774884358412e-08,1.094408652591028e-08
1966,6.813061759203265e-08,3.1572724878969893e-08
1967,6.015009290649687e-08,1.3311906243984595e-08
1968,5.88375463905777e-08,1.0330256650092906e-08
1969,4.3146698658347304e-08,1.4533624970169967e-08
1970,6.99006221793752e-08,1.2876429700270364e-08
1971,5.087013477123037e-08,1.5929032315398217e-08
1972,4.6684338173008655e-08,1.2312352026810913e-08
1973,6.450448353234606e-08,1.543697081274331e-08
1974,8.550868813017587e-08,7.875800456247362e-09
1975,8.224531455880424e-08,1.0851811893530794e-08
1976,5.4278505245974884e-08,1.314111219841152e-08
1977,6.346924408262566e-08,2.52701610747863e-08
1978,5.940591307762588e-08,1.9603952239322098e-08
1979,6.086052195541924e-08,1.404473604083023e-08
1980,6.253665674194053e-08,1.6486936260662333e-08
1981,7.717170547039132e-08,1.9609203150139365e-08
1982,8.566352960315271e-08,8.690503427999374e-09
1983,8.273064366903782e-08,8.209910973278056e-09
1984,6.668859953151696e-08,1.333771937339634e-08
1985,6.978047650818553e-08,1.564045071233977e-08
1986,8.272390061847545e-08,1.019062523255343e-08
1987,6.783006512023348e-08,6.110816741511371e-09
1988,7.675588875599715e-08,6.596209356501959e-09
1989,8.561470821177863e-08,9.878619700032232e-09
1990,8.71784138212206e-08,1.2531897297662908e-08
1991,8.616353852630709e-08,1.4067516929117119e-08
1992,8.650612670635383e-08,1.2672871640972971e-08
1993,7.921066469407378e-08,1.606370148010683e-08
1994,6.962903142948562e-08,1.002236071911966e-08
1995,8.621697134003625e-08,1.138714633697191e-08
1996,8.967995057673761e-08,1.4412848692302305e-08
1997,8.534912154800622e-08,1.6782131240233866e-08
1998,9.393214384090243e-08,6.198567881199324e-09
1999,8.226361813967742e-08,5.941261704833778e-09
2000,9.05696424524649e-08,1.2370488633450805e-08
2001,8.10524198868734e-08,1.664860427297299e-08
2002,8.411944918407244e-08,1.270554239596322e-08
2003,9.625591701478697e-08,1.583430631058036e-08
2004,9.954828072977762e-08,1.6297727611913615e-08
2005,8.962461350847661e-08,1.170974872621855e-08
2006,1.0171188336016712e-07,9.882935358973555e-09
2007,7.789235212385393e-08,8.787854888225866e-09
2008,7.280221581140722e-08,8.51487946817997e-09
2009,7.581426331171315e-08,1.0966842545201416e-08
2010,7.038451599328255e-08,8.97520635589899e-09
2011,7.380265998335744e-08,9.942326961720482e-09
2012,6.263825014229951e-08,6.808505315092361e-09
2013,4.9088601628000106e-08,7.2517249982695375e-09
2014,4.828942934409497e-08,7.362513709807672e-09
2015,6.006919051060322e-08,1.0861219479352258e-08
2016,4.370527406649671e-08,1.0770968117412849e-08
2017,5.3330960980702e-08,8.301517695485927e-09
2018,5.601782859798732e-08,1.161660012627408e-08
2019,4.897896488387232e-08,9.94885240857002e-09
