year,fût_VERB en_PRON,fût_VERB sans_ADP
1963,2.2631185814248056e-08,1.4613280541198037e-07
1964,2.068549243006146e-08,1.1985417813775712e-07
1965,2.5171399187229326e-08,1.493867785029579e-07
1966,2.3818021332999706e-08,1.4623157085225102e-07
1967,3.007504645324843e-08,1.5875680503540934e-07
1968,1.4372530721118437e-08,1.8504633203519916e-07
1969,1.8167030546578644e-08,1.3216515526437433e-07
1970,1.609553734738256e-08,1.200267263357091e-07
1971,2.003974941544584e-08,1.2743225852318574e-07
1972,2.5137719461554298e-08,1.226105155183177e-07
1973,1.929621262775072e-08,9.427578362419808e-08
1974,1.012602890426706e-08,1.0126029081902743e-07
1975,1.4278700888326057e-08,8.224531455880424e-08
1976,1.9425991482080462e-08,9.941536660562633e-08
1977,2.1744092748576804e-08,8.697637099430722e-08
1978,1.7227714366185864e-08,1.0930688176813419e-07
1979,1.287434159280565e-08,8.134242790447388e-08
1980,1.4212877097463661e-08,1.1029192137357313e-07
1981,1.8344094243616382e-08,7.906936616564053e-08
1982,1.9864007327896616e-08,9.187103700014632e-08
1983,2.084054351314535e-08,6.252162876307921e-08
1984,1.3917620833581168e-08,7.654691103198275e-08
1985,1.2632671797518924e-08,7.639759047606276e-08
1986,1.7384007122700496e-08,8.751948854524016e-08
1987,1.588812459374367e-08,8.066277956686463e-08
1988,1.4991384134077634e-08,7.375761157391025e-08
1989,9.878619700032232e-09,8.835876741386528e-08
1990,9.80757164370516e-09,8.390922801027045e-08
1991,1.0550637696837839e-08,7.326831763521113e-08
1992,1.322386644631024e-08,7.493524378787697e-08
1993,1.1632335983335906e-08,6.20391205075066e-08
1994,1.5824779708850656e-08,8.439882748234595e-08
1995,1.138714633697191e-08,6.34426768897356e-08
1996,1.5480466686312866e-08,6.245567618634595e-08
1997,8.630809844589749e-09,7.048495120898224e-08
1998,1.4781200263769279e-08,7.104512889100079e-08
1999,7.312321859131998e-09,6.44398383542466e-08
2000,1.4579503826439577e-08,5.6992607966321884e-08
2001,1.1391150245287918e-08,8.411926444296114e-08
2002,1.3143664823189738e-08,5.914649037208619e-08
2003,5.8336921959778465e-09,7.000430457537732e-08
2004,1.0571499231559756e-08,6.607186975315926e-08
2005,9.908249332113428e-09,6.620511783239635e-08
2006,1.8118715416903797e-08,7.206307373053278e-08
2007,7.988958827809256e-09,6.391167062247405e-08
2008,8.089135583588813e-09,5.61982034241737e-08
2009,7.629108011997232e-09,7.915199518038207e-08
2010,1.2281861749841028e-08,6.802262220162447e-08
2011,1.3001504761689375e-08,6.883149694658641e-08
2012,1.7021264397953928e-08,1.0859566401677512e-07
2013,1.840822605458925e-08,1.1435412972105041e-07
2014,1.7323561252169384e-08,1.4075394005885755e-07
2015,1.9505863591007255e-08,1.349894347413283e-07
2016,2.423467826417891e-08,1.377441094518872e-07
2017,1.3081178806828575e-08,8.175737065130306e-08
2018,1.9102854409425163e-08,1.231359618714123e-07
2019,1.632632162795744e-08,1.1709033742590691e-07
