year,fût_VERB en_PRON,fût_VERB sans_ADP
1800,6.917161954334006e-08,3.74155575855184e-07
1801,2.8574191901498125e-08,3.47652644450136e-07
1802,6.713520406265161e-08,3.7819498288627074e-07
1803,6.241085515057421e-08,3.491107349873346e-07
1804,3.460591457837836e-08,2.546006498960196e-07
1805,1.1371510844071508e-08,4.889749902758922e-07
1806,1.440834580535011e-07,3.630903222529014e-07
1807,3.9857372513552036e-08,2.9893027431171504e-07
1808,2.7192887941396293e-08,3.104521510977065e-07
1809,5.6475762733043666e-08,3.930713035060762e-07
1810,6.31834211617388e-08,3.463387656665873e-07
1811,5.515568801683912e-08,3.8859690221215715e-07
1812,2.6672083208723052e-08,2.960601079848857e-07
1813,2.8757416004054903e-08,3.335860299102933e-07
1814,3.1466772298927026e-08,3.8074793451414735e-07
1815,4.8550024445148665e-08,2.8051124445482856e-07
1816,3.244645441213834e-08,3.4068776244566834e-07
1817,3.42512151974006e-08,4.1568520714463375e-07
1818,5.126106117359086e-08,4.4704415813612286e-07
1819,5.4860564091541164e-08,4.233579318224656e-07
1820,4.390598107306687e-08,3.6311431017566065e-07
1821,8.875339574387908e-08,4.684206942329183e-07
1822,3.408709403629473e-08,4.691988237937039e-07
1823,9.78386012207011e-08,4.625097460575489e-07
1824,8.000056794799093e-08,5.869515575795958e-07
1825,5.547429182684027e-08,5.133573495186283e-07
1826,5.108631029315802e-08,5.126246946929314e-07
1827,7.373818533551457e-08,6.046531098036212e-07
1828,5.6868266540277546e-08,4.80628557397722e-07
1829,6.601345603485242e-08,6.489894417427422e-07
1830,2.2961039292113128e-08,5.030555030316464e-07
1831,9.354723218280014e-09,3.1650148457629257e-07
1832,3.3824925083081325e-08,3.653091766864236e-07
1833,3.8225973497674204e-08,3.9384337924275314e-07
1834,4.85395617033646e-08,2.884370076117193e-07
1835,4.9160071569076536e-08,3.554651470949466e-07
1836,3.696412420595152e-08,3.353654278726026e-07
1837,4.244313345225237e-08,3.332829692226369e-07
1838,9.152634561360173e-08,3.825170153959334e-07
1839,3.705481788074394e-08,3.1112065812521905e-07
1840,4.968357103507515e-08,3.719898131748778e-07
1841,5.393260948949319e-08,4.301767546621704e-07
1842,4.159124245006751e-08,3.4547565519460477e-07
1843,3.9576303123567413e-08,3.337404734793381e-07
1844,4.7750482679020934e-08,3.7267329844326014e-07
1845,4.464182268293371e-08,3.392778467059543e-07
1846,2.5759806732139623e-08,3.3019387046806514e-07
1847,4.314578916364553e-08,3.3545850897098717e-07
1848,2.574470947536156e-08,3.0893650659891136e-07
1849,3.603148357456121e-08,2.9411745572360815e-07
1850,3.530277936647508e-08,3.4759659683913924e-07
1851,4.321124080775007e-08,3.908359929027938e-07
1852,3.6459056218518526e-08,3.4896524425676034e-07
1853,2.9262466227919504e-08,3.212899457594176e-07
1854,4.2604447969551984e-08,3.32522517965117e-07
1855,3.980202833986368e-08,3.0886374702276953e-07
1856,4.40061072026765e-08,3.106313499756652e-07
1857,4.3445432140742923e-08,3.3633597240623203e-07
1858,4.991549573674092e-08,3.934515575565456e-07
1859,4.379269213927728e-08,2.9432760584313655e-07
1860,4.073693560258107e-08,3.1170623060461367e-07
1861,2.0750240636857598e-08,3.093672091836197e-07
1862,6.776979688538631e-08,2.914101173701056e-07
1863,4.395266373080631e-08,3.0766864256293047e-07
1864,3.5001512799226475e-08,2.804915766319027e-07
1865,5.036323358353911e-08,3.388927893865912e-07
1866,3.6978658357611494e-08,2.9485613595170435e-07
1867,4.367530337390235e-08,3.4454961905794335e-07
1868,2.4699369660652337e-08,2.84042755538394e-07
1869,2.9789466893248573e-08,2.974063022520568e-07
1870,1.834895613228582e-08,2.815417872170656e-07
1871,1.5931766128574054e-08,2.623430646053748e-07
1872,2.4189358072135292e-08,2.8482966740739357e-07
1873,2.454261860407314e-08,2.196863704284624e-07
1874,4.182226476245887e-08,2.975355357648368e-07
1875,3.318485752856759e-08,2.5117503810179187e-07
1876,2.7811667635546655e-08,2.5876943254843354e-07
1877,2.1646856751544874e-08,2.5419592475373065e-07
1878,2.8383716710322915e-08,2.427713639008289e-07
1879,1.710611030603104e-08,2.6086817683790287e-07
1880,2.0537108014195837e-08,2.483706396105845e-07
1881,1.673401861523871e-08,2.405515147074766e-07
1882,2.994923420374107e-08,2.0831355129757867e-07
1883,4.1707636455612374e-08,2.401348808689363e-07
1884,2.0465261485469455e-08,2.2775854802148388e-07
1885,1.8692343672910283e-08,2.1528423133077013e-07
1886,3.743009102663564e-08,1.903771789102393e-07
1887,3.133883907935342e-08,2.023966629849383e-07
1888,3.6775563927449184e-08,2.1431277730243892e-07
1889,1.3783300722991498e-08,1.860745584281176e-07
1890,2.4251230357208442e-08,2.392351063917886e-07
1891,3.6970476458009216e-08,1.9122660432913108e-07
1892,3.19694137829174e-08,2.3005441107670777e-07
1893,2.8328715373504565e-08,1.859841773921289e-07
1894,1.6384001710889606e-08,2.0921110888139083e-07
1895,1.6852119699706236e-08,2.0282730872622778e-07
1896,2.889544248318998e-08,1.8870493079248263e-07
1897,2.9133568446582103e-08,1.858721674352637e-07
1898,2.2067583316243145e-08,1.5673643360969436e-07
1899,2.9296165493519766e-08,1.7080216707654472e-07
1900,2.0245106924221545e-08,1.4327306985251198e-07
1901,2.2913829056392387e-08,2.0678334067270043e-07
1902,1.8659077838378835e-08,1.3355972328099597e-07
1903,2.5381035939631147e-08,2.0790848509477655e-07
1904,2.956043942958786e-08,1.746753213183183e-07
1905,2.0643035725242953e-08,1.8681947722143377e-07
1906,1.4918134283448126e-08,2.1245482173526398e-07
1907,1.337139288182243e-08,1.4914245127783943e-07
1908,3.045061092166179e-08,1.7288090248257504e-07
1909,3.740668930163338e-08,1.9253442928857112e-07
1910,1.6566866989364826e-08,1.6406542613367492e-07
1911,1.5429085564733214e-08,1.6227140520186367e-07
1912,3.334029585744247e-08,1.927485868691292e-07
1913,2.1211958411981868e-08,1.82422851935371e-07
1914,1.7411533548283842e-08,1.8549980040916125e-07
1915,1.4136913861761968e-08,1.4961567273985565e-07
1916,2.0876177231343718e-08,1.69206913369635e-07
1917,1.5352993543160665e-08,1.3598366876976797e-07
1918,1.2635013924011673e-08,1.803361016072813e-07
1919,1.749491218561161e-08,1.749491218561161e-07
1920,1.1358347151713133e-08,1.4841573658941343e-07
1921,2.4232791773215467e-08,1.6660044366290094e-07
1922,1.3280283539529592e-08,2.1838688724074018e-07
1923,2.7601466001669905e-08,2.484131869096018e-07
1924,1.5469948877466777e-08,2.2560342927135935e-07
1925,8.798542339150117e-09,1.8586921157748293e-07
1926,2.3406890647947876e-08,2.3629813483694306e-07
1927,2.5643217327342427e-08,2.1072034428470943e-07
1928,1.1426041446327417e-08,1.6567759075769573e-07
1929,2.785101571589621e-08,2.09439633636066e-07
1930,1.995684684175103e-08,2.2267639110395976e-07
1931,1.1405356659111021e-08,1.6309660111346602e-07
1932,1.6439305028370654e-08,1.5233756300858659e-07
1933,1.7205993074753678e-08,2.0876605333342013e-07
1934,1.7972370258689807e-08,1.5336422620748635e-07
1935,2.154291145473053e-08,1.531940370114171e-07
1936,1.8187071404440758e-08,2.1581992371011438e-07
1937,1.2591118370153254e-08,1.6620275289369602e-07
1938,2.074434313215079e-08,1.9318169108828442e-07
1939,2.141167065872196e-08,2.0341087747510755e-07
1940,2.028626333583361e-08,1.8004058688347868e-07
1941,1.1806010391524069e-08,2.036536841387715e-07
1942,9.102635090130207e-09,1.5777901296587515e-07
1943,1.4516175816936538e-08,2.670976471108588e-07
1944,1.6065930807940276e-08,2.1207029021752533e-07
1945,6.535512131478072e-09,2.3092142953373695e-07
1946,2.5057987684817817e-08,2.171692301544681e-07
1947,5.006765846360395e-08,1.9073394241786445e-07
1948,3.152847583010043e-08,1.369857898225746e-07
1949,2.9451024730065e-08,1.5805383668521245e-07
1950,9.571825110299415e-09,1.6272103664505266e-07
1951,3.1984203729962246e-08,1.8657452471870783e-07
1952,2.319856839960721e-08,1.8347958530284814e-07
1953,2.2625037843226892e-08,1.6376218070490722e-07
1954,1.7590565448699635e-08,1.9838248022097105e-07
1955,2.3464020060259827e-08,1.4641548773397517e-07
1956,1.831439710997529e-08,1.6657379831030994e-07
1957,9.718541527092839e-09,1.5991417967597954e-07
1958,2.3989505493204888e-08,1.5634540773135086e-07
1959,2.2477168570844697e-08,1.4493897992906568e-07
1960,1.868625076895114e-08,1.5641083450645965e-07
1961,2.292892631317045e-08,1.4382689528247283e-07
1962,2.980719671086263e-08,1.4903596934345842e-07
