year,valant_VERB en_ADP,valant_VERB cent_DET
1880,3.144744553651435e-08,9.626769603698904e-09
1881,5.089930565915779e-08,6.2752567586699115e-09
1882,4.059785041476971e-08,1.0648616211028639e-08
1883,4.107570461542309e-08,8.847074184359371e-09
1884,7.591951334262603e-08,1.5844072720483382e-08
1885,4.18966337178972e-08,1.2891271383708158e-09
1886,7.550552538759803e-08,4.5174246565693466e-09
1887,4.6355363991779086e-08,0.0
1888,5.2627100899371726e-08,4.4384300679212174e-09
1889,6.453090833913322e-08,1.4409814674820609e-08
1890,4.0637196274673215e-08,3.2771931834929546e-09
1891,5.035633898753389e-08,1.9122659011827636e-09
1892,5.328235630486233e-08,8.775916882086676e-09
1893,4.618812354806323e-08,1.2316833108982905e-09
1894,5.1672621736997826e-08,1.2603078580752936e-09
1895,2.768562623600701e-08,6.018614495673091e-09
1896,3.597187614445829e-08,7.076434549446731e-09
1897,4.8361721405321134e-08,5.2440420894583895e-09
1898,2.1501747937691107e-08,2.26334195829736e-09
1899,6.909473171390346e-08,4.9748205555033564e-09
1900,4.256663699298002e-08,5.710158568206225e-09
1901,4.191554126009578e-08,5.58873880507349e-09
1902,4.8611809688736685e-08,0.0
1903,3.1321276905416084e-08,2.7001101354784396e-09
1904,4.837162848048138e-08,3.7622376325430196e-09
1905,2.7868098273486908e-08,2.580379465655369e-09
1906,2.41776678677752e-08,2.0576738091193647e-09
1907,3.5485619775954547e-08,2.057137349353866e-09
1908,4.76404740101799e-08,2.9468334439286537e-09
1909,4.8408654862441836e-08,8.801573692096554e-09
1910,3.473697773870299e-08,1.6032452032632705e-09
1911,3.777465806820146e-08,1.0640748282497725e-09
1912,4.7926675961207366e-08,1.0418842455450772e-09
1913,4.2423916823963737e-08,4.772690687104841e-09
1914,4.018046340092951e-08,3.3483718020477227e-09
1915,8.599955947374838e-08,0.0
1916,7.581348882013117e-08,1.0987462051303964e-09
1917,3.838248474608008e-08,2.1932848870420685e-09
1918,3.675640414257941e-08,1.1486376294556067e-09
1919,1.8415697411455767e-08,3.6831393490643904e-09
1920,4.921950491620919e-08,7.572231730534895e-10
1921,3.180553775905537e-08,2.2718242842501013e-09
1922,4.500540740082215e-08,8.853522359686394e-09
1923,3.8217415010421973e-08,1.1677542488541803e-08
1924,3.480738541838946e-08,1.289162443462999e-09
1925,3.739380427525418e-08,0.0
1926,3.566764306128789e-08,0.0
1927,3.7907366134959375e-08,0.0
1928,2.5137291359556002e-08,7.998228745975666e-09
1929,4.2333544891803854e-08,4.4561625500705304e-09
1930,3.466189113510154e-08,3.1510811737689437e-09
1931,3.5356607419601005e-08,3.4216069977333063e-09
1932,4.9317913419777426e-08,7.6716757391182e-09
1933,3.555905392360614e-08,0.0
1934,4.7926318913482646e-08,1.1981580172459871e-09
1935,3.590485420090772e-08,0.0
1936,3.031178508194898e-08,9.699771652549316e-09
1937,3.777335588761588e-08,1.2591118148108649e-09
1938,2.7226949583791793e-08,0.0
1939,3.211750598808294e-08,0.0
1940,2.5357829613881222e-08,1.2678914806940611e-08
1941,4.132103725851266e-08,2.9515025978810172e-09
1942,2.730790527039062e-08,0.0
1943,2.0322646676618206e-08,8.709705845433291e-09
1944,3.855823393905666e-08,0.0
1945,3.485606603348401e-08,2.178504043826024e-09
1946,1.3921104269343232e-08,4.1763312808029696e-09
1947,3.2186353138285995e-08,2.3841741914054637e-09
1948,2.0656587551570738e-08,0.0
1949,2.2579119018928395e-08,0.0
1950,1.808011518278363e-08,0.0
1951,3.411648408224721e-08,2.1322803522849654e-09
1952,2.5307528517259925e-08,0.0
1953,1.939288907237824e-08,0.0
1954,2.052232517257835e-08,0.0
1955,4.6928040120519654e-08,1.8771215692936494e-09
1956,1.3081712602058815e-08,0.0
1957,3.3573144264664734e-08,8.835037701437898e-10
1958,3.4743422361316334e-08,1.6544486891589827e-09
1959,3.720359131875739e-08,3.100299128533379e-09
1960,2.0070416439921246e-08,0.0
1961,2.5013373761151314e-08,2.779263708063695e-09
1962,1.5220695814832652e-08,1.9025869768540815e-09
1963,1.8751554975438012e-08,6.466053248388448e-10
1964,1.2776333768727e-08,1.8251904432275978e-09
1965,8.755269398363907e-09,2.188817349590977e-09
1966,1.9386762417639147e-08,3.8773522170743036e-09
1967,1.2818872185960117e-08,1.9721342336964653e-09
1968,1.7516521566562915e-08,4.4914158503495116e-10
1969,3.769658801777709e-08,3.6334062425424918e-09
1970,2.207388050123882e-08,2.2993624781975086e-09
1971,1.9012070140433934e-08,1.0276794970565106e-09
1972,1.6416469961200164e-08,2.0520587451500205e-09
1973,1.8193572870472963e-08,2.7566018356850464e-09
1974,1.8564387360697765e-08,2.2502286700643026e-09
1975,2.2845920710778955e-08,1.1422960355389478e-09
1976,3.828062844490887e-08,1.7140580066410394e-09
1977,2.6445517775641747e-08,1.7630346071939584e-09
1978,2.1386128423728223e-08,2.3762365408686037e-09
1979,2.808947208166046e-08,1.1703946700691858e-09
1980,2.8425754194927322e-08,1.1370301367108482e-09
1981,1.8976647808699454e-08,1.8976649140967083e-09
1982,1.551875572491923e-08,1.2415004579935385e-09
1983,1.515675762675528e-08,6.315316047889041e-10
1984,9.278413592994639e-09,4.059305780401701e-09
1985,1.8648229627160617e-08,5.414002135495366e-09
1986,1.6185110141009318e-08,3.5966913891627428e-09
1987,1.894353190978748e-08,1.2221633705067347e-09
1988,1.5591039570495013e-08,0.0
1989,2.250130037850795e-08,5.488122178931576e-10
1990,1.9070277801347402e-08,2.179460389939436e-09
1991,2.05151273746651e-08,2.344586080837985e-09
1992,2.093778761480536e-08,1.1019888335184191e-09
1993,3.3789166409281535e-08,0.0
1994,1.635227242502424e-08,0.0
1995,2.0063067651676647e-08,5.422450821690461e-10
1996,1.92171327739743e-08,2.6690460952494277e-09
1997,2.061804593722627e-08,1.438468344439059e-09
1998,3.051602670556264e-08,3.337690568372409e-09
1999,9.597422412355172e-09,1.8280804647829996e-09
2000,1.192868470667463e-08,4.4180314962005696e-10
2001,1.621048362210331e-08,3.5049694258049158e-09
2002,2.409671751024689e-08,4.38122149670761e-10
2003,1.750107614384433e-08,8.333845835650777e-10
2004,2.3785872299564303e-08,8.809582507929292e-10
2005,1.6213498099659773e-08,2.251874686720612e-09
2006,1.729513776638214e-08,8.235779835885637e-10
2007,1.47795736760159e-08,3.994479469415779e-10
2008,1.3623807137985722e-08,1.7029758714315335e-09
2009,1.7165492804949167e-08,1.430457752249481e-09
2010,1.2754241218715379e-08,2.3618964561933353e-09
2011,1.4913490886669933e-08,3.823971805871906e-09
2012,9.872333173177594e-09,3.063827413996023e-09
2013,1.3945625099154313e-08,1.1156500168141292e-09
2014,7.362513709807672e-09,1.7323561474213989e-09
2015,1.219116452233493e-08,6.649726325136385e-10
2016,1.3463710424321818e-08,2.6927420293532123e-09
2017,1.685459594114036e-08,5.031222660711876e-10
2018,1.058401366549333e-08,2.5814667070633845e-10
2019,1.326513626720427e-08,1.02039510174734e-09
