year,excellent_ADJ homme_NOUN,excellent_ADJ somme_NOUN
1800,5.470846220489989e-07,0.0
1801,4.9290481740627e-07,0.0
1802,5.214167799749703e-07,0.0
1803,4.5052835595527085e-07,0.0
1804,6.229064140050866e-07,0.0
1805,6.510189809461053e-07,0.0
1806,5.648071237374097e-07,0.0
1807,4.128084847287994e-07,0.0
1808,4.2375582953724233e-07,0.0
1809,5.353902159388468e-07,0.0
1810,5.382291448086107e-07,0.0
1811,4.863729046178378e-07,0.0
1812,3.867451994210569e-07,0.0
1813,5.693968603281974e-07,0.0
1814,4.5626819256128215e-07,0.0
1815,5.259585824646251e-07,0.0
1816,4.866968144057182e-07,0.0
1817,4.826307311578404e-07,0.0
1818,6.938125114430704e-07,0.0
1819,5.19622703976097e-07,0.0
1820,5.292450406813032e-07,0.0
1821,7.93849789459955e-07,0.0
1822,6.065497899498951e-07,0.0
1823,8.340988015831385e-07,0.0
1824,5.372670166536864e-07,0.0
1825,7.405377857594431e-07,9.68598712347557e-09
1826,5.478566532657325e-07,1.7615968683770689e-09
1827,6.765478239856293e-07,0.0
1828,6.108752899081082e-07,0.0
1829,8.255968593218199e-07,0.0
1830,8.599952572296843e-07,0.0
1831,1.2083185154665443e-06,0.0
1832,1.0404546522124747e-06,0.0
1833,8.687721608779952e-07,0.0
1834,8.625106744375444e-07,0.0
1835,1.008159635773609e-06,0.0
1836,9.046129605394526e-07,0.0
1837,7.8624168331487e-07,0.0
1838,6.855007637085464e-07,0.0
1839,5.935762494857499e-07,0.0
1840,7.051245134448436e-07,0.0
1841,7.325846098638067e-07,0.0
1842,5.58127626781868e-07,0.0
1843,7.111920981017761e-07,0.0
1844,6.970472803402572e-07,0.0
1845,6.94738380602189e-07,0.0
1846,1.0063887527778093e-06,0.0
1847,5.732996859464379e-07,0.0
1848,5.607519337758049e-07,1.6090443422100975e-09
1849,5.144960883995964e-07,0.0
1850,7.284592662415434e-07,0.0
1851,6.933146563525838e-07,0.0
1852,5.16286256413423e-07,0.0
1853,6.742310993956835e-07,5.971931837933653e-10
1854,6.998560113657959e-07,0.0
1855,8.390267645097538e-07,0.0
1856,7.315368151239454e-07,5.177189232874468e-10
1857,8.728137999014507e-07,0.0
1858,9.983099422683495e-07,0.0
1859,9.965383256371751e-07,0.0
1860,1.1076784636188108e-06,0.0
1861,8.738681032127715e-07,4.715963730639317e-10
1862,9.03597240586862e-07,0.0
1863,8.805516529264423e-07,0.0
1864,8.462694873756504e-07,0.0
1865,9.267776590604626e-07,0.0
1866,8.743506203501283e-07,0.0
1867,7.720822861045917e-07,4.85281148598915e-10
1868,8.056934746036859e-07,2.9639244392143382e-09
1869,8.233613506547499e-07,0.0
1870,7.953125642501391e-07,0.0
1871,7.817186720160407e-07,0.0
1872,7.680120921449429e-07,0.0
1873,7.841665876640036e-07,1.1972008939764578e-09
1874,8.07169710625999e-07,0.0
1875,8.073074919678902e-07,0.0
1876,7.763083056389064e-07,0.0
1877,7.279528508874478e-07,0.0
1878,6.769818430285568e-07,0.0
1879,7.752733508503695e-07,0.0
1880,7.496044567290028e-07,0.0
1881,7.795263332610602e-07,0.0
1882,7.879976093860819e-07,6.655385131892899e-10
1883,9.46005021873475e-07,0.0
1884,8.965104250080458e-07,0.0
1885,8.785401703903517e-07,0.0
1886,7.982934961958676e-07,1.2906927748801422e-09
1887,7.43644513079289e-07,0.0
1888,8.077943185469394e-07,6.340614699951175e-10
1889,7.236232786311803e-07,0.0
1890,7.327804123491433e-07,0.0
1891,7.425966153107311e-07,0.0
1892,7.942204920396989e-07,6.268512375839919e-10
1893,8.178377033374318e-07,0.0
1894,7.290880823518364e-07,0.0
1895,7.986701309192767e-07,0.0
1896,8.061238752077315e-07,0.0
1897,7.289218615369464e-07,5.826713556089658e-10
1898,6.00351457435977e-07,0.0
1899,6.91500085636676e-07,0.0
1900,6.680885196175268e-07,0.0
1901,6.589123033862165e-07,0.0
1902,5.862878746931699e-07,0.0
1903,6.966283967457798e-07,5.400220270956879e-10
1904,6.223816040318297e-07,0.0
1905,6.141302995033016e-07,0.0
1906,6.49710495181921e-07,0.0
1907,6.078841137124869e-07,0.0
1908,6.772805285493178e-07,4.911389073214423e-10
1909,8.119451653243459e-07,0.0
1910,7.011525902100857e-07,5.344150677544235e-10
1911,6.187595218420938e-07,5.320374141248863e-10
1912,6.70452529938359e-07,0.0
1913,6.665858043319872e-07,0.0
1914,6.998097141774906e-07,0.0
1915,5.525177249054991e-07,0.0
1916,4.757571048230602e-07,0.0
1917,4.869092560255694e-07,0.0
1918,5.329678440801899e-07,0.0
1919,5.616787746021146e-07,0.0
1920,4.838656213479453e-07,0.0
1921,6.906345388912882e-07,0.0
1922,5.511317913153846e-07,0.0
1923,6.624351360784431e-07,1.0615948120573648e-09
1924,6.316895939662004e-07,0.0
1925,6.752881507310349e-07,0.0
1926,6.520490902772735e-07,3.343841648018042e-09
1927,6.433102992531303e-07,0.0
1928,7.644021504660259e-07,0.0
1929,5.870994090884096e-07,0.0
1930,5.861010521357457e-07,0.0
1931,5.006951457886544e-07,0.0
1932,5.414011257087736e-07,0.0
1933,5.712389801182383e-07,0.0
1934,5.439637327242508e-07,0.0
1935,4.320550592851191e-07,0.0
1936,4.2194006333318157e-07,0.0
1937,3.500330779671046e-07,0.0
1938,3.513573219038335e-07,0.0
1939,3.8082185938037583e-07,0.0
1940,3.9811791108235184e-07,0.0
1941,5.047069269181748e-07,0.0
1942,5.340212871907113e-07,0.0
1943,4.848402568313759e-07,0.0
1944,3.952218836644761e-07,0.0
1945,4.705568841245622e-07,0.0
1946,4.2737791527969193e-07,0.0
1947,5.316708220348687e-07,0.0
1948,4.240036322045171e-07,0.0
1949,4.0151562696877363e-07,0.0
1950,3.6053875795971635e-07,0.0
1951,4.1153010066352635e-07,0.0
1952,3.753950270635187e-07,0.0
1953,3.059767061941443e-07,0.0
1954,3.7721989243344467e-07,9.772536113672459e-10
1955,3.566530999421502e-07,0.0
1956,3.113447677449699e-07,0.0
1957,3.2777989478205427e-07,0.0
1958,3.1434525671336644e-07,8.272243445794913e-10
1959,2.922031896446242e-07,0.0
1960,2.80293737997539e-07,6.920833350854139e-10
1961,3.18225704454278e-07,0.0
1962,3.640282875139178e-07,0.0
1963,3.3882118444239495e-07,0.0
1964,3.248839020031369e-07,0.0
1965,3.0917046078826615e-07,5.472043373977442e-10
1966,3.899508671523222e-07,0.0
1967,3.466025955134455e-07,0.0
1968,4.069222858671395e-07,0.0
1969,2.779555865473071e-07,4.5417578031781147e-10
1970,3.1179356785315804e-07,0.0
1971,3.545494227097379e-07,0.0
1972,3.4577190310969286e-07,1.0260293725750103e-09
1973,2.971616899216656e-07,0.0
1974,1.6482924669602994e-07,0.0
1975,2.1874968547663798e-07,0.0
1976,1.674063350165511e-07,0.0
1977,2.327205579355507e-07,0.0
1978,2.429701844164356e-07,5.940591352171509e-10
1979,2.7562793469826374e-07,0.0
1980,2.0807651202048305e-07,1.1370301367108482e-09
1981,2.1886401491144625e-07,0.0
1982,1.5580830714512217e-07,0.0
1983,1.8819641800504883e-07,0.0
1984,1.9832608399994456e-07,0.0
1985,1.6362318033813494e-07,0.0
1986,1.7863566847964307e-07,0.0
1987,1.7599152624114822e-07,0.0
1988,1.5950833143207888e-07,5.996553809062277e-10
1989,1.7616871672565537e-07,1.0976244357863152e-09
1990,1.9451684574178785e-07,0.0
1991,1.5708727341134932e-07,0.0
1992,1.5593142421721495e-07,0.0
1993,2.1104379843706056e-07,0.0
1994,1.7882001612790077e-07,0.0
1995,1.8327883921642751e-07,0.0
1996,1.483989588990653e-07,0.0
1997,1.438468391068426e-07,0.0
1998,1.8738747709079462e-07,0.0
1999,1.9057738787076062e-07,0.0
2000,1.6302536298695713e-07,0.0
2001,1.918970766734418e-07,0.0
2002,1.7349637548846886e-07,0.0
2003,1.725106089089934e-07,0.0
2004,1.863226701814824e-07,0.0
2005,1.729439880193695e-07,0.0
2006,1.733631693756621e-07,0.0
2007,1.5378745255034687e-07,0.0
2008,1.7540650976144434e-07,0.0
2009,1.9597271316840192e-07,0.0
2010,1.3746237481626622e-07,0.0
2011,1.5028209832124162e-07,0.0
2012,2.4476577475951444e-07,0.0
2013,2.878377030057777e-07,5.578250084070646e-10
2014,4.13600033333239e-07,0.0
2015,5.512622767156472e-07,1.10828768384863e-09
2016,6.298945081084639e-07,2.0713400439298368e-10
2017,1.6502410105090348e-07,2.515611330355938e-10
2018,3.3843027669178127e-07,2.5814667070633845e-10
2019,5.586663358592148e-07,1.53059265262101e-09
