year,fut_VERB en_ADP,fut_VERB sans_ADP
1800,1.2982254702365026e-05,2.3769882773194695e-06
1801,1.0805806596181355e-05,2.7883647817361634e-06
1802,1.123171932704281e-05,2.5690405891509727e-06
1803,1.0128111171070486e-05,2.5159376946248813e-06
1804,1.0624014976201579e-05,2.3037650862534065e-06
1805,1.1840586012112908e-05,2.948064093288849e-06
1806,1.1947399798373226e-05,2.3629686438653152e-06
1807,1.0986399502144195e-05,1.9558581243472872e-06
1808,1.1529784387676045e-05,2.7895371204067487e-06
1809,1.2210060049255844e-05,2.819270093823434e-06
1810,9.877675438474398e-06,2.546057885410846e-06
1811,1.4335464584291913e-05,2.938294073828729e-06
1812,1.1629027540038805e-05,2.784565367619507e-06
1813,1.2707901987596415e-05,3.1000495255284477e-06
1814,1.4122287211648654e-05,3.4676381801546086e-06
1815,1.2102442269679159e-05,5.240705377218546e-06
1816,1.1048017768189311e-05,2.7278197194391396e-06
1817,1.214828353113262e-05,2.888000153689063e-06
1818,1.4556949281541165e-05,3.409456667213817e-06
1819,1.3572296666097827e-05,3.432408220760408e-06
1820,1.4288430065789726e-05,3.4899321690318175e-06
1821,1.374296971334843e-05,3.2404850571765564e-06
1822,1.4299535905593075e-05,3.1490460514760343e-06
1823,1.6023788703023456e-05,3.31366481987061e-06
1824,1.6504538507433608e-05,3.971396836277563e-06
1825,1.677084765105974e-05,3.082785497099394e-06
1826,1.454726680094609e-05,2.903992481151363e-06
1827,1.263688136532437e-05,2.7163303002453176e-06
1828,1.2108354894735385e-05,2.59392686530191e-06
1829,1.3613346709462348e-05,2.981750640174141e-06
1830,1.2673449418798555e-05,3.250030658819014e-06
1831,1.1712114428519271e-05,2.223305955340038e-06
1832,1.1978081602137536e-05,2.584224148449721e-06
1833,1.250684363185428e-05,2.8565227694343776e-06
1834,1.2726699424092658e-05,2.8470319648477016e-06
1835,1.3611289432446938e-05,3.1318747915065615e-06
1836,1.4981896129029337e-05,3.232680683140643e-06
1837,1.4022237337485421e-05,3.1762772323418176e-06
1838,1.5849838746362366e-05,3.4679017062444473e-06
1839,1.26517734315712e-05,2.9811649255861994e-06
1840,1.301199972658651e-05,3.1160516300587915e-06
1841,1.3120390576659702e-05,3.1993592983781127e-06
1842,1.3340726582100615e-05,2.816800588334445e-06
1843,1.3051911082584411e-05,2.790424787235679e-06
1844,1.2379999134282116e-05,3.074143251069472e-06
1845,1.1347951840434689e-05,2.542351921874797e-06
1846,1.1853609066747595e-05,2.4934320208558347e-06
1847,1.180468825623393e-05,2.659937990756589e-06
1848,1.084334962797584e-05,2.681472324184142e-06
1849,1.000502106762724e-05,2.0956915705028223e-06
1850,1.0300943358743098e-05,2.3551026515633566e-06
1851,1.0722837032517418e-05,2.421764293103479e-06
1852,1.0151242349820677e-05,2.173220082113403e-06
1853,1.1790384633059148e-05,2.647357405294315e-06
1854,1.2642610272450838e-05,2.8825545541621977e-06
1855,1.1657748473226093e-05,2.653999217727687e-06
1856,1.0887629287026357e-05,2.5342342269141227e-06
1857,1.2703150787274353e-05,2.7624460017250385e-06
1858,1.1725247532012872e-05,2.422859097350738e-06
1859,1.120074466598453e-05,2.4778514671197627e-06
1860,1.1015450581908226e-05,2.3490108560508816e-06
1861,1.0236942216579337e-05,2.2207473193702754e-06
1862,1.0955212928820401e-05,2.4478449631715193e-06
1863,1.0393805496278219e-05,2.283540652570082e-06
1864,1.0321610716346186e-05,2.162901864721789e-06
1865,1.0017106433224399e-05,2.3821339709684253e-06
1866,1.0576382919680327e-05,2.382204002060462e-06
1867,9.540141945763025e-06,2.0842826415901072e-06
1868,9.943966688297223e-06,2.177496526201139e-06
1869,9.21031733014388e-06,2.28646376854158e-06
1870,1.1174513929290697e-05,2.3400652935379185e-06
1871,7.405084943457041e-06,1.6770839010860072e-06
1872,8.55879898153944e-06,2.136524926754646e-06
1873,9.18731984711485e-06,2.1501728042494506e-06
1874,8.516804882674478e-06,1.9023156028197263e-06
1875,8.896402505342849e-06,2.119253622367978e-06
1876,8.723190148884896e-06,2.1366615783335874e-06
1877,8.940151928982232e-06,2.0917048004776007e-06
1878,9.515188139630482e-06,2.29485362979176e-06
1879,8.893344784155488e-06,2.1963023755233735e-06
1880,9.782723282114603e-06,2.1371427010308253e-06
1881,7.927741535240784e-06,1.9111644178337883e-06
1882,8.50291962706251e-06,2.1377097709773807e-06
1883,8.122246072161943e-06,2.003230520131183e-06
1884,7.894309419498313e-06,1.8795030882756691e-06
1885,7.594892394990893e-06,2.0542240690701874e-06
1886,8.048114978009835e-06,1.99541113943269e-06
1887,6.751561159035191e-06,1.7092725101974793e-06
1888,7.5795705924974754e-06,1.9072568875344587e-06
1889,7.585827461298322e-06,1.9497106222843286e-06
1890,6.498674338217825e-06,1.6648141354380641e-06
1891,6.888619736855617e-06,1.7082909380405908e-06
1892,6.747426596120931e-06,1.7113038666138891e-06
1893,6.789038252463797e-06,1.716966494313965e-06
1894,6.961940471228445e-06,1.7619104255572893e-06
1895,7.165762326621916e-06,1.8862338038161397e-06
1896,6.985620530031156e-06,1.823361344577279e-06
1897,6.5935091697610915e-06,1.6576999541939585e-06
1898,6.745324753865134e-06,1.8118051912097144e-06
1899,6.972487426537555e-06,1.7527951285956078e-06
1900,6.876069164718501e-06,1.900444544844504e-06
1901,6.473995199485216e-06,1.6967411511359387e-06
1902,5.668431640515337e-06,1.4912532151356572e-06
1903,6.334998488455312e-06,1.7383308659191243e-06
1904,6.278637101786444e-06,1.8348970343140536e-06
1905,6.326058610284235e-06,1.8749037735688034e-06
1906,6.3263182710215915e-06,1.8323585209145676e-06
1907,6.111755283200182e-06,1.79588096216321e-06
1908,6.655914603470592e-06,1.8918671003120835e-06
1909,6.98129815646098e-06,1.8939886103908066e-06
1910,6.667896741419099e-06,1.9009144125448074e-06
1911,6.683454103040276e-06,1.916930841616704e-06
1912,6.884250069560949e-06,2.1426349121611565e-06
1913,6.621843112952774e-06,2.0607417354767676e-06
1914,6.427534572139848e-06,2.033131295320345e-06
1915,6.0989004850853235e-06,1.7117447441705735e-06
1916,5.90795843891101e-06,1.6635017345834058e-06
1917,6.271698111959267e-06,1.5298162452381803e-06
1918,6.573653081431985e-06,1.6999837271214346e-06
1919,6.327633400360355e-06,1.8526191070122877e-06
1920,6.111548373155529e-06,1.8218789819002268e-06
1921,5.924917786614969e-06,1.8909150867330027e-06
1922,6.239520189410541e-06,1.9322812931932276e-06
1923,6.7060946093988605e-06,1.9851822798955254e-06
1924,6.492221928056097e-06,1.989177690120414e-06
1925,6.624202342209173e-06,2.146844281014637e-06
1926,6.643098458880559e-06,2.2147376057546353e-06
1927,6.496653440990485e-06,1.974527776837931e-06
1928,6.450000455515692e-06,2.109247134285397e-06
1929,6.692042006761767e-06,2.056518951576436e-06
1930,6.504881639557425e-06,2.030346649917192e-06
1931,6.4531509451626334e-06,1.97312670024985e-06
1932,6.371874405886047e-06,2.048337364612962e-06
1933,6.796367415518034e-06,2.155337369913468e-06
1934,6.387380381056573e-06,1.9637809600681067e-06
1935,6.215129815245746e-06,2.057347955997102e-06
1936,5.72044018554152e-06,1.913279902510112e-06
1937,5.841019628860522e-06,1.974287215489312e-06
1938,5.734514161304105e-06,1.9551544028217904e-06
1939,5.583857728197472e-06,1.980579554583528e-06
1940,5.73086936128675e-06,2.061591430901899e-06
1941,5.663933279720368e-06,2.0808092813240364e-06
1942,5.443375812319573e-06,2.0996744751755614e-06
1943,6.172278062877012e-06,2.3835561933083227e-06
1944,6.153251433715923e-06,2.3231336854223628e-06
1945,6.531155122502241e-06,2.518350584068685e-06
1946,5.994427283440018e-06,2.2496503788715927e-06
1947,6.300180302787339e-06,2.50576704274863e-06
1948,5.678386969520943e-06,2.184162212870433e-06
1949,5.25013592778123e-06,2.0900411072943825e-06
1950,5.298536962072831e-06,2.0972931906726444e-06
1951,5.583376150752883e-06,2.2687463570036925e-06
1952,5.475916623254307e-06,2.0857621620962163e-06
1953,5.299645636114292e-06,2.302366965523106e-06
1954,5.142308509675786e-06,2.2076158074924024e-06
1955,4.9105501602753066e-06,2.094867568303016e-06
1956,4.903898116026539e-06,2.041619154624641e-06
1957,5.058942406321876e-06,2.074466920021223e-06
1958,4.93273864776711e-06,2.0556524304993218e-06
1959,4.751208507514093e-06,2.042321966655436e-06
1960,5.0902731345559005e-06,2.0797103843506193e-06
1961,5.1075917326670606e-06,2.148370867871563e-06
1962,5.190891442907741e-06,2.280567514389986e-06
1963,5.104949195811059e-06,2.2482468011730816e-06
1964,5.572915142693091e-06,2.148249222955201e-06
1965,5.571634574152995e-06,2.471721927577164e-06
1966,5.54849111722433e-06,2.2793292373535223e-06
1967,5.693058483302593e-06,2.1925202418060508e-06
1968,6.139316155895358e-06,2.554268121457426e-06
1969,5.1462657211232e-06,2.1228177047305508e-06
1970,5.110563051857753e-06,2.10207713280397e-06
1971,5.037684786657337e-06,2.165834530387656e-06
1972,5.108087407279527e-06,2.0741183561767684e-06
1973,4.965191237715771e-06,2.2080380404077005e-06
1974,4.37219432569691e-06,1.952073262145859e-06
1975,4.469233317649923e-06,2.0235775082255714e-06
1976,4.3748473217419814e-06,2.0774384665855905e-06
1977,4.255377916706493e-06,2.0551105990307406e-06
1978,4.58910699308035e-06,2.1433654637803556e-06
1979,4.401854312163778e-06,2.1125624698470347e-06
1980,4.2331630538683385e-06,2.0000359199912054e-06
1981,3.997747171524679e-06,2.041254901996581e-06
1982,4.216756224195706e-06,2.1664181986125186e-06
1983,4.175055437372066e-06,2.171205551348976e-06
1984,4.107437689526705e-06,1.938028617587406e-06
1985,4.082157829543576e-06,2.2004910533723887e-06
1986,4.269872079021297e-06,2.18558943743119e-06
1987,4.07285961046e-06,2.232281303804484e-06
1988,4.148415882809786e-06,2.197137291659601e-06
1989,4.309273663238855e-06,2.1321354779502144e-06
1990,4.168217856204137e-06,2.285709115312784e-06
1991,4.0502723095414694e-06,2.2244259980652714e-06
1992,4.448728759598453e-06,2.3257473458215827e-06
1993,4.3266750253678765e-06,2.3973689167178236e-06
1994,4.171412001596764e-06,2.263471060359734e-06
1995,4.125400664634071e-06,2.225915977760451e-06
1996,4.305171387386508e-06,2.3989387045730837e-06
1997,5.28685086464975e-06,2.2665465166937793e-06
1998,4.028592229587957e-06,2.1852335976291215e-06
1999,4.2132683120144065e-06,2.1649043446814176e-06
2000,4.065914254169911e-06,2.2262461243371945e-06
2001,4.088984951522434e-06,2.288306859554723e-06
2002,4.152959718339844e-06,2.1901726086070994e-06
2003,4.069416718266439e-06,2.103879296555533e-06
2004,3.904407094523776e-06,1.9438343770161737e-06
2005,4.097961664228933e-06,2.2311576231004437e-06
2006,4.070534032507567e-06,2.0972413494746434e-06
2007,4.022440862172516e-06,2.1837818167114165e-06
2008,3.930042566935299e-06,1.9865212834702106e-06
2009,3.7659183362848125e-06,1.9997798972326564e-06
2010,3.4559270716272295e-06,1.7666985741016106e-06
2011,3.2744671898399247e-06,1.592301941855112e-06
2012,3.623827069532126e-06,1.5962541510816664e-06
2013,3.7814957067894284e-06,1.6525565342817572e-06
2014,4.0764507502899505e-06,1.9170686300640227e-06
2015,4.338946382631548e-06,1.5821915440028533e-06
2016,4.75268961963593e-06,1.6817209598229965e-06
2017,3.3140663617814425e-06,1.4341500218506553e-06
2018,3.6594872199202655e-06,1.5075765986694023e-06
2019,3.976224434154574e-06,1.6425809690190363e-06
