year,criant_VERB en_ADP,criant_VERB sans_ADP
1960,2.5607083176115708e-08,1.2457499920515147e-08
1961,1.80652133252579e-08,1.459113452284555e-08
1962,3.805173920401472e-08,1.2683912586908264e-08
1963,2.0691369950753824e-08,5.1728425987107585e-09
1964,2.7377858036192748e-08,1.2776333768727e-08
1965,1.5321720781003023e-08,8.755269398363907e-09
1966,2.21562994617841e-08,1.7171132071780448e-08
1967,2.9582012672779712e-08,1.035370456037299e-08
1968,2.425364636904348e-08,1.8414805680322388e-08
1969,2.497966811176866e-08,1.862120768691966e-08
1970,2.575286084383066e-08,1.5175793066646293e-08
1971,1.5929032648465125e-08,9.24911525146399e-09
1972,1.6416469961200164e-08,1.7442499000708267e-08
1973,2.1501494140707678e-08,2.1501493918663073e-08
1974,3.3753431605276774e-08,1.518904291231138e-08
1975,1.8276736568623164e-08,1.313640396460869e-08
1976,2.1140049544232653e-08,9.712995741040231e-09
1977,3.0559267116814226e-08,1.057820764316375e-08
1978,1.3069300641710413e-08,1.2475242172627077e-08
1979,1.9311512389208474e-08,1.404473604083023e-08
1980,2.1035057307106086e-08,1.0801786132219604e-08
1981,1.8976648807900176e-08,8.855769451088236e-09
1982,1.3656504593839713e-08,9.311253101884631e-09
1983,2.3366669821278663e-08,1.8314416649900522e-08
1984,1.971662860755785e-08,1.4497521405587577e-08
1985,2.3460675624420446e-08,1.0828004270990732e-08
1986,2.3977942575914568e-08,8.392279760016663e-09
1987,1.4665960890170027e-08,6.721898593298192e-09
1988,1.4391729530327524e-08,1.199310784016916e-08
1989,2.305011370662413e-08,9.878619700032232e-09
1990,1.8525413703063265e-08,1.0352437129768077e-08
1991,2.2859714121636898e-08,1.2895223555631219e-08
1992,1.9835799780487662e-08,1.7631821336294706e-08
1993,2.8249957040316076e-08,1.661762283333701e-08
1994,2.426466289007223e-08,1.4242301560329906e-08
1995,2.819674393972349e-08,2.8738989854559804e-08
1996,2.5089032629210806e-08,6.4057106285986265e-09
1997,2.4933452080766472e-08,7.671831170341648e-09
1998,2.574789736975447e-08,1.1920323395031573e-08
1999,2.3308025398627308e-08,1.1425503210205079e-08
2000,2.2973763447176054e-08,9.277866475088103e-09
2001,2.8039755933795263e-08,1.0076787404500465e-08
2002,2.541108479192644e-08,1.4896152755738967e-08
2003,2.3334768173288722e-08,9.167230530238157e-09
2004,2.6428747912365935e-08,1.8940601975714344e-08
2005,2.3869872634030287e-08,1.216012357474483e-08
2006,2.9648807464699445e-08,1.2353670086895363e-08
2007,2.8760252512860518e-08,1.3181781888249589e-08
2008,4.087142035924529e-08,9.79211112195344e-09
2009,3.147007054948858e-08,1.668867355419934e-08
2010,2.7398000146394708e-08,2.3146585093059002e-08
2011,4.0916498578180693e-08,2.103184648660772e-08
2012,4.15318844038115e-08,1.6680838044180746e-08
2013,5.2156637564415576e-08,2.091843853690989e-08
2014,6.084901134351117e-08,2.425298539776577e-08
2015,4.721305749133542e-08,2.6155589694099035e-08
2016,5.4683376327080424e-08,2.5477483234226384e-08
2017,4.6035688427981114e-08,1.6603035390971854e-08
2018,5.0854895350394e-08,2.0393587263356494e-08
2019,6.198900454057465e-08,1.989770481714004e-08
