year,criant_VERB en_ADP,criant_VERB sans_ADP
1800,2.2009152278457123e-08,6.60274537267469e-08
1801,3.809892135109294e-08,7.857902772911984e-08
1802,4.923248297927785e-08,3.5805442166747525e-08
1803,1.950339267864365e-08,2.7304748684287006e-08
1804,3.707776485839531e-08,5.19088700912107e-08
1805,2.55858996212055e-08,1.1371510844071508e-08
1806,8.933174200365102e-08,1.729001475325731e-08
1807,8.540865792383556e-09,5.124519120158766e-08
1808,4.5321479902327155e-09,1.5862518409903714e-08
1809,5.421673421324158e-08,3.6144488291256494e-08
1810,2.3401267590372754e-09,2.8081521108447305e-08
1811,1.504245972228091e-08,2.2563691359778204e-08
1812,1.0668832928217853e-08,1.0668832928217853e-08
1813,9.489947672136623e-08,8.627225156487839e-09
1814,6.293354282149721e-09,4.090680150170556e-08
1815,1.0788894222457657e-08,5.1247248222807684e-08
1816,2.3176038865813098e-09,5.5622493277951435e-08
1817,3.89218364205135e-08,1.0898113522728181e-08
1818,2.861082548655247e-08,8.821671571013212e-08
1819,3.5193569503100264e-08,5.175524897538253e-09
1820,3.678608972990105e-08,3.678609061807947e-08
1821,2.9584464655840748e-08,4.339054981983281e-08
1822,3.5089655625597516e-08,6.616906489398389e-08
1823,3.261286707356703e-08,6.423746157224741e-08
1824,5.810567671460376e-08,3.536867154707579e-08
1825,2.113306352136135e-08,4.6668848341369085e-08
1826,7.134467039371373e-08,3.3470339388941284e-08
1827,2.8573547083965423e-08,5.346018383534101e-08
1828,2.109629271274116e-08,7.521286704559316e-08
1829,6.258418316917869e-08,7.715858174606183e-09
1830,5.635891398014792e-08,2.0873670791843324e-08
1831,2.6505050376712802e-08,2.3386808933878456e-08
1832,7.576782934393123e-08,3.788391467196561e-08
1833,3.01174338801502e-08,3.938433579264711e-08
1834,5.133991964889617e-08,5.2273371409228275e-08
1835,5.52105419160398e-08,3.781543966852041e-08
1836,4.502902689607069e-08,5.443807538085821e-08
1837,5.7054706181780546e-08,3.6876823372722356e-08
1838,4.3553917805638775e-08,4.229148586887277e-08
1839,4.963947497493848e-08,3.076248944466897e-08
1840,1.8472096741106725e-08,2.993753511759678e-08
1841,3.14606891649305e-08,5.521671653241356e-08
1842,1.609983613093391e-08,4.22620693996123e-08
1843,2.3627643841450663e-08,2.3036953678001737e-08
1844,3.512679308537159e-08,3.1284798751585186e-08
1845,1.395057031006175e-08,3.57134588568897e-08
1846,3.0443406018321184e-08,2.751615646445771e-08
1847,3.613459753637471e-08,2.6426796750911308e-08
1848,1.126331028444838e-08,2.735375304041554e-08
1849,4.8600607982507427e-08,5.111443002192573e-08
1850,2.5798184921654865e-08,2.987158254086353e-08
1851,3.4826967976187007e-08,3.289213879043018e-08
1852,2.3437962681782665e-08,2.018269107395554e-08
1853,2.8068079416243563e-08,3.762317035693741e-08
1854,2.7017454939937124e-08,4.9358813924982314e-08
1855,2.653468555990912e-08,4.404757802944914e-08
1856,4.14175139185069e-08,3.2616291889553395e-08
1857,2.4895697114946103e-08,3.172980811427806e-08
1858,1.6638499245047456e-08,1.8595969208945462e-08
1859,2.0877910955618972e-08,4.430190969628711e-08
1860,2.288591893773173e-08,4.485640303641958e-08
1861,3.3954937750380054e-08,4.715963797252698e-08
1862,2.801151488540654e-08,3.4336697041226216e-08
1863,2.7969877081091e-08,2.6970951694238465e-08
1864,2.7329949858767577e-08,2.3973639073915365e-08
1865,2.682901328876497e-08,2.3063536858103362e-08
1866,2.043557373321292e-08,3.989802621617855e-08
1867,4.464586567110018e-08,5.143980175148499e-08
1868,4.3964877960434023e-08,3.112120694481746e-08
1869,1.70923168951731e-08,2.539429999615095e-08
1870,3.4977698959437475e-08,1.77755516972411e-08
1871,3.823623728749226e-08,1.274541272522356e-08
1872,4.051717183983783e-08,1.814201766592305e-08
1873,4.489503324656141e-08,2.2746817762708815e-08
1874,3.4652732239237594e-08,2.0911132381229436e-08
1875,1.5448122780981066e-08,4.405575992905142e-08
1876,1.632424040387548e-08,2.9625471853478302e-08
1877,3.216104393910513e-08,1.9172929910382663e-08
1878,2.0532900657510567e-08,1.8117265909722846e-08
1879,3.848874952083747e-08,1.5273313280772527e-08
1880,2.952209254836191e-08,1.4119262203848848e-08
1881,3.067903353581869e-08,1.743126887276958e-08
1882,1.5972924094498353e-08,2.1962771157291172e-08
1883,2.717315727984726e-08,1.2006744043446815e-08
1884,3.895001299270007e-08,2.772712726084592e-08
1885,2.4493415295978593e-08,1.8692343672910283e-08
1886,4.1947515683204983e-08,3.291266637006629e-08
1887,2.415702127223085e-08,1.8933882017790893e-08
1888,2.0289966373709944e-08,2.028996703984376e-08
1889,2.694008721659813e-08,1.628935564212952e-08
1890,1.5075089287996946e-08,9.831579994568074e-09
1891,1.211101796627645e-08,2.2309770031370135e-08
1892,4.137218212463267e-08,1.3790726782758611e-08
1893,1.847524977449666e-08,2.586534897375259e-08
1894,2.7096618726574206e-08,1.827446460822557e-08
1895,2.046328928528851e-08,1.5046536461227333e-08
1896,1.8870492723976895e-08,1.2383760683576384e-08
1897,1.6897469645726915e-08,1.9228155068162778e-08
1898,2.2633418694795182e-08,1.7540900287826844e-08
1899,2.2110313580014918e-08,2.5979618456517528e-08
1900,2.076421212748869e-08,2.1283318218934255e-08
1901,1.956058609531297e-08,2.51493244007861e-08
1902,2.0623192042990013e-08,1.5221880644844532e-08
1903,1.8360749143297994e-08,1.0800440541913758e-08
1904,2.0961039126632386e-08,3.654745128756076e-08
1905,1.2901897772366056e-08,2.0126959654476195e-08
1906,2.1605575217797934e-08,7.201858220895474e-09
1907,4.114274698707732e-09,2.1599941391059474e-08
1908,7.367083609821634e-09,1.3751889405000384e-08
1909,1.3752458727367411e-08,2.2003934674330594e-08
1910,2.4583092783636573e-08,3.153049021875631e-08
1911,1.4897047928563723e-08,2.606983251496331e-08
1912,2.0316743287729366e-08,1.719108944087111e-08
1913,2.0681660384269662e-08,1.4318072061314524e-08
1914,1.2054139020278853e-08,4.68772043404897e-09
1915,4.947920073661294e-08,9.424609537234119e-09
1916,8.789969641043172e-09,7.69122365795738e-09
1917,1.2063066989753679e-08,7.676496771580332e-09
1918,2.5270027848023346e-08,1.033773866510046e-08
1919,5.616787668305534e-08,1.749491218561161e-08
1920,1.590168619003407e-08,1.0601124422748853e-08
1921,2.4232792439349282e-08,9.087297137000405e-09
1922,1.696925089333945e-08,1.475587119159627e-08
1923,1.9108707505210987e-08,8.492758496458919e-09
1924,1.4180787100137593e-08,1.1602462102189293e-08
1925,1.3197813286680571e-08,1.2097995494286806e-08
1926,2.0063049888108253e-08,1.89484357093761e-08
1927,2.4528294062520217e-08,1.8953683067479687e-08
1928,2.6279895593006586e-08,2.9707706517001498e-08
1929,1.1140405931087116e-08,2.5622934884950155e-08
1930,1.785612657734248e-08,4.201441416995522e-09
1931,1.596749932275543e-08,7.983749661377715e-09
1932,1.4247397928102146e-08,2.1919072779041926e-08
1933,8.02946331646126e-09,1.9500125958415992e-08
1934,2.2765002327673756e-08,1.9170528275935794e-08
1935,1.9149254626427137e-08,1.0771455727365264e-08
1936,3.394919900756577e-08,1.6974599503782883e-08
1937,1.888667711114067e-08,2.392312481447334e-08
1938,9.075650453382877e-09,1.5558256905023882e-08
1939,1.988226649984881e-08,1.6823456405745674e-08
1940,1.5214697057785997e-08,1.7750480196809804e-08
1941,1.7709016475464523e-08,8.854508237732261e-09
1942,6.068423630267716e-08,2.730790527039062e-08
1943,2.6129116648121453e-08,2.322588166236983e-08
1944,1.927911696952833e-08,9.639558484764166e-09
1945,1.5249527862692958e-08,2.178504132643866e-08
1946,2.5057987684817817e-08,1.6705325123211878e-08
1947,1.90733930871545e-08,1.907339353124371e-08
1948,2.5005341797168512e-08,1.848220954059343e-08
1949,1.2762111145647737e-08,1.47255123650325e-08
1950,1.595304155443955e-08,2.0207187034770868e-08
1951,2.771964546788297e-08,7.462981344019681e-09
1952,1.3708244650523227e-08,1.370824520563474e-08
1953,3.124409886368085e-08,1.0773827163745864e-08
1954,3.3226624340798594e-08,1.6613311615287785e-08
1955,2.2525458831523792e-08,1.1262729415761896e-08
1956,2.0930740252111946e-08,1.1337483840634377e-08
1957,1.8553580005686854e-08,1.5903067307476704e-08
1958,1.7371711180658167e-08,1.3235589513271862e-08
1959,2.7127617374667068e-08,7.750747599288843e-09
