year,acceptant_VERB en_ADP,acceptant_VERB sans_ADP
1842,6.708265054555795e-09,4.561620414733625e-08
1843,1.1223130869097986e-08,2.421833494858916e-08
1844,1.920996517412732e-08,4.0615354857109764e-08
1845,2.17628883802945e-08,3.906159662392383e-08
1846,1.6392604607062822e-08,3.219975752699611e-08
1847,2.8584086209093584e-08,4.1527822070008824e-08
1848,3.700802153616678e-08,6.677534081234171e-08
1849,2.0948537127196687e-08,3.7707368560901955e-08
1850,1.9009188889640427e-08,3.8018377779280854e-08
1851,3.611685883697646e-08,2.0638204034639784e-08
1852,8.463708844885787e-09,3.580800012059626e-08
1853,1.6124216628554677e-08,3.2845626662947325e-08
1854,2.909572138776184e-08,2.1302225094999017e-08
1855,2.3350523292720027e-08,5.200798369742188e-08
1856,3.313401081284084e-08,7.714012006942994e-08
1857,9.274867096564776e-09,5.1255845123776567e-08
1858,1.8106600663259087e-08,5.6766643385941506e-08
1859,4.0228169240208445e-08,1.782260738991681e-08
1860,2.3801356663355477e-08,4.8060432078500526e-08
1861,2.971057178058345e-08,5.4705177554570383e-08
1862,2.0782737308877586e-08,3.388489847044873e-08
1863,2.8469338886338846e-08,4.944674469875565e-08
1864,2.349416661218129e-08,6.041356925834407e-08
1865,3.388927893865912e-08,5.459939389496071e-08
1866,3.113992141923205e-08,5.011581194480641e-08
1867,2.7661025470138156e-08,5.435149041943532e-08
1868,2.7663294877022793e-08,7.85439993045145e-08
1869,1.8557372527538973e-08,6.983432521145971e-08
1870,2.1789384963000202e-08,6.766177484962554e-08
1871,2.7615060460561835e-08,1.3382683228257974e-07
1872,2.53988243770209e-08,6.652072936930153e-08
1873,2.573981916498269e-08,5.028243843518965e-08
1874,2.2703514623856336e-08,6.034355343187414e-08
1875,2.4030413214859436e-08,5.263804947475137e-08
1876,2.3579457275602067e-08,6.89245651663839e-08
1877,3.710889728836264e-08,2.2883819617014467e-08
1878,1.5701630218245555e-08,6.220261095091217e-08
1879,4.4598075343849075e-08,6.720257772485638e-08
1880,7.059631146333345e-08,5.776061695605961e-08
1881,5.368830713337047e-08,4.044054335849978e-08
1882,4.1263388927959e-08,6.655385376141965e-08
1883,4.3603439081607576e-08,4.739504166906272e-08
1884,3.9610181801208455e-08,4.4891540262881335e-08
1885,3.609555876415982e-08,5.349877540972159e-08
1886,2.0005737511041843e-08,4.9046326888735337e-08
1887,4.113222434876107e-08,4.570247075230682e-08
1888,3.487338218199909e-08,4.184805812990078e-08
1889,4.38559585869136e-08,5.951879966659135e-08
1890,4.3914388847543506e-08,4.588070423583446e-08
1891,3.888274235919198e-08,5.2268603667471325e-08
1892,6.26851246465776e-08,7.396844292628657e-08
1893,3.017624061740776e-08,6.035248395486192e-08
1894,4.978215883966186e-08,4.222031479983457e-08
1895,3.5509824414248214e-08,4.935263930860856e-08
1896,5.071444775239797e-08,5.248355972042873e-08
1897,4.2535007405142267e-08,5.3605766270337085e-08
1898,3.4515963642789416e-08,5.6583548513344795e-08
1899,1.6582735185011188e-08,3.0954439012020885e-08
1900,2.9069898377365178e-08,7.423206338508237e-08
1901,4.135666742399735e-08,3.856229824350521e-08
1902,4.2228439411928775e-08,4.910283957215711e-08
1903,4.374178264043849e-08,5.130209235204575e-08
1904,4.2997001514777367e-08,4.08471514390385e-08
1905,3.8705692873008957e-08,5.36718929300406e-08
1906,3.035068729673185e-08,4.0124638500671495e-08
1907,4.371417006154843e-08,4.16570298256147e-08
1908,2.6521500773313278e-08,6.679489317207299e-08
1909,4.125737590454648e-08,5.9410623698408216e-08
1910,3.366815093386322e-08,4.3287620377086e-08
1911,3.1390207766435196e-08,6.916486661179277e-08
1912,5.938740055277947e-08,3.646594803896619e-08
1913,4.401481379368022e-08,5.037840145050154e-08
1914,3.817143784390353e-08,6.227971943717492e-08
1915,6.125996065975414e-08,4.476689596799588e-08
1916,3.625862321499085e-08,7.141850266734195e-08
1917,4.276905585243185e-08,5.3735480065597585e-08
1918,7.695872028534723e-08,6.66209833966036e-08
1919,2.762354434082681e-08,7.182121564142108e-08
1920,4.240449769099541e-08,5.4520068903940455e-08
1921,3.256281289054641e-08,5.6038331308627676e-08
1922,4.3529817694842876e-08,5.754789655920689e-08
1923,3.290944006195673e-08,4.140219944659407e-08
1924,3.996403552530836e-08,4.640984829773487e-08
1925,3.6293987148994233e-08,4.2892892793133797e-08
1926,4.458455293843144e-08,4.6813780962828844e-08
1927,4.1252132376712325e-08,4.682674359379746e-08
1928,2.2852082892654835e-08,5.0274580054576745e-08
1929,3.78773812315103e-08,5.013182668989202e-08
1930,2.520864939015155e-08,3.466189113510154e-08
1931,3.307553431142196e-08,2.0529642874578258e-08
1932,3.9454333577992884e-08,6.246935957410216e-08
1933,5.73533105452384e-08,2.8676655494663805e-08
1934,6.589868917217245e-08,5.03226385006883e-08
1935,3.7101681726881e-08,3.8298507476497434e-08
1936,4.607391446143083e-08,3.273672932735394e-08
1937,3.777335588761588e-08,3.273690651894867e-08
1938,3.3709559033034964e-08,3.8895644927094963e-08
1939,3.364691281149135e-08,2.4470481641003516e-08
1940,3.803674530900025e-08,2.5357829169792012e-08
1941,5.312704587367989e-08,5.60785480274717e-08
1942,1.8205270180260413e-08,1.8205270180260413e-08
1943,6.387117679196308e-08,4.3548528783077245e-08
1944,4.4984606262232774e-08,5.1410978585408884e-08
1945,6.317661416233022e-08,5.44626010956506e-08
1946,4.5939643200654245e-08,5.4292304874081765e-08
1947,3.695470018882929e-08,3.099426493236024e-08
1948,2.2830963786191205e-08,2.935409759707852e-08
1949,3.3377827501901436e-08,3.6322931218357724e-08
1950,2.1270723182809093e-08,4.998619917984115e-08
1951,2.8785784422780125e-08,5.224087029631619e-08
1952,3.5852332658237174e-08,4.8506096916867136e-08
1953,5.171437322815109e-08,5.602390373837807e-08
1954,3.029486150829541e-08,5.7657961738399877e-08
1955,3.2849628350817284e-08,3.754243049769457e-08
1956,2.6163424537983815e-08,5.232684863187842e-08
1957,3.0922631233387676e-08,5.389373147757226e-08
1958,4.715178913983209e-08,4.963345934250185e-08
1959,3.2553140627555877e-08,3.797866310328857e-08
1960,3.460416664324839e-08,2.837541679401312e-08
1961,3.7520061002549454e-08,3.543561222230096e-08
1962,3.551495586506803e-08,3.1075587991757914e-08
1963,5.8841084449312575e-08,2.974384449849765e-08
1964,5.1713731907820915e-08,3.772060352957851e-08
1965,4.049311996823235e-08,4.377634699181954e-08
1966,2.5479743759326823e-08,2.3818021332999706e-08
1967,3.007504684182649e-08,3.993571773275306e-08
1968,2.3804503673785504e-08,4.1770167102939126e-08
1969,3.951329152762639e-08,3.678823845554291e-08
1970,4.7366869204701345e-08,4.0008906410093914e-08
1971,3.23719049344362e-08,4.21348577139824e-08
1972,4.001514497531389e-08,3.488499866755035e-08
1973,2.866866033457427e-08,2.8668659557418152e-08
1974,3.881644539127649e-08,3.150320115885563e-08
1975,2.7415104408845536e-08,3.426888151025764e-08
1976,2.913898788925451e-08,3.42811607989546e-08
1977,4.231283101674421e-08,2.2331770654915317e-08
1978,4.277225640336724e-08,2.3762364964596827e-08
1979,4.2719406012636796e-08,3.5111838769807946e-08
1980,3.2973872521324665e-08,4.207011461421217e-08
1981,3.4157967787606935e-08,3.0362637848391216e-08
1982,3.662426206751945e-08,3.1658260013500694e-08
1983,3.410270599246701e-08,3.031351525351056e-08
1984,4.523226704300498e-08,2.9574943383181562e-08
1985,3.549179372619449e-08,3.8499573085104544e-08
1986,4.076250204043674e-08,2.817408106814412e-08
1987,2.5054348651298852e-08,3.0554084151646066e-08
1988,4.077656612366809e-08,3.837794432248742e-08
1989,4.225854155492925e-08,3.73192299285563e-08
1990,3.432650036439e-08,3.596109682257875e-08
1991,5.0408600849038976e-08,4.513328022426322e-08
1992,3.6365632061219344e-08,2.975369917113113e-08
1993,3.7112689144080946e-08,3.3235243224183364e-08
1994,3.1122066590505426e-08,3.375953006035104e-08
1995,4.1210625467691386e-08,3.361919603817043e-08
1996,3.416378979714807e-08,3.736664488940278e-08
1997,3.9318132971644104e-08,4.027711242304832e-08
1998,3.719140906355278e-08,3.52841557083039e-08
1999,3.610458743086298e-08,3.930372988181219e-08
2000,4.4180314517916486e-08,3.5786053342867774e-08
2001,3.6364058209059635e-08,3.0668482142726106e-08
2002,3.724038410979347e-08,4.775531525780252e-08
2003,3.041853702256958e-08,3.458545966283921e-08
2004,2.0262039879259675e-08,4.052407778787348e-08
2005,2.7472871977352042e-08,3.422849759182611e-08
2006,3.3354906725513445e-08,3.747279775367929e-08
2007,3.954534766315021e-08,3.83470037945699e-08
2008,3.576249180126112e-08,3.5762492078816877e-08
2009,3.766872014310252e-08,4.243691398286842e-08
2010,3.0704655484825594e-08,4.29865163464882e-08
2011,2.982698085740587e-08,4.6652458673968056e-08
2012,2.4170194734551842e-08,4.0851030891353446e-08
2013,2.091843853690989e-08,3.2911676051128325e-08
2014,2.8150787395597732e-08,3.832837869310879e-08
2015,2.5933932890076505e-08,3.613017907078131e-08
2016,2.5477483234226384e-08,4.619088223023482e-08
2017,2.4904551310100942e-08,3.924353697559724e-08
2018,2.0393587263356494e-08,4.311049467409234e-08
2019,2.2193593962605007e-08,3.596892605983726e-08
