year,permettant_VERB en_ADP,permettant_VERB sans_ADP
1890,3.4082809463598096e-08,4.5880703680722945e-09
1891,5.099376210182527e-08,5.736798147637501e-09
1892,2.7581453565517222e-08,4.387958441043338e-09
1893,4.187723234849727e-08,1.4780200174868696e-08
1894,5.041231432301174e-08,9.452309157609307e-09
1895,2.467631965430428e-08,4.213029924926559e-09
1896,5.071444775239797e-08,5.89702897624278e-10
1897,3.8456310136325556e-08,1.2818770045441852e-08
1898,5.318853624203257e-08,9.05336783318944e-09
1899,5.472302433418008e-08,1.2713430308508578e-08
1900,5.6582479146527476e-08,7.26747462209687e-09
1901,5.9240633731860726e-08,1.5648469187112823e-08
1902,2.739938338436332e-07,1.5221880644844532e-08
1903,5.508224631967096e-08,2.7001101354784396e-09
1904,3.869730136329963e-08,2.6873125946735854e-09
1905,4.18021492976095e-08,2.580379465655369e-09
1906,4.3211148437194424e-08,1.9547901075611662e-08
1907,4.937129460813594e-08,9.257117739025489e-09
1908,6.630375537497457e-08,9.822778146428846e-09
1909,4.400786934866119e-08,6.0510818578052294e-09
1910,5.2907090264397993e-08,9.085056262847502e-09
1911,4.8947441655400326e-08,1.1704822888702893e-08
1912,6.876435776348444e-08,7.293189607793238e-09
1913,7.901454779357664e-08,1.0605979205990934e-08
1914,6.897646187553619e-08,8.705766774141921e-09
1915,5.183535378705528e-08,1.5314990164938536e-08
1916,5.383856560570166e-08,9.888715624128963e-09
1917,6.579854527899442e-08,9.869782324756216e-09
1918,7.581008532042688e-08,8.040463406189247e-09
1919,7.274200441997891e-08,9.207848705727883e-09
1920,6.815008646299248e-08,1.514446346106979e-08
1921,7.64847456480311e-08,9.844571380313027e-09
1922,7.156597092716765e-08,5.164555005876537e-09
1923,7.006525493125082e-08,1.2739137744688378e-08
1924,5.285566118118368e-08,5.156649773851996e-09
1925,7.148815939217457e-08,6.598906754362588e-09
1926,7.57937428375044e-08,1.3375366592072169e-08
1927,7.358488574027433e-08,5.574612327308159e-09
1928,7.541186874959749e-08,7.998228745975666e-09
1929,8.355304714768863e-08,1.4482528065684619e-08
1930,6.407198327451624e-08,6.302162347537887e-09
1931,7.755642172924126e-08,1.3686427990933225e-08
1932,9.096415709564099e-08,1.0959536389520963e-08
1933,6.997103696448903e-08,1.3764794637438627e-08
1934,7.308764082836205e-08,1.3179738189705859e-08
1935,7.4203363453762e-08,1.4361940969820353e-08
1936,6.30485175179274e-08,1.8187071404440758e-08
1937,7.932404599841902e-08,1.1332006444320086e-08
1938,6.223302762009553e-08,2.5930428915188486e-09
1939,9.635251529971356e-08,9.176430282309411e-09
1940,7.60734906180005e-08,2.5357829169792012e-09
1941,1.151085982087352e-07,1.1806010391524069e-08
1942,6.675266206457309e-08,3.3376331032286544e-08
1943,1.0451646659248581e-07,1.4516175816936538e-08
1944,8.996921252446555e-08,9.639558484764166e-09
1945,8.714016530575464e-08,3.267756198965799e-08
1946,9.048717686255259e-08,9.744772988540262e-09
1947,7.629357412497484e-08,1.7881307101674793e-08
1948,1.0219574875236503e-07,1.3046265401328583e-08
1949,1.325296068444004e-07,6.8719057111366055e-09
1950,9.359118280372059e-08,1.595304155443955e-08
1951,1.2900295587314758e-07,2.2388944032059044e-08
1952,1.0333907596304925e-07,1.8980646387944944e-08
1953,1.0773827341381548e-07,2.477980309834038e-08
1954,1.4365627976076212e-07,1.172704333640695e-08
1955,1.0605737088553724e-07,1.407841132561316e-08
1956,1.2384020919853356e-07,1.9186511934776718e-08
1957,1.475451227861413e-07,1.8553580005686854e-08
1958,1.546909516036976e-07,2.0680609225109947e-08
1959,1.3873838611289102e-07,2.325224279786653e-08
1960,1.5295042032903439e-07,1.9378333604436193e-08
1961,1.4313208396288246e-07,1.111705483225478e-08
1962,1.306442953818987e-07,1.585489073363533e-08
1963,1.493658317031077e-07,2.392439668597035e-08
1964,1.3323891323580028e-07,1.520992043424485e-08
1965,1.3898990403049538e-07,1.9699356812452606e-08
1966,1.3958468514374545e-07,2.3818021332999706e-08
1967,1.3755636985024466e-07,1.3311906243984595e-08
1968,1.2890363620954304e-07,1.7516521566562915e-08
1969,1.4760712474526372e-07,8.175163657142548e-09
1970,1.278445580510379e-07,2.2993624781975086e-08
1971,1.6288720416923752e-07,2.5178147566862208e-08
1972,1.6159962967776664e-07,1.6929485369132635e-08
1973,1.4389462421604549e-07,1.7090931336838366e-08
1974,1.5301554867619416e-07,1.1813700240281833e-08
1975,1.667752229650432e-07,1.9419033492340532e-08
1976,1.6512092315679183e-07,1.2569759455516305e-08
1977,1.5279633203135745e-07,1.645498848290572e-08
1978,1.615840830027082e-07,1.485147826940647e-08
1979,1.6385524759243708e-07,1.8726314721106974e-08
1980,1.3189549008529866e-07,1.3644362084619388e-08
1981,1.4295741834757791e-07,1.707898356073656e-08
1982,1.6884406761619175e-07,1.6760255405756652e-08
1983,1.5030451550046564e-07,1.8314416649900522e-08
1984,1.594727336851065e-07,2.145633182237816e-08
1985,1.5038895639918337e-07,2.2257564680217e-08
1986,1.5825442289951752e-07,1.7983456501724504e-08
1987,1.5888123527929565e-07,1.0388388815840699e-08
1988,1.4091901334722934e-07,1.3792074149421296e-08
1989,1.4378879598098138e-07,9.878619700032232e-09
1990,1.6236980115991173e-07,1.198703181159999e-08
1991,1.4008901416673325e-07,1.75843961613964e-08
1992,1.3885059502172226e-07,8.264915862810085e-09
1993,1.312792221597192e-07,1.3848018731721368e-08
1994,1.123559343341185e-07,1.5297286992677073e-08
1995,1.0085758361810804e-07,1.7351842629409475e-08
1996,1.3238468454801477e-07,1.975094043871195e-08
1997,1.352160268197622e-07,1.6302641014931396e-08
1998,1.4209025778200157e-07,9.536258005482523e-09
1999,1.1151291090527593e-07,1.8737825513426287e-08
2000,1.519802879101917e-07,1.502130686503733e-08
2001,1.3888441685594444e-07,2.0591695459870607e-08
2002,1.4151345339996624e-07,1.3581786362237835e-08
2003,1.2417430639288796e-07,1.12506919336397e-08
2004,1.4667955383629305e-07,2.026203915761471e-08
2005,1.2745611854825256e-07,1.261049931144953e-08
2006,1.288899511564523e-07,1.6883348052942893e-08
2007,1.234294160212812e-07,1.917350189728495e-08
2008,1.3581232849446678e-07,1.3623806971452268e-08
2009,1.3493985306922696e-07,1.8119131084404216e-08
2010,1.3651761321398226e-07,8.97520635589899e-09
2011,1.189255272038281e-07,1.606068167347985e-08
2012,1.109786396114032e-07,1.0212757750593937e-08
2013,9.957176416719449e-08,1.0319762822064149e-08
2014,8.813361773718498e-08,7.362513709807672e-09
2015,9.021461977454237e-08,9.97458915463767e-09
2016,1.0025285490655733e-07,8.078226088059637e-09
2017,1.0968065566885343e-07,1.106868996458843e-08
2018,9.835387970724696e-08,1.3423626654684995e-08
2019,8.341729795802166e-08,1.1224345897176136e-08
