year,impliquant_VERB en_ADP,impliquant_VERB sans_ADP
1984,3.421414973558967e-08,8.69851302098823e-09
1985,4.1507352221969995e-08,8.421781494405423e-09
1986,3.476801424540099e-08,1.0790073723399018e-08
1987,3.0554083707556856e-08,1.099947066762752e-08
1988,2.338656024392094e-08,8.994830658082265e-09
1989,4.061210390204906e-08,4.390497743145261e-09
1990,3.0512445903241314e-08,9.262707045820662e-09
1991,3.8099525312418336e-08,3.5168792322792797e-09
1992,3.361066092111287e-08,8.815910668147353e-09
1993,3.157348160698348e-08,4.4313659408601325e-09
1994,3.3759530282395644e-08,6.329911705904578e-09
1995,4.0126135303353294e-08,7.0491861237087505e-09
1996,3.896807143632941e-08,4.804283193493575e-09
1997,3.6920688728514506e-08,6.233362714880286e-09
1998,3.480734278582531e-08,1.0013071261028017e-08
1999,2.8792268125243936e-08,2.7421207526856506e-09
2000,3.976228413193894e-08,3.5344251969604557e-09
2001,3.811654281093979e-08,3.943090742808408e-09
2002,3.724038322161505e-08,3.9430991805033955e-09
2003,5.0003073681637034e-08,7.083769126836614e-09
2004,3.523832958762796e-08,5.726228824443069e-09
2005,4.5037495510769077e-08,1.8014998381943315e-09
2006,3.3766696105885785e-08,6.58862386870851e-09
2007,3.674920989737984e-08,1.1583990655594789e-08
2008,3.193079933794252e-08,5.960415716543821e-09
2009,3.7191902890754136e-08,5.721831008997924e-09
2010,3.7317963830219014e-08,4.723793023408973e-10
2011,3.4033352136475514e-08,4.5887662558641296e-09
2012,2.382976838077866e-08,5.1063788752969685e-09
2013,1.840822605458925e-08,4.462600067256517e-09
2014,2.1004817440939405e-08,1.9489005964601347e-09
2015,2.5268960257562867e-08,3.546520632724537e-09
2016,1.864206033985738e-08,4.764082017771898e-09
2017,2.2892063356039216e-08,4.2765391228272165e-09
2018,1.652138692520566e-08,5.162933192082164e-09
2019,1.3010037491767434e-08,4.08158040698936e-09
