year,pensant_VERB en_ADP,pensant_VERB sans_ADP
1918,5.7431879696423493e-08,1.9526839700745313e-08
1919,2.762354434082681e-08,1.749491218561161e-08
1920,4.0132826839567315e-08,2.1959472462640406e-08
1921,2.9533714807072897e-08,2.6504615391331754e-08
1922,2.6560568577860266e-08,2.951174238319254e-08
1923,5.201814623490009e-08,2.3355086309351236e-08
1924,3.222906019839655e-08,3.2229060309418855e-08
1925,4.6192349056894955e-08,2.969508017258704e-08
1926,6.241837446907539e-08,2.3406890647947876e-08
1927,3.6792443314226375e-08,2.564321655018631e-08
1928,3.542072923856665e-08,3.427812511613837e-08
1929,3.5649300400564243e-08,2.7851016382030025e-08
1930,2.7309369543537798e-08,1.995684684175103e-08
1931,3.877821441733431e-08,2.167017765231094e-08
1932,2.7398842306070037e-08,1.8631212128639163e-08
1933,2.5235456169170334e-08,3.211785326584504e-08
1934,2.6359476379411717e-08,1.7972370258689807e-08
1935,5.984142159576322e-08,3.949533677882755e-08
1936,1.2124715009775855e-08,4.243650186808168e-08
1937,4.784624962894668e-08,3.14777944820932e-08
1938,5.0564334941327616e-08,2.852347158466273e-08
1939,3.5176316082186077e-08,3.5176316970364496e-08
1940,3.296517858686343e-08,2.2822046474857416e-08
1941,3.836953510472085e-08,3.836953510472085e-08
1942,6.978687139280737e-08,2.730790527039062e-08
1943,3.774205836748479e-08,3.193558839598154e-08
1944,7.711646432539965e-08,2.5705489292704442e-08
1945,3.485606514530559e-08,3.0499057057653545e-08
1946,5.986074569364064e-08,4.037120415745221e-08
1947,4.410722120873345e-08,2.1457568166738383e-08
1948,3.9138794649673514e-08,1.7395020535104777e-08
1949,3.435952833363842e-08,2.4542520904446974e-08
1950,7.232045895477768e-08,3.509669221912759e-08
1951,3.944718607318265e-08,3.1984203729962246e-08
1952,2.636201035244312e-08,2.741649041126948e-08
1953,5.710128458957797e-08,4.525007613054299e-08
1954,3.713563678786613e-08,3.8112890621277984e-08
1955,5.7252207863456306e-08,4.1296673636281866e-08
1956,7.412970326470258e-08,3.4884567901016794e-08
1957,4.240818274325875e-08,2.4738105619537265e-08
1958,2.8125627604680403e-08,2.1507833403155985e-08
1959,3.797866376942238e-08,2.5577467810400378e-08
1960,3.460416753142681e-08,3.8756666764783176e-08
1961,5.350082465938044e-08,4.0994138916783385e-08
1962,6.912732430919277e-08,3.868593267952747e-08
1963,5.560805682591763e-08,2.1984580267364606e-08
1964,4.623815774706941e-08,2.6161063981788857e-08
1965,5.581484430194905e-08,3.3926667697414814e-08
1966,5.3729026561200044e-08,3.600398557068729e-08
1967,5.275458914155706e-08,3.155414751709884e-08
1968,5.165128236228611e-08,2.7397636992443353e-08
1969,4.632593059161749e-08,2.5433842920641325e-08
1970,3.5410182785966526e-08,3.0811457218948846e-08
1971,5.3953173484444505e-08,2.466430859549007e-08
1972,5.2840511688412306e-08,2.8215808356435446e-08
1973,3.859242658776907e-08,3.363054346117167e-08
1974,2.7565300708687346e-08,3.937900150408069e-08
1975,4.7976432160368176e-08,2.5701660799626325e-08
1976,3.485251331980521e-08,3.02816917097104e-08
1977,3.702372586289471e-08,2.4094805095575822e-08
1978,2.6138601616487733e-08,3.683166682755257e-08
1979,3.8623022780015503e-08,3.6282235438278576e-08
1980,3.922754143736995e-08,3.695348049781444e-08
1981,5.3134614930172575e-08,2.9730083506152027e-08
1982,4.966001743156312e-08,3.41412621507331e-08
1983,4.483874249672226e-08,3.726036457152304e-08
1984,3.595385433818876e-08,4.5812168281145205e-08
1985,4.692135435746536e-08,4.331201708396293e-08
1986,4.5558089079023034e-08,3.776525780985196e-08
1987,4.766437133874035e-08,3.055408515084679e-08
1988,2.6984492806914062e-08,4.257553221087562e-08
1989,4.335616565764866e-08,4.170972867090228e-08
1990,2.50637938181697e-08,5.4486510858708925e-08
1991,4.161640332345229e-08,4.161640188016236e-08
1992,4.077358739529302e-08,4.187557678392295e-08
1993,4.3759737611281935e-08,4.5975422580113445e-08
1994,4.74743404588196e-08,2.7957110182441625e-08
1995,3.633042044981494e-08,3.524593183978908e-08
1996,4.056950153596972e-08,3.5765217454297726e-08
1997,5.130537061859286e-08,4.6989965252208776e-08
1998,4.9111731126316727e-08,4.338997583452908e-08
1999,4.433095024403144e-08,3.1991408300235946e-08
2000,5.2574574693764475e-08,3.8436875349212585e-08
2001,4.600272318633358e-08,2.7601634533525043e-08
2002,4.1621603719121936e-08,3.9430994913658424e-08
2003,4.750292026400871e-08,4.583615087483395e-08
2004,4.7131265334954264e-08,4.6250307583761696e-08
2005,3.738111986617554e-08,4.233524764085672e-08
2006,5.1061833872267925e-08,5.312078132924114e-08
2007,5.392547275384629e-08,7.349842423565178e-08
2008,5.1089276142946005e-08,5.364373922844834e-08
2009,4.196009384394017e-08,4.958920296616043e-08
2010,5.385124124401841e-08,5.290648097400208e-08
2011,3.900451583938036e-08,5.238841604970901e-08
2012,4.3234008706427574e-08,6.536165075843314e-08
2013,4.825186417090066e-08,7.140160418472874e-08
2014,4.2442726222446936e-08,7.75229387350862e-08
2015,5.053791818365738e-08,6.694057841372114e-08
2016,4.909075912440386e-08,6.649001260683463e-08
2017,3.999822162370492e-08,6.792150619716608e-08
2018,4.749898763201088e-08,8.002546802998722e-08
2019,4.770347072913239e-08,7.346844466127322e-08
