year,restant_VERB en_ADP,restant_VERB sans_ADP
1853,5.249327919010227e-07,8.181546462537881e-08
1854,5.626904327482585e-07,7.170016669277857e-08
1855,4.1712524634363035e-07,8.119613426060823e-08
1856,4.90279834231e-07,6.316170697573398e-08
1857,5.169517969250137e-07,8.64027143165913e-08
1858,4.918144589360907e-07,9.738415229776365e-08
1859,5.468994057622467e-07,6.059686086246074e-08
1860,4.778580056097326e-07,1.075638219327768e-07
1861,5.470517925876273e-07,6.979625971625936e-08
1862,5.069180577521593e-07,1.0526908078567487e-07
1863,5.344244176086477e-07,6.99246882618354e-08
1864,6.007793942330864e-07,8.294879449977088e-08
1865,5.177528716870938e-07,9.884373497470733e-08
1866,4.364454735394929e-07,7.687668396316738e-08
1867,6.250421300535436e-07,8.735060852416154e-08
1868,5.102890066055465e-07,8.743577240011291e-08
1869,5.06420956725151e-07,6.543915986867432e-08
1870,4.74205848366438e-07,6.42213433543759e-08
1871,7.742838437074795e-07,1.072738911034321e-07
1872,5.99291311575989e-07,5.9868661139717e-08
1873,6.063822457491597e-07,7.063485440994555e-08
1874,7.354743633558591e-07,6.811054076294454e-08
1875,5.452615248202619e-07,7.552415581812966e-08
1876,5.344676985430397e-07,1.227340937770549e-07
1877,6.085859147741957e-07,6.98884221606022e-08
1878,6.443707877279437e-07,6.944951991272319e-08
1879,5.583923425866999e-07,6.903537297375806e-08
1880,5.853075741857339e-07,8.792449079919606e-08
1881,5.675621325140767e-07,7.460582907015123e-08
1882,5.191200584953037e-07,7.05470810657971e-08
1883,6.098161892120757e-07,8.973461262939963e-08
1884,6.66771373225572e-07,1.0166613151341153e-07
1885,7.038634273204281e-07,8.508239091042924e-08
1886,7.027822033212061e-07,7.937760670984062e-08
1887,6.992478378542444e-07,7.051238448685382e-08
1888,6.702029453631297e-07,7.862362139121615e-08
1889,6.16489465421477e-07,8.833842457534047e-08
1890,7.839046339275235e-07,9.438316794785351e-08
1891,8.484086588822493e-07,6.94790015520752e-08
1892,8.174140369021643e-07,9.966935010652378e-08
1893,7.599485921661042e-07,8.560198949680853e-08
1894,7.750893269431458e-07,7.813908808884662e-08
1895,7.529286865093354e-07,7.342709884561316e-08
1896,7.778181059236999e-07,7.548197089590758e-08
1897,9.2528209449938e-07,9.788878907457388e-08
1898,8.385681777856036e-07,8.600699175076443e-08
1899,8.623022367260091e-07,8.291367237234226e-08
1900,7.433587905225636e-07,8.980521926105212e-08
1901,8.595480212036932e-07,7.991896933123854e-08
1902,1.1033407929517125e-06,8.396585260417311e-08
1903,1.019561585380302e-06,8.046328536792657e-08
1904,7.949070690571602e-07,8.438161813728584e-08
1905,7.070239962381208e-07,7.328277717988385e-08
1906,7.783151207974015e-07,8.230695414113143e-08
1907,1.2419966521903802e-06,7.86855025580735e-08
1908,7.239387542767872e-07,5.5007557620001535e-08
1909,7.67387182687429e-07,9.076622831116765e-08
1910,8.491855226777645e-07,7.374927857295432e-08
1911,8.358307770350848e-07,8.24657959697106e-08
1912,9.418633557523037e-07,7.293189757673346e-08
1913,8.384026748409212e-07,7.424185799465022e-08
1914,8.786127687621104e-07,8.906668824693043e-08
1915,9.035844623639377e-07,9.542416989916092e-08
1916,7.493449203366254e-07,9.55909200683891e-08
1917,9.080199389055466e-07,9.321460936462245e-08
1918,1.0705302502245218e-06,1.0567465835720213e-07
1919,1.1472979225546354e-06,8.194984957299312e-08
1920,9.700028669179517e-07,8.480899804652609e-08
1921,1.0321654280165404e-06,8.860114775188777e-08
1922,9.554426251834336e-07,1.0402889366600832e-07
1923,9.044787923073727e-07,9.978991499792755e-08
1924,8.547147054560611e-07,8.895220560134476e-08
1925,7.10482277010982e-07,8.578578558626759e-08
1926,8.916910525513799e-07,6.241837269271855e-08
1927,8.451112221141699e-07,7.692965475758484e-08
1928,8.466696631570514e-07,6.627103821266189e-08
1929,8.366445432006486e-07,5.124586976990031e-08
1930,9.411228507616443e-07,8.823027286553042e-08
1931,9.31817627503051e-07,1.0492928481653507e-07
1932,8.263490869353518e-07,1.2932252957398305e-07
1933,1.1436250575425078e-06,1.1011835621133059e-07
1934,1.067558811129743e-06,1.0423974927675772e-07
1935,1.0125167895225218e-06,9.095896302824258e-08
1936,1.0148386513364471e-06,1.1760972995489283e-07
1937,9.178924975650204e-07,8.939694140508436e-08
1938,9.736876129817773e-07,1.9836778619719553e-07
1939,1.102700988298011e-06,2.1564611074609275e-07
1940,1.037135222148322e-06,8.368083825871508e-08
1941,1.2661945660852325e-06,9.444808313219255e-08
1942,1.040734673551924e-06,7.282108072104165e-08
1943,9.55164381810647e-07,5.8064703267746154e-08
1944,8.16149274385225e-07,7.069009200222354e-08
1945,9.084361991540391e-07,7.189063211399116e-08
1946,8.129925008759642e-07,7.79581839083221e-08
1947,7.402860648930698e-07,7.390940259810463e-08
1948,9.165001508826265e-07,7.284165093324191e-08
1949,8.913843795310683e-07,6.282885323116716e-08
1950,8.401935502888591e-07,6.7002780212988e-08
1951,8.390523027479446e-07,8.529121231504178e-08
1952,8.994717850541178e-07,7.90860283927941e-08
1953,8.44668087696121e-07,8.619062041859138e-08
1954,8.12097725955141e-07,6.645324646115114e-08
1955,8.052851603324029e-07,6.382213513234092e-08
1956,7.072845815692119e-07,6.192010459926678e-08
1957,8.207749879751702e-07,6.537927604854943e-08
1958,1.0787005346735157e-06,5.046068451974861e-08
1959,9.324149687905958e-07,7.440718263751478e-08
1960,8.920954175373197e-07,7.889750008871488e-08
1961,8.949229273191861e-07,6.183861955832981e-08
1962,8.561640918447466e-07,6.659053974900075e-08
1963,1.0649589521349867e-06,8.535190132441528e-08
1964,1.1626463336522619e-06,7.604960217122425e-08
1965,1.2826469397708706e-06,5.964527360902139e-08
1966,1.2939278914991803e-06,4.81899508075756e-08
1967,1.0969997052967528e-06,5.374065792373983e-08
1968,1.1875304035680045e-06,4.895643168634223e-08
1969,9.919199017716096e-07,5.6771971457258985e-08
1970,1.073802316398087e-06,4.8746485958872654e-08
1971,1.2419506250083145e-06,4.3676380068191634e-08
1972,1.145561798532313e-06,5.335352709634478e-08
1973,1.291192281094311e-06,4.796487396152571e-08
1974,1.354637661155067e-06,4.387946006545462e-08
1975,2.4302347565452465e-06,4.740528503077712e-08
1976,1.2266942315264373e-06,5.942067970998721e-08
1977,1.2217829481464548e-06,5.2891035551283494e-08
1978,1.0467321729379364e-06,4.277225684745645e-08
1979,8.584845154757659e-07,5.208256159683344e-08
1980,6.890402366455106e-07,4.150159954585675e-08
1981,8.526841019929066e-07,4.427884547908434e-08
1982,7.374512720481619e-07,6.145427278170246e-08
1983,7.445757872481806e-07,4.16810870262907e-08
1984,8.008430989470128e-07,5.219107485077146e-08
1985,9.444425934646006e-07,5.835091243522328e-08
1986,7.834792348226927e-07,5.8146509940293356e-08
1987,8.145718952690117e-07,5.071978109727482e-08
1988,7.009971172422524e-07,4.917174201146679e-08
1989,8.791971719546154e-07,5.872290642638944e-08
1990,8.058555058809702e-07,5.721083584653286e-08
1991,8.012622920716694e-07,5.509777373235991e-08
1992,8.286956272307577e-07,6.832330767814199e-08
1993,7.162195392318438e-07,5.760775678709251e-08
1994,7.279398750448252e-07,4.800183350806009e-08
1995,5.975541039759946e-07,4.663307551222573e-08
1996,5.909267883907887e-07,4.110330920070737e-08
1997,5.34630734461139e-07,5.082588216964723e-08
1998,5.326000507288597e-07,4.005228471104516e-08
1999,4.419384413978378e-07,5.529943436499707e-08
2000,5.429760912001313e-07,4.63893317093067e-08
2001,5.599188401816946e-07,5.3450785464370654e-08
2002,5.765687212111459e-07,5.520338919318135e-08
2003,5.066978245871212e-07,5.4169996321906666e-08
2004,5.365035780080518e-07,5.0214622016042654e-08
2005,5.728769658652766e-07,4.90908692585279e-08
2006,5.069122737122456e-07,5.765045896222176e-08
2007,4.941171276584555e-07,4.6735409875431344e-08
2008,5.02803628149584e-07,5.449522885725422e-08
2009,5.16872093347942e-07,5.5787850783417525e-08
2010,5.016668278567948e-07,5.1016963986683095e-08
2011,4.5237589030300285e-07,5.7741978309877595e-08
2012,4.953187469070031e-07,5.7191446911630806e-08
2013,5.073418387624429e-07,5.5782499230883076e-08
2014,4.850597095096276e-07,5.50023080414519e-08
2015,5.138021984818497e-07,4.521813790070439e-08
2016,4.7350833934367564e-07,4.99192953640204e-08
2017,4.767083381373993e-07,4.779661577636318e-08
2018,4.6466401476541463e-07,4.646639928385099e-08
2019,5.14789354866263e-07,3.903011402961454e-08
