year,fut_VERB avant_ADV,fut_VERB savant_ADJ
1874,5.974609140757536e-10,1.7923826867161097e-09
1875,4.005069165202713e-09,1.716458086775674e-08
1876,1.209202959984168e-09,1.3905833817773328e-08
1877,6.1848158816601995e-09,1.1751150275074451e-08
1878,1.3285995359435532e-08,1.0266450800600069e-08
1879,1.0385853066452455e-08,6.109325489944695e-09
1880,1.2193907883428778e-08,1.2835692508872398e-09
1881,5.578006168072136e-09,5.5780060570498335e-09
1882,1.3310770263785798e-08,1.9966155395678697e-09
1883,5.6874050469168935e-09,3.791603475633565e-09
1884,1.1222884843675729e-08,1.3203393933736152e-09
1885,9.66845359329227e-09,3.86738152613475e-09
1886,5.162771099520569e-09,8.38950331427668e-09
1887,9.793386546164129e-09,1.3057849246322917e-09
1888,1.268122939990235e-08,7.60873763994141e-09
1889,6.265136853755848e-09,5.6386229019267375e-09
1890,4.5880703680722945e-09,3.2771931834929546e-09
1891,1.912266012205066e-09,5.099376032546843e-09
1892,2.5074049503359674e-09,3.761107425503951e-09
1893,3.079208221734575e-09,2.463366621796581e-09
1894,6.301539068331863e-09,2.520615716150587e-09
1895,2.4074457982692365e-09,1.2037228991346183e-09
1896,1.1204354777305525e-08,2.358811590497112e-09
1897,4.661370844871726e-09,4.078699600285063e-09
1898,1.2448380992680086e-08,2.8291773368493978e-09
1899,6.080336234504102e-09,5.527578395003729e-10
1900,1.0901211489056095e-08,7.786579381274805e-09
1901,1.2295225282343836e-08,2.235495566438317e-09
1902,9.329539363278627e-09,2.9461704187383475e-09
1903,5.400220270956879e-09,5.400220270956879e-09
1904,4.837162670412454e-09,8.599400302955473e-09
1905,8.773290538499623e-09,3.096455536422127e-09
1906,5.144184633820714e-09,7.716276506641861e-09
1907,8.228549397415463e-09,7.199980611716228e-09
1908,8.840499887696751e-09,1.4734167219643268e-09
1909,6.0510818578052294e-09,7.701377313651392e-09
1910,6.947395991829808e-09,8.550641084070776e-09
1911,3.7242617878519013e-09,5.320374141248863e-10
1912,4.167536982180309e-09,7.293189607793238e-09
1913,7.424185488602575e-09,1.1666577037772186e-08
1914,1.1384464038144415e-08,6.696743715117748e-10
1915,2.0027295377644805e-08,7.068456930880984e-09
1916,6.592477230782379e-09,1.2086208478478966e-08
1917,3.289927263949721e-08,8.773139548168274e-09
1918,9.189101035644853e-09,1.1486376294556067e-09
1919,4.603924352863942e-09,7.366278698128781e-09
1920,1.3630017114962811e-08,4.543339038320937e-09
1921,1.6660043622440668e-08,4.543648568500203e-09
1922,8.853522970309058e-09,2.2133805899215986e-09
1923,6.369568872344189e-09,3.1847844361720945e-09
1924,6.445812328337297e-09,7.734974438733389e-09
1925,1.3197813508725176e-08,6.598906754362588e-09
1926,1.0031524610987219e-08,4.458455382660986e-09
1927,6.689535148041159e-09,1.1149224876660924e-09
1928,6.8556245125250825e-09,6.8556245125250825e-09
1929,8.912325100141061e-09,5.570202965543558e-09
1930,8.402882833991043e-09,3.1510811737689437e-09
1931,1.3686427990933225e-08,4.5621426636444085e-09
1932,2.1919073223131136e-09,0.0
1933,1.8353059516584835e-08,3.4411986593596566e-09
1934,8.38710612072191e-09,2.3963160344919743e-09
1935,1.9149254626427137e-08,0.0
1936,6.0623572828433225e-09,7.274828739411987e-09
1937,7.554670666820584e-09,2.5182236296217297e-09
1938,7.779128452511941e-09,3.8895642262559704e-09
1939,9.176430282309411e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,2.3612020783048138e-08,0.0
1942,0.0,3.034211770724937e-09
1943,1.4516175816936538e-08,0.0
1944,0.0,0.0
1945,1.3071024262956144e-08,0.0
1946,8.352662561605939e-09,1.3921104269343232e-09
1947,5.960435700558264e-09,4.7683483828109274e-09
1948,8.697510267552389e-09,0.0
1949,4.908504158684934e-09,4.908504269707237e-09
1950,4.2541445921528975e-09,2.1270722960764488e-09
1951,7.462981344019681e-09,7.462981344019681e-09
1952,9.490323193972472e-09,0.0
1953,1.0773827163745864e-08,2.1547654771580937e-09
1954,3.9090144454689835e-09,2.9317608341017376e-09
1955,8.447047505910632e-09,3.754243138587299e-09
1956,5.232684952005684e-09,2.616342476002842e-09
1957,6.184526224473075e-09,4.417518795207798e-09
1958,8.272243445794913e-10,2.4816730892496253e-09
1959,5.425523585955716e-09,1.5501495642666896e-09
1960,1.8686249658728116e-08,4.844583401109048e-09
1961,1.111705483225478e-08,7.64297514166401e-09
1962,8.244543381330516e-09,1.2683912808952869e-09
1963,5.1728425987107585e-09,7.1126584622049904e-09
1964,1.8251904432275978e-09,2.4335873316516654e-09
1965,1.1491291473930687e-08,6.0192477668863376e-09
1966,1.107814973089205e-08,2.215629901769489e-09
1967,6.4094360374689074e-09,2.9582012395223956e-09
1968,7.635406973349745e-09,2.245707841908029e-09
1969,7.72098823764722e-09,1.8167031212712459e-09
1970,8.737577605888447e-09,3.219107425067591e-09
1971,5.652237344833111e-09,2.0553589941130213e-09
1972,7.69522046084603e-09,3.5911027485013847e-09
1973,1.1577728109557484e-08,3.3079223804577396e-09
1974,3.937900228123681e-09,2.2502286700643026e-09
1975,1.1422960355389478e-08,3.4268881066168433e-09
1976,8.570290255249802e-09,2.856763492431469e-09
1977,1.1165885105413054e-08,1.1753563677885381e-09
1978,4.752473081737207e-09,2.970295565063452e-09
1979,9.36315702748658e-09,2.925986564150662e-09
1980,7.390696055153967e-09,4.548120546843393e-09
1981,1.8976649140967083e-09,0.0
1982,1.2415004135846175e-08,1.8622506869903077e-09
1983,5.683784443100137e-09,1.89459470334441e-09
1984,7.538711266352749e-09,1.739702604197646e-09
1985,1.142956040922627e-08,0.0
1986,5.395036861699509e-09,1.1988970927134801e-09
1987,5.499735000746853e-09,1.8332451112712533e-09
1988,3.5979323409485175e-09,5.996553809062277e-10
1989,1.3720305114262032e-08,1.0976244357863152e-09
1990,1.2531897297662908e-08,5.44865097484859e-10
1991,1.0550637696837839e-08,1.7584396161396398e-09
1992,1.1019888113139586e-08,0.0
1993,3.323524566667402e-09,1.661762283333701e-09
1994,1.002236071911966e-08,1.5824779264761446e-09
1995,1.1929391474652107e-08,8.133675954979935e-09
1996,4.270473752399084e-09,4.804283193493575e-09
1997,1.1507746755512471e-08,7.192341833217597e-09
1998,5.72175506974304e-09,1.9072516899143466e-09
1999,5.484241505371301e-09,2.285100553223174e-09
2000,7.068850393920911e-09,1.3254094488601709e-09
2001,7.009938934876558e-09,1.3143635069212678e-09
2002,7.886198694073698e-09,1.752488598683044e-09
2003,9.167230530238157e-09,2.083461403401543e-09
2004,1.2333415899679068e-08,8.809582507929292e-10
2005,4.053374524914943e-09,1.3511248786457486e-09
2006,3.706100981659688e-09,2.8825228870488218e-09
2007,5.991719120856942e-09,7.988958938831558e-10
2008,4.257439734089985e-09,2.1287198670449925e-09
2009,4.76819250749827e-09,4.76819250749827e-10
2010,6.140930985942816e-09,4.723793023408973e-10
2011,4.5887662558641296e-09,1.1471915639660324e-09
2012,8.510632198976964e-09,1.3617010852229328e-09
2013,8.646287241731443e-09,1.1156500168141292e-09
2014,6.279790909502481e-09,1.0827225782605865e-09
2015,6.428068743957738e-09,1.7732603163622684e-09
2016,7.2496901815100045e-09,8.285360175719347e-10
2017,6.5405894034142875e-09,7.54683426862357e-10
2018,9.551427204712581e-09,5.162933414126769e-10
2019,6.887666881283394e-09,1.53059265262101e-09
