year,préparant_VERB en_ADP,préparant_VERB sans_ADP
1800,1.8864987794131594e-08,0.0
1801,9.524730337773235e-09,0.0
1802,0.0,8.951360541686881e-09
1803,1.1702034896643454e-08,1.1702034896643454e-08
1804,2.2246657849223084e-08,2.4718509461507665e-09
1805,5.685755422035754e-09,1.9900143755080535e-08
1806,0.0,0.0
1807,4.555128185756985e-08,0.0
1808,4.305540457494317e-08,0.0
1809,2.9367397402779716e-08,0.0
1810,7.020380277111826e-09,1.6380887757350138e-08
1811,2.757784400841956e-08,7.521229861140455e-09
1812,7.468183227388181e-08,0.0
1813,0.0,0.0
1814,1.2586708120210233e-08,3.1466771410748606e-09
1815,1.8880564667256294e-08,1.0788894222457657e-08
1816,1.3905623319487859e-08,2.3176038865813098e-09
1817,2.1796227045456362e-08,1.556873407970727e-09
1818,5.960588467246453e-09,0.0
1819,3.001804671498576e-08,2.070210003424222e-09
1820,1.0679833017945839e-08,1.6613073583471305e-08
1821,4.7335142028259725e-08,8.875339574387908e-09
1822,3.0076847679083585e-09,7.017931125119503e-09
1823,1.2847492847356534e-08,2.9648061783404955e-09
1824,5.894778887238772e-09,2.6105450245950124e-08
1825,1.2327619813845558e-08,8.805443041381977e-10
1826,1.0569580766173203e-08,1.145037931138404e-08
1827,1.6591091167583727e-08,1.1060727445055818e-08
1828,1.375845182227664e-08,9.172301251858528e-10
1829,7.715858174606183e-09,0.0
1830,2.400472176589119e-08,1.5655253093882493e-08
1831,1.5591206548037917e-08,1.5591206103948707e-09
1832,5.411987746839486e-09,2.705993873419743e-09
1833,2.3167256557599103e-08,4.6334514003376626e-09
1834,2.8003592777992026e-09,8.401078055442213e-09
1835,5.294161553592858e-09,4.5378527602224494e-09
1836,8.064899859050456e-09,3.36037508930076e-09
1837,4.174734336004349e-09,3.478945576063097e-09
1838,1.2624323808552163e-09,2.5248647617104325e-09
1839,9.788065469251706e-09,6.9914751765765e-10
1840,7.64362617644565e-09,4.458782232319436e-09
1841,4.494383976094696e-09,6.420548537278137e-10
1842,1.9453969102301016e-08,6.037438549100216e-09
1843,2.126487963494128e-08,7.678984559333912e-09
1844,1.6465684371524958e-09,7.1351298203126134e-09
1845,9.48638767539478e-09,5.580227946389016e-10
1846,2.2247105491146613e-08,1.1709002656346001e-09
1847,1.4022381478184798e-08,9.168480197274675e-09
1848,1.6090443422100975e-09,1.769948809737798e-08
1849,2.0110596077316245e-08,1.8434713311421547e-08
1850,2.987158254086353e-08,2.7155984128057753e-09
1851,1.2898877521649865e-08,0.0
1852,2.6042181744401205e-09,2.6042181744401205e-09
1853,1.2541057081705276e-08,1.3735443005202796e-08
1854,1.558699302961486e-08,7.79349651480743e-09
1855,1.326734277995456e-08,1.4859423913549108e-08
1856,3.727576086687279e-08,1.2942972915652717e-08
1857,4.393358210563747e-08,6.345961978126979e-09
1858,1.2234189661342043e-08,4.404308362460085e-09
1859,9.675129142294736e-09,1.2221216039165483e-08
1860,1.0069804545764782e-08,1.0069804545764782e-08
1861,3.772770984511453e-09,1.5562680033553988e-08
1862,5.873382225018986e-09,9.487771457372673e-09
1863,2.1476870060155306e-08,1.9978483312144135e-09
1864,1.342523781033833e-08,1.246629299789248e-08
1865,9.88437331983505e-09,4.23615986733239e-09
1866,1.1190909532388105e-08,1.1677471434268227e-08
1867,2.232293283555009e-08,2.91168689159349e-09
1868,2.0747471296544973e-08,4.939874287401835e-09
1869,1.0255390314739543e-08,2.9301114867763545e-09
1870,2.981705193860762e-08,5.734048791339319e-09
1871,2.1242353653860846e-08,4.248470908407853e-09
1872,9.071008832961525e-09,4.23313739617015e-09
1873,7.781805422268917e-09,4.190203295451056e-09
1874,5.974609251779839e-09,7.766991494406739e-09
1875,9.7265964171811e-09,5.149374260327022e-09
1876,1.6324239737741664e-08,1.813804395567331e-08
1877,2.040989244278535e-08,5.566334504436554e-09
1878,1.8117265909722846e-08,4.831270938865373e-09
1879,1.2218650868867087e-08,6.109325489944695e-09
1880,2.3746031807547752e-08,1.2835692508872398e-09
1881,2.998178416646624e-08,1.3945015142624584e-09
1882,1.6638462607687643e-08,6.655385131892899e-10
1883,1.8958017378167824e-08,6.951272890631799e-09
1884,1.650424241717019e-08,3.9610181801208455e-09
1885,2.0626034213933053e-08,1.0957580620640783e-08
1886,2.0005737511041843e-08,6.4534639854230136e-09
1887,1.9586773092328258e-08,6.528924512139156e-09
1888,3.043495055976564e-08,3.1703073499755874e-09
1889,5.6386229019267375e-09,3.759081934617825e-09
1890,3.2771931834929546e-08,1.5075089621063853e-08
1891,1.7210394887001712e-08,1.0198752065093686e-08
1892,1.8805536683430546e-08,1.1283322720601063e-08
1893,2.5249507373814595e-08,3.695050043717174e-09
1894,1.071261657159539e-08,2.520615716150587e-09
1895,2.347259631108045e-08,6.018614495673091e-09
1896,1.1204355165883584e-08,1.7691086373616827e-09
1897,1.514945524583311e-08,0.0
1898,1.1316709347397591e-08,8.487532454637403e-09
1899,2.984892333302014e-08,2.04520400615138e-08
1900,2.5955265159360863e-08,7.786579381274805e-09
1901,1.3971846901661422e-08,3.353243460679778e-09
1902,1.9641134940684424e-08,6.38336894454028e-09
1903,2.430099055317214e-08,1.0800440541913758e-09
1904,2.364835083312755e-08,1.0211787859759625e-08
1905,1.651442893546573e-08,7.2250627702885595e-09
1906,1.4403716219746343e-08,9.773950537805831e-09
1907,1.7999951196223662e-08,3.0857059130084963e-09
1908,1.4243028312321826e-08,7.367083609821634e-09
1909,3.355599886845084e-08,7.701377313651392e-09
1910,1.1222716089775986e-08,9.619471441624228e-09
1911,2.3409646554561903e-08,8.51259862599818e-09
1912,2.969370055394549e-08,4.688478938419394e-09
1913,2.121195802340381e-08,1.113627856597077e-08
1914,2.7456649620560825e-08,3.3483718020477227e-09
1915,2.0027295377644805e-08,0.0
1916,1.977743147030253e-08,1.9777431248257926e-08
1917,1.7546279096336548e-08,1.5352993543160665e-08
1918,5.398596947259193e-08,6.89182577673364e-09
1919,2.025726569820918e-08,1.4732557396257562e-08
1920,2.1959472462640406e-08,1.514446346106979e-09
1921,1.5145495524393482e-08,1.5902768879527684e-08
1922,2.5822775029382683e-08,6.640141769764796e-09
1923,4.564857647437748e-08,2.1231896241147297e-09
1924,3.480738541838946e-08,1.2891624656674594e-08
1925,3.409435223034052e-08,1.2097995494286806e-08
1926,3.232380019202452e-08,4.458455382660986e-09
1927,1.6723836537835268e-08,3.344767462998277e-09
1928,2.6279895593006586e-08,1.2568645679778001e-08
1929,1.7824650200282122e-08,6.684243825105796e-09
1930,2.520864939015155e-08,1.470504518152893e-08
1931,3.079446209142134e-08,5.7026783295555106e-09
1932,1.9727165678773417e-08,5.4797681947604815e-09
1933,2.982372260262878e-08,3.4411986593596566e-09
1934,2.2765002327673756e-08,5.990790086229936e-09
1935,8.377798899061872e-09,4.787313656606784e-09
1936,2.7886843945168494e-08,2.424942913137329e-09
1937,1.3850230073941816e-08,7.554670666820584e-09
1938,2.852347158466273e-08,5.186085783037697e-09
1939,1.2235240376412548e-08,9.176430282309411e-09
1940,1.5214697057785997e-08,0.0
1941,1.1806010391524069e-08,8.854508237732261e-09
1942,2.730790527039062e-08,1.517105907566929e-08
1943,1.4516175816936538e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,1.9606536838523425e-08,8.714016175304096e-09
1946,2.3665878146061914e-08,5.568441707737293e-09
1947,1.907339353124371e-08,5.960435700558264e-09
1948,1.6307831529616124e-08,8.697510267552389e-09
1949,3.7304632716228525e-08,5.890204768377316e-09
1950,1.914365022059883e-08,2.1270722960764488e-09
1951,1.4925962688039363e-08,5.330700769690111e-09
1952,1.2653764258629963e-08,0.0
1953,1.939288907237824e-08,8.619061908632375e-09
1954,2.14995790059902e-08,7.818028890937967e-09
1955,1.220129064449793e-08,9.385607846468247e-09
1956,2.7907653077363648e-08,4.360570571293465e-09
1957,2.2971097746182778e-08,5.301022731885041e-09
1958,3.060730113801924e-08,8.272243334772611e-09
1959,3.022791672524505e-08,8.525822714489095e-09
1960,1.7994166379153853e-08,3.460416619915918e-09
1961,1.945484617849047e-08,8.337791235213388e-09
1962,2.980719460143888e-08,5.7077609305622445e-09
1963,1.875155397623729e-08,9.05247421467692e-09
1964,2.190228609588729e-08,4.258777774879263e-09
1965,2.2435377999840966e-08,1.258569987117042e-08
1966,2.603365056863538e-08,7.200797291773142e-09
1967,2.6623812876547248e-08,1.9721342336964653e-09
1968,3.413476201696852e-08,4.940557296606585e-09
1969,2.270878815546773e-08,4.995933444718048e-09
1970,1.7475155905666284e-08,5.058597457585634e-09
1971,2.8775026805760717e-08,8.221435976452085e-09
1972,2.052058717394445e-08,8.721249500354133e-09
1973,3.583582458555057e-08,6.615844760915479e-09
1974,2.700274448486084e-08,5.06301445213353e-09
1975,2.1703623787061588e-08,8.567219822452898e-09
1976,1.942599137105816e-08,7.427584769459372e-09
1977,3.0559265784546596e-08,8.815172591880582e-09
1978,3.029701511891858e-08,4.158414057542359e-09
1979,1.8726314388040066e-08,5.851973128301324e-09
1980,2.1603573374662233e-08,3.97960553399912e-09
1981,2.150686878588104e-08,5.060439622894819e-09
1982,2.6071509173775098e-08,9.311253101884631e-09
1983,3.599730113990063e-08,5.68378455412244e-09
1984,2.667543874679268e-08,4.639206796497319e-09
1985,2.3460676956688076e-08,4.210890747202711e-09
1986,3.0571876807883314e-08,4.7955883708539204e-09
1987,2.1998940669121225e-08,3.0554083707556856e-09
1988,3.17817344663851e-08,5.99655392008458e-09
1989,2.3598924814294264e-08,4.390497743145261e-09
1990,2.3429199136337786e-08,3.814055737905164e-09
1991,2.6962739596569918e-08,4.10302547493302e-09
1992,2.0937787115204998e-08,6.61193322315512e-09
1993,2.7696036852820072e-08,8.862731548653358e-09
1994,3.2704544739026176e-08,2.1099705871385765e-09
1995,2.7654498857554444e-08,1.3013882194101711e-08
1996,2.4021414635200244e-08,5.871901409548741e-09
1997,2.3494982959171296e-08,1.0548767526152858e-08
1998,2.145658195562561e-08,3.337690568372409e-09
1999,2.330802639782803e-08,4.570201023179621e-09
2000,2.164835433138279e-08,4.859834756842929e-09
2001,2.5411028836686e-08,4.819333099259637e-09
2002,2.2782350894701153e-08,2.1906108038649563e-09
2003,2.8335076063257247e-08,7.500461418619153e-09
2004,2.0702519532012076e-08,6.166707949839534e-09
2005,3.467887310648621e-08,6.305249655724765e-09
2006,3.170775142447013e-08,7.823990955113658e-09
2007,2.4765772377310924e-08,6.391167151065247e-09
2008,2.9802077583518383e-08,1.0643599057669206e-08
2009,2.1933685090402832e-08,8.105927484791664e-09
2010,2.6925620510986903e-08,7.085689368580006e-09
2011,2.0649448262410885e-08,9.177532400705957e-09
2012,2.2468067212289e-08,1.191488419038933e-08
2013,2.0918437371175713e-08,7.2517249982695375e-09
2014,1.9272461293518006e-08,1.7540106256319632e-08
2015,1.8397575199391447e-08,9.087959010334323e-09
2016,1.988486381110377e-08,1.0770968117412849e-08
2017,1.5345229364971402e-08,9.810883938587978e-09
2018,1.8844707683207673e-08,4.64663996169179e-09
2019,2.168339613417558e-08,5.867271724024903e-09
