year,seraient_VERB en_PRON,seraient_VERB sans_ADP
1845,1.0044410636567136e-08,6.456323831116606e-07
1846,1.3465353276842507e-08,5.374432134885865e-07
1847,1.4561703842730367e-08,7.183774073382665e-07
1848,1.367687652020777e-08,5.48684113255149e-07
1849,2.0948537127196687e-08,7.315229026971792e-07
1850,1.425689166723032e-08,6.130463248155138e-07
1851,8.384270167027807e-09,6.468787319136027e-07
1852,3.2552727180501506e-09,5.957148800916912e-07
1853,8.957897534855874e-09,5.201552539801924e-07
1854,6.754363734984281e-09,5.860709393346042e-07
1855,1.0613874223963649e-08,6.007452952871972e-07
1856,4.659470143053568e-09,5.539592393688508e-07
1857,3.905207268672939e-09,5.735773243031872e-07
1858,5.3830437884982985e-09,5.701132295143907e-07
1859,1.6804172275897145e-08,5.514824010788288e-07
1860,8.696649622663699e-09,5.300378802530759e-07
1861,1.4147891747029462e-09,5.564837124438782e-07
1862,7.228778020618165e-09,5.037554728914984e-07
1863,1.6482248454963155e-08,5.044566933065653e-07
1864,6.233146443435089e-09,4.6940385800553486e-07
1865,1.3179164426446732e-08,4.75861952509149e-07
1866,1.0704348518686402e-08,4.510423252668261e-07
1867,7.76449837758264e-09,4.775166644321871e-07
1868,1.6301584082611953e-08,4.4162473500364285e-07
1869,9.278686263769487e-09,5.703950591851026e-07
1870,1.3761717099214366e-08,5.166377832210856e-07
1871,0.0,5.384936798691342e-07
1872,6.047339518033823e-09,6.325516892502492e-07
1873,8.979006871356887e-09,5.387403803069901e-07
1874,4.779687312606029e-09,5.747573936787376e-07
1875,8.010138330405425e-09,4.405575850796595e-07
1876,1.3301232115736639e-08,4.6856615654178313e-07
1877,1.4843558382438005e-08,4.533470132628281e-07
1878,1.8117265465633636e-09,5.1453037031024e-07
1879,1.832797580370027e-09,5.156270503903215e-07
1880,7.701415505323439e-09,4.5374173396339756e-07
1881,9.064259565150223e-09,5.333968147169799e-07
1882,2.6621540527571597e-09,4.798532700078795e-07
1883,1.7062214752172622e-08,4.4488146500043513e-07
1884,3.9610181801208455e-09,4.4693487666336296e-07
1885,1.2891271161663553e-08,5.201628141549008e-07
1886,5.162771099520569e-09,4.4335297388897743e-07
1887,5.223139698529167e-09,4.4853712211079255e-07
1888,5.07249175996094e-09,3.7409625974760274e-07
1889,1.3156786771162388e-08,4.1788462112890556e-07
1890,5.898947996740844e-09,4.94856180921488e-07
1891,1.784781566982474e-08,4.1687400198497926e-07
1892,5.641661360300532e-09,4.738995471598173e-07
1893,9.23762488724833e-09,4.378634059776232e-07
1894,8.822155450616265e-09,4.1905235548256314e-07
1895,1.8055843487019274e-09,4.080620499280485e-07
1896,5.307326134129653e-09,4.870946099799767e-07
1897,5.826713334045053e-09,4.6089303396001924e-07
1898,7.355861253444118e-09,4.860526701122581e-07
1899,3.8693048765026106e-09,5.245672127784928e-07
1900,1.972600216504361e-08,4.614846318418131e-07
1901,1.0059729937950124e-08,4.454225006611523e-07
1902,9.820567470342212e-09,4.2032030478367233e-07
1903,1.2420506401156217e-08,5.243613827587978e-07
1904,1.1286712897629059e-08,4.4985611680203874e-07
1905,1.0321517862621477e-08,4.7066123443073593e-07
1906,8.230695236477459e-09,4.917840215057367e-07
1907,6.1714118260169926e-09,4.890844138571993e-07
1908,2.9468334439286537e-09,4.813161353922624e-07
1909,8.251475058784763e-09,4.081729798599554e-07
1910,4.809735720812114e-09,4.6120021579554304e-07
1911,6.916486494645824e-09,4.6606476189481327e-07
1912,8.335073964360618e-09,4.7249449153241585e-07
1913,1.0605979205990934e-08,4.825720907319919e-07
1914,8.036092680185902e-09,3.9510788951702125e-07
1915,4.712304768617059e-09,5.089289061288582e-07
1916,3.2962386153911893e-09,4.658683963043586e-07
1917,4.386569774084137e-09,4.715562624824088e-07
1918,1.378365155346728e-08,5.019546165385691e-07
1919,9.207848705727883e-09,5.184018618820119e-07
1920,7.572231730534895e-09,4.868945211455866e-07
1921,1.2873671018098776e-08,4.0892837205319665e-07
1922,8.115729421831475e-09,5.098153224025737e-07
1923,4.246379248229459e-09,4.2357632423772884e-07
1924,3.867487219366694e-09,4.086645049028448e-07
1925,1.5397448649423495e-08,4.542247609151673e-07
1926,1.0031524944054127e-08,4.1686558915898786e-07
1927,1.0034302277972529e-08,4.247854690220265e-07
1928,5.713020723163709e-09,3.8734279428354057e-07
1929,1.2254447234738564e-08,4.30019696295858e-07
1930,9.453243521306831e-09,4.2959737811543164e-07
1931,0.0,3.626903435360873e-07
1932,4.383814644626227e-09,4.3180574493817403e-07
1933,2.2941324395731044e-09,4.725912958747358e-07
1934,5.990790086229936e-09,4.5410189386529964e-07
1935,9.574627313213568e-09,3.11175398337582e-07
1936,8.487299751891442e-09,4.0496547626389656e-07
1937,1.0072894518486919e-08,4.0921133859228576e-07
1938,9.075650453382877e-09,4.187764375274128e-07
1939,3.058810094103137e-09,4.6952735033300996e-07
1940,5.0715658339584024e-09,4.2347573980805464e-07
1941,8.854508237732261e-09,4.132103583742719e-07
1942,3.034211770724937e-09,3.914133230864536e-07
1943,1.1612940831184915e-08,4.1806586636994325e-07
1944,6.4263723231761105e-09,4.6269880726867996e-07
1945,1.089252066321933e-08,4.4005781774103525e-07
1946,1.6705325123211878e-08,4.357305556368374e-07
1947,8.344609447874518e-09,5.209420805840637e-07
1948,1.3046265401328583e-08,4.4574738922165125e-07
1949,1.47255123650325e-08,4.024973350169603e-07
1950,2.8715476219076663e-08,4.5625699840456946e-07
1951,1.0661401539380222e-08,4.616387059286353e-07
1952,7.381362632230548e-09,4.5975343709869776e-07
1953,1.508335856215126e-08,4.546555203432945e-07
1954,3.127211556375187e-08,4.573547016661905e-07
1955,1.3139850985055546e-08,4.77727439829323e-07
1956,1.2209598665435806e-08,4.19486923419754e-07
1957,2.5621609722747962e-08,4.647229729926039e-07
1958,1.8198935691771112e-08,4.334655443472002e-07
1959,8.525822714489095e-09,4.386923251331609e-07
1960,1.6610000486139143e-08,3.896429063843243e-07
1961,2.153929301584867e-08,4.75948922940006e-07
1962,1.2049716779927166e-08,3.9003032270557014e-07
1963,1.939815952312074e-08,4.2675952727222466e-07
1964,1.6426714211092985e-08,4.562976130273455e-07
1965,1.91521518644322e-08,4.1861130739562213e-07
1966,1.495550172592175e-08,4.143227840813779e-07
1967,1.9721342781053863e-08,3.993571908722515e-07
1968,2.3355362088750553e-08,3.979394307407347e-07
1969,1.9075383050903838e-08,4.5644665647159854e-07
1970,2.3913370839068193e-08,4.0698716929910006e-07
1971,2.1067430466814585e-08,3.9051820976965246e-07
1972,2.3085661382538092e-08,4.0579462279310974e-07
1973,1.7090931336838366e-08,3.5615295246316236e-07
1974,2.025205780853412e-08,3.8478910369121877e-07
1975,2.513051278185685e-08,3.8609604757766647e-07
1976,1.8283285996290033e-08,3.7994954027453787e-07
1977,3.0559267116814226e-08,3.825784915534314e-07
1978,2.5544542481270582e-08,4.009899043921905e-07
1979,2.2822696621460636e-08,4.570391070046753e-07
1980,3.467942022439274e-08,3.7976806765982474e-07
1981,2.0241758491579276e-08,3.801655168444995e-07
1982,2.6071509395819703e-08,3.916933906111808e-07
1983,3.2839643893112225e-08,3.9597031786797743e-07
1984,2.7835241667162336e-08,3.589586299312941e-07
1985,2.7671566371623157e-08,3.747692574052053e-07
1986,3.5367463624425e-08,3.650641531294241e-07
1987,2.8720839040374813e-08,3.721487473740126e-07
1988,3.8377944377998574e-08,3.48399765925933e-07
1989,2.359892548042808e-08,3.8307092609102256e-07
1990,2.9967580417178397e-08,3.3836121815511433e-07
1991,3.3996499837485317e-08,3.5461863490127143e-07
1992,3.195767561692264e-08,3.597993440962455e-07
1993,3.10195602537533e-08,3.1407304845743056e-07
1994,3.323203756622206e-08,3.312653973353008e-07
1995,4.5006341764519675e-08,3.708956342052261e-07
1996,3.683283722466513e-08,3.213531556411908e-07
1997,3.7400177177460137e-08,3.8694798831784283e-07
1998,4.291316457738503e-08,3.771590115775325e-07
1999,3.519054914136177e-08,3.391089364868094e-07
2000,3.35770380388567e-08,3.2693432672203926e-07
2001,4.249775287235025e-08,3.1062791094882414e-07
2002,3.066855214228781e-08,3.5969827649751096e-07
2003,4.125253738607171e-08,3.2627005452923186e-07
2004,4.052407831522942e-08,3.519428162235272e-07
2005,4.098412276221097e-08,3.328270850033732e-07
2006,2.8825230202755847e-08,3.1543035561298893e-07
2007,3.595031472514165e-08,3.3353904882460483e-07
2008,4.001993403335291e-08,3.3335751936647284e-07
2009,3.051643204798893e-08,3.1946890999279276e-07
2010,2.645324137517946e-08,3.9443671084882226e-07
2011,3.059177444697525e-08,3.3842152902252565e-07
2012,2.4851045665741367e-08,3.788933327086852e-07
2013,2.0360612751346707e-08,4.0972247461468214e-07
2014,2.3819897165822113e-08,4.2962432189597166e-07
2015,2.438232904466986e-08,3.936637824608624e-07
2016,2.0713400772365276e-08,3.947974107632035e-07
2017,2.0628013075452145e-08,3.798573118274362e-07
2018,2.581466773676766e-08,3.611471868225635e-07
2019,2.219359274135968e-08,3.4795473879967176e-07
