year,ait_VERB ôté_VERB,ait_VERB oté_VERB,ait_VERB sauté_VERB
1800,4.4018303668735825e-08,0.0,3.144164484325529e-09
1801,8.810375362600098e-08,1.6668277424969347e-08,0.0
1802,2.0140561218795483e-08,0.0,0.0
1803,7.606323038089613e-08,0.0,0.0
1804,6.673997887673977e-08,0.0,7.4155526164076946e-09
1805,7.960057502032214e-08,0.0,5.685755422035754e-09
1806,6.627838899930794e-08,0.0,0.0
1807,8.825561081948763e-08,0.0,0.0
1808,4.305540457494317e-08,0.0,2.2660739951163578e-09
1809,1.3554183553310395e-08,0.0,0.0
1810,7.722418615685456e-08,0.0,4.680253518074551e-09
1811,2.0056614147279106e-08,0.0,0.0
1812,5.3344166417446104e-08,0.0,0.0
1813,5.7514832008109806e-08,0.0,5.751483289628823e-09
1814,9.440030979135372e-09,0.0,0.0
1815,1.6183340889597275e-08,0.0,5.394447111228828e-09
1816,1.274682119856152e-07,2.3176038865813098e-09,4.6352077731626196e-09
1817,6.227493543065066e-08,0.0,1.556873407970727e-09
1818,6.079800130009971e-08,1.1921177378582115e-09,0.0
1819,8.384350280721264e-08,0.0,0.0
1820,7.475883023744245e-08,1.1866481131050932e-09,0.0
1821,7.198886464721e-08,0.0,0.0
1822,4.411270992932259e-08,0.0,0.0
1823,6.028439258898288e-08,0.0,5.929612356680991e-09
1824,3.621078548121659e-08,8.421112696055388e-10,8.421112696055388e-10
1825,4.6668848341369085e-08,0.0,0.0
1826,2.8185549894033102e-08,8.807984341885344e-10,8.807984341885344e-10
1827,7.92685455053288e-08,0.0,9.217273055917019e-10
1828,7.154395120778645e-08,0.0,9.172301251858528e-10
1829,2.4004892296147773e-08,0.0,6.858540846366168e-09
1830,7.618890407457002e-08,0.0,0.0
1831,8.263339168479433e-08,0.0,7.795603274018958e-09
1832,5.141388470519814e-08,0.0,0.0
1833,3.01174338801502e-08,1.1583628500844156e-09,0.0
1834,6.627517024071494e-08,9.334530925997342e-10,3.733812370398937e-09
1835,6.050470346963266e-08,1.5126175867408165e-09,6.806779140333674e-09
1836,6.98957975941994e-08,0.0,6.720750067579218e-10
1837,4.5226290268374214e-08,6.957890930081589e-10,1.3915781860163179e-09
1838,3.7241754569095065e-08,1.2624323808552163e-09,1.2624323808552163e-09
1839,3.076248944466897e-08,6.9914751765765e-10,4.894032734625853e-09
1840,3.630722389402763e-08,6.369688665408546e-10,6.369688665408546e-10
1841,6.099521243640993e-08,6.420548537278137e-10,1.926164561183441e-09
1842,3.219967226186782e-08,0.0,0.0
1843,5.316219997553162e-08,0.0,6.497602011990011e-09
1844,6.476502534269457e-08,0.0,3.841992946007622e-09
1845,5.0780073479472776e-08,5.580227946389016e-10,5.580227946389016e-10
1846,3.805426018743674e-08,5.854501328173001e-10,5.269050973311096e-09
1847,4.260646591092154e-08,0.0,3.235934187273415e-09
1848,2.252662056889676e-08,8.045221711050488e-10,8.04522137798358e-09
1849,3.6869426622843093e-08,0.0,2.513824481908955e-09
1850,4.6844071732721204e-08,0.0,0.0
1851,2.3862924081186065e-08,0.0,0.0
1852,4.7526981461487594e-08,2.6042181744401205e-09,1.3021090872200602e-09
1853,3.1651239851271384e-08,5.971931837933653e-10,7.166318205520383e-09
1854,2.234135720868835e-08,5.195664454227256e-10,6.754363734984281e-09
1855,3.502578493908004e-08,0.0,5.306937111981824e-10
1856,2.329735160344626e-08,0.0,2.5885946719483854e-09
1857,4.149282872845106e-08,0.0,1.9526036343364694e-09
1858,3.670256987220455e-08,4.893676019968041e-10,5.3830437884982985e-09
1859,1.323965115318515e-08,5.092173349652285e-10,1.5276520048956854e-09
1860,3.753290656050012e-08,9.154367819341758e-10,1.1442959468865865e-08
1861,3.7256114637784776e-08,0.0,1.8863854922557266e-09
1862,4.608346060308577e-08,4.517986262886353e-10,5.873382225018986e-09
