year,créant_VERB en_ADP,créant_VERB sans_ADP
1973,7.773617405337774e-08,9.37244681864513e-09
1974,1.0913609327367624e-07,7.875800456247362e-09
1975,8.452990707397134e-08,9.138368284311582e-09
1976,9.541589918171667e-08,5.713526984862938e-09
1977,8.286262487278151e-08,1.3516598507123945e-08
1978,8.138610496644105e-08,1.544553818177974e-08
1979,1.0943190043022355e-07,1.2289143924704149e-08
1980,1.0460676946877356e-07,1.4212877097463661e-08
1981,9.425068725477104e-08,6.958104370458074e-09
1982,1.2601229570918804e-07,8.069752865935698e-09
1983,9.788739541161107e-08,8.841442245000053e-09
1984,9.800324518582926e-08,9.278413592994639e-09
1985,1.0346759826695973e-07,7.820225356169885e-09
1986,9.591177030365827e-08,1.1988970705090196e-08
1987,1.2038308971895617e-07,1.099947066762752e-08
1988,1.0733831579123887e-07,1.8589316752581908e-08
1989,1.081160050375729e-07,8.780995486290522e-09
1990,1.2204977611895984e-07,1.7435683119515488e-08
1991,1.248492109695576e-07,1.582595565707834e-08
1992,1.1405584487977904e-07,1.0468894195980738e-08
1993,1.096763100894016e-07,6.647049133334804e-09
1994,1.091909778150324e-07,1.2132331528302842e-08
1995,1.2688534256621864e-07,8.675921037148981e-09
1996,1.441284849246216e-07,1.7615704450690828e-08
1997,1.3665449816180342e-07,9.58978851883785e-09
1998,1.0442202769134212e-07,6.675381136744818e-09
1999,1.279656296482301e-07,1.2339543387085428e-08
2000,1.4137700743432902e-07,1.502130686503733e-08
2001,1.2705514662592066e-07,1.2267393323384113e-08
2002,1.0821616913680998e-07,9.200564754507923e-09
2003,1.3042469371171705e-07,1.3334153003974336e-08
2004,1.3214373684178327e-07,1.3654853248112886e-08
2005,1.3691398637050156e-07,1.5312748402607212e-08
2006,1.391846853326939e-07,1.4412614379732958e-08
2007,1.326167193838046e-07,1.0385647009059085e-08
2008,1.417727353292264e-07,1.064359897440248e-08
2009,1.3923121655601278e-07,1.573503527474429e-08
2010,1.303766938853812e-07,9.919965293647692e-09
2011,9.25401212881205e-08,1.1089518581197666e-08
2012,9.599992834008475e-08,1.702126400937587e-08
2013,9.98506782812214e-08,1.059867482666732e-08
2014,8.74839878872713e-08,1.4508482415465096e-08
2015,9.287451252504297e-08,1.1969507163200888e-08
2016,7.684671771146512e-08,9.321030308706568e-09
2017,8.729171518950807e-08,1.1823373669006543e-08
2018,7.666956369778433e-08,1.3165480539090169e-08
2019,9.183555826908218e-08,8.16316081397872e-09
