year,créant_VERB en_ADP,créant_VERB sans_ADP
1800,4.0874138740321087e-08,3.144164484325529e-09
1801,4.0480102825313224e-08,1.6668277424969347e-08
1802,2.2378401354217203e-08,1.1189200677108602e-08
1803,2.145373123596528e-08,1.755305234496518e-08
1804,0.0,0.0
1805,1.9900143755080535e-08,2.842877711017877e-09
1806,1.152667650217154e-08,2.881669125542885e-09
1807,8.540865792383556e-09,8.540865792383556e-09
1808,6.798221985349073e-09,0.0
1809,9.036122072814123e-09,0.0
1810,2.3401267590372754e-09,0.0
1811,5.0141535368197765e-09,0.0
1812,5.3344164641089264e-09,1.3336041604361526e-08
1813,1.1502966579257645e-08,0.0
1814,9.440030979135372e-09,0.0
1815,8.091670444798638e-09,0.0
1816,0.0,0.0
1817,6.227493631882908e-09,7.784366928831332e-09
1818,8.344824387052086e-09,7.152706427149269e-09
1819,5.175524897538253e-09,3.726378139390363e-08
1820,4.746592452420373e-09,1.4239777357261119e-08
1821,2.3667571014129862e-08,1.4792232327920374e-08
1822,1.7043547018147365e-08,1.1028177482330648e-08
1823,1.9765373782121287e-09,3.9530747564242574e-09
1824,2.5263338088166165e-08,1.6842225392110777e-09
1825,1.7610886970942374e-08,1.584979791857677e-08
1826,1.9377566218281572e-08,1.0569580766173203e-08
1827,1.013900075008678e-08,2.7651818612639545e-09
1828,3.668920500743411e-09,1.7427371545863934e-08
1829,1.714635211591542e-09,7.715858174606183e-09
1830,3.026682549034376e-08,2.0873670791843324e-08
1831,1.091384405071949e-08,1.2472964883158966e-08
1832,9.470978667991403e-09,6.764984572527055e-09
1833,1.50587169400751e-08,2.3167257001688313e-09
1834,1.3068342852307069e-08,2.240287422239362e-08
1835,7.563087933704082e-09,3.025235173481633e-09
1836,2.6210926040715066e-08,4.704525213838906e-09
1837,1.87863058442872e-08,1.461157062010443e-08
1838,1.830527018853445e-08,3.787297142565649e-09
1839,9.088918062616358e-09,1.4682098203877558e-08
1840,1.1465439264668476e-08,1.592422194107712e-08
1841,3.4028907691663335e-08,1.8619591202195807e-08
1842,2.1466448174578545e-08,4.024959032733477e-09
1843,2.3036953678001737e-08,1.6539351221922516e-08
1844,1.920996517412732e-08,2.030767731753258e-08
1845,2.5669049108500985e-08,6.696273757711424e-09
1846,2.4588905356281998e-08,4.0981511517657054e-09
1847,3.182001862001016e-08,8.629157832729106e-09
1848,3.781254065415851e-08,3.218088684420195e-09
1849,3.267971848686102e-08,1.5920887719289567e-08
1850,1.765138968323754e-08,1.2220192857625989e-08
1851,1.9348316726564008e-08,4.514607354622058e-09
1852,1.4323200403509873e-08,4.557382027314816e-09
1853,1.970737528722566e-08,7.166318205520383e-09
1854,2.6497888327980945e-08,9.352196350675968e-09
1855,2.5473298137512757e-08,6.368324534378189e-09
1856,2.8992259260007813e-08,7.248064815001953e-09
1857,1.8061584228235006e-08,9.763018171682347e-10
1858,2.495774786837046e-08,1.4191660291373864e-08
1859,2.036869339860914e-08,2.4442432078330967e-08
1860,3.387115943276342e-08,6.865775947773045e-09
1861,3.159695749488378e-08,8.488735048217677e-09
1862,3.5240294238292336e-08,1.7620147119146168e-08
1863,2.8968800691586694e-08,6.99246927027275e-09
1864,3.643993196078554e-08,8.151037178549814e-09
1865,3.106517199036318e-08,1.694463946932956e-08
1866,7.639012267190992e-08,1.0704348518686402e-08
1867,4.561642796829801e-08,7.279217228983725e-09
1868,2.7169306804353255e-08,1.679557115608077e-08
1869,4.0044856319809696e-08,9.767038733343725e-09
1870,4.587239033071455e-08,1.0894693147633916e-08
1871,5.416800519242315e-08,4.248470908407853e-09
1872,3.6888769039400415e-08,3.628403577593531e-09
1873,2.8134220453335246e-08,5.387403856360606e-09
1874,4.122480135038131e-08,5.974609251779839e-09
1875,2.9179789251543298e-08,1.716458086775674e-09
1876,2.8416270225761764e-08,1.0278225381910033e-08
1877,5.257093604882357e-08,2.4739263970730008e-09
1878,3.8650167510922984e-08,1.2078177569208037e-08
1879,3.421222061206208e-08,7.94212251520321e-09
1880,2.888030792291829e-08,1.0268554007097919e-08
1881,4.671580100534811e-08,9.064259565150223e-09
1882,3.8601232432711186e-08,7.320923423037584e-09
1883,3.981183605006322e-08,1.0110942305630033e-08
1884,2.3766109968903493e-08,3.9610181801208455e-09
1885,4.447488777259423e-08,9.66845359329227e-09
1886,4.065682190912412e-08,8.38950331427668e-09
1887,4.570247114088488e-08,2.6115699047757346e-09
1888,3.9945874164004636e-08,1.2047167707862627e-08
1889,2.8193115397812107e-08,1.1277246414476139e-08
1890,6.030035848425541e-08,7.865263995654459e-09
1891,4.525696217783093e-08,8.286486163910922e-09
1892,4.4506439422775657e-08,1.0656471260972467e-08
1893,4.9883173147691195e-08,3.695050043717174e-09
1894,5.797416235964192e-08,6.9316934414587195e-09
1895,3.9120994221875094e-08,2.4074457982692365e-09
1896,6.899524152004233e-08,8.255840844295648e-09
1897,2.9133568113515196e-08,1.1070755867592652e-08
1898,4.583267454449924e-08,1.3580051749784161e-08
1899,5.7486815308038786e-08,6.633094074004475e-09
1900,7.52702709050368e-08,1.2458527209879833e-08
1901,6.259387325124877e-08,1.3412973842719111e-08
1902,7.021705600296357e-08,1.178468167495339e-08
1903,5.508224654171556e-08,1.1340462791054051e-08
1904,5.0521478556220245e-08,2.1498500757388683e-09
1905,9.237758613611646e-08,1.4966200723165457e-08
1906,6.378788497407584e-08,5.658602919567102e-09
1907,4.422845145679588e-08,2.5714216533856415e-08
1908,4.7149334880813853e-08,4.4202499438483756e-09
1909,7.646367422564637e-08,8.251475058784763e-09
1910,6.252656159499992e-08,1.3360376693860587e-08
1911,6.118430084800508e-08,9.044636040123066e-09
1912,8.022508524163641e-08,9.376957876838787e-09
1913,7.583275124511957e-08,1.5378670781274195e-08
1914,6.361906201846068e-08,3.3483718020477227e-09
1915,7.186265094105693e-08,5.890381071793627e-09
1916,6.59247731960022e-08,1.0987462051303964e-09
1917,8.444147003849878e-08,8.773139548168274e-09
1918,7.695872028534723e-08,2.412139110674616e-08
1919,1.0036554698444888e-07,2.6702760891339494e-08
1920,9.313845117375763e-08,6.057785384427916e-09
1921,7.951384617399526e-08,1.2116395886607734e-08
1922,8.189508537981283e-08,7.377935595798135e-09
1923,7.537323076789448e-08,8.492758496458919e-09
1924,5.801231139912488e-08,1.0313299547703991e-08
1925,7.148815939217457e-08,8.798542339150117e-09
1926,1.0031524733111752e-07,1.3375366592072169e-08
1927,7.581472794004895e-08,8.919379901328739e-09
1928,8.226749326212257e-08,7.998228745975666e-09
1929,9.803557787790851e-08,2.4508894469477127e-08
1930,1.1764035878769619e-07,1.6805765667982087e-08
1931,9.58049923838189e-08,1.9389105432310316e-08
1932,7.233293830566367e-08,1.2055489939655217e-08
1933,7.80005053879762e-08,4.588264879146209e-09
1934,9.585264137967897e-08,9.585264137967897e-09
1935,8.258116146464545e-08,1.3165112555668657e-08
1936,9.821018798206183e-08,1.6974600836050513e-08
1937,1.296885225876565e-07,2.1404900518717795e-08
1938,7.260519774288099e-08,6.482607339819424e-09
1939,1.116465684347645e-07,1.070583532936098e-08
1940,1.0143131934370331e-07,2.5357829169792012e-09
1941,5.60785480274717e-08,0.0
1942,7.888950892542823e-08,1.517105907566929e-08
1943,9.870999662098257e-08,1.1612940831184915e-08
1944,7.390327994016843e-08,1.6065930807940276e-08
1945,1.1763922147522976e-07,1.9606536394434215e-08
1946,7.9350293447078e-08,8.352662561605939e-09
1947,1.1324827431380413e-07,8.344609447874518e-09
1948,8.045196864259196e-08,9.784699273041042e-09
1949,9.424327629403706e-08,1.570721330779179e-08
1950,7.976520777219775e-08,5.317680518146517e-09
1951,7.996051465397613e-08,1.3859822622919182e-08
1952,8.752187419247548e-08,2.8470971358274255e-08
1953,6.8952495269059e-08,1.508335856215126e-08
1954,1.0358888147266043e-07,1.563605755983133e-08
1955,6.945349895204345e-08,2.2525458831523792e-08
1956,8.459507228053553e-08,1.3081712602058815e-08
1957,9.806891726471534e-08,1.1485549400447326e-08
1958,9.595802163975264e-08,1.5717262158432277e-08
1959,8.525822892124779e-08,2.015194411342236e-08
1960,9.619958618589664e-08,1.7302083321624195e-08
1961,7.642975385913076e-08,1.737039800886464e-08
1962,8.371382237415403e-08,1.331810839388936e-08
1963,8.4705298775134e-08,9.052474325699222e-09
1964,8.335036794093753e-08,1.3384730601639916e-08
1965,1.0615764134414007e-07,1.7510538796727815e-08
1966,6.923843320905121e-08,1.2185964237687585e-08
1967,7.592717071736033e-08,1.1832805180134187e-08
1968,1.0105685574468559e-07,1.3474247495537384e-08
1969,7.993493908453608e-08,1.0446043141598693e-08
1970,9.42738638265439e-08,1.4715920038099739e-08
1971,7.810363933380415e-08,1.1818313883082965e-08
1972,8.61864690726577e-08,1.0260294114328161e-08
