year,faisant_VERB en_ADP,faisant_VERB sans_ADP
1907,5.317699836027145e-07,8.537119811080629e-08
1908,5.598983614518716e-07,5.6972112361108884e-08
1909,5.352457055352033e-07,5.611003217609323e-08
1910,4.905930248710888e-07,7.054278727824936e-08
1911,5.134161167319462e-07,6.22483780077232e-08
1912,5.110442025113571e-07,7.084812558844078e-08
1913,5.053749387862183e-07,7.689334835525585e-08
1914,5.605174617784314e-07,8.370929549528228e-08
1915,5.760792762821154e-07,8.953379193599176e-08
1916,5.713480071278809e-07,4.6147340837521256e-08
1917,4.5839652962342825e-07,6.360525905968473e-08
1918,5.639810787272381e-07,7.925599732061528e-08
1919,5.96668574104342e-07,4.603924352863942e-08
1920,5.012817556604432e-07,5.7548959375708364e-08
1921,5.005586025674802e-07,6.436835064960178e-08
1922,4.891571405707396e-07,6.71392115236813e-08
1923,4.7028649419189605e-07,7.749642172427684e-08
1924,4.473393806492254e-07,5.5433986068109675e-08
1925,5.499088955307485e-07,5.169143690864075e-08
1926,4.5141859761343994e-07,7.690835701623655e-08
1927,4.994852687012497e-07,5.4631200896437804e-08
1928,4.101948904988717e-07,6.055801549109674e-08
1929,5.291692821707272e-07,6.795647977675401e-08
1930,4.159426971739322e-07,5.5669098886212964e-08
1931,4.6761961414176767e-07,5.5886247629644004e-08
1932,4.4714910263365937e-07,6.9045077322194e-08
1933,4.1179677712221974e-07,5.964744387298992e-08
1934,3.846087199832482e-07,3.9539216345474415e-08
1935,4.03331187115441e-07,7.300653237507504e-08
1936,4.3163985141703165e-07,7.032334670142859e-08
1937,4.469847065813326e-07,4.784624774156754e-08
1938,4.148868590903021e-07,6.74191168448246e-08
1939,4.007041205511541e-07,8.258787342896312e-08
1940,3.448664642746735e-07,3.296517903095264e-08
1941,3.6008331427694884e-07,7.378756183840096e-08
1942,4.915422902040945e-07,8.192372069615317e-08
1943,4.0064647088833283e-07,7.5484117623148e-08
1944,3.984350733787778e-07,9.960877100922971e-08
1945,4.3787930215088977e-07,4.7927088520083316e-08
1946,3.8422246717573216e-07,7.935029433525642e-08
1947,4.1365423530947965e-07,8.344609647714663e-08
1948,3.9247513772266984e-07,5.544662839973569e-08
1949,3.7010121012315267e-07,8.638967663454622e-08
1950,4.083978870639271e-07,8.401935369661828e-08
1951,3.976702891428374e-07,7.249753508631329e-08
1952,3.985935865813417e-07,7.065018736707174e-08
1953,4.0401852663407567e-07,7.326202933199966e-08
1954,4.03605743493074e-07,5.570345606997762e-08
1955,3.9982690847040203e-07,6.569925670163457e-08
1956,4.020446251473686e-07,6.628067805714011e-08
1957,3.9227566794863833e-07,5.6544241289202546e-08
1958,4.1443940279606295e-07,5.7905705119765116e-08
1959,4.2086560725351774e-07,6.510627825750959e-08
1960,3.5919125185301937e-07,4.7753749621293196e-08
1961,3.6408355530426206e-07,4.585785118305097e-08
1962,4.1730072108947525e-07,6.405375929663393e-08
1963,4.539169271566834e-07,6.336731828149311e-08
1964,3.9971670728888853e-07,7.726639583705008e-08
1965,4.000063578146751e-07,5.307882222638227e-08
1966,4.0712200366499474e-07,5.7052468638296716e-08
1967,4.249949192569602e-07,6.261525853368255e-08
1968,4.774375135241371e-07,5.38969884278373e-08
1969,4.4282139644025165e-07,4.995933622353732e-08
1970,4.704495735197156e-07,5.104584843707016e-08
1971,4.167240383878834e-07,5.343933384693855e-08
1972,4.170809289050226e-07,6.104874755719081e-08
1973,5.072147590823306e-07,5.1272794676648914e-08
1974,4.326064599879942e-07,6.35689599848277e-08
1975,3.9866130663313015e-07,5.483020837360186e-08
1976,4.2280097645175374e-07,4.228009758966422e-08
1977,4.29005086566292e-07,3.9374437266204154e-08
1978,4.823760129113452e-07,4.693067190419953e-08
1979,4.137345293031558e-07,5.2667758931868036e-08
1980,4.5083244382126964e-07,4.491268978945584e-08
1981,4.889649556361064e-07,4.554395754974294e-08
1982,4.630796590632258e-07,5.46260205958049e-08
1983,4.4838743917807733e-07,5.62063142695024e-08
1984,4.917559479622469e-07,5.856998647191247e-08
1985,4.613933128894132e-07,5.835091210215637e-08
1986,4.6876876513834986e-07,6.414099495977155e-08
1987,4.833656106484341e-07,5.621951548739901e-08
1988,4.737277512489868e-07,6.236415817095775e-08
1989,4.593558298182643e-07,4.7746661735459384e-08
1990,4.658596628459577e-07,4.8492994730864325e-08
1991,5.275318457620415e-07,5.0994748423960345e-08
1992,5.250977057613682e-07,5.014049364593376e-08
1993,5.190237093444239e-07,6.536264740564235e-08
1994,5.786594519108235e-07,4.2726906235301954e-08
1995,5.579701785052293e-07,5.097103839002415e-08
1996,5.476882751764833e-07,4.857664048785182e-08
1997,6.099105744894473e-07,6.616954695282118e-08
1998,5.912480363079453e-07,5.4833486196059766e-08
1999,6.064657158688647e-07,4.3873932709104224e-08
2000,6.525432638682105e-07,4.948195320153559e-08
2001,6.751447099162533e-07,5.695575477915327e-08
2002,6.878517861963473e-07,5.958461102295587e-08
2003,6.537901819925196e-07,5.4169998930930774e-08
2004,7.210643238053649e-07,6.122659934604258e-08
2005,6.805165595480389e-07,5.494574639719474e-08
2006,7.329844331493973e-07,5.312078132924114e-08
2007,6.566924399820095e-07,6.111553729759578e-08
2008,6.939626837620949e-07,4.598034886171831e-08
2009,6.484741748025158e-07,6.341695790723634e-08
2010,7.014832856810926e-07,4.771031081318711e-08
2011,6.210130241157685e-07,4.665245784130079e-08
2012,5.419570268117013e-07,4.9021239290070184e-08
2013,5.865529768556144e-07,5.10409898790698e-08
2014,5.108285092703113e-07,5.175414097280395e-08
2015,5.23111788108821e-07,5.031626049145643e-08
2016,5.008500085779133e-07,4.474094472683987e-08
2017,5.46893883068833e-07,4.1507588477429636e-08
2018,5.356543573142858e-07,4.3110492287112834e-08
2019,5.145342392154362e-07,4.2601493999150364e-08
