year,souriant_VERB en_ADP,souriant_VERB sans_ADP
1800,1.8864986461863964e-08,0.0
1801,4.7623651688866175e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,7.801356893821776e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,3.127165504324125e-08,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,9.064295980465431e-09
1809,0.0,0.0
1810,0.0,5.3822915901946544e-08
1811,0.0,1.504245972228091e-08
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,6.22749374290521e-09,0.0
1818,2.384235475716423e-09,0.0
1819,7.245734900962475e-09,0.0
1820,0.0,1.1866481131050932e-09
1821,9.86148829262845e-10,2.9584463767662328e-09
1822,1.804610860745015e-08,6.015369535816717e-09
1823,2.075364324838347e-08,3.9530747564242574e-09
1824,3.3684450784221553e-09,0.0
1825,1.0566531649658373e-08,8.805443041381977e-10
1826,7.927186018719112e-09,8.807984341885344e-10
1827,1.843454577876713e-08,0.0
1828,9.172301418391982e-09,8.255071293206129e-09
1829,2.1432940755516938e-08,1.714635211591542e-09
1830,1.7742621594152297e-08,4.174734336004349e-09
1831,2.0268568157177924e-08,0.0
1832,1.2176972319366541e-08,0.0
1833,1.621708034527103e-08,1.1583628500844156e-09
1834,1.3068343740485489e-08,1.8669061851994684e-09
1835,2.2689263801112247e-08,1.3613558280667348e-08
1836,1.3441500523736494e-08,8.736974699274924e-09
1837,2.0177884252348122e-08,9.74104708006962e-09
1838,1.51491887923072e-08,7.574594285131298e-09
1839,2.0974425751774106e-08,1.3982950353153e-09
1840,1.8472096352528666e-08,3.1848443882154243e-09
1841,1.6051371343195342e-08,1.2841097074556274e-09
1842,1.8112316535479067e-08,6.708265054555795e-09
1843,1.4767278067040479e-08,1.1813822142769936e-09
1844,1.0428266250528395e-08,1.0428266250528395e-08
1845,2.120486702894553e-08,1.2834524554250493e-08
1846,1.5807152919933287e-08,7.025401593807601e-09
1847,1.6179671824545494e-08,2.6966118227278457e-09
1848,9.654266108771736e-09,4.02261068899179e-09
1849,2.178647862116634e-08,1.5920887719289567e-08
1850,4.752297222410107e-09,1.3577992064028876e-09
1851,3.8696632564949596e-09,1.2253933867611977e-08
1852,2.408901877970493e-08,4.557382027314816e-09
1853,2.0304568471019024e-08,7.166318205520383e-09
1854,1.7665259477439577e-08,5.7152309551611324e-09
1855,1.6451505047143655e-08,1.0613874223963649e-08
1856,2.1744194333983557e-08,4.6594703095870216e-09
1857,1.8549735136819123e-08,1.3180074809326925e-08
1858,2.0553439394888073e-08,9.297984604472731e-09
1859,1.8331824502837435e-08,1.0693564256314403e-08
1860,1.5562426014525954e-08,1.327383358784573e-08
1861,1.084671669149273e-08,8.017138064531082e-09
1862,8.58417428806213e-09,1.400575744270327e-08
1863,1.5982786927271064e-08,8.490855130105501e-09
1864,1.726102105692462e-08,5.753673537611803e-09
1865,1.1296426905005319e-08,9.41368871743009e-10
1866,1.265059373922739e-08,5.352174259343201e-09
1867,2.038180824115443e-08,1.455843445796745e-08
1868,2.8157282727647726e-08,1.5807597009143137e-08
1869,2.0510780629479086e-08,1.660396442559886e-08
1870,9.17447806614291e-09,1.1468097582678638e-08
1871,6.37270636261178e-09,2.1242354542039266e-09
1872,1.5118347462816928e-08,6.047339518033823e-09
1873,2.095101514498765e-08,0.0
1874,1.792382703369455e-08,1.0156835372754358e-08
1875,2.40304138254821e-08,5.721527251978387e-09
1876,1.3301232115736639e-08,8.464420275799966e-09
1877,9.277223989023753e-09,1.2988113695655557e-08
1878,9.058632954861423e-09,3.0195443923020093e-09
1879,1.710611108318716e-08,4.887460214320072e-09
1880,1.6044615636090498e-08,6.417846254436199e-09
1881,1.6734017338482232e-08,8.367009307619355e-09
1882,1.0648616211028639e-08,5.989846840748214e-09
1883,1.3270612164717477e-08,5.687405213450347e-09
1884,2.1125430293977843e-08,1.2543224237049344e-08
1885,1.4180398411056672e-08,6.445635580831777e-09
1886,3.872078380151578e-09,1.097088819790315e-08
1887,1.8280989055874386e-08,5.223139698529167e-09
1888,8.876860135842435e-09,1.2047168373996442e-08
1889,9.397704836544563e-09,9.397704836544563e-09
1890,1.1797895382859025e-08,7.865263995654459e-09
1891,1.0198752065093686e-08,1.211101796627645e-08
1892,2.3193496456741514e-08,6.268512375839919e-09
1893,2.0938616229759788e-08,4.310891699166319e-09
1894,9.452309157609307e-09,5.671385139294216e-09
1895,1.805584326497467e-08,6.018614495673091e-09
1896,1.2973464080801023e-08,9.435246361988447e-09
1897,2.2724182424660455e-08,5.2440420894583895e-09
1898,6.790025985914383e-09,1.3580051749784161e-08
1899,1.2160672469008205e-08,7.185851913504848e-09
1900,1.0382106396811253e-08,5.19105292084987e-09
1901,1.5648469187112823e-08,7.265360757457984e-09
1902,6.874397495693074e-09,7.856454153909453e-09
1903,1.5120616536634657e-08,5.400220270956879e-09
1904,3.7622376325430196e-09,1.6123875568041512e-09
1905,1.8062657147766004e-08,7.2250627702885595e-09
1906,2.829301504192472e-08,9.773950537805831e-09
1907,1.5428530231176296e-08,4.114274698707732e-09
1908,7.367083609821634e-09,1.964555629285769e-09
1909,1.5402754627302784e-08,6.60118004702781e-09
1910,1.2291546447329438e-08,1.4429207162436342e-08
1911,1.9685384544665396e-08,9.576673676292558e-09
1912,9.89790061023399e-09,5.730363461520227e-09
1913,9.015082735874813e-09,4.772690687104841e-09
1914,5.357394972094198e-09,1.2723813114234872e-08
1915,2.3561523843085297e-09,0.0
1916,5.493730803607377e-09,3.2962386153911893e-09
1917,1.2063067211798284e-08,5.483212106582869e-09
1918,1.1486376294556067e-09,2.5270027848023346e-08
1919,1.2890987832747669e-08,4.603924352863942e-09
1920,1.817335615328375e-08,1.2872793941909322e-08
1921,1.9689142760626055e-08,1.59027695456615e-08
1922,1.0329110011753073e-08,1.475587119159627e-08
1923,1.0615948120573648e-08,1.4862327368803108e-08
1924,9.024136882196387e-09,7.734974771800296e-09
1925,2.7495444365754906e-08,2.1996355847875293e-09
1926,2.5636119005412183e-08,3.343841648018042e-09
1927,3.6792440538668814e-08,8.919379901328739e-09
1928,1.3711249802206282e-08,1.9424270192303084e-08
1929,1.1140406375176326e-08,1.3368487650211591e-08
1930,8.402882945013346e-09,1.2604324695075775e-08
1931,1.4826963656844327e-08,1.3686427990933225e-08
1932,6.575722188983946e-09,3.287861094491973e-09
1933,5.735331320977366e-09,1.605892663292252e-08
1934,9.585264137967897e-09,4.7926320689839486e-09
1935,1.196828414151696e-08,7.180970484910176e-09
1936,2.0612015205756506e-08,7.274828739411987e-09
1937,2.0145789036973838e-08,3.777335333410292e-09
1938,1.0372171899142302e-08,1.4261735792331365e-08
1939,9.176430282309411e-09,1.2235240376412548e-08
1940,1.2678914806940611e-08,5.0715658339584024e-09
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,2.123948195098535e-08,1.2136847082899749e-08
1943,5.806470415592457e-09,5.806470415592457e-09
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,1.5249527862692958e-08,1.5249527862692958e-08
1946,2.9234318965620787e-08,1.2528993842408909e-08
1947,1.1920871401116528e-08,9.536696765621855e-09
1948,1.5220643190261285e-08,1.522064252412747e-08
1949,1.5707213085747185e-08,7.853606653895895e-09
1950,8.508289184305795e-09,7.444753258312176e-09
1951,1.2793682557799002e-08,2.4521224162299404e-08
1952,2.4253049346611988e-08,9.490323193972472e-09
1953,7.541679392097933e-09,1.2928593307037772e-08
1954,9.772536335717064e-09,2.34540866728139e-08
1955,1.6894095011821264e-08,7.508486277174597e-09
1956,1.0465369459922158e-08,1.1337483840634377e-08
1957,1.4136060322300636e-08,1.236905244894615e-08
1958,1.4890038091408542e-08,1.0753916868111446e-08
1959,2.1702094343822864e-08,1.1626121398933265e-08
1960,1.453374998128254e-08,1.2457500420115508e-08
1961,2.6403004560471288e-08,1.181187059273725e-08
1962,1.648908709572794e-08,3.8051738426858606e-09
1963,1.8751554975438012e-08,1.6165133231993423e-08
1964,2.7986254980127967e-08,8.517555494247375e-09
1965,2.9001829049413175e-08,9.849678406226303e-09
1966,1.8278946689598286e-08,1.4955502058988657e-08
1967,2.3172576746333107e-08,1.3311906132962292e-08
1968,1.886394726535734e-08,6.287982134978165e-09
1969,1.635032773061873e-08,1.1808570066218493e-08
1970,1.9314645882673176e-08,6.898087434592526e-09
1971,1.3873672877195986e-08,7.707596338946132e-09
1972,1.0773308023459549e-08,6.669190977248718e-09
1973,1.4885650545526374e-08,8.821126051827832e-09
1974,1.1813700240281833e-08,8.438357568252286e-09
1975,8.567219822452898e-09,3.4268881066168433e-09
1976,7.427584769459372e-09,8.570290255249802e-09
1977,9.990529514780633e-09,7.052138095708926e-09
1978,1.3069300641710413e-08,8.316828115084718e-09
1979,1.287434159280565e-08,1.2289143591637242e-08
1980,1.8760996423061727e-08,6.253665585376211e-09
1981,1.834409407708293e-08,1.2651099334792804e-08
1982,1.0552754226011984e-08,6.828252629986764e-09
1983,2.1472074007711228e-08,6.946847541655643e-09
1984,1.0438215292118969e-08,8.698512410365566e-09
1985,1.1429560076159362e-08,6.617113967877231e-09
1986,1.5585661872208334e-08,1.498621315931814e-08
1987,7.944062296871834e-09,4.888653315493485e-09
1988,1.3192418601981615e-08,7.195864348830128e-09
1989,1.591555476299078e-08,8.232183157375061e-09
1990,1.3621627603654929e-08,6.538381391862913e-09
1991,1.699824903056424e-08,5.8614650910726596e-09
1992,1.1570882918476855e-08,1.1019888612739948e-08
1993,1.274017746855094e-08,1.1078414630105726e-08
1994,1.6879765141197822e-08,7.912389854425328e-09
1995,1.518286268931135e-08,3.253470381991974e-09
1996,1.7615704228646223e-08,5.871901187504136e-09
1997,1.7261619911224102e-08,6.7128524960935465e-09
1998,1.9072517343232676e-08,7.629006870679689e-09
1999,1.6452724210802572e-08,7.312321859131998e-09
2000,1.9439339027371716e-08,5.3016377954406835e-09
2001,1.7962967807649832e-08,7.886181485616817e-09
2002,1.796300858059041e-08,9.638686904178684e-09
2003,1.7917768602160322e-08,1.0833999475323708e-08
2004,1.4535810777260849e-08,5.285749615779878e-09
2005,1.4862373554080932e-08,8.557123898356167e-09
2006,1.5236193084966487e-08,8.647569049724524e-09
2007,3.595031405900784e-08,1.517902231684687e-08
2008,5.279225301357826e-08,1.5752527365853197e-08
2009,4.196009562029701e-08,1.3350938798950551e-08
2010,5.5268378429396137e-08,2.1729448296259335e-08
2011,6.997868723379597e-08,2.638540663735256e-08
2012,8.748929447577325e-08,2.893614839405423e-08
2013,1.018030664212688e-07,3.597971304225567e-08
2014,1.0567372843439671e-07,3.9411103547326576e-08
2015,1.247931915165923e-07,3.5686864352513226e-08
2016,1.0957388751897668e-07,3.7698389410145694e-08
2017,1.1722748563536278e-07,3.848885177237804e-08
2018,1.6056723323165656e-07,4.698269506775432e-08
2019,1.2907998553357558e-07,4.260149433221727e-08
