year,venant_VERB en_ADP,venant_VERB cent_DET
1800,2.2637983798645678e-07,0.0
1801,2.309747177964283e-07,0.0
1802,2.5958945570891956e-07,0.0
1803,1.5797748065260464e-07,0.0
1804,2.9909395626859236e-07,0.0
1805,1.449867568226182e-07,0.0
1806,1.7290014397985942e-07,0.0
1807,3.4448155838973094e-07,0.0
1808,2.6286458565394355e-07,0.0
1809,3.1174621550889015e-07,0.0
1810,2.691145875033385e-07,0.0
1811,1.9555198615961444e-07,0.0
1812,2.427159468965101e-07,0.0
1813,3.7384640805271374e-07,0.0
1814,3.0522767247020965e-07,0.0
1815,1.699250797848606e-07,0.0
1816,2.595716352971067e-07,0.0
1817,2.786803339205335e-07,0.0
1818,2.7061071428136074e-07,0.0
1819,2.44284779959969e-07,0.0
1820,2.5394270064538205e-07,0.0
1821,2.92886216612942e-07,0.0
1822,3.378632413841842e-07,0.0
1823,5.731958392374281e-07,0.0
1824,4.3284519257724696e-07,0.0
1825,4.605246715083666e-07,0.0
1826,3.5055778369041946e-07,0.0
1827,4.175424681562845e-07,0.0
1828,3.1277546463925887e-07,0.0
1829,2.906306623140509e-07,0.0
1830,3.746824122075054e-07,0.0
1831,4.1472608902637376e-07,0.0
1832,2.6924637652747663e-07,0.0
1833,3.5793411257145635e-07,0.0
1834,3.435107345239885e-07,0.0
1835,5.037016705955466e-07,0.0
1836,5.860493890175178e-07,0.0
1837,5.98378624871998e-07,0.0
1838,6.223791810811008e-07,0.0
1839,5.712035093807799e-07,0.0
1840,4.987466066808111e-07,0.0
1841,5.457466087932517e-07,0.0
1842,7.278467570870362e-07,0.0
1843,6.527136857670257e-07,0.0
1844,6.026440422246537e-07,0.0
1845,7.432863871059681e-07,0.0
1846,7.031256210598968e-07,0.0
1847,6.05119677032917e-07,3.775256551818984e-09
1848,8.712975247959776e-07,0.0
1849,6.318079126543807e-07,0.0
1850,8.201107277727715e-07,0.0
1851,8.274630083349166e-07,0.0
1852,7.871249696478344e-07,0.0
1853,7.590325559192479e-07,0.0
1854,8.318258899464581e-07,0.0
1855,7.859574040480766e-07,0.0
1856,9.412130057562251e-07,0.0
1857,8.508470212831298e-07,0.0
1858,9.90969361680527e-07,0.0
1859,8.651602616538412e-07,0.0
1860,8.312166235313612e-07,0.0
1861,9.012206927394573e-07,0.0
1862,7.648950850480674e-07,6.776979422085105e-09
1863,7.851543912806846e-07,0.0
1864,9.402461387253425e-07,0.0
1865,8.91947009584726e-07,0.0
1866,8.40291361825507e-07,0.0
1867,8.49727282314916e-07,0.0
1868,8.842374512596507e-07,0.0
1869,8.902655270759396e-07,0.0
1870,8.268498348229514e-07,0.0
1871,7.487930053784453e-07,0.0
1872,9.86925787316295e-07,0.0
1873,8.230756414207008e-07,0.0
1874,8.101570072582831e-07,0.0
1875,7.272060909002676e-07,0.0
1876,7.557518548750863e-07,0.0
1877,7.737204805735587e-07,0.0
1878,6.316886751456252e-07,0.0
1879,7.007395952385309e-07,0.0
1880,7.136645017169485e-07,0.0
1881,7.516363105253276e-07,0.0
1882,6.914945185343413e-07,0.0
1883,7.039743530334874e-07,0.0
1884,7.176044469758835e-07,0.0
1885,7.167546618447318e-07,0.0
1886,7.21497235289803e-07,2.5813855497602844e-09
1887,6.679090045480507e-07,0.0
1888,5.960177968944436e-07,1.9021844099853524e-09
1889,6.43429541202778e-07,0.0
1890,7.439228486560978e-07,6.554386478008212e-10
1891,7.094506866422989e-07,3.1871101313640793e-09
1892,7.070882190873817e-07,0.0
1893,6.854317593507631e-07,0.0
1894,7.221564306547634e-07,0.0
1895,6.403806089849695e-07,3.611168697403855e-09
1896,7.654343523455509e-07,0.0
1897,7.667954928791687e-07,0.0
1898,7.401128356843145e-07,1.13167097914868e-09
1899,7.36826212488495e-07,0.0
1900,7.158462427270251e-07,2.07642125715779e-09
1901,7.835411981460538e-07,0.0
1902,2.168381248779383e-06,0.0
1903,6.901481519605568e-07,0.0
1904,6.761278505962309e-07,2.1498500757388683e-09
1905,6.858648680108104e-07,0.0
1906,7.356184070772542e-07,0.0
1907,6.341125633468891e-07,0.0
1908,7.003641098179969e-07,0.0
1909,6.496661333343923e-07,0.0
1910,6.05492258998197e-07,0.0
1911,6.176954361336584e-07,0.0
1912,7.334864839947386e-07,0.0
1913,6.570404300632049e-07,1.590896969716482e-09
1914,7.031580713245944e-07,0.0
1915,6.738595761390798e-07,0.0
1916,8.361458885275397e-07,0.0
1917,7.687463807748429e-07,0.0
1918,8.017490484846235e-07,0.0
1919,7.393901961805227e-07,0.0
1920,7.064892404429202e-07,0.0
1921,7.141101088237178e-07,0.0
1922,6.64751975243405e-07,0.0
1923,7.409931974677875e-07,0.0
1924,6.497378830516709e-07,0.0
1925,7.005839615104037e-07,0.0
1926,6.453614318502332e-07,0.0
1927,6.823325584548456e-07,4.4596899506643695e-09
1928,6.147209967721778e-07,0.0
1929,7.218983331114259e-07,0.0
1930,6.753816981230898e-07,0.0
1931,7.173969240881206e-07,0.0
1932,6.860669934383168e-07,0.0
1933,7.662402383701306e-07,0.0
1934,6.074660916510766e-07,0.0
1935,6.786017330284722e-07,0.0
1936,6.814089736906226e-07,0.0
1937,7.315439880528629e-07,0.0
1938,7.079006998367277e-07,0.0
1939,6.744676159797791e-07,0.0
1940,6.364814861825607e-07,0.0
1941,6.345730447776532e-07,0.0
1942,5.856028622019949e-07,0.0
1943,6.706473261175461e-07,8.709705845433291e-09
1944,6.651295549886527e-07,0.0
1945,5.598755130620248e-07,0.0
1946,6.877025526819125e-07,0.0
1947,7.140601834265681e-07,0.0
1948,6.001282191192558e-07,0.0
1949,7.13696516996265e-07,0.0
1950,7.593648074788462e-07,0.0
1951,7.121816389954461e-07,0.0
1952,7.887513131521473e-07,0.0
1953,6.356558195363959e-07,0.0
1954,6.616006889004211e-07,0.0
1955,6.166344377334099e-07,0.0
1956,6.985634204426105e-07,0.0
1957,6.847154470079886e-07,0.0
1958,7.519469287231573e-07,0.0
1959,6.843910496101557e-07,0.0
1960,5.751212412974382e-07,0.0
1961,7.087122213533803e-07,0.0
