year,dut_VERB avoir_VERB,dut_VERB savoir_VERB
1800,3.175606195782166e-07,1.8864987794131594e-08
1801,1.500145003774378e-07,2.3811825844433088e-09
1802,3.513409012612101e-07,0.0
1803,1.6577882888668682e-07,0.0
1804,1.928043786847411e-07,9.887403784603066e-09
1805,3.1840230008128856e-07,2.2743021688143017e-08
1806,2.1036184705280903e-07,0.0
1807,1.9359295322374237e-07,2.8469551160981155e-09
1808,2.2887347483901976e-07,0.0
1809,2.371982077420398e-07,4.518061036407062e-09
1810,1.9891076874500868e-07,0.0
1811,2.281439890339243e-07,2.5070767684098882e-09
1812,2.800568665861647e-07,1.600324850414836e-08
1813,1.8979895344273245e-07,0.0
1814,3.6501455724646803e-07,2.8320094713762956e-08
1815,2.3196122356239357e-07,5.394447111228828e-09
1816,2.109019590079697e-07,0.0
1817,2.2886038664182706e-07,1.401186100480345e-08
1818,3.552510747795168e-07,0.0
1819,2.7637304356176173e-07,1.0351049795076506e-08
1820,2.3495633172387898e-07,1.0679833017945839e-08
1821,3.204983727300714e-07,1.3806083387635226e-08
1822,3.5891704897039745e-07,4.010246357211145e-09
1823,3.1426944246959465e-07,0.0
1824,4.185293107639154e-07,1.51580028528997e-08
1825,5.133573495186283e-07,2.993850500843109e-08
1826,2.800939000735525e-07,3.5231937367541377e-09
1827,2.7836165372718824e-07,9.217273055917019e-10
1828,4.026640283427696e-07,3.668920500743411e-09
1829,3.9608073620911455e-07,5.143905745796928e-09
1830,3.5380872986934264e-07,2.0873671680021744e-09
1831,4.2252167986589484e-07,1.5591206103948707e-09
1832,4.803139290743275e-07,1.7588959622116818e-08
1833,4.343860666722321e-07,1.2741991461950875e-08
1834,4.881959512204048e-07,1.3068342852307069e-08
1835,4.9916377520276e-07,4.5378527602224494e-09
1836,4.590272340010415e-07,5.376600054063374e-09
1837,4.3069346133961517e-07,2.0873671680021744e-09
1838,4.2922701481984404e-07,3.1560809521380406e-09
1839,4.159927868840896e-07,1.3982950353153e-09
1840,4.573436456212221e-07,1.0191501864653674e-08
1841,5.052971800978412e-07,9.630822361827995e-09
1842,4.6085781946203497e-07,1.408735705865638e-08
1843,4.571949148157728e-07,5.31621990873532e-09
1844,4.604902983373904e-07,1.0428266250528395e-08
1845,3.822456164925825e-07,7.254296274794569e-09
1846,5.146106900610903e-07,8.196302303531411e-09
1847,3.829188699455699e-07,1.0247124926365814e-08
1848,4.3685554373951163e-07,0.0
1849,3.712080740569945e-07,8.379414495607307e-09
1850,3.401287074211723e-07,0.0
1851,4.824180450668791e-07,4.514607354622058e-09
1852,3.9063272083694756e-07,1.4323200403509873e-08
1853,4.3117347559018526e-07,1.0152284346531815e-08
1854,4.224075098591129e-07,4.1565315633818045e-09
1855,4.585193664752296e-07,7.429711956774554e-09
1856,3.7482848824765824e-07,4.659470143053568e-09
1857,3.831984543012368e-07,1.4644527368545823e-08
1858,4.37005269304791e-07,1.0766087576996597e-08
1859,4.404730020723946e-07,1.5276520048956854e-09
1860,3.8814519598417974e-07,4.57718396518203e-09
1861,4.2113555309697404e-07,7.545541969022906e-09
1862,3.9216121194840525e-07,1.8071945051545413e-09
1863,4.864760967393522e-07,5.494082966350788e-09
1864,4.185797592981544e-07,3.835782358407869e-09
1865,3.8925603007555765e-07,2.8241067262513297e-09
1866,4.0579212168267986e-07,1.4596839292835284e-09
1867,4.7169328354357276e-07,1.1161466417775046e-08
1868,3.7394846685856464e-07,9.87974857480367e-09
1869,4.1412241102989356e-07,2.9301114867763545e-09
1870,4.7133880798355676e-07,8.601073631098188e-09
1871,3.876729692819936e-07,1.0621176826930423e-08
1872,3.6465456787482253e-07,7.256807155187062e-09
1873,4.333867309469497e-07,5.9860045809045914e-09
1874,3.925318310393777e-07,6.572069999322139e-09
1875,4.537170923413214e-07,4.577221712764867e-09
1876,4.7219376142493275e-07,2.418405919968336e-09
1877,3.735628979484318e-07,9.895705588292003e-09
1878,4.257557577602711e-07,1.1474268646338714e-08
1879,3.8061097029640223e-07,4.27652757650776e-09
1880,4.255032024502725e-07,3.8507077526617195e-09
1881,3.9046042843438045e-07,6.9725074602899895e-09
1882,4.033163349959068e-07,8.652000893505374e-09
1883,4.0886123997552204e-07,2.5277355764075082e-09
1884,4.5089589661984064e-07,4.621187876807653e-09
1885,4.647303342153464e-07,3.86738152613475e-09
1886,4.2334721683801035e-07,0.0
1887,4.087106901806692e-07,8.48760173255414e-09
1888,4.4003866150887916e-07,3.804368819970705e-09
1889,3.2766664048722305e-07,2.5060546970934183e-09
1890,3.4213897492918477e-07,6.554386366985909e-09
1891,3.4803241533154505e-07,4.461953917456185e-09
1892,3.4038021112792194e-07,5.641661360300532e-09
1893,3.5102974038636603e-07,4.310891643655168e-09
1894,3.9258588913071435e-07,2.520615716150587e-09
1895,3.719503638421884e-07,6.018614495673091e-09
1896,3.8979362670943374e-07,5.307326134129653e-09
1897,3.286266405666538e-07,5.826713556089658e-10
1898,4.0966489223137614e-07,9.619203211741478e-09
1899,3.5929258501710137e-07,3.8693048765026106e-09
1900,4.6408015919041645e-07,6.22926377147337e-09
1901,3.889762183462153e-07,3.353243460679778e-09
1902,3.0492861924358294e-07,4.419255628107521e-09
1903,3.3049349212888046e-07,6.480264325148255e-09
1904,3.4075122812282643e-07,2.6873125946735854e-09
1905,4.0821603874974244e-07,7.2250627702885595e-09
1906,3.467180249572266e-07,6.173021205313489e-09
1907,3.8057041251704504e-07,1.337139288182243e-08
1908,3.5509341955730633e-07,1.4734167219643268e-09
1909,3.487623700948461e-07,3.300590023513905e-09
1910,2.800335039410129e-07,1.6032452032632705e-09
1911,3.4954857142110995e-07,1.5961122423746588e-09
1912,3.662223093670036e-07,1.5628263128064646e-09
1913,3.7014868325968564e-07,1.060597942803554e-09
1914,2.9398705692074145e-07,1.0045115850232378e-08
1915,2.485740822066873e-07,3.534228465440492e-09
1916,2.636990927840088e-07,6.592477230782379e-09
1917,2.511311265607219e-07,3.289927441585405e-09
1918,3.0209170631678717e-07,1.1486376294556067e-09
1919,2.679483941392391e-07,7.366278698128781e-09
1920,3.4907986901089316e-07,6.057785384427916e-09
1921,3.22599049695782e-07,7.572747429129834e-10
1922,2.929040476828959e-07,2.951174193910333e-09
1923,3.53511069306478e-07,7.431163684401554e-09
1924,3.6096548683417495e-07,2.578324886925998e-09
1925,3.783373188070982e-07,7.698724324711748e-09
1926,3.4441566754139785e-07,8.916910765321973e-09
1927,3.433961239807104e-07,4.4596899506643695e-09
1928,3.759167555017484e-07,9.14083297942625e-09
1929,2.695978480460326e-07,4.4561625500705304e-09
1930,3.5712253065867117e-07,3.1510811737689437e-09
1931,3.512849957587605e-07,1.0264820993199919e-08
1932,2.980993940582266e-07,7.6716757391182e-09
1933,3.819730522991449e-07,4.588264879146209e-09
1934,3.390787242096849e-07,8.38710612072191e-09
1935,2.8843564336966665e-07,4.787313656606784e-09
1936,2.909931424710521e-07,3.6374143697059935e-09
1937,3.11000604824585e-07,0.0
1938,2.6060081381729105e-07,2.5930428915188486e-09
1939,2.8293993636907544e-07,1.5294050470515685e-09
1940,2.738645434874343e-07,2.5357829169792012e-09
1941,3.8074384178798937e-07,5.9030051957620344e-09
1942,3.732080529061932e-07,3.034211770724937e-09
1943,4.1225939639844e-07,1.7419411690866582e-08
1944,3.18105435326288e-07,3.2131861615880553e-09
1945,3.812382090018218e-07,2.178504043826024e-09
1946,2.798142020310479e-07,8.352662561605939e-09
1947,2.6941168584926345e-07,2.3841741914054637e-09
1948,1.9895554714821628e-07,2.174377566888097e-09
1949,2.8665664331128937e-07,9.817008317369869e-10
1950,2.5631220523791853e-07,5.317680518146517e-09
1951,2.452122487284214e-07,7.462981344019681e-09
1952,2.2882224470777146e-07,3.1634410646574906e-09
1953,2.811968897731276e-07,5.386913581872932e-09
1954,2.5897219302351004e-07,2.9317608341017376e-09
1955,2.402715608695871e-07,9.385607846468247e-09
1956,2.0930740163294104e-07,6.104799332717903e-09
1957,2.3324498954480077e-07,6.184526224473075e-09
1958,2.0266996614282107e-07,8.272243334772611e-09
1959,2.317473644097845e-07,1.5501495642666896e-09
1960,2.4222916295002506e-07,2.076250060767393e-09
1961,2.2650999653706094e-07,2.08444772553662e-09
1962,1.9977161969109147e-07,2.5367825617905737e-09
1963,2.0238746856193757e-07,6.466053248388448e-10
1964,2.4396712205998483e-07,3.6503808864551957e-09
1965,3.1628411534256884e-07,5.47204326295514e-09
1966,2.6033652034129773e-07,4.431259803538978e-09
1967,2.504610563391907e-07,2.9582012395223956e-09
1968,2.515192818464129e-07,8.533690198930799e-09
1969,2.2345447803218121e-07,4.5417578031781147e-10
1970,2.441923072638019e-07,3.219107425067591e-09
1971,2.1632654068071133e-07,3.5968783507200897e-09
1972,2.672806544978812e-07,2.0520587451500205e-09
1973,2.0509118314748775e-07,5.513203782392395e-10
1974,1.907068849504867e-07,5.625571675160757e-10
1975,1.8962114722853585e-07,2.8557400888473694e-09
1976,1.834042109294387e-07,2.856763492431469e-09
1977,1.745404176745069e-07,1.7630346071939584e-09
1978,1.704949710301662e-07,7.128709622605811e-09
1979,1.825815729716851e-07,5.266775904289034e-09
1980,1.9841175458168436e-07,5.116635559687666e-09
1981,1.5687362520111492e-07,3.1627747087981106e-09
1982,1.4277254933858785e-07,7.449002747961231e-09
1983,1.547252423961254e-07,1.89459470334441e-09
1984,1.188796758810895e-07,3.479405208395292e-09
1985,1.4317028274035692e-07,6.015558051686298e-10
1986,1.498621315931814e-07,3.5966913891627428e-09
1987,1.454374398690561e-07,0.0
1988,1.4271797965648148e-07,0.0
1989,1.4708167839216912e-07,1.6464366536794728e-09
1990,1.231395145850911e-07,1.089730194969718e-09
1991,1.2777994129464787e-07,5.861465202094962e-10
1992,1.399525757506126e-07,1.65298330578878e-09
1993,1.6839190664086345e-07,5.539207426075166e-10
1994,1.4242301915601274e-07,5.274926717646622e-09
1995,1.2471636523514462e-07,2.1689803286761844e-09
1996,1.259789712548809e-07,1.067618438099771e-09
1997,1.1603644622937281e-07,4.79489448146353e-10
1998,1.187264189184134e-07,9.536258449571733e-10
1999,1.1791119192139377e-07,1.8280804647829996e-09
2000,1.0161472374647929e-07,1.3254094488601709e-09
2001,1.121590216257573e-07,3.066848330846028e-09
2002,1.08216170247033e-07,8.76244299341522e-10
2003,1.1667383859048641e-07,1.6667691671301554e-09
2004,9.11791815383367e-08,4.845270407116686e-09
2005,1.0403661576674494e-07,4.5037495954858286e-10
2006,9.47114671134841e-08,1.2353669198716943e-09
2007,8.70796554863773e-08,2.3966877371606188e-09
2008,9.579239446111387e-08,3.405951742863067e-09
2009,1.0108568204714174e-07,5.245011536203492e-09
2010,8.880731172666856e-08,2.3618964561933353e-09
2011,7.303786730972206e-08,0.0
2012,9.531907352311464e-08,1.3617010852229328e-09
2013,1.0236088598958304e-07,1.3945624655065103e-09
2014,1.3620650918255706e-07,3.4647122948427977e-09
2015,1.2390655967919884e-07,3.768178213903184e-09
2016,1.4457953056989936e-07,3.1070099826280284e-09
2017,9.735416028888721e-08,4.024978128569501e-09
2018,1.048075475296173e-07,5.162933192082164e-09
2019,1.2601879006979289e-07,2.04079020349468e-09
