year,vendant_VERB en_ADP,vendant_VERB sans_ADP
1958,2.6471179026543723e-08,1.6544486891589827e-09
1959,3.797866554577922e-08,7.750747821333448e-10
1960,6.713208478004162e-08,6.2287499602575735e-09
1961,2.223410966450956e-08,2.08444772553662e-09
1962,3.805173776072479e-08,3.805173953708163e-09
1963,3.556329275511416e-08,1.2932106496776896e-09
1964,3.467862086381501e-08,3.6503808864551957e-09
1965,3.173785145804686e-08,1.6416130677043839e-09
1966,4.597432123887302e-08,1.6617224263271169e-09
1967,3.007504645324843e-08,4.930335584241163e-10
1968,3.5931325470528463e-08,5.3896989093971115e-09
1969,6.449295852917203e-08,2.2708788183223305e-09
1970,3.54101814536989e-08,1.3796175313274261e-09
1971,4.213486093362917e-08,3.5968783507200897e-09
1972,3.5398013409349005e-08,4.104117490300041e-09
1973,2.4809416743210022e-08,5.513203782392395e-10
1974,2.0814615808717463e-08,2.2502286700643026e-09
1975,3.8838066984681063e-08,5.711480177694739e-10
1976,3.25671045686704e-08,3.4281160132820787e-09
1977,3.173462204131283e-08,2.3507127355770763e-09
1978,3.089107636355948e-08,2.3762365408686037e-09
1979,3.2185852205657284e-08,2.3407893401383717e-09
1980,3.1268328370970266e-08,2.8425752862659692e-09
1981,3.479052068655619e-08,1.8976649140967083e-09
1982,3.289976291398489e-08,1.2415004579935385e-09
1983,2.462973291983417e-08,2.5261264191556165e-09
1984,2.2616132966390978e-08,1.739702604197646e-09
1985,2.6468455871508922e-08,3.0077789148208467e-09
1986,3.6566362382473017e-08,5.395036861699509e-09
1987,4.0942474299754394e-08,4.277571630240118e-09
1988,2.338656024392094e-08,2.99827696004229e-09
1989,3.0733485090195245e-08,1.0976244357863152e-09
1990,2.7788120249283565e-08,1.6345953479657283e-09
1991,1.934283488935762e-08,2.344586080837985e-09
1992,2.1488782309120324e-08,2.2039776670368383e-09
1993,2.7696037463442735e-08,3.877445031719162e-09
1994,2.0572214154412904e-08,3.6924485691258724e-09
1995,3.416144167545099e-08,2.1689803286761844e-09
1996,2.829188794351012e-08,2.135236876199542e-09
1997,2.157702461147437e-08,2.876936688878118e-09
1998,1.2397135762398648e-08,3.814503379828693e-09
1999,1.6452723627935484e-08,2.7421207526856506e-09
2000,2.076474814316498e-08,3.092622158362701e-09
2001,1.7086726700199506e-08,1.3143635069212678e-09
2002,2.4972962364699924e-08,4.38122149670761e-10
2003,2.3334768783911386e-08,8.333845835650777e-10
2004,2.7309706496225772e-08,2.642874807889939e-09
2005,1.261049931144953e-08,1.8014998381943315e-09
2006,1.7706927479821388e-08,3.706100981659688e-09
2007,1.3181781888249589e-08,1.5977917877663117e-09
2008,2.2138685551453818e-08,1.7029758714315335e-09
2009,2.1933685090402832e-08,1.907277002999308e-09
2010,1.5588517143783065e-08,3.7790344187271785e-09
2011,1.8355065023456518e-08,1.911985902935953e-09
2012,2.2127641940983267e-08,1.7021263287730903e-09
2013,2.5102124823206395e-08,1.1156500168141292e-09
2014,1.5591204771681078e-08,6.496335691608124e-10
2015,1.3964425171764105e-08,2.438232948875907e-09
2016,1.8434926474242275e-08,8.285360175719347e-10
2017,1.2074934829797712e-08,2.0124890642847504e-09
2018,1.3939920329164579e-08,2.323319980845895e-09
2019,1.785691416955615e-08,2.5509878653906526e-09
