year,vendant_VERB en_ADP,vendant_VERB sans_ADP
1800,1.5720821977538435e-08,9.432493897065797e-09
1801,7.143547975374531e-09,0.0
1802,6.713520406265161e-09,4.475680270843441e-09
1803,3.900678446910888e-09,3.900678446910888e-09
1804,0.0,4.943701892301533e-09
1805,2.2743021688143017e-08,2.55858996212055e-08
1806,6.339671898558663e-08,2.5935023018064385e-08
1807,4.555128185756985e-08,5.693910232196231e-09
1808,4.078933102391602e-08,1.3596443970698147e-08
1809,4.518061036407062e-09,2.4849335034105025e-08
1810,1.1700633351097167e-08,1.1700633351097167e-08
1811,1.2535384286138651e-08,4.262030373070047e-08
1812,1.8670457180292033e-08,2.6672082320544632e-09
1813,4.3136125782439194e-08,8.627225156487839e-09
1814,9.754699448194515e-08,0.0
1815,4.315557688983063e-08,8.091670444798638e-09
1816,8.806894413737609e-08,1.3905623319487859e-08
1817,2.0239355080775567e-08,0.0
1818,1.4305412854298538e-08,1.5497530370112145e-08
1819,3.519356894798875e-08,1.0351049795076506e-08
1820,4.390598107306687e-08,3.5599443393152796e-09
1821,2.6626018723163725e-08,7.88919063410276e-09
1822,1.7043547018147365e-08,6.015369535816717e-09
1823,2.569498569471307e-08,1.581229902569703e-08
1824,1.0947446504872005e-08,1.0105335235266466e-08
1825,2.4655239627691117e-08,7.044354433105582e-09
1826,5.372870504061211e-08,1.5854372037438225e-08
1827,8.111200600069424e-08,1.1982455028203276e-08
1828,1.3758452155343548e-08,1.2841221419535032e-08
1829,3.257806824308318e-08,5.143905745796928e-09
1830,1.1480519646056564e-08,1.461157062010443e-08
1831,4.2096257146795324e-08,6.236482441579483e-09
1832,1.352996914505411e-08,1.2176972319366541e-08
1833,2.7800709290204395e-08,1.2741991461950875e-08
1834,1.7735608537350345e-08,5.600718555598405e-09
1835,3.6302822081779595e-08,6.050470346963266e-09
1836,2.8899226123257904e-08,3.36037508930076e-09
1837,5.5663129217009555e-08,9.045257876039159e-09
1838,3.471689069556305e-08,3.1560809521380406e-09
1839,2.866504900111977e-08,1.11863602825224e-08
1840,4.9046601446889326e-08,4.458782232319436e-09
1841,5.264849889385914e-08,9.630822361827995e-09
1842,5.1653639587811995e-08,1.2745703159566801e-08
1843,4.371114314949409e-08,4.134837805480629e-09
1844,4.171306500211358e-08,5.488561272137815e-10
1845,4.9664027557128065e-08,2.7901139176833567e-08
1846,2.5759806732139623e-08,4.0981511517657054e-09
1847,2.1572894581822766e-08,9.707802561820245e-09
1848,2.735375304041554e-08,9.65426583121598e-09
1849,2.1786478399121734e-08,5.865590679832167e-09
1850,2.4440385715251978e-08,8.146795238417326e-09
1851,3.998652076120379e-08,1.9348316282474798e-09
1852,1.40627776090696e-07,6.510545436100301e-09
1853,3.58315901394235e-08,2.9859659189668264e-09
1854,5.143707682009335e-08,5.195664343204953e-09
1855,3.714855978387277e-08,2.1227748447927297e-09
1856,4.245295315286057e-08,2.0708756931497874e-09
1857,3.026535466688074e-08,5.369659827891837e-09
1858,2.202154192332273e-08,2.4468380654951716e-09
1859,3.3099126994784456e-08,3.055304009791371e-09
1860,2.5632230560290736e-08,6.408057640072684e-09
1861,5.4705179053371467e-08,1.131831339762357e-08
1862,4.879425219428413e-08,4.517986429419807e-09
1863,6.343168479361339e-08,5.9935452156878455e-09
1864,3.404256787575832e-08,4.794728170054441e-09
1865,4.6597758540656287e-08,3.765475486972036e-09
1866,6.422609288847525e-08,5.838735717134114e-09
1867,5.046923945428716e-08,1.0190904120577216e-08
1868,3.754304245262574e-08,1.975949626142892e-09
1869,3.076617005604021e-08,5.860222973552709e-09
1870,4.472558146062511e-08,0.0
1871,4.885741589077952e-08,1.0621177271019633e-09
1872,3.0236694925633856e-08,9.675742873582749e-09
1873,1.2690328787812177e-07,0.0
1874,1.5115760731987393e-07,5.974609251779839e-09
1875,3.661777370211894e-08,1.3159512590732447e-08
1876,1.2152489148320456e-07,2.418405919968336e-09
1877,2.968711676487601e-08,8.040260901509555e-09
1878,1.1293095525388708e-07,8.4547240319921e-09
1879,3.0546626561545054e-08,4.27652757650776e-09
1880,1.2065551402429264e-07,3.8507077526617195e-09
1881,6.149751925477176e-07,5.5780060570498335e-09
1882,3.9932309903178975e-08,6.655385131892899e-09
1883,4.486730631469982e-08,2.5277355764075082e-09
1884,3.498899303622238e-08,3.9610181801208455e-09
1885,1.3793660968985932e-07,3.2228177904158883e-09
1886,1.0002869288427974e-07,6.4534639854230136e-09
1887,8.226444947467826e-08,5.876032105334161e-09
1888,8.433017484321681e-08,1.268122939990235e-09
1889,6.202485280937253e-08,3.759081934617825e-09
1890,2.4054597247413767e-07,8.520702365899524e-09
1891,1.7019166875797964e-07,1.2748440525456317e-08
1892,8.650547300703693e-08,1.8805537127519756e-09
1893,2.3155645578754047e-07,8.005941687372342e-09
1894,7.120739553556632e-08,1.764431090123253e-08
1895,9.38903852443218e-08,6.018614495673091e-10
1896,4.363801409112966e-08,1.179405795248556e-09
1897,5.884980680548324e-08,2.9133566670225264e-09
1898,7.808530000374958e-08,3.960848538042683e-09
1899,7.462230655619351e-08,5.527578395003729e-10
1900,6.177353384373419e-08,2.07642125715779e-09
1901,3.023507701982453e-07,6.706486921359556e-09
1902,1.689137576477151e-07,2.455141867585553e-09
1903,1.5120616581043578e-07,1.4040573148577096e-08
1904,6.073326375144461e-08,7.524475265086039e-09
1905,1.6978897576791496e-07,2.0643036169332163e-09
1906,1.1677298772383438e-07,1.5432553013283723e-09
1907,1.2805679716620944e-07,6.685696440911215e-09
1908,1.586378601814431e-07,6.384805573134145e-09
1909,5.996071905656208e-08,3.300590023513905e-09
1910,4.702852507421085e-08,4.275320542035388e-09
1911,4.362706818028528e-08,1.0108711201439746e-08
1912,7.345283847826067e-08,6.251305251225858e-09
1913,7.795394907361697e-08,5.833288518886093e-09
1914,7.701255100300841e-08,3.3483718020477227e-09
1915,7.775302890422608e-08,5.890381071793627e-09
1916,4.724608615447323e-08,2.197492410260793e-09
1917,6.141197417264266e-08,8.773139548168274e-09
1918,1.229042254635715e-07,1.1486376294556067e-08
1919,1.3443458612982795e-07,5.524709134618888e-09
1920,4.846228307542333e-08,1.0601124422748853e-08
1921,6.28538003866197e-08,4.543648568500203e-09
1922,8.263288009402459e-08,1.0329110011753073e-08
1923,4.883336046646036e-08,4.246379248229459e-09
1924,4.2542360745301266e-08,2.578324886925998e-09
1925,8.248633776020142e-08,7.698724324711748e-09
1926,6.018914433525424e-08,2.229227691330493e-09
1927,5.0171511389862644e-08,2.2298449753321847e-09
1928,2.9707706517001498e-08,2.2852082448565625e-09
1929,4.3447585085232276e-08,2.2280812750352652e-09
1930,3.886333388436469e-08,2.100720708497761e-09
1931,4.44808918587114e-08,5.7026783295555106e-09
1932,4.7126007984843454e-08,3.287861094491973e-09
1933,5.6206243215228824e-08,1.1470662197865522e-09
1934,1.258065935871855e-07,1.1981580172459871e-09
1935,1.029272453934027e-07,7.180970484910176e-09
1936,1.3822175048971985e-07,2.424942913137329e-09
1937,4.5328025777280345e-08,1.2591118148108649e-09
1938,4.6674770715071645e-08,5.186085783037697e-09
1939,6.72938256229827e-08,0.0
1940,2.028626333583361e-08,5.0715658339584024e-09
1941,5.60785480274717e-08,2.9515025978810172e-09
1942,8.799214157306778e-08,1.2136847082899749e-08
1943,3.4838823381733164e-08,5.806470415592457e-09
1944,3.855823393905666e-08,9.639558484764166e-09
1945,9.367567344042982e-08,6.535512131478072e-09
1946,2.7842208538686464e-08,1.3921104269343232e-09
1947,5.364391952866754e-08,3.5762612871081956e-09
1948,2.8266908813634473e-08,0.0
1949,2.5524220959027843e-08,9.817008317369869e-10
1950,6.274863295629984e-08,2.1270722960764488e-09
1951,3.838104589704017e-08,0.0
1952,3.268889159357968e-08,6.326882129314981e-09
1953,3.232148060305917e-08,9.69644453618912e-09
1954,4.0067398288101685e-08,0.0
1955,1.8771215692936494e-08,0.0
1956,3.488456457034772e-08,4.360570571293465e-09
1957,4.59421976017893e-08,5.301022731885041e-09
