year,gardant_VERB en_ADP,gardant_VERB sans_ADP
1898,3.96084840481592e-08,2.26334195829736e-09
1899,3.924580838088332e-08,0.0
1900,6.436906163642675e-08,5.19105292084987e-09
1901,3.297355988252093e-08,5.58873880507349e-09
1902,5.057592389334786e-08,5.4013122863239005e-09
1903,3.888158772724637e-08,5.400220270956879e-09
1904,5.6433564488145294e-08,6.987012746151322e-09
1905,4.18021492976095e-08,9.805441791854719e-09
1906,4.166789402404447e-08,7.201858220895474e-09
1907,5.0914150562242355e-08,5.65712765521198e-09
1908,7.759994447020802e-08,4.911389073214423e-09
1909,6.106091898772092e-08,2.2003934230241384e-09
1910,7.054278938767311e-08,3.740905363258662e-09
1911,3.2454281040372734e-08,4.788336838146279e-09
1912,5.886645898511844e-08,2.6047106693738442e-09
1913,5.568139332945421e-08,0.0
1914,8.437896986679405e-08,6.696743715117748e-10
1915,8.128725770273348e-08,7.068456930880984e-09
1916,6.262853702310167e-08,0.0
1917,4.276905585243185e-08,1.0966424435210342e-09
1918,5.743188324913717e-08,1.1486376294556067e-09
1919,7.366278964582307e-08,3.6831393490643904e-09
1920,5.3005621225565847e-08,0.0
1921,5.376650591415455e-08,1.5145494858259667e-09
1922,4.279202414636529e-08,3.6889677978990676e-09
1923,6.051090650771584e-08,0.0
1924,4.512068574324957e-08,0.0
1925,6.268961239008775e-08,4.399271169575059e-09
1926,5.127223801082437e-08,1.1146138456652466e-09
1927,5.797597069090443e-08,1.5608915049369898e-08
1928,4.913197670930458e-08,0.0
1929,3.6763341482171086e-08,2.2280812750352652e-09
1930,4.411513643276521e-08,4.201441416995522e-09
1931,4.44808918587114e-08,3.4216069977333063e-09
1932,4.822195975862087e-08,1.0959536611565568e-09
1933,7.570636739728798e-08,3.4411986593596566e-09
1934,4.4331848414458364e-08,0.0
1935,5.2660451110853046e-08,3.590485242455088e-09
1936,7.032334536916096e-08,3.6374143697059935e-09
1937,3.5255132035949543e-08,8.813782592653752e-09
1938,4.148868626430158e-08,9.075650453382877e-09
1939,4.282334131744392e-08,4.588215141154706e-09
1940,4.3108311142958655e-08,0.0
1941,6.493305448884712e-08,1.1806010391524069e-08
1942,6.371844563091145e-08,9.102635090130207e-09
1943,6.67744117777147e-08,2.9032352077962287e-09
1944,5.462416652335378e-08,0.0
1945,6.535511953842388e-08,2.178504043826024e-09
1946,5.568441707737293e-08,0.0
1947,5.7220180815775734e-08,1.1920870957027319e-09
1948,4.022598587560822e-08,3.2615663503321457e-09
1949,5.890205023728612e-08,1.9634016634739737e-09
1950,8.720996191868835e-08,2.1270722960764488e-09
1951,4.264560538036477e-08,0.0
1952,3.9015773722894664e-08,0.0
1953,6.679772668327644e-08,3.232148326759443e-09
1954,6.058972301659082e-08,4.886268278880834e-09
1955,5.255940438431139e-08,0.0
1956,5.145473558343383e-08,1.744228317335228e-09
1957,3.887416544223754e-08,0.0
1958,5.6251255653450016e-08,0.0
1959,6.510627825750959e-08,2.325224457422337e-09
1960,6.021125031896446e-08,6.2287499602575735e-09
1961,5.211119358250471e-08,2.779263708063695e-09
1962,6.912732430919277e-08,0.0
1963,5.043521378311766e-08,1.2932106496776896e-09
1964,6.631525539813055e-08,1.2167936658258327e-09
1965,6.51173135968186e-08,4.924839203113152e-09
1966,6.037591471219628e-08,3.3234448526542337e-09
1967,6.803863006332733e-08,9.860671168482327e-10
1968,7.321007611249541e-08,8.982831700699023e-10
1969,7.312230354550309e-08,9.083515606356229e-10
1970,6.668151475430761e-08,9.197450023812337e-10
1971,8.940811480062649e-08,4.1107179882260425e-09
1972,6.82309515553925e-08,3.0780880067027283e-09
1973,6.340184044439923e-08,2.205281512956958e-09
1974,7.08822061046277e-08,1.6876715580593782e-09
1975,5.882824760661265e-08,5.711480177694739e-10
1976,6.399149810043525e-08,1.142705374768127e-09
1977,8.051191180413753e-08,1.7630346071939584e-09
1978,8.079204061317569e-08,1.7821774056514528e-09
1979,6.846808853211428e-08,1.1703946700691858e-09
1980,8.072913759704647e-08,1.1370301367108482e-09
1981,9.678091128506594e-08,3.795329828193417e-09
1982,1.0118228610522806e-07,6.207502289967692e-10
1983,8.525676786774739e-08,1.89459470334441e-09
1984,1.0786156057207563e-07,1.739702604197646e-09
1985,1.0527226290690805e-07,2.4062232206745193e-09
1986,9.531232092463426e-08,1.1988970927134801e-09
1987,1.0571713193741061e-07,1.2221633705067347e-09
1988,1.0014245033218572e-07,4.197587610832443e-09
1989,1.1470175698136131e-07,2.7440609784434855e-09
1990,1.1006274736047317e-07,0.0
1991,1.0433408093035723e-07,4.10302547493302e-09
1992,9.807700451780477e-08,1.65298330578878e-09
1993,1.202007986478293e-07,1.661762283333701e-09
1994,1.0813599216064063e-07,1.5824779264761446e-09
1995,9.326615213467448e-08,5.422450821690461e-10
1996,1.1423517642938918e-07,6.939520069693117e-09
1997,1.1603644622937281e-07,4.794894259418925e-09
1998,1.053756579771914e-07,5.2449422582867555e-09
1999,9.688826629883351e-08,4.113180906983871e-09
2000,1.2856472153544019e-07,3.092622158362701e-09
2001,1.3406507548552327e-07,3.5049694258049158e-09
2002,1.274935454986803e-07,2.6287327870022636e-09
2003,1.5500953098879222e-07,8.333845835650777e-10
2004,1.4535810954896533e-07,3.0833537945085254e-09
2005,1.3150948774409699e-07,4.503749373441224e-09
2006,1.3177248359141913e-07,0.0
2007,1.4819518989739322e-07,1.5977917877663117e-09
2008,1.507133622347112e-07,4.257439678578834e-10
2009,1.5782716511480999e-07,5.245011536203492e-09
2010,1.6155372772885812e-07,2.3618964561933353e-09
2011,1.5754764737252458e-07,2.2943831279320648e-09
2012,1.5217009474710608e-07,2.0425516833455504e-09
2013,1.6176924910737966e-07,8.367375126105969e-10
2014,1.3728923065059462e-07,1.2992671383216248e-09
2015,1.4873220788302888e-07,2.438232948875907e-09
2016,1.4996502617492524e-07,4.1426800878596737e-10
2017,1.6426942162084401e-07,1.509366853724714e-09
2018,1.5901834871101528e-07,2.581466596041082e-09
2019,1.6351831755301305e-07,1.2754939326953263e-09
