year,ouvrant_VERB en_ADP,ouvrant_VERB sans_ADP
1895,3.009307270041006e-08,6.018614495673091e-09
1896,5.838058614315855e-08,1.7101384308659817e-08
1897,5.535377978205247e-08,3.496028022631492e-09
1898,5.941272740450643e-08,1.0750873968845553e-08
1899,6.522542150833033e-08,1.879376654301268e-08
1900,4.775768813747305e-08,4.67194793962733e-09
1901,7.32124831870351e-08,8.941982487797873e-09
1902,7.610940289115575e-08,1.1293652790733688e-08
1903,3.564145267809238e-08,1.5660639007819555e-08
1904,3.493506284257819e-08,1.0749250378694342e-08
1905,4.69629064525634e-08,1.2901897328276846e-08
1906,4.629766053865225e-08,1.1317205839134203e-08
1907,5.297128780057392e-08,6.685696440911215e-09
1908,3.3397444809679655e-08,8.840500331785961e-09
1909,3.850688656825696e-08,7.701377313651392e-09
1910,6.46642256407759e-08,8.016225794271747e-09
1911,3.883873267440663e-08,4.788336838146279e-09
1912,5.7303631617600104e-08,1.2502610502451716e-08
1913,3.499973250109534e-08,2.121195885607108e-09
1914,4.018046340092951e-08,8.036092513652449e-09
1915,2.9451904914878924e-08,9.424609537234119e-09
1916,4.8344833913915863e-08,1.3184954683609362e-08
1917,3.728584163642523e-08,0.0
1918,5.972915584351313e-08,1.1486376294556067e-08
1919,4.972238287770381e-08,1.8415696745321952e-09
1920,3.7861157764496056e-08,2.0445025228355007e-08
1921,3.1048266180278006e-08,6.815472630705699e-09
1922,3.98408518398341e-08,8.115729421831475e-09
1923,3.6094224942218034e-08,3.1847844361720945e-09
1924,3.867487308184536e-08,1.933743654092268e-08
1925,2.6395627683584166e-08,8.798542339150117e-09
1926,3.120918601329237e-08,2.229227691330493e-09
1927,3.9022285847067906e-08,7.804457524684949e-09
1928,3.1992914983902665e-08,9.14083297942625e-09
1929,3.420104701667981e-07,7.798284240578823e-09
1930,2.520864939015155e-08,5.2518016602221e-09
1931,2.8513390759599133e-08,6.843213995466613e-09
1932,3.1782654730250215e-08,2.1919073223131136e-09
1933,3.211785326584504e-08,3.4411986593596566e-09
1934,6.230421512043449e-08,2.3963160344919743e-09
1935,3.8298510141032693e-08,1.196828414151696e-09
1936,3.758661648589623e-08,6.0623572828433225e-09
1937,2.895957251780601e-08,1.2591118148108649e-09
1938,2.8523471029551217e-08,1.2965214679638848e-08
1939,3.364691281149135e-08,2.141167065872196e-08
1940,2.7893612752905028e-08,1.2678914806940611e-08
1941,2.302171964174704e-07,1.4757512545315876e-08
1942,4.247896612241675e-08,0.0
1943,3.774205836748479e-08,0.0
1944,3.855823393905666e-08,6.4263723231761105e-09
1945,2.3963544037997053e-08,6.535512131478072e-09
1946,3.480275978517966e-08,9.744772988540262e-09
1947,2.9802177392568296e-08,8.344609447874518e-09
1948,3.805160786463091e-08,5.435944139264848e-09
1949,4.319483515313749e-08,3.9268033269479474e-09
1950,4.679559140186029e-08,2.1270722960764488e-09
1951,2.9851925376078725e-08,9.595261474260042e-09
1952,1.6977134664752924e-07,1.1599284199803606e-08
1953,7.97263197682696e-08,8.619061908632375e-09
1954,3.811289217559022e-08,2.9317608341017376e-09
1955,7.977766358635563e-08,4.6928039232341234e-09
1956,3.226822342661251e-08,6.976913269340912e-09
1957,2.4738105619537265e-08,5.301022731885041e-09
1958,5.376958256420039e-08,5.790570245522986e-09
1959,3.952881399982289e-08,6.200598257066758e-09
1960,4.08329181578182e-08,1.3841667145797487e-08
1961,3.404598203360365e-08,9.72742331128984e-09
1962,2.156265105357491e-08,1.2683912586908264e-08
1963,5.3021638413142114e-08,7.1126584622049904e-09
1964,3.589541464066315e-08,6.6923653285755336e-09
1965,4.487075599968193e-08,4.3776345326485e-09
1966,3.655789337919657e-08,7.754704434148607e-09
1967,3.7963584276212714e-08,9.86067089092657e-09
1968,4.446501833399452e-08,6.737123720013116e-09
1969,3.406318238585726e-08,7.266812429573832e-09
1970,2.851209490728479e-08,6.438215127690938e-09
1971,3.699646144994517e-08,2.569198631618974e-09
1972,3.642404422521395e-08,6.156176013405457e-09
1973,5.292675697710081e-08,9.923766808306311e-09
1974,3.8816444336564615e-08,1.0688586016271984e-08
1975,3.655347269315712e-08,9.138367840222372e-09
1976,5.1421741309454205e-08,1.6569227712093237e-08
1977,4.113747459344452e-08,9.402850609241398e-09
1978,4.0990079108738087e-08,7.1287097336281136e-09
1979,3.6282234106010947e-08,8.777959692451986e-09
1980,4.320714369621115e-08,7.390696110665118e-09
1981,5.186950580160499e-08,1.0120879245789638e-08
1982,3.910726309452883e-08,1.3656505259973528e-08
1983,4.925946583966834e-08,8.841442245000053e-09
1984,4.871167202935567e-08,9.858314165001048e-09
1985,4.872602166194895e-08,1.2632671797518924e-08
1986,4.495864219800083e-08,1.4386764779494854e-08
1987,5.560843163721074e-08,8.555143260480236e-09
1988,4.497415395654514e-08,8.994830658082265e-09
1989,5.103953781837589e-08,9.878619700032232e-09
1990,6.320435297357818e-08,1.1442167324737795e-08
1991,6.799299612225695e-08,1.2309076702354815e-08
1992,5.3997454119159016e-08,7.162927584403178e-09
1993,4.7083263510216966e-08,1.4401939474328884e-08
1994,5.802419145162219e-08,1.2132331583813993e-08
1995,5.4224507994860005e-08,1.518286268931135e-08
1996,5.978663430994402e-08,8.007137841659073e-09
1997,4.890792482115103e-08,1.4384683888479799e-08
1998,6.675380925802443e-08,1.0489883850439696e-08
1999,5.89555966268307e-08,1.3710603763428253e-08
2000,5.213277343152356e-08,6.627047466345459e-09
2001,6.133696484056372e-08,1.0514908499459352e-08
2002,6.440395639017993e-08,1.0514931148009055e-08
2003,4.291930688626877e-08,1.041730723905232e-08
2004,4.933366359871627e-08,1.6297727611913615e-08
2005,5.719761975164772e-08,9.90824944313573e-09
2006,5.682688231090083e-08,1.4824403482549542e-08
2007,5.672160696690298e-08,1.1583990128238852e-08
2008,7.450519268203948e-08,1.2772319285536682e-08
2009,5.435739369730186e-08,1.0966842323156811e-08
2010,4.95998282445953e-08,1.0864723787307184e-08
2011,6.347793746197539e-08,1.2619107536693264e-08
2012,6.229782334443712e-08,1.599998711299122e-08
2013,5.8013802428646954e-08,1.0319762544508393e-08
2014,5.716775186570544e-08,1.602429411384776e-08
2015,6.051250700522814e-08,1.3964424838697198e-08
2016,5.28191703708103e-08,1.7606390234625735e-08
2017,6.917931116845466e-08,1.5596790803318328e-08
2018,6.685999087707728e-08,1.1358453066989682e-08
2019,6.071350888703364e-08,1.2754939049397507e-08
