year,aimant_VERB en_ADP,aimant_VERB sans_ADP
1882,7.587139094766826e-08,1.1314154946262533e-08
1883,1.3333805637394391e-07,1.2006744043446815e-08
1884,1.2477207178562821e-07,9.242375753615306e-09
1885,1.2311163655187585e-07,1.6114089618213256e-08
1886,6.388929157941092e-08,1.2261581083805595e-08
1887,1.0315700915697334e-07,1.9586773092328258e-08
1888,6.847863898151729e-08,2.7264643875923866e-08
1889,6.265136587302322e-08,7.518164035769104e-09
1890,7.865263995654459e-08,2.031859863693697e-08
1891,8.477712754029199e-08,1.211101796627645e-08
1892,6.581938127858677e-08,1.002961980134387e-08
1893,4.98831732587135e-08,1.23168328869383e-08
1894,3.213785149114301e-08,1.8904618537263218e-08
1895,9.148293766969573e-08,8.426059849853118e-09
1896,5.130415065002225e-08,1.6511680911435178e-08
1897,5.127508018176741e-08,1.7480140002135158e-08
1898,2.8291774256672397e-08,3.96084842702038e-09
1899,5.527578572639413e-08,1.492446166651007e-08
1900,5.8658900403685266e-08,8.824790675987515e-09
1901,4.4151036826534096e-08,1.7325090695408107e-08
1902,1.1539167132923467e-07,1.1784681508419936e-08
1903,5.130209146386733e-08,8.100329962346109e-09
1904,4.944654996563713e-08,8.599400302955473e-09
1905,3.664138792380811e-08,1.2901897328276846e-08
1906,2.8293015652547382e-08,9.773950537805831e-09
1907,1.9542804707839423e-08,1.3885677496716653e-08
1908,3.634427958587594e-08,9.331639461152008e-09
1909,3.6306491479898284e-08,8.801573692096554e-09
1910,4.542528220241593e-08,1.60324518105881e-08
1911,3.830669470517023e-08,9.576673676292558e-09
1912,2.7088990162127402e-08,1.0418842233406167e-08
1913,4.931780495098792e-08,1.1666577037772186e-08
1914,2.0090231978020512e-08,1.875088173619588e-08
1915,2.591767689352764e-08,2.3561523843085297e-09
1916,4.394984842726046e-08,7.69122365795738e-09
1917,2.6319418644504822e-08,4.386569774084137e-09
1918,2.412139021856774e-08,1.722956355365568e-08
1919,2.854433056587169e-08,8.287063479883727e-09
1920,2.95317041931753e-08,6.057785384427916e-09
1921,2.650461605746557e-08,7.572747762196741e-09
1922,1.8444838545406128e-08,6.640141769764796e-09
1923,2.0170301873179142e-08,1.4862327368803108e-08
1924,3.093989942026809e-08,5.156649662829693e-09
1925,2.0896537833436923e-08,1.4297631523163545e-08
1926,2.7865347029809584e-08,6.687683296036084e-09
1927,1.5608915049369898e-08,1.5608915049369898e-08
1928,1.9424270192303084e-08,7.998228968020271e-09
1929,2.33948540540041e-08,6.684243825105796e-09
1930,1.9956846175617216e-08,5.2518016602221e-09
1931,1.8248570654577634e-08,1.0264820993199919e-08
1932,2.9590749406338546e-08,1.6439305028370654e-08
1933,2.7529588608743438e-08,5.735331098932761e-09
1934,1.0783422155213884e-08,3.5944740517379614e-09
1935,1.795242710045386e-08,9.574627313213568e-09
1936,2.3036957230715416e-08,8.487300195980652e-09
1937,2.0145789036973838e-08,7.554670666820584e-09
1938,3.8895642262559704e-08,1.4261735792331365e-08
1939,1.6823455517567254e-08,1.8352860564618823e-08
1940,1.7750480196809804e-08,7.607348750937604e-09
1941,9.73995870623412e-08,8.854508237732261e-09
1942,5.158160010232393e-08,9.102635090130207e-09
1943,5.516146828199453e-08,8.709705845433291e-09
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,2.832055301382752e-08,2.6142048525912287e-08
1946,3.6194869323935563e-08,2.5057987684817817e-08
1947,3.33784391237657e-08,1.311295849681926e-08
1948,3.587722829934137e-08,2.174377566888097e-09
1949,2.846932467548413e-08,7.853606542873592e-09
1950,2.552486688678357e-08,9.571825110299415e-09
1951,2.5587365115598004e-08,6.396841278899501e-09
1952,2.5307528517259925e-08,1.0544803585865736e-08
1953,2.5857186614075545e-08,1.0773827385790469e-09
1954,2.4431340062136542e-08,4.886268278880834e-09
1955,1.595553333899602e-08,6.569925492527773e-09
1956,2.267496879149178e-08,3.488456634670456e-09
1957,3.3573144264664734e-08,1.7670075402875796e-09
1958,2.3162280982091943e-08,1.1581140491045971e-08
1959,2.1702094343822864e-08,1.007597205671118e-08
1960,3.7372499539500836e-08,1.314958364417862e-08
1961,1.3201502280235644e-08,7.64297514166401e-09
1962,2.1562652552375994e-08,1.2683912586908264e-08
1963,1.7458344103715717e-08,8.405868778815773e-09
1964,1.886030154274465e-08,4.8671746077921796e-09
1965,2.2435377999840966e-08,7.1136563306595235e-09
1966,1.550940920136412e-08,1.1078149397825143e-08
1967,1.7256173767687955e-08,9.367637554547059e-09
1968,1.8414804736632817e-08,6.287982134978165e-09
1969,1.2262745902047456e-08,7.266812374062681e-09
1970,1.2416557337857625e-08,6.438214850135182e-09
1971,1.0790634275004152e-08,7.707596338946132e-09
1972,1.0260293947794707e-08,9.234264020108185e-09
1973,1.9847533394568018e-08,3.859242703185828e-09
1974,1.5189044022534404e-08,9.563471847773286e-09
1975,1.028066431985053e-08,5.711480177694739e-09
1976,7.998937512354587e-09,5.713526984862938e-09
1977,1.4104276691018214e-08,1.1753563677885381e-09
1978,1.2475241728537867e-08,9.504946163474415e-09
1979,7.022368020415115e-09,8.192762690484301e-09
1980,1.1370301367108482e-08,7.390696055153967e-09
1981,9.488323904349727e-09,8.223214609248686e-09
1982,1.1794254461960918e-08,4.966001831974154e-09
1983,1.2630632317822688e-08,5.052252727288931e-09
1984,4.639206907519622e-09,6.95881025025713e-09
1985,1.3835783851945394e-08,4.210890747202711e-09
1986,1.9182352650748413e-08,6.593933843390687e-09
1987,1.4054878594293996e-08,3.6664902225425067e-09
1988,1.1393452292729478e-08,7.195864737408186e-09
1989,1.481792966107065e-08,5.488121956886971e-09
1990,7.083246489347772e-09,4.90378582185258e-09
1991,4.10302547493302e-09,1.2309076868888269e-08
1992,1.1570882918476855e-08,6.060938417817852e-09
1993,1.1078414630105726e-08,7.200969598386564e-09
1994,1.0549853435293244e-08,8.439882792643516e-09
1995,7.049186012686448e-09,8.133676565602599e-09
1996,1.3879040139386234e-08,4.270473752399084e-09
1997,8.630809844589749e-09,4.79489448146353e-09
1998,1.0013071261028017e-08,8.582632826659164e-09
1999,1.2339542720951613e-08,8.226361730701015e-09
2000,1.0603275146792157e-08,7.068850393920911e-09
2001,8.762423842068046e-09,8.762423314712109e-09
2002,1.3581786695304743e-08,6.133709984368352e-09
2003,6.667076668520622e-09,7.917153377334785e-09
2004,1.3654853081579432e-08,4.845270407116686e-09
2005,9.457874483587148e-09,6.7556245042510454e-09
2006,1.0706514064207084e-08,1.4000825721005583e-08
2007,1.0385647009059085e-08,6.790615014740098e-09
2008,1.5752526560941504e-08,7.6633914214419e-09
2009,8.582746957586096e-09,6.198650481792356e-09
2010,8.502827775203059e-09,8.030448306328708e-09
2011,1.0324724186716594e-08,6.118355155848576e-09
2012,1.5999987779125036e-08,5.1063788752969685e-09
2013,1.227215012944427e-08,8.646287241731443e-09
2014,1.5158116373203967e-08,7.362513543274218e-09
2015,1.2634479795714526e-08,9.97458915463767e-09
2016,2.3199007714858055e-08,1.0770968672524361e-08
2017,1.6854595275006545e-08,1.1068690242144186e-08
2018,1.0067720546125258e-08,1.0067720268569502e-08
2019,1.6326321738979743e-08,8.928456807222318e-09
