year,doivent_VERB avoir_VERB,doivent_VERB savoir_VERB
1800,8.504965080646798e-06,4.684805219312693e-07
1801,8.188886567950249e-06,3.47652644450136e-07
1802,9.094582310353871e-06,3.2672465977157117e-07
1803,8.283091119665187e-06,3.276569771060167e-07
1804,8.317778338096105e-06,4.943701696902281e-07
1805,8.594019163865596e-06,3.553597025529598e-07
1806,8.426000931649469e-06,4.437770542153885e-07
1807,8.498161150782835e-06,5.266866764941369e-07
1808,7.151729732868262e-06,4.2375583575449127e-07
1809,8.507508937327657e-06,3.0948717721912544e-07
1810,8.389354661630932e-06,3.065566147597565e-07
1811,7.0148007580428384e-06,3.484836668121716e-07
1812,1.0346100680180825e-05,2.827240734859515e-07
1813,8.351154065167066e-06,2.5594101771275746e-07
1814,7.010796707618283e-06,3.304010931515222e-07
1815,6.395116997737205e-06,2.265667831125029e-07
1816,8.519511538906954e-06,2.503012126453541e-07
1817,5.96126847085543e-06,4.047870731938019e-07
1818,6.230007329577347e-06,4.136648499297735e-07
1819,7.073907454469008e-06,5.103067906020442e-07
1820,6.334327736112755e-06,3.868472902013309e-07
1821,6.239363756321836e-06,4.1714096710165904e-07
1822,6.922687589394627e-06,4.2207841488561826e-07
1823,5.797184257971821e-06,2.5497331535007106e-07
1824,5.80467303734622e-06,3.924238569652516e-07
1825,6.363693501043599e-06,3.1435430969395384e-07
1826,5.869640972377965e-06,4.624191660695942e-07
1827,6.640123501711059e-06,3.484129251773993e-07
1828,6.560029760294128e-06,4.5127723069526837e-07
1829,6.000365829095244e-06,4.2265759248039103e-07
1830,6.957194727874594e-06,3.454592558682634e-07
1831,6.654326625721296e-06,3.32092696453401e-07
1832,7.235827524709748e-06,2.9765931230940623e-07
1833,6.1543819356302265e-06,3.092828819717397e-07
1834,6.3017419051902834e-06,3.108398800577561e-07
1835,6.0050920183130074e-06,3.259690970480733e-07
1836,5.8920813899021596e-06,3.172194169565046e-07
1837,5.888462965231156e-06,3.214545643004385e-07
1838,6.015490271238377e-06,2.916218875270715e-07
1839,5.963728199276375e-06,3.5866267467099533e-07
1840,5.839093773829518e-06,3.439631939272658e-07
1841,5.631462954625022e-06,3.2102741442940896e-07
1842,5.957610028417548e-06,3.6492963317869e-07
1843,5.8903715398628265e-06,3.248801192512474e-07
1844,5.782199423265411e-06,3.496213594189612e-07
1845,5.468065410241252e-06,2.879397698052344e-07
1846,5.8146906667388976e-06,4.080587530097546e-07
1847,5.985938969388371e-06,3.343798766763939e-07
1848,5.695212621503742e-06,2.767556281924044e-07
1849,5.527900157176191e-06,2.7400687940826174e-07
1850,5.7115821618936025e-06,2.1860567755993543e-07
1851,5.156971383257769e-06,2.5475281972831e-07
1852,5.724722541344818e-06,2.428433560908161e-07
1853,5.001492809242336e-06,2.8068080837329035e-07
1854,5.10993595526088e-06,3.1329855687545205e-07
1855,5.0421208470652346e-06,2.069705544727185e-07
1856,5.46245246368926e-06,2.7024927362617746e-07
1857,4.712609097623499e-06,3.2950185868685367e-07
1858,4.662205355998594e-06,2.6817343723450904e-07
1859,4.634895958588459e-06,2.474796190199413e-07
1860,4.583134341373807e-06,2.7371558530830953e-07
1861,4.880079359281808e-06,3.1549797085972386e-07
1862,4.8771662477520294e-06,3.447223377861519e-07
1863,4.854771304962924e-06,2.9917779897914443e-07
1864,4.668147084885277e-06,2.2439326130552217e-07
1865,5.041971689934144e-06,2.918243637850537e-07
1866,4.62135903944727e-06,2.661490157152002e-07
1867,4.63686137663899e-06,1.921713419505977e-07
1868,4.598034593072953e-06,2.529215521462902e-07
1869,4.632994659914402e-06,2.4905946816033975e-07
1870,4.689878551289439e-06,2.8784924666069855e-07
1871,4.857064141106093e-06,3.6218213494976226e-07
1872,4.75986098535941e-06,2.703160646433389e-07
1873,4.995320523448754e-06,2.1669336547347484e-07
1874,4.602241460816003e-06,2.682599529180152e-07
1875,4.265970801498042e-06,2.6090162918990245e-07
1876,4.446843831829028e-06,2.0677370571320353e-07
1877,4.637993697542697e-06,2.350230090542027e-07
1878,4.6241302698035724e-06,2.8142153496446554e-07
1879,4.338231974543305e-06,2.5353699584229616e-07
1880,4.206256562611088e-06,2.612063383367058e-07
1881,4.592790901369881e-06,2.4612953097857826e-07
1882,4.3113586798426695e-06,2.622221870751673e-07
1883,4.237116627336945e-06,2.3444746943823702e-07
1884,4.305626589484746e-06,2.396415936800622e-07
1885,4.531926606432535e-06,2.2237442465211643e-07
1886,4.473541139304871e-06,1.96830654886071e-07
1887,4.64337108496693e-06,2.6833879473997513e-07
1888,4.1334465095133055e-06,2.479180238879053e-07
1889,4.305401944293408e-06,2.468463833338319e-07
1890,4.586759587255074e-06,2.3268071913662425e-07
1891,4.7946882659744006e-06,2.0461246208469674e-07
1892,4.103368155483622e-06,2.1689052687179355e-07
1893,4.2283686525479425e-06,2.3340398058735445e-07
1894,4.299540250940481e-06,2.2685541978262336e-07
1895,4.1847424654406495e-06,2.1667011651516077e-07
1896,4.051259111292893e-06,2.1995917620643013e-07
1897,4.192320375295822e-06,1.7771476734651515e-07
1898,4.49386561740539e-06,2.433092731735087e-07
1899,4.409349458001088e-06,2.819064945924765e-07
1900,4.0775721572572365e-06,2.3723113429241494e-07
1901,4.080897269886918e-06,2.2410843314446538e-07
1902,4.234137577441288e-06,2.3078334265846934e-07
1903,4.0075033211905975e-06,2.0790848509477655e-07
1904,4.184683348285034e-06,2.090729225301402e-07
1905,4.230790182191413e-06,2.745523772773595e-07
1906,4.150842414674116e-06,2.3560365036701114e-07
1907,4.086503395228647e-06,2.2319940740089805e-07
1908,4.10199208999984e-06,2.539188130867842e-07
1909,4.219254606141476e-06,2.436935631067172e-07
1910,4.216534762235824e-06,2.6026015120805823e-07
1911,4.0349718801735435e-06,2.3409646132677153e-07
1912,4.061785602971213e-06,2.69848015932439e-07
1913,4.169740805082256e-06,2.0416510437826219e-07
1914,4.028091552754631e-06,2.3237700474965095e-07
1915,3.818145160039421e-06,2.756698336270347e-07
1916,3.481926796666812e-06,2.9006901058892254e-07
1917,4.011518285551574e-06,2.829337404364196e-07
1918,3.5515874969860306e-06,3.0898351610630925e-07
1919,3.870058662869269e-06,2.486119115019392e-07
1920,3.8489652069984e-06,2.5064088049475686e-07
1921,3.936313987651374e-06,2.5444430207244295e-07
1922,3.812917157119955e-06,2.6191671054220933e-07
1923,3.7994477679603733e-06,2.5902912170749914e-07
1924,3.480738541838946e-06,2.2044677905341814e-07
1925,3.783373131227563e-06,2.485588197487232e-07
1926,3.6570479551301105e-06,2.307250639432823e-07
1927,3.711576937348582e-06,2.486277139723825e-07
1928,3.7043225802335655e-06,2.388042616985331e-07
1929,3.6551673474605195e-06,2.205800484489373e-07
1930,3.632146217569243e-06,2.688922506877134e-07
1931,3.8196540117496625e-06,2.417935718312947e-07
1932,3.854469014186179e-06,2.2686241152314324e-07
1933,3.660288257378852e-06,1.9385419136597193e-07
1934,3.4123540899599902e-06,2.623966111059417e-07
1935,3.987832315033302e-06,2.477434861702932e-07
1936,3.512529701765743e-06,2.4128181053129083e-07
1937,3.8125906485220185e-06,2.5559970140420774e-07
1938,3.472084472377901e-06,2.3855994868426933e-07
1939,3.8036303067201516e-06,2.6458707225174294e-07
1940,3.4790941754181404e-06,2.2314890202324023e-07
1941,3.6598632959794486e-06,2.6268372721460764e-07
1942,3.352804014866706e-06,2.1846324216312496e-07
1943,3.2458169698657002e-06,2.932267477717687e-07
1944,3.277449877714389e-06,2.4098895323731995e-07
1945,3.3113260542450007e-06,2.7884851760973106e-07
1946,3.2672830911906203e-06,2.7563785920392547e-07
1947,3.285392040197621e-06,2.801404548335995e-07
1948,3.3822443583630957e-06,2.837562647073355e-07
1949,3.8129260246932972e-06,3.0825407293377793e-07
1950,3.706423512994661e-06,3.328868274365959e-07
1951,3.679249857668765e-06,2.6440275746608677e-07
1952,3.4660770324990153e-06,2.815462778471556e-07
1953,3.5790653782896698e-06,2.930481173279986e-07
1954,3.524953854139312e-06,2.8926706363563426e-07
1955,3.442640945650055e-06,2.8907672344757884e-07
1956,4.096320026292233e-06,2.773323046767473e-07
1957,3.4032564144581556e-06,2.7653666734295257e-07
1958,3.844111688522389e-06,3.0607301937379816e-07
1959,4.007136794825783e-06,3.239812542688014e-07
1960,3.613367198340711e-06,2.657600077782263e-07
1961,3.4205788779217983e-06,3.3837534374470124e-07
1962,3.5102727906632936e-06,3.278791496086342e-07
1963,3.4890822462330107e-06,2.857995582417061e-07
1964,3.632129164543585e-06,3.2731750820857997e-07
1965,3.49335255123151e-06,2.5116679580605705e-07
1966,3.7133956993784523e-06,3.2791322723824123e-07
1967,3.6425319649424637e-06,3.2885338896448957e-07
1968,3.2854707114893245e-06,3.152973988562735e-07
1969,3.7941845221212134e-06,3.369984256096359e-07
1970,3.6867977541987784e-06,3.4168527918154723e-07
1971,3.3646226711425697e-06,3.2731591659285186e-07
1972,3.3925662137335166e-06,2.970355126308277e-07
1973,3.249482233513845e-06,3.048801602290041e-07
1974,3.3590288239793153e-06,3.30783620938746e-07
1975,3.1121855954552302e-06,3.2898125823521696e-07
1976,2.9247544262034353e-06,3.4509702118157293e-07
1977,2.979528289870359e-06,3.1146944934334897e-07
1978,2.8300976282480406e-06,2.9762361464236164e-07
1979,2.9037491913186386e-06,3.5931117281506886e-07
1980,2.6720208552433178e-06,3.462256756847637e-07
1981,2.5491965516266646e-06,3.377843427188054e-07
1982,2.8076533453713637e-06,3.805198787176778e-07
1983,2.5463355086685624e-06,3.8018202985767857e-07
1984,3.140743046969874e-06,3.508400254759181e-07
1985,2.773172354864073e-06,3.44089926329616e-07
1986,2.830596031344612e-06,3.7405590092021157e-07
1987,2.6239847557008034e-06,6.06804121616733e-07
1988,2.7422240691521438e-06,4.929167403133761e-07
1989,2.9202299174357904e-06,4.286223429517122e-07
1990,2.8343881695036544e-06,3.6179042695039243e-07
1991,2.6775173864734825e-06,3.850982750464027e-07
1992,2.583061814220855e-06,3.669622685720242e-07
1993,2.6433096991240745e-06,3.539553574682941e-07
1994,2.7266096367384307e-06,3.4814516425285547e-07
1995,2.6976692879543407e-06,3.8824748571641976e-07
1996,2.5387967070855666e-06,3.752678878754523e-07
1997,2.542253014325979e-06,3.816736011685862e-07
1998,2.5480883323325543e-06,3.938474719689111e-07
1999,2.5643398657848593e-06,4.181734141184279e-07
2000,2.529764742575935e-06,3.9099577975321154e-07
2001,2.621717158035608e-06,3.986902754604671e-07
2002,2.8758338430634467e-06,4.061392360199534e-07
2003,2.811422973536537e-06,3.733563005425822e-07
2004,2.8278759600652847e-06,4.043598380576441e-07
2005,2.795927684928756e-06,4.287569481675746e-07
2006,2.7466326173453126e-06,4.480264124140376e-07
2007,2.6143868581129937e-06,4.3819440520564967e-07
2008,2.5612757781345863e-06,4.466054122076457e-07
2009,2.8003594252368202e-06,4.348591460257012e-07
2010,2.780896920739906e-06,4.667107589284569e-07
2011,2.695517878237297e-06,5.380328502724296e-07
2012,2.3176153263193555e-06,4.983825760973559e-07
2013,2.427375420666067e-06,4.286885086912662e-07
2014,2.3241723283717874e-06,4.4954643385608506e-07
2015,2.4539706373616355e-06,3.958803631576302e-07
2016,2.502385996194789e-06,4.2773172026500106e-07
2017,2.27511895900534e-06,4.3620701717372867e-07
2018,2.1707553514715983e-06,4.176813206413499e-07
2019,2.342316975045833e-06,3.910664361228555e-07
