year,tout_DET homme_NOUN,tout_DET somme_NOUN
1800,1.0061326065624598e-05,0.0
1801,8.541301781406219e-06,2.3811825844433088e-09
1802,8.866322559697437e-06,2.2378401354217203e-09
1803,8.79993058333639e-06,0.0
1804,1.0992320994773763e-05,0.0
1805,9.336010293736763e-06,2.842877711017877e-09
1806,7.760335165585275e-06,0.0
1807,8.13375072539202e-06,0.0
1808,8.194123552129895e-06,0.0
1809,7.210825287984335e-06,2.259030518203531e-09
1810,6.975917699492129e-06,2.3401267590372754e-09
1811,6.342904157463636e-06,0.0
1812,6.361291411849379e-06,0.0
1813,7.675354254388367e-06,0.0
1814,9.550165145810752e-06,0.0
1815,9.019515914587828e-06,0.0
1816,8.076849667304487e-06,0.0
1817,1.0438835715831374e-05,1.556873407970727e-09
1818,1.100324629987881e-05,0.0
1819,1.2324995395829319e-05,0.0
1820,1.2622376289073145e-05,0.0
1821,1.1143481970066205e-05,0.0
1822,1.0238158779429796e-05,0.0
1823,1.0222650871583028e-05,0.0
1824,9.145328590420831e-06,0.0
1825,9.531892033010081e-06,8.805443041381977e-10
1826,9.27921155380318e-06,0.0
1827,9.119570108850894e-06,0.0
1828,9.004448315863556e-06,1.8344602503717056e-09
1829,9.372196245749365e-06,0.0
1830,9.612326039132313e-06,1.0436835840010872e-09
1831,9.420206424692878e-06,0.0
1832,8.791774348537729e-06,0.0
1833,8.456048703919805e-06,2.3167257001688313e-09
1834,1.0775782811833778e-05,0.0
1835,9.064360710908659e-06,0.0
1836,9.25111248761823e-06,0.0
1837,8.807994390735985e-06,0.0
1838,8.366770771317533e-06,0.0
1839,9.043472914527229e-06,0.0
1840,9.739891197568795e-06,0.0
1841,9.632748742660624e-06,0.0
1842,9.986594022848294e-06,0.0
1843,1.082973096799833e-05,0.0
1844,9.336042467111838e-06,0.0
1845,9.369760846311692e-06,1.674068439427856e-09
1846,9.602553404874925e-06,0.0
1847,9.272569400309294e-06,0.0
1848,9.79586206995009e-06,1.6090443422100975e-09
1849,8.534434186913131e-06,8.379414939696517e-10
1850,8.13253814158088e-06,0.0
1851,9.040178383656894e-06,0.0
1852,9.160988383882795e-06,0.0
1853,8.658704132358253e-06,5.971931837933653e-10
1854,9.032662546815118e-06,0.0
1855,8.617404546384932e-06,0.0
1856,8.773264767114597e-06,5.177189232874468e-10
1857,8.760356308812334e-06,0.0
1858,8.895724249669001e-06,0.0
1859,8.82219012510177e-06,0.0
1860,8.62524518652208e-06,2.288591982591015e-09
1861,9.217822707796586e-06,4.715963730639317e-10
1862,8.02800980181928e-06,4.517986262886353e-10
1863,8.766059181652963e-06,0.0
1864,8.757091336519807e-06,9.589455896019672e-10
1865,8.549982680960966e-06,2.8241067262513297e-09
1866,8.264243660960346e-06,9.731225825149181e-10
1867,7.2709673304416356e-06,4.85281148598915e-10
1868,8.054464501583425e-06,0.0
1869,8.698035912857449e-06,4.883519144627257e-10
1870,8.753025554142368e-06,0.0
1871,8.092275038507069e-06,6.37270636261178e-09
1872,8.177212180271454e-06,1.2094678591978436e-09
1873,7.185599656622799e-06,1.1972008939764578e-09
1874,6.075580017750326e-06,1.792382742227261e-09
1875,7.456866342181456e-06,5.721527140956084e-10
1876,6.604666396015091e-06,1.813804439976252e-09
1877,6.160076850392215e-06,0.0
1878,6.208787226569257e-06,2.4156354139215352e-09
1879,7.1143093691716786e-06,6.10932526790009e-10
1880,6.606530746466888e-06,0.0
1881,5.981714252811798e-06,6.972507571312292e-10
1882,5.6663947134438786e-06,6.655385131892899e-09
1883,5.2033437327736465e-06,0.0
1884,5.89069418310828e-06,1.3203393933736152e-09
1885,5.43238195405138e-06,1.933690763067375e-09
1886,5.279578658701212e-06,0.0
1887,4.962635728134046e-06,6.528924623161458e-10
1888,5.2487606581053114e-06,0.0
1889,5.4274879630611395e-06,6.265136742733546e-10
1890,5.339858830666344e-06,2.6217545912032847e-09
1891,4.928546843530057e-06,6.374220040683554e-10
1892,5.167134759176406e-06,1.8805537127519756e-09
1893,4.866996619057318e-06,6.158416554491453e-10
1894,4.667550285830657e-06,1.8904617871129403e-09
1895,5.3042049330542795e-06,1.2037228991346183e-09
1896,5.062599484517705e-06,1.769108692872834e-09
1897,4.710897883342113e-06,1.7480140668268973e-09
1898,5.046120804763632e-06,5.6583548957434e-10
1899,4.822259199954715e-06,5.527578395003729e-10
1900,5.052452195286605e-06,0.0
1901,4.922561402054271e-06,4.470991132876634e-09
1902,4.195346548385714e-06,4.910283846193408e-10
1903,5.0124846211474505e-06,5.400220270956879e-10
1904,4.6103534714347916e-06,0.0
1905,4.8867227633309085e-06,5.160759042333041e-10
1906,4.644684338472871e-06,0.0
1907,4.656330474972492e-06,5.142843373384665e-10
1908,5.0056879672411014e-06,3.437972351250096e-09
1909,4.557564750484744e-06,2.2003934230241384e-09
1910,4.774464230195008e-06,1.068830135508847e-09
1911,4.803765648375702e-06,1.5961122423746588e-09
1912,4.63690577134912e-06,1.5628263683176158e-09
1913,4.8808718702275655e-06,0.0
1914,4.43592307419749e-06,6.696743715117748e-10
1915,4.586250611282594e-06,0.0
1916,5.173995873519743e-06,0.0
1917,4.94585731303232e-06,1.0966424435210342e-09
1918,4.612928705682862e-06,3.44591288836682e-09
1919,4.814784006157424e-06,9.207848372660976e-10
1920,4.711442670668475e-06,1.514446346106979e-09
1921,3.980236044753838e-06,0.0
1922,3.8992389477243705e-06,7.377935484775833e-10
1923,5.099901727589895e-06,0.0
1924,4.356079898570897e-06,1.289162443462999e-09
1925,4.782007863468607e-06,1.0998177923937646e-09
1926,4.471830720831349e-06,2.229227691330493e-09
1927,4.863291735546227e-06,1.1149224876660924e-09
1928,4.25734305053993e-06,2.2852082448565625e-09
1929,3.9982918451642036e-06,2.2280812750352652e-09
1930,4.1363190916854364e-06,3.1510811737689437e-09
1931,4.045480011427571e-06,1.1405356659111021e-09
1932,4.046260926315881e-06,0.0
1933,3.8002304449946678e-06,0.0
1934,3.7082989479131356e-06,2.3963160344919743e-09
1935,4.072807143984392e-06,0.0
1936,4.345497643498675e-06,0.0
1937,3.854141255033028e-06,0.0
1938,4.047739992074639e-06,3.8895642262559704e-09
1939,4.351157429027808e-06,0.0
1940,3.43852161677205e-06,2.5357829169792012e-09
1941,4.890640013854863e-06,0.0
1942,4.866875883635657e-06,0.0
1943,5.286791065373109e-06,2.9032352077962287e-09
1944,5.812653853354277e-06,0.0
1945,5.535578679882747e-06,2.178504043826024e-09
1946,6.272849418564874e-06,1.3921104269343232e-09
1947,5.5753914693923434e-06,2.3841741914054637e-09
1948,5.42507189038588e-06,2.174377566888097e-09
