year,tout_DET homme_NOUN,tout_DET somme_NOUN
1949,4.5325127189244085e-06,9.817008317369869e-10
1950,5.529324539566005e-06,0.0
1951,4.7603160737708095e-06,0.0
1952,4.488923138978862e-06,1.0544803918932644e-09
1953,4.298757062315417e-06,0.0
1954,4.588205683830893e-06,9.772536113672459e-10
1955,4.391525862956769e-06,3.754243138587299e-09
1956,5.257104362499376e-06,0.0
1957,4.917582145935739e-06,8.835037701437898e-10
1958,4.258551030034141e-06,0.0
1959,4.899247869616374e-06,0.0
1960,4.49923368250893e-06,0.0
1961,5.288244096846029e-06,0.0
1962,4.868719884143502e-06,1.9025869768540815e-09
1963,4.797164820047328e-06,2.5864211883330768e-09
1964,5.1969255991934915e-06,1.2167936658258327e-09
1965,5.635657316815923e-06,5.472043373977442e-10
1966,5.057728913016035e-06,0.0
1967,5.636359787786205e-06,1.4791006197611978e-09
1968,5.589566967501014e-06,1.7965663401398047e-09
1969,5.216208592173643e-06,4.5417578031781147e-10
1970,5.240246991888853e-06,3.6789800095249348e-09
1971,4.946735316480044e-06,4.110718099248345e-09
1972,4.457071668184653e-06,1.0260293725750103e-09
1973,4.186175715403806e-06,1.102640756478479e-09
1974,3.973341335949954e-06,1.1251143350321513e-09
1975,3.870098964853241e-06,5.711480177694739e-10
1976,3.99261261918582e-06,5.713526873840635e-10
1977,3.952135728013673e-06,4.11374712072643e-09
1978,4.296829615668685e-06,5.940591352171509e-10
1979,4.490219168928888e-06,5.851973350345929e-10
1980,3.947768675516272e-06,1.7055452605774235e-09
1981,3.943980118492618e-06,6.325549528618524e-10
1982,4.743773104110005e-06,1.2415004579935385e-09
1983,4.149162691646779e-06,6.315316047889041e-10
1984,4.24661396891679e-06,1.739702604197646e-09
1985,4.034033111111057e-06,6.015558051686298e-10
1986,4.162570576227154e-06,1.7983456945813714e-09
1987,4.269016642410861e-06,1.2221633705067347e-09
1988,4.107639426820242e-06,0.0
1989,4.482698329866253e-06,1.0976244357863152e-09
1990,4.178025619694381e-06,1.089730194969718e-09
1991,3.974073479184881e-06,5.861465202094962e-10
1992,4.027769080039434e-06,0.0
1993,4.24635652507277e-06,5.539207426075166e-10
1994,4.20306150772376e-06,0.0
1995,4.407368010106438e-06,1.6267352465071383e-09
1996,4.088444711669581e-06,5.338092190498855e-10
1997,4.007093366453773e-06,0.0
1998,4.277965558685537e-06,4.768129224785866e-10
1999,4.068850046223815e-06,4.570201161957499e-10
2000,4.33806508226553e-06,8.836062992401139e-10
2001,4.323817847762257e-06,1.7524847129024579e-09
2002,4.174427829184424e-06,4.38122149670761e-10
2003,4.113169609354372e-06,4.1669229178253886e-10
2004,4.329028854499484e-06,8.809582507929292e-10
2005,4.233524634855712e-06,4.5037495954858286e-10
2006,4.298253543311148e-06,4.1178899179428186e-10
2007,4.244933279551333e-06,3.994479469415779e-10
2008,4.070538068390306e-06,0.0
2009,4.51643199994578e-06,4.76819250749827e-10
2010,4.301013518670516e-06,4.723793023408973e-10
2011,4.630447449471831e-06,3.82397197240536e-10
2012,3.938039640161151e-06,1.0212758139171996e-09
2013,4.044231388888875e-06,8.367375126105969e-10
2014,4.3620727296911355e-06,6.496335691608124e-10
2015,4.211271630083502e-06,1.10828768384863e-09
2016,5.247532840257918e-06,8.285360175719347e-10
2017,4.838778522753273e-06,2.515611330355938e-10
2018,3.916859498076519e-06,2.5814667070633845e-10
2019,3.7568395896414586e-06,0.0
