year,supposant_VERB en_ADP,supposant_VERB sans_ADP
1858,4.306435030798639e-08,2.3979012442332248e-08
1859,2.036869384269835e-08,1.0693564256314403e-08
1860,2.0597327010651867e-08,2.242820151820979e-08
1861,4.38584630835237e-08,2.3108222890755314e-08
1862,2.5300723516252788e-08,2.5752521920496818e-08
1863,3.396342079797776e-08,1.8480097452311384e-08
1864,3.404256998518207e-08,2.34941670562705e-08
1865,5.7894185001572396e-08,1.1767111063321067e-08
1866,5.157549765044678e-08,1.8489329178805747e-08
1867,3.785193136707221e-08,8.249779526181555e-09
1868,3.655506819466581e-08,6.421836395986702e-09
1869,3.369628176486117e-08,1.4162205630441349e-08
1870,3.555110295039299e-08,1.4335121534259088e-08
1871,4.779529860776677e-08,7.434824311758348e-09
1872,2.600355952786515e-08,1.3304146229131675e-08
1873,6.883905179222438e-08,2.0352414864532875e-08
1874,2.9873046258899194e-08,1.9118749583491024e-08
1875,4.1767146796711785e-08,5.721527251978387e-09
1876,2.237025475970711e-08,7.255217759905008e-09
1877,3.463496867084359e-08,4.329371083855449e-09
1878,2.4760263062084675e-08,2.4156354694326865e-09
1879,2.8102896787451925e-08,1.649517855639715e-08
1880,4.492492533536563e-08,7.701415505323439e-09
1881,2.091752238086997e-08,1.7431268650724974e-08
1882,3.993231145749121e-08,1.2645231528551903e-08
1883,1.7062214752172622e-08,1.0742875922176154e-08
1884,4.423137145437295e-08,1.1222884843675729e-08
1885,2.3848852115371244e-08,1.0957580620640783e-08
1886,2.5168509665274286e-08,1.2261581083805595e-08
1887,3.26446235598965e-08,8.48760173255414e-09
1888,1.9655905125759432e-08,1.268122939990235e-08
1889,3.007265586552066e-08,1.1277245803853475e-08
1890,2.425122941351887e-08,1.5075088732885433e-08
1891,2.868399096023211e-08,1.784781566982474e-08
1892,3.510367041492657e-08,6.268512375839919e-09
1893,3.6950499771037926e-08,2.7097032173628577e-08
1894,2.1425233365235385e-08,2.0164925729204697e-08
1895,2.04632888411993e-08,9.027921521465032e-09
1896,2.2408710331767168e-08,1.4152869320938066e-08
1897,3.204692522462693e-08,8.157399200570126e-09
1898,2.6594268454083192e-08,1.3014216371232123e-08
1899,2.5426860617017155e-08,1.2713430308508578e-08
1900,2.3359738920980533e-08,1.0901211489056095e-08
1901,2.6267072128494107e-08,1.117747761014698e-08
1902,3.044375934679877e-08,1.4730852093691738e-09
1903,3.9961631781437745e-08,1.566063789759653e-08
1904,3.0635364467457293e-08,1.1286712897629059e-08
1905,1.393404985838842e-08,5.1607592088664944e-09
1906,2.3663248249761182e-08,1.2860461473529483e-08
1907,2.982849123256415e-08,6.685696440911215e-09
1908,3.0450612475974026e-08,4.911389073214423e-09
1909,3.355599886845084e-08,8.801573692096554e-09
1910,2.5651923030167723e-08,7.481810726517324e-09
1911,2.926205810993565e-08,1.5961122201701983e-08
1912,2.0316742732617854e-08,8.335073964360618e-09
1913,2.598464909908671e-08,4.242391771214216e-09
1914,1.6072185027304897e-08,8.036092513652449e-09
1915,2.0027295266622502e-08,0.0
1916,1.4283700444650549e-08,2.197492410260793e-09
1917,2.1932848426331475e-08,1.644963654179321e-08
1918,2.5270026959844927e-08,2.2972752589112133e-09
1919,2.4861191050273845e-08,6.4454939163738345e-09
1920,3.104615009519307e-08,5.300562211374427e-09
1921,2.120369302360814e-08,5.300923255902035e-09
1922,2.0658220023506146e-08,2.951174193910333e-09
1923,3.503262879789304e-08,1.4862327368803108e-08
1924,4.512068541018266e-08,6.445812328337297e-09
1925,2.1996355181741478e-08,3.299453377181294e-09
1926,2.11776637337735e-08,4.458455382660986e-09
1927,4.236705319904388e-08,1.0034302277972529e-08
1928,1.4853853813612261e-08,1.3711249025050165e-08
1929,8.912325100141061e-09,1.5596569369336066e-08
1930,2.520864805788392e-08,5.251801771244402e-09
1931,2.3951248095954725e-08,1.1405356659111021e-09
1932,2.4110980323399644e-08,1.0959536611565568e-09
1933,2.294132506186486e-08,8.02946331646126e-09
1934,1.677421224144382e-08,3.5944740517379614e-09
1935,2.5133396697185617e-08,1.196828414151696e-08
1936,1.091224310911798e-08,1.091224355320719e-08
1937,3.777335566557127e-08,5.0364472592434595e-09
1938,1.6854778905894818e-08,5.186085672015395e-09
1939,1.988226472349197e-08,1.2235240376412548e-08
1940,1.7750480196809804e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,3.3376331032286544e-08,6.068423541449874e-09
1943,2.9032351855917682e-08,8.709705845433291e-09
1944,5.1410978585408884e-08,3.2131861615880553e-09
1945,2.6142048081823077e-08,2.6142048525912287e-08
1946,3.062642850437669e-08,0.0
1947,3.4570526219468434e-08,1.5497132244135514e-08
1948,3.0441285714388755e-08,3.2615663503321457e-09
1949,3.2396127447320566e-08,6.8719057111366055e-09
1950,3.7223765181337853e-08,5.317680518146517e-09
1951,1.3859822733941485e-08,1.0661401761424827e-09
1952,3.268889114949047e-08,2.1089607837865287e-09
1953,2.477980309834038e-08,6.464296653518886e-09
1954,2.9317607896928166e-08,3.9090144454689835e-09
1955,3.848099261460902e-08,0.0
1956,1.3953826982771034e-08,8.72114158667614e-10
1957,3.003912818488885e-08,5.301022731885041e-09
1958,3.060730108250809e-08,2.4816730892496253e-09
1959,4.107896356408958e-08,7.750748043378053e-09
1960,4.567749867234738e-08,4.844583401109048e-09
1961,2.7792636747570043e-08,9.727423089245235e-09
1962,2.9172999682636203e-08,5.0735651235811474e-09
1963,4.073613624200334e-08,4.526237162849611e-09
1964,4.8063350355231904e-08,1.034274621503073e-08
1965,3.50210763722103e-08,6.5664522708175355e-09
1966,3.489617017571334e-08,6.092982118843793e-09
1967,4.0428752012822144e-08,4.437302081328198e-09
1968,3.099076947843393e-08,4.042274071025531e-09
1969,4.178417101208254e-08,8.175163657142548e-09
1970,2.897196688111947e-08,5.9783426265003214e-09
1971,3.699646100585596e-08,5.138397263237948e-09
1972,2.5137720349732717e-08,5.643161660184859e-09
1973,3.5835823475327544e-08,3.859242703185828e-09
1974,2.6440186262632892e-08,3.937900228123681e-09
1975,3.198428899509054e-08,6.8537762132336866e-09
1976,1.9997344113953375e-08,1.7140580066410394e-09
1977,1.7042667388444954e-08,5.289103821581875e-09
1978,1.9009892548993435e-08,4.158414057542359e-09
1979,3.979342011461995e-08,9.94835469558808e-09
1980,1.6486937204351904e-08,3.979605422976817e-09
1981,2.6567308575309312e-08,3.1627747087981106e-09
1982,2.60715092847974e-08,1.2415004579935385e-09
1983,2.6524327068067066e-08,3.789189739755727e-09
1984,2.3775934943071064e-08,5.799008384599347e-09
1985,2.4663788567025335e-08,2.4062232206745193e-09
1986,1.618511108469889e-08,3.5966913891627428e-09
1987,1.466596055710312e-08,2.4443267410134695e-09
1988,2.5185526442150774e-08,6.596209134457354e-09
1989,1.7013178865710188e-08,8.780995486290522e-09
1990,1.3076762006569709e-08,5.993515905799995e-09
1991,1.641210245484359e-08,4.68917216167597e-09
1992,2.424375467047213e-08,3.30596661157756e-09
1993,1.7725463152817866e-08,5.539207592608619e-09
1994,1.5824779708850656e-08,6.329912094482637e-09
1995,2.3316539254913948e-08,7.0491861237087505e-09
1996,2.081855932090093e-08,6.4057104065540216e-09
1997,2.6851408652106556e-08,4.794894592485832e-09
1998,1.6211639697338853e-08,6.6753810257225155e-09
1999,1.4167623185734612e-08,2.7421207526856506e-09
2000,1.6346716091852898e-08,3.97622823555821e-09
2001,1.5334240544007116e-08,3.943090742808408e-09
2002,1.2267420301803611e-08,8.762442660348313e-09
2003,1.1250691600572793e-08,3.7502307925763034e-09
2004,1.938108185051135e-08,8.80958239690699e-09
2005,1.6663873836364473e-08,3.6029997874109654e-09
2006,1.6471560115860484e-08,4.529678854225949e-09
2007,1.4779574009082808e-08,5.991719398412698e-09
2008,1.4049551022576878e-08,1.7029758714315335e-09
2009,1.430457752249481e-08,4.291373478793048e-09
2010,1.5116137674908714e-08,8.030448306328708e-09
2011,1.0707121356201554e-08,6.118355100337425e-09
2012,1.0893608293205403e-08,7.829781378809741e-09
2013,8.088462621902437e-09,9.761937536101328e-09
2014,1.3209215568577015e-08,7.36251359878537e-09
2015,1.2856137154848568e-08,5.541438335976423e-09
2016,1.1599504023962481e-08,1.1392369853036044e-08
2017,1.2326495962833306e-08,7.546834046578965e-09
2018,8.260693129535923e-09,6.195519930418669e-09
2019,6.632568272380013e-09,4.081580573522814e-09
