year,errant_VERB en_ADP,errant_VERB cent_DET
1871,4.6733180880664804e-08,0.0
1872,5.684498893820944e-08,0.0
1873,2.8134220286801792e-08,0.0
1874,3.525019565131515e-08,0.0
1875,2.7463329388410784e-08,0.0
1876,4.111290152764013e-08,6.04601479992084e-10
1877,2.10283740420536e-08,0.0
1878,2.4156355138416075e-08,0.0
1879,5.742765907257308e-08,0.0
1880,5.134277003548959e-08,0.0
1881,2.649552932609822e-08,0.0
1882,4.858430990850593e-08,0.0
1883,3.5388298513794325e-08,0.0
1884,5.743476272357384e-08,0.0
1885,3.287274097374393e-08,0.0
1886,3.0976625708944994e-08,0.0
1887,2.154545164501087e-08,0.0
1888,2.53624587998047e-08,0.0
1889,3.884384947028252e-08,0.0
1890,2.5562107985876992e-08,0.0
1891,5.4180870789899416e-08,0.0
1892,5.077495024430334e-08,0.0
1893,2.3401982796045218e-08,0.0
1894,4.032984990409716e-08,1.2603078580752936e-09
1895,4.5139607385280556e-08,0.0
1896,1.7101383420481397e-08,0.0
1897,2.680288169187861e-08,0.0
1898,2.998928039232851e-08,0.0
1899,5.1959236913035056e-08,0.0
1900,2.18024234222014e-08,3.633737311048435e-09
1901,2.794369541314623e-08,0.0
1902,2.0623192042990013e-08,0.0
1903,4.158169653045718e-08,1.6200660812870638e-09
1904,5.0521475891684986e-08,0.0
1905,2.2707339675243077e-08,0.0
1906,3.549487259668638e-08,0.0
1907,3.548562038657721e-08,0.0
1908,3.38885837170011e-08,0.0
1909,2.9705311432870474e-08,0.0
1910,2.5117507851390997e-08,0.0
1911,2.500575824182505e-08,0.0
1912,3.959160110866833e-08,0.0
1913,2.0681659052002033e-08,0.0
1914,4.68772043404897e-08,0.0
1915,2.8273827723523937e-08,0.0
1916,6.592477230782379e-09,0.0
1917,3.947912929902486e-08,0.0
1918,3.331049214239101e-08,2.2972752589112133e-09
1919,2.4861190439651182e-08,9.207848372660976e-10
1920,2.7260034229925623e-08,0.0
1921,2.7261890134244737e-08,0.0
1922,3.393850328547998e-08,0.0
1923,3.290943961786752e-08,0.0
1924,5.543398584606507e-08,0.0
1925,4.289289345926761e-08,0.0
1926,3.4553028882555736e-08,0.0
1927,3.4562596340492746e-08,0.0
1928,2.5137291359556002e-08,0.0
1929,5.23599084090165e-08,0.0
1930,3.466189113510154e-08,0.0
1931,4.44808918587114e-08,0.0
1932,3.726242614465747e-08,0.0
1933,2.2941325283909464e-08,0.0
1934,1.0783422155213884e-08,0.0
1935,1.555876849579363e-08,0.0
1936,1.576212937948185e-08,0.0
1937,1.6368453148452033e-08,0.0
1938,2.7226949583791793e-08,0.0
1939,2.4470480752825097e-08,6.117620188206274e-09
1940,1.7750480196809804e-08,0.0
1941,6.198155233505531e-08,0.0
1942,6.068423630267716e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504132643866e-08,0.0
1946,2.227376683094917e-08,0.0
1947,4.0530959921625254e-08,0.0
1948,3.152847383169899e-08,0.0
1949,4.22131343214005e-08,0.0
1950,1.595304155443955e-08,0.0
1951,3.944718685033877e-08,0.0
1952,3.1634410646574906e-08,0.0
1953,2.801195209123364e-08,0.0
1954,2.6385848173049453e-08,9.772536113672459e-10
1955,3.378819002364253e-08,0.0
1956,2.0058626093444332e-08,0.0
1957,3.710716001137371e-08,0.0
1958,3.557064687242928e-08,0.0
1959,1.55014957536892e-08,1.5501495642666896e-09
1960,4.15249985508126e-08,0.0
1961,4.0994138528205326e-08,6.948159270159238e-10
1962,3.1709782188915625e-08,0.0
1963,2.5217607557692645e-08,0.0
1964,2.7377858202726202e-08,0.0
1965,3.666269177138304e-08,0.0
1966,2.4925837394107475e-08,0.0
1967,5.37406565914722e-08,0.0
1968,4.2219307827551233e-08,0.0
1969,3.54257111978562e-08,4.5417578031781147e-10
1970,3.127133085811806e-08,0.0
1971,4.9842455607240765e-08,5.138397485282553e-10
1972,2.975485102751918e-08,0.0
1973,3.8592426809813674e-08,0.0
1974,3.09406438248061e-08,0.0
1975,2.8557401776652114e-08,0.0
1976,3.142439908287997e-08,0.0
1977,3.8786758693731826e-08,0.0
1978,2.613860239364385e-08,5.940591352171509e-10
1979,3.686743144104554e-08,0.0
1980,2.8994268319593175e-08,0.0
1981,3.41579685092519e-08,0.0
1982,2.2967758028791252e-08,0.0
1983,2.841892188243378e-08,0.0
1984,2.3775934665515308e-08,5.799008495621649e-10
1985,3.4890238254092765e-08,0.0
1986,4.136195030923773e-08,0.0
1987,3.3609493521602474e-08,0.0
1988,4.677312037681958e-08,0.0
1989,3.457516939420202e-08,0.0
1990,2.996758019513379e-08,0.0
1991,3.634108391992186e-08,0.0
1992,3.8018615367008124e-08,0.0
1993,3.9882293578763495e-08,0.0
1994,4.008944276545634e-08,0.0
1995,4.8802059005037535e-08,0.0
1996,4.4306164070917475e-08,0.0
1997,3.644119772605592e-08,0.0
1998,3.766822198603137e-08,0.0
1999,3.336246737206672e-08,0.0
2000,3.313523511128125e-08,0.0
2001,4.644084636296064e-08,0.0
2002,4.600282643707487e-08,0.0
2003,5.542007319725428e-08,8.333845835650777e-10
2004,4.360743433018399e-08,0.0
2005,4.233524564245528e-08,0.0
2006,4.2414265877255275e-08,0.0
2007,1.3341561877489028e-07,0.0
2008,4.598034797353989e-08,0.0
2009,3.9099178561485814e-08,0.0
2010,3.448368990355277e-08,0.0
2011,3.0209378887313676e-08,0.0
2012,4.391485930455019e-08,0.0
2013,3.7095363447647856e-08,0.0
2014,4.893906146996585e-08,0.0
2015,3.9676701035773476e-08,0.0
2016,4.287673993630392e-08,0.0
2017,3.672792425746252e-08,0.0
2018,3.975458584548619e-08,0.0
2019,4.05607045728118e-08,0.0
