year,rêvant_VERB en_ADP
1954,1.9545072227344917e-09
1955,1.3139850985055546e-08
1956,7.849027428008526e-09
1957,0.0
1958,6.617794756635931e-09
1959,7.750747821333448e-10
1960,5.536666680683311e-09
1961,2.779263708063695e-09
1962,1.2049717501572133e-08
1963,5.819448034571906e-09
1964,8.517555494247375e-09
1965,4.924839203113152e-09
1966,4.985167390003653e-09
1967,4.437302081328198e-09
1968,8.08454847511797e-09
1969,4.5417577476669635e-09
1970,1.0577067222072856e-08
1971,1.284599360218408e-08
1972,1.3851396640784941e-08
1973,2.7566018356850464e-09
1974,6.750686010192908e-09
1975,3.4268881066168433e-09
1976,4.570821499072508e-09
1977,5.289103821581875e-09
1978,5.346532327976661e-09
1979,8.192762912528906e-09
1980,7.390696055153967e-09
1981,8.223214109648325e-09
1982,6.828252629986764e-09
1983,8.841442245000053e-09
1984,5.799008662155103e-09
1985,7.820225356169885e-09
1986,2.3977941854269602e-09
1987,1.2832715334809564e-08
1988,5.396898372644898e-09
1989,3.841685525252103e-09
1990,9.80757214330552e-09
1991,7.033758298025106e-09
1992,7.162927251336271e-09
1993,7.20096987594232e-09
1994,8.967375286772494e-09
1995,9.21816623034033e-09
1996,8.540947504798169e-09
1997,5.27438381858758e-09
1998,1.0489884516573511e-08
1999,7.312321859131998e-09
2000,9.277865919976591e-09
2001,1.0076786849388952e-08
2002,1.0076809608960957e-08
2003,1.0417307017007715e-08
2004,1.0571499231559756e-08
2005,7.205999463799628e-09
2006,1.029472451730129e-08
2007,1.0385647009059085e-08
2008,1.1069342858993636e-08
2009,8.105927484791664e-09
2010,1.5116137674908714e-08
2011,1.1089518636708817e-08
2012,8.510632198976964e-09
2013,1.3666712816995386e-08
2014,1.1693403981216655e-08
2015,7.979671326485693e-09
2016,1.5120782986821624e-08
2017,1.4590545355241957e-08
2018,1.058401366549333e-08
2019,1.1734544003161318e-08
