year,sont_VERB avant_ADV,sont_VERB savants_ADJ
1881,5.5780060570498335e-09,2.091752193678076e-08
1882,1.7969539856110828e-08,2.0631693686823382e-08
1883,1.895801682305631e-09,3.917990198942789e-08
1884,6.601696966868076e-09,2.6406787867472303e-08
1885,8.379326621454908e-09,2.320428826863008e-08
1886,2.5813855497602844e-09,2.710454793941608e-08
1887,1.3057849246322917e-09,1.566941953967671e-08
1888,5.706553229956057e-09,2.1558090423923204e-08
1889,3.759082101151279e-09,2.318100555953606e-08
1890,5.898947996740844e-09,3.5393686204088226e-08
1891,8.92390783491237e-09,2.1672347472190268e-08
1892,1.8805537127519756e-09,3.63573704476039e-08
1893,6.15841644346915e-09,1.847524977449666e-08
1894,1.8904617871129403e-09,2.520615716150587e-08
1895,1.2037228991346183e-09,2.2268872967856623e-08
1896,2.358811590497112e-09,2.7126333179694484e-08
1897,4.078699378240458e-09,2.505486840220783e-08
1898,3.96084842702038e-09,1.867257104493092e-08
1899,1.4371703827009696e-08,3.0954439012020885e-08
1900,3.6337372000261325e-09,2.491705508589348e-08
1901,2.235495566438317e-09,1.5089595351014395e-08
1902,4.910283735171106e-09,2.995273007400101e-08
1903,5.400220270956879e-10,2.430099144135056e-08
1904,9.674325340824907e-09,3.7622378101787035e-08
1905,4.1286072338664326e-09,3.148063143498803e-08
1906,1.2346043076760793e-08,2.36632491379396e-08
1907,4.1142746431965804e-09,3.4971336049238744e-08
1908,2.4556945366072114e-09,2.553922229253658e-08
1909,2.7504918342913243e-09,1.870334465081669e-08
1910,3.206490406526541e-09,3.954671612405036e-08
1911,1.5961122423746588e-09,3.085817112946643e-08
1912,4.688479104952847e-09,3.3861237369592345e-08
1913,5.833288574397244e-09,2.4393752795504042e-08
1914,2.678697486047099e-09,1.808120764223986e-08
1915,1.1780761921542648e-09,1.8849219074468238e-08
1916,2.197492410260793e-09,4.504859418830165e-08
1917,7.676497326691845e-09,9.869782324756216e-09
1918,3.44591288836682e-09,2.2972752589112133e-08
1919,4.603924241841639e-09,1.012863304339362e-08
1920,6.815008557481406e-09,1.590168707821249e-08
1921,2.2718242842501013e-09,3.180553775905537e-08
1922,8.115729421831475e-09,2.2133805899215986e-08
1923,7.431163684401554e-09,7.855801698042342e-08
1924,1.1602462102189293e-08,3.867487308184536e-08
1925,1.3197813286680571e-08,2.1996356736053713e-08
1926,3.343841648018042e-09,2.452150482668003e-08
1927,7.804457524684949e-09,3.4562596340492746e-08
1928,1.1426041224282812e-09,2.399468712610542e-08
1929,8.912325322185666e-09,1.7824650200282122e-08
1930,4.201441416995522e-09,2.6259009189288918e-08
1931,2.2810713318222042e-09,2.167017854048936e-08
1932,1.0959536611565568e-09,2.301502632917618e-08
1933,4.588264879146209e-09,2.982372038218273e-08
1934,0.0,1.9170528275935794e-08
1935,1.0771455727365264e-08,2.393656828303392e-08
1936,4.849885826274658e-09,2.66743711563322e-08
1937,6.295559185076627e-09,1.510934133364117e-08
1938,5.186085783037697e-09,1.4261735792331365e-08
1939,1.3764645423464117e-08,2.141167065872196e-08
1940,5.0715658339584024e-09,2.2822046474857416e-08
1941,8.854508237732261e-09,8.854508237732261e-09
1942,0.0,2.730790527039062e-08
1943,2.9032352077962287e-09,1.7419411690866582e-08
1944,0.0,1.927911696952833e-08
1945,2.178504043826024e-09,3.0499055725385915e-08
1946,1.3921104269343232e-09,4.037120149291695e-08
1947,3.5762612871081956e-09,1.6689218895749036e-08
1948,2.174377566888097e-09,3.8051606310318675e-08
1949,5.890204990421921e-09,1.7670615193310368e-08
1950,7.444753258312176e-09,2.5524867552917385e-08
1951,3.1984206394497505e-09,1.5992101864981123e-08
1952,5.272401959466322e-09,4.2179216563908994e-08
1953,4.3095309543161875e-09,7.54167928107563e-09
1954,7.818028668893362e-09,1.8567819282111486e-08
1955,7.508486277174597e-09,3.660387193349379e-08
1956,8.72114158667614e-10,2.52913103793162e-08
1957,1.7670075402875796e-09,1.9437083054185678e-08
1958,4.9633461784992505e-09,2.2335056470978998e-08
1959,4.650448692800069e-09,2.325224279786653e-08
1960,2.0762500052562416e-09,2.422291700554524e-08
1961,6.948159270159238e-10,2.848745239703021e-08
1962,1.9025869213429303e-09,1.8391673961559718e-08
1963,5.819448034571906e-09,1.8104948651398445e-08
1964,3.041984220075733e-09,2.251068309533366e-08
1965,4.924839203113152e-09,3.009623839034248e-08
1966,3.8773522170743036e-09,3.932743197765376e-08
1967,5.916402479044791e-09,2.070740912074598e-08
1968,3.1439910674890825e-09,2.8295920273535557e-08
1969,4.995933389206897e-09,1.9529558414888015e-08
1970,8.277704743875347e-09,3.219107469476512e-08
1971,4.1107179882260425e-09,2.8775026805760717e-08
1972,3.5911026929902334e-09,1.6929485369132635e-08
1973,3.307922213924286e-09,1.4334330167287135e-08
1974,7.875800511758513e-09,1.1813700240281833e-08
1975,6.282628195464213e-09,1.4849848462006321e-08
1976,2.856763492431469e-09,1.5997875024709174e-08
1977,5.876781838942691e-10,1.9981058585472056e-08
1978,3.5643548113029055e-09,1.128712323605896e-08
1979,4.0963813452421505e-09,2.3407892513205297e-08
1980,1.7055452050662723e-09,1.9329512213062117e-08
1981,3.162774764309262e-09,1.8976647808699454e-08
1982,9.932003552926005e-09,2.669225906970496e-08
1983,1.0104505454577861e-08,2.841892232652299e-08
1984,5.799008384599347e-09,3.015484395518797e-08
1985,1.8046674155058895e-09,1.9249785765396155e-08
1986,1.1988970927134801e-09,1.3787316177626963e-08
1987,2.4443267410134695e-09,3.299841111470414e-08
1988,1.798966087207532e-09,1.739000587974715e-08
1989,1.0976244357863152e-09,1.3720305780395847e-08
1990,7.628111475810329e-09,1.6345952147389653e-08
1991,2.930732601047481e-09,3.3996499837485317e-08
1992,2.7549720282848966e-09,1.652983172562017e-08
1993,4.4313659408601325e-09,1.550978012687665e-08
1994,3.692448513614721e-09,1.3714808844156323e-08
1995,3.79571546416102e-09,1.4640617607142303e-08
1996,1.0142375161947825e-08,2.1352368761995422e-08
1997,3.3564262480467733e-09,1.2946214766884623e-08
1998,5.2449422582867555e-09,1.859570453177639e-08
1999,7.76934183654987e-09,1.8737825513426287e-08
2000,4.418031607222872e-09,1.4579503826439577e-08
2001,3.943090742808408e-09,1.9277331730904734e-08
2002,8.324320510677552e-09,2.102986229601811e-08
2003,4.166922806803086e-09,1.5417615628621206e-08
2004,6.607186797680242e-09,1.4095332012686868e-08
2005,3.15262471684008e-09,1.3511249008502091e-08
2006,1.6471559671771274e-09,2.2648395159308166e-08
2007,5.991719342901547e-09,1.7176262190332636e-08
2008,4.683183785214595e-09,1.702975893635994e-08
2009,2.860915504498962e-09,1.5258216023994464e-08
2010,6.613310177261411e-09,1.2754241218715379e-08
2011,5.735957819830162e-09,1.2619107536693264e-08
2012,2.7234021704458655e-09,1.5319137958158535e-08
2013,3.6258624991347688e-09,1.7292574483462886e-08
2014,1.9489005964601347e-09,1.7107016248019136e-08
2015,1.994917786518613e-09,1.662431614590787e-08
2016,2.899876033746196e-09,2.2577607339258066e-08
2017,3.0187335409159743e-09,1.2074934829797712e-08
2018,2.0651733656507076e-09,1.626323964387666e-08
2019,2.040790147983529e-09,1.607122257496485e-08
