year,traitant_VERB en_ADP,traitant_VERB cent_DET
1800,1.1004575384276905e-07,0.0
1801,3.333655484993869e-08,0.0
1802,3.8043282302169246e-08,0.0
1803,6.241085515057421e-08,0.0
1804,2.4718509905596875e-08,0.0
1805,8.52863308864471e-08,0.0
1806,5.76333825108577e-09,0.0
1807,1.9928686256776018e-08,0.0
1808,2.945896149242344e-08,0.0
1809,4.292158006791169e-08,0.0
1810,2.8081521108447305e-08,0.0
1811,9.27618373225414e-08,1.7549536934780008e-08
1812,6.934741136888078e-08,0.0
1813,3.163315653864629e-08,0.0
1814,6.922689976818219e-08,0.0
1815,5.1247248222807684e-08,2.1577788444915313e-08
1816,5.0987285504788815e-08,0.0
1817,1.8682481339737933e-08,0.0
1818,8.821671571013212e-08,1.1921177378582115e-09
1819,5.175525075173937e-08,0.0
1820,2.8479554714522237e-08,0.0
1821,2.1695274909916407e-08,0.0
1822,2.90742860897808e-08,0.0
1823,3.458940445177916e-08,5.929612356680991e-09
1824,5.72635645568198e-08,0.0
1825,2.6416328680056722e-08,0.0
1826,7.398707069228294e-08,0.0
1827,3.3182182335167454e-08,0.0
1828,2.8434133270138773e-08,0.0
1829,7.20146760002649e-08,0.0
1830,5.844627981588246e-08,0.0
1831,6.860130752350813e-08,0.0
1832,2.5706942574643676e-08,0.0
1833,9.96192076607727e-08,0.0
1834,6.534171981265047e-08,0.0
1835,5.294161553592858e-08,0.0
1836,6.855164880192888e-08,6.720750067579218e-10
1837,3.478945564960867e-08,0.0
1838,4.418513244175415e-08,0.0
1839,5.6630949041291956e-08,1.3982950353153e-09
1840,3.4396317238893914e-08,0.0
1841,6.613164904578639e-08,0.0
1842,5.1653640475990414e-08,0.0
1843,4.7845980732930116e-08,0.0
1844,5.214133314002112e-08,0.0
1845,4.1293688468613254e-08,0.0
1846,4.507965911670908e-08,0.0
1847,4.58424018745518e-08,1.0786447290911383e-09
1848,6.355725190587691e-08,0.0
1849,1.1479798445179767e-07,0.0
1850,2.7155984128057753e-08,0.0
1851,4.8370792038454624e-08,0.0
1852,8.073076673831281e-08,0.0
1853,4.060913694203805e-08,5.971931837933653e-10
1854,4.935881375844886e-08,0.0
1855,4.192480318465641e-08,0.0
1856,3.882891874695815e-08,0.0
1857,3.27061125404704e-08,0.0
1858,6.508588912268465e-08,0.0
1859,4.124660435422811e-08,0.0
1860,3.1124850030650464e-08,0.0
1861,6.696668464201139e-08,0.0
1862,4.156547461775517e-08,0.0
1863,5.0445670751742e-08,0.0
1864,4.4590971248759104e-08,0.0
1865,4.142022902442477e-08,0.0
1866,4.5736761933312664e-08,0.0
1867,4.658699026549584e-08,0.0
1868,3.853101659956337e-08,0.0
1869,4.444002443815265e-08,0.0
1870,6.76617730732687e-08,0.0
1871,9.983906723576297e-08,0.0
1872,3.1446163006876304e-08,0.0
1873,2.993002112816612e-08,0.0
1874,6.273339625550989e-08,0.0
1875,4.577221801582709e-08,0.0
1876,2.9020871039620033e-08,0.0
1877,3.525345027011184e-08,0.0
1878,4.4689256295527e-08,0.0
1879,5.742765729621624e-08,0.0
1880,6.738738278500023e-08,0.0
1881,5.717456375009533e-08,0.0
1882,7.12126242419231e-08,0.0
1883,5.0554710639971745e-08,0.0
1884,6.007544328667791e-08,0.0
1885,5.349877696403382e-08,6.445635691854079e-10
1886,5.0982364996343676e-08,0.0
1887,4.570247114088488e-08,0.0
1888,4.6920547447371064e-08,0.0
1889,4.1349903057152915e-08,0.0
1890,3.867087983167039e-08,0.0
1891,5.609313546983685e-08,0.0
1892,5.453605744776269e-08,0.0
1893,4.6803965148001225e-08,0.0
1894,5.671385494565584e-08,0.0
1895,5.717683726480516e-08,0.0
1896,8.550692104369872e-08,0.0
1897,4.8944393427063915e-08,0.0
1898,5.2622700974502834e-08,0.0
1899,3.8693048765026106e-08,0.0
1900,5.813979697677496e-08,0.0
1901,7.656572620362567e-08,0.0
1902,5.057592461499283e-08,0.0
1903,6.696272936146386e-08,0.0
1904,6.664535323608334e-08,0.0
1905,6.089695858690902e-08,0.0
1906,6.173021471767015e-08,0.0
1907,4.422845378826423e-08,0.0
1908,7.858222517143076e-08,0.0
1909,6.381140921218886e-08,0.0
1910,5.344150511010781e-08,0.0
1911,6.544060104918259e-08,0.0
1912,5.730363272782313e-08,0.0
1913,7.212066244211002e-08,0.0
1914,5.022557714173814e-08,0.0
1915,6.479419289995292e-08,0.0
1916,7.1418504887788e-08,0.0
1917,4.0575770299255964e-08,0.0
1918,6.202643287878118e-08,0.0
1919,7.274200403140085e-08,0.0
1920,5.8306182992851063e-08,3.028892692213958e-09
1921,5.0737408552326e-08,0.0
1922,6.640142097280588e-08,0.0
1923,6.581888101209188e-08,0.0
1924,4.2542360745301266e-08,0.0
1925,6.158979459769398e-08,4.399271169575059e-09
1926,6.464759971791523e-08,0.0
1927,5.351627963001704e-08,0.0
1928,8.798052042457982e-08,0.0
1929,4.790374674712439e-08,0.0
1930,6.197126189988467e-08,0.0
1931,6.61510677346655e-08,0.0
1932,8.87722464426588e-08,0.0
1933,6.997103696448903e-08,0.0
1934,5.990790086229936e-08,0.0
1935,6.821921960664667e-08,0.0
1936,5.092380117588391e-08,0.0
1937,3.14777944820932e-08,0.0
1938,4.537824938033452e-08,0.0
1939,6.882322622914216e-08,0.0
1940,5.832300775665544e-08,0.0
1941,8.559357711490634e-08,0.0
1942,4.854738722137597e-08,0.0
1943,4.6451763546784264e-08,0.0
1944,5.462416474699694e-08,0.0
1945,6.317661549459785e-08,0.0
1946,6.682130226920435e-08,0.0
1947,7.390939771312333e-08,0.0
1948,6.305694610908574e-08,0.0
1949,7.559096548703792e-08,0.0
