year,comptant_VERB en_ADP,comptant_VERB cents_ADJ
1800,1.8864987794131594e-08,0.0
1801,8.096020565062645e-08,0.0
1802,1.3427040812530322e-08,0.0
1803,1.5602713787643552e-08,0.0
1804,9.887403784603066e-09,0.0
1805,3.1271653710973624e-08,0.0
1806,2.305335300434308e-08,0.0
1807,3.4163463169534225e-08,0.0
1808,9.064295980465431e-09,0.0
1809,4.51806094758922e-08,0.0
1810,3.2761775514700275e-08,0.0
1811,3.5099075201827645e-08,0.0
1812,2.9339290108509886e-08,0.0
1813,5.463909147351842e-08,0.0
1814,2.8320094713762956e-08,0.0
1815,1.6183340889597275e-08,0.0
1816,1.622322720606917e-08,0.0
1817,1.0898113522728181e-08,0.0
1818,1.3113294672351117e-08,0.0
1819,1.9666995698663925e-08,0.0
1820,9.493184904840746e-09,0.0
1821,2.070912508145284e-08,0.0
1822,3.5089655625597516e-08,0.0
1823,1.680056804787e-08,0.0
1824,5.894778887238772e-09,0.0
1825,1.2327619813845558e-08,0.0
1826,1.145037931138404e-08,0.0
1827,6.452091128039683e-08,0.0
1828,2.7516904310687096e-08,0.0
1829,3.8579290873030914e-08,0.0
1830,3.5485243188304594e-08,0.0
1831,6.392394169552063e-08,0.0
1832,1.8941957335982806e-08,0.0
1833,1.7375443306377747e-08,0.0
1834,1.9602515166639023e-08,0.0
1835,2.3445572594482655e-08,0.0
1836,2.4194699910218276e-08,0.0
1837,2.99189295560609e-08,0.0
1838,2.4617431870765927e-08,0.0
1839,3.8453112694014635e-08,0.0
1840,2.4204817705708592e-08,0.0
1841,4.8796167106957e-08,0.0
1842,3.152884486823382e-08,0.0
1843,3.071593740466838e-08,0.0
1844,1.4819115712327857e-08,0.0
1845,3.2923345827384765e-08,0.0
1846,3.6883359255668324e-08,0.0
1847,5.069630049092666e-08,0.0
1848,3.218088551193432e-08,0.0
1849,6.871120206142223e-08,0.0
1850,4.3449574604892405e-08,0.0
1851,4.837079004005318e-08,0.0
1852,2.408901877970493e-08,0.0
1853,2.7470886010405593e-08,0.0
1854,3.221311928314208e-08,0.0
1855,5.094659627502551e-08,0.0
1856,2.5368226630462232e-08,0.0
1857,3.368241247025949e-08,0.0
1858,2.5447114637699997e-08,0.0
1859,2.6988518087023294e-08,0.0
1860,4.485640303641958e-08,0.0
1861,1.1789909493131745e-08,0.0
1862,1.9427341541033982e-08,0.0
1863,4.345320014920162e-08,0.0
1864,3.212467802882202e-08,0.0
1865,5.836487165788995e-08,0.0
1866,3.5518973096060336e-08,0.0
1867,4.610171089325377e-08,0.0
1868,4.643481721355869e-08,0.0
1869,3.223122579942839e-08,0.0
1870,5.6193677266946906e-08,0.0
1871,4.0360472297606975e-08,0.0
1872,5.200711827857418e-08,0.0
1873,2.2746816430441186e-08,0.0
1874,5.7356248084339256e-08,0.0
1875,5.950388154429831e-08,0.0
1876,6.348315717552566e-08,0.0
1877,4.1438266817905856e-08,0.0
1878,3.925407554561389e-08,0.0
1879,3.9099681270471365e-08,0.0
1880,4.941741682529255e-08,0.0
1881,5.0202052792602814e-08,0.0
1882,4.1263387373646765e-08,0.0
1883,7.330432905128248e-08,0.0
1884,5.479408482500503e-08,0.0
1885,6.316722789279083e-08,0.0
1886,4.001147502208369e-08,0.0
1887,6.528924956228366e-08,0.0
1888,5.452928575344629e-08,0.0
1889,5.388017498830777e-08,0.0
1890,4.7191583973926754e-08,0.0
1891,8.860165845447909e-08,0.0
1892,4.011847920537548e-08,0.0
1893,7.88277320085129e-08,0.0
1894,4.0960006941759275e-08,0.0
1895,5.236194589031129e-08,0.0
1896,3.8920389799912414e-08,0.0
1897,4.8361721405321134e-08,0.0
1898,7.242694455289467e-08,0.0
1899,6.743645464268866e-08,0.0
1900,4.7238582823183606e-08,0.0
1901,7.153585501740167e-08,0.0
1902,5.548620762851897e-08,0.0
1903,4.75219366080637e-08,0.0
1904,4.6759240035498806e-08,0.0
1905,2.8384174677320573e-08,0.0
1906,3.755254596171653e-08,0.0
1907,5.348557241546814e-08,0.0
1908,5.697211347133191e-08,0.0
1909,2.6954818821423032e-08,0.0
1910,3.9012300834251334e-08,0.0
1911,4.469114223137893e-08,0.0
1912,5.053138707467042e-08,0.0
1913,4.666630815108874e-08,0.0
1914,5.022557836298347e-08,0.0
1915,4.005459064426731e-08,0.0
1916,5.273981784625903e-08,0.0
1917,6.579854527899442e-08,0.0
1918,5.283732917860107e-08,0.0
1919,7.918749389546065e-08,0.0
1920,7.042175331761769e-08,0.0
1921,7.269837670742518e-08,0.0
1922,5.01699628507879e-08,0.0
1923,4.777176476622458e-08,0.0
1924,4.2542360634278964e-08,0.0
1925,3.8493624288094e-08,0.0
1926,4.0126099776216506e-08,0.0
1927,3.567751882815884e-08,0.0
1928,4.227635130860108e-08,0.0
1929,6.127223373120216e-08,0.0
1930,4.3064773080914165e-08,0.0
1931,4.904303363417739e-08,0.0
1932,4.274219400635104e-08,0.0
1933,4.1294382358003645e-08,0.0
1934,5.391711255242626e-08,0.0
1935,6.821922227118193e-08,0.0
1936,5.092379984361628e-08,0.0
1937,5.666003299875655e-08,0.0
1938,4.797129216083107e-08,0.0
1939,3.8235127064467633e-08,0.0
1940,4.3108308034334186e-08,0.0
1941,3.5418032950929046e-08,0.0
1942,3.944475324146879e-08,0.0
1943,4.935499831049128e-08,0.0
1944,7.069009200222354e-08,0.0
1945,3.703456741277478e-08,0.0
1946,3.619487021211398e-08,0.0
1947,3.8146785952264395e-08,0.0
1948,3.261566416945527e-08,0.0
1949,3.337782672474532e-08,0.0
1950,4.2541444145172136e-08,0.0
1951,4.477788806411809e-08,0.0
1952,4.428817490520487e-08,0.0
1953,4.3095308654983455e-08,0.0
1954,4.5930919290171346e-08,0.0
1955,5.162084448784299e-08,0.0
1956,4.53499349184483e-08,0.0
1957,4.7709204420431917e-08,0.0
1958,3.557064687242928e-08,0.0
1959,4.5729413145068065e-08,0.0
1960,4.498541716912996e-08,0.0
1961,3.474079512955086e-08,0.0
1962,4.819887000628853e-08,0.0
1963,6.854016731949741e-08,0.0
1964,9.916868209947083e-08,0.0
1965,9.35719413064362e-08,0.0
1966,6.259154683441182e-08,0.0
1967,4.437302081328198e-08,0.0
1968,4.671072306727808e-08,0.0
1969,6.358461177025099e-08,0.0
1970,3.632992645608013e-08,0.0
1971,5.7036210532324105e-08,0.0
1972,5.335352826207895e-08,0.0
1973,6.891504744643839e-08,0.0
1974,4.050411478440097e-08,0.0
1975,4.0551510149811065e-08,0.0
