year,cachant_VERB en_ADP,cachant_VERB sans_ADP
1800,6.288328968651058e-09,0.0
1801,7.143547975374531e-09,0.0
1802,6.713520406265161e-09,0.0
1803,0.0,0.0
1804,1.4831105898949204e-08,0.0
1805,2.842877711017877e-09,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,3.852325747288887e-08,0.0
1809,0.0,2.259030518203531e-09
1810,4.680253518074551e-09,0.0
1811,1.2535384286138651e-08,0.0
1812,0.0,2.6672082320544632e-09
1813,1.1502966579257645e-08,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,6.952811659743929e-09,0.0
1817,9.341240669868967e-09,0.0
1818,1.4305412854298538e-08,1.1921176934492905e-08
1819,1.1386154796788617e-08,0.0
1820,1.1866481131050932e-08,0.0
1821,9.86148829262845e-10,0.0
1822,2.3058916553964082e-08,0.0
1823,1.8777104315859106e-08,0.0
1824,3.115811608722652e-08,0.0
1825,1.8491430608946757e-08,0.0
1826,1.0569580766173203e-08,0.0
1827,1.1060727445055818e-08,0.0
1828,1.834460228167245e-08,0.0
1829,1.800366966620004e-08,0.0
1830,3.757260813586072e-08,0.0
1831,6.236482441579483e-09,0.0
1832,2.976593194148336e-08,0.0
1833,1.50587169400751e-08,1.1583628500844156e-09
1834,3.733812548034621e-08,1.8669061851994684e-09
1835,1.8151411040889798e-08,2.2689263801112247e-09
1836,2.688300027031687e-09,0.0
1837,2.7135774516295896e-08,2.0873671680021744e-09
1838,8.837027110075724e-09,0.0
1839,1.0487212875887053e-08,0.0
1840,1.1465439264668476e-08,0.0
1841,1.2841097074556274e-08,6.420548537278137e-09
1842,1.7441490030023488e-08,1.341653010911159e-08
1843,1.7130041385371442e-08,0.0
1844,1.975882035765153e-08,0.0
1845,1.3950569588416784e-08,5.580227835366713e-09
1846,1.0538101946622191e-08,1.1709002656346001e-09
1847,9.707802561820245e-09,5.393223645455691e-10
1848,2.574470947536156e-08,8.04522137798358e-09
1849,2.4300303991253713e-08,0.0
1850,1.425689166723032e-08,6.788996032014438e-10
1851,3.8696632564949596e-09,0.0
1852,7.812654523320361e-09,1.9531636308300904e-09
1853,5.3747388761848924e-09,3.5831591027601917e-09
1854,1.6106559475037585e-08,2.5978321716024766e-09
1855,1.8043586180738203e-08,4.2455496895854594e-09
1856,2.1226476576430287e-08,1.5531567143511893e-09
1857,9.274867096564776e-09,1.9526036343364694e-09
1858,1.4191660291373864e-08,0.0
1859,1.9859475841599306e-08,3.055304009791371e-09
1860,2.197048232233101e-08,1.373155145145688e-09
1861,1.839225838295988e-08,0.0
1862,1.8975542914745347e-08,4.517986262886353e-10
1863,2.097740825490746e-08,1.9978483312144135e-09
1864,7.671564605793435e-09,4.794727948009836e-10
1865,8.47231973466478e-09,4.706844358715045e-10
1866,9.244664589402873e-09,2.919367858567057e-09
1867,4.4160586298858107e-08,2.426405742994575e-09
1868,1.432563490055827e-08,4.93987406535723e-10
1869,1.3673853160867111e-08,3.4184632902167778e-09
1870,2.0069169881509197e-08,1.7202146374017957e-09
1871,2.3366590440332402e-08,0.0
1872,2.9027228620748247e-08,4.23313739617015e-09
1873,1.97538145840781e-08,5.986004469882289e-10
1874,2.0313670745508716e-08,4.779687312606029e-09
1875,3.089624556196213e-08,6.293679799540541e-09
1876,4.474050996350343e-08,6.04601479992084e-10
1877,2.1646856751544874e-08,1.8554447978047506e-09
1878,2.6571990829893366e-08,0.0
1879,1.649517855639715e-08,1.221865053580018e-09
1880,1.6686399817444908e-08,1.9253538763308597e-09
1881,9.064259565150223e-09,2.7890030285249168e-09
1882,1.0648616211028639e-08,0.0
1883,1.516641390253426e-08,3.159669414998234e-09
1884,8.582206056928499e-09,2.6406787867472303e-09
1885,9.66845359329227e-09,0.0
1886,7.744156427236248e-09,1.936039106809062e-09
1887,8.48760173255414e-09,3.264462256069578e-09
1888,1.014498351992188e-08,3.1703073499755874e-09
1889,1.2530273707511697e-08,6.265136742733546e-10
1890,1.2453334363726754e-08,2.6217545912032847e-09
1891,1.0198752065093686e-08,1.2748440081367107e-09
1892,1.56712811616444e-08,0.0
1893,1.3548516086814288e-08,0.0
1894,1.071261657159539e-08,1.2603078580752936e-09
1895,1.0833506536300774e-08,6.018614495673091e-10
1896,1.8280790214930676e-08,5.89702897624278e-10
1897,1.3984112534615178e-08,5.826713556089658e-10
1898,1.640922953072277e-08,3.3950129374460403e-09
1899,9.949641111006713e-09,2.2110313580014918e-09
1900,1.142031713641245e-08,2.07642125715779e-09
1901,1.0059730159994729e-08,5.029864968975062e-09
1902,1.6203935970793282e-08,1.4730852093691738e-09
1903,9.1803746826713e-09,5.940242076007962e-09
1904,1.1286712897629059e-08,0.0
1905,1.4450125540577119e-08,0.0
1906,2.1605574662686422e-08,2.0576738091193647e-09
1907,1.697138252154673e-08,1.5428529565042481e-09
1908,9.822778146428846e-09,2.9468334439286537e-09
1909,2.0903737407707013e-08,3.850688656825696e-09
1910,1.068830179917768e-08,0.0
1911,1.649316061502759e-08,6.916486494645824e-09
1912,1.250261111307438e-08,4.167536982180309e-09
1913,2.0151361468379037e-08,6.363587878865928e-09
1914,1.339348720819089e-08,3.3483718020477227e-09
1915,2.591767678250534e-08,2.3561523843085297e-09
1916,9.888715624128963e-09,0.0
1917,1.0966424213165737e-08,2.1932848870420685e-09
1918,1.2635013924011673e-08,0.0
1919,1.9336480860943084e-08,9.207848372660976e-10
1920,1.741613253614105e-08,0.0
1921,7.572747762196741e-09,0.0
1922,1.696925089333945e-08,0.0
1923,1.2739138188777588e-08,0.0
1924,1.0313299547703991e-08,0.0
1925,8.798542339150117e-09,3.299453377181294e-09
1926,1.3375366592072169e-08,1.1146138456652466e-09
1927,1.5608915049369898e-08,3.3447675740205796e-09
1928,2.2852082892654835e-08,4.570416489713125e-09
1929,1.3368487650211591e-08,5.570202965543558e-09
1930,1.7856125467119455e-08,0.0
1931,1.3686427990933225e-08,2.2810713318222042e-09
1932,1.0959536389520963e-08,4.383814644626227e-09
1933,1.7205993074753678e-08,1.1470662197865522e-09
1934,1.7972370258689807e-08,0.0
1935,2.6330224223158893e-08,3.590485242455088e-09
1936,2.9099314957647948e-08,1.2124714565686645e-09
1937,1.2591118259130951e-08,0.0
1938,7.779128452511941e-09,7.779128452511941e-09
1939,6.117620188206274e-09,3.058810094103137e-09
1940,1.5214697057785997e-08,0.0
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,3.3376331032286544e-08,6.068423541449874e-09
1943,8.709705845433291e-09,0.0
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,3.485606470121638e-08,6.535512131478072e-09
1946,1.1136883415474585e-08,0.0
1947,2.622591566137089e-08,1.1920870957027319e-09
1948,1.7395020535104777e-08,4.348755133776194e-09
1949,2.3560819073509265e-08,2.945102384188658e-09
1950,1.4889506516624351e-08,2.1270722960764488e-09
1951,1.9190522948520083e-08,2.1322803522849654e-09
1952,2.636200890915319e-08,0.0
1953,2.0470272588113403e-08,3.232148326759443e-09
1954,1.2704297169818801e-08,0.0
1955,2.1586897158698548e-08,0.0
1956,2.0930738919844316e-08,4.360570571293465e-09
1957,1.9437083054185678e-08,4.417518795207798e-09
1958,1.1581140491045971e-08,4.9633461784992505e-09
1959,2.40273188012452e-08,3.100299128533379e-09
1960,1.5225833038812198e-08,6.920833350854139e-10
1961,1.042223907177231e-08,5.55852741612739e-09
1962,1.3318108227355907e-08,2.5367825617905737e-09
1963,1.4225316813387678e-08,3.2330267352165265e-09
1964,1.5818317322668918e-08,2.4335873316516654e-09
1965,1.5321720781003023e-08,1.0944086747954884e-09
1966,1.7725039214155913e-08,3.8773522170743036e-09
1967,1.6763140875397653e-08,9.860671168482327e-10
1968,1.6169096284102125e-08,1.7965663401398047e-09
1969,1.862120768691966e-08,0.0
1970,9.657322774803134e-09,1.3796175313274261e-09
1971,3.237190426830239e-08,1.541519245584766e-09
1972,1.487742551375959e-08,2.0520587451500205e-09
1973,1.543697081274331e-08,5.513203782392395e-10
1974,1.012602890426706e-08,1.6876715580593782e-09
1975,1.1422959911300268e-08,5.711480177694739e-10
1976,1.5997875024709174e-08,5.713526873840635e-10
1977,1.3516598507123945e-08,2.938390863960194e-09
1978,2.0792070287711795e-08,3.5643548113029055e-09
1979,1.6385525158923997e-08,3.5111840102075575e-09
1980,2.0466542238750662e-08,1.1370301367108482e-09
1981,1.581387426563552e-08,0.0
1982,9.932003663948308e-09,0.0
1983,1.705135410645653e-08,1.89459470334441e-09
1984,1.5077422532705498e-08,1.1598016991243298e-09
1985,1.4437339324047116e-08,1.2031116103372597e-09
1986,1.6185110141009318e-08,1.1988970927134801e-09
1987,1.6499206278997036e-08,1.2221633705067347e-09
1988,1.9188972188999287e-08,3.597932174415064e-09
1989,1.92084268491044e-08,5.488122178931576e-10
1990,2.0704874259536155e-08,0.0
1991,1.8756688924259635e-08,3.5168792322792797e-09
1992,1.4325854780228298e-08,3.856960972825618e-09
1993,2.049506697687775e-08,4.4313659408601325e-09
1994,1.9517228722065738e-08,2.1099706426497278e-09
1995,1.5182862966867106e-08,1.0844901643380922e-09
1996,2.1352368539950817e-08,1.067618438099771e-09
1997,1.678213046307775e-08,3.3564262480467733e-09
1998,2.2410206690359757e-08,2.3840645013706308e-09
1999,1.7823785114501334e-08,2.285100553223174e-09
2000,1.1486881668076876e-08,4.4180314962005696e-10
2001,2.102981663809622e-08,2.6287270138425356e-09
2002,1.4019908789464353e-08,1.3143663935011318e-09
2003,2.4584845825792456e-08,4.1669229178253886e-10
2004,1.9821561281219147e-08,2.2023955992267474e-09
2005,1.7114247796712334e-08,4.5037495954858286e-10
2006,1.8942293067425453e-08,1.2353669198716943e-09
2007,2.157018919035636e-08,2.3966877371606188e-09
2008,1.830699147831183e-08,4.6831836186811415e-09
2009,1.1443662017995848e-08,1.430457752249481e-09
2010,1.9839930587295385e-08,1.8895172093635892e-09
2011,1.7590270573464295e-08,1.1471915639660324e-09
2012,2.0765941854961056e-08,2.382976926895708e-09
2013,2.3986474639858812e-08,3.6258624991347688e-09
2014,2.5119164442921615e-08,4.114345752981308e-09
