year,devront_VERB aider_VERB,devront_VERB céder_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,2.145373123596528e-08
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,1.035105001712111e-09,2.070210003424222e-09
1820,0.0,4.746592452420373e-09
1821,3.94459531705138e-09,2.9584463767662328e-09
1822,0.0,9.023054303725075e-09
1823,0.0,0.0
1824,0.0,0.0
1825,2.641632912414593e-09,0.0
1826,0.0,7.927186018719112e-09
1827,2.7651818612639545e-09,1.8434546111834038e-09
1828,0.0,2.7516904310687096e-09
1829,0.0,1.2859763920403111e-08
1830,0.0,0.0
1831,0.0,1.2472964883158966e-08
1832,0.0,1.3529969367098715e-09
1833,0.0,5.791814139399776e-09
1834,9.334531370086552e-09,7.467624740797874e-09
1835,2.2689263801112247e-09,3.025235173481633e-09
1836,2.016224964762614e-09,2.016224964762614e-09
1837,1.2524203896191466e-08,3.409366655660051e-08
1838,6.312161904276081e-09,9.468243078458727e-09
1839,8.38977065598101e-09,6.9914751765765e-10
1840,1.2739377330817092e-09,1.46502836528839e-08
1841,6.420548537278137e-10,7.0626033910059505e-09
1842,8.049918065466954e-09,1.2745703159566801e-08
1843,2.953455480181333e-09,8.860366662588604e-09
1844,1.6465684371524958e-09,1.097712254427563e-09
1845,5.022205318283568e-09,1.1718478631905782e-08
1846,5.269050973311096e-09,9.367202125076801e-09
1847,1.0786447290911383e-09,5.9325460100012606e-09
1848,0.0,1.367687652020777e-08
1849,4.1897072478036534e-09,1.75967720394965e-08
1850,6.788996032014438e-10,1.765138968323754e-08
1851,3.2247193804124663e-09,9.029214709244116e-09
1852,3.906327261660181e-09,1.3021090872200602e-08
1853,5.3747388761848924e-09,5.3747388761848924e-09
1854,4.676098175337984e-09,1.558699391779328e-09
1855,3.714855978387277e-09,4.2455496895854594e-09
1856,5.177189343896771e-09,8.28350277259915e-09
1857,0.0,9.763018171682347e-10
1858,1.468102750479261e-09,7.829881631948865e-09
1859,7.129042689513199e-09,1.884104072757964e-08
1860,8.696649622663699e-09,1.6020143434047895e-08
1861,4.715963619617014e-09,7.545541969022906e-09
1862,9.035972525772706e-10,1.8975542914745347e-08
1863,3.995696662428827e-09,1.9978482868054925e-08
1864,4.794728170054441e-09,1.1986819536957682e-08
1865,8.943004559114343e-09,8.943004559114343e-09
1866,2.919367858567057e-09,4.865612801552288e-09
1867,1.455843445796745e-09,1.649955905236311e-08
1868,9.87974813071446e-10,1.6301584082611953e-08
1869,8.30198221279943e-09,1.7580669364747337e-08
1870,5.734048791339319e-09,1.0894693147633916e-08
1871,1.0621177271019633e-09,3.186353225714811e-08
1872,4.8378714367913744e-09,9.071008832961525e-09
1873,3.591602570907071e-09,1.3169209722718733e-08
1874,1.7923826867161097e-09,2.6288279997288555e-08
1875,5.149374260327022e-09,1.716458086775674e-08
1876,9.069021977836655e-09,2.0556450763820067e-08
1877,5.566334504436554e-09,1.7317484335421796e-08
1878,5.435179861734696e-09,1.3889904337816006e-08
1879,1.710611030603104e-08,3.0546627449723474e-09
1880,1.0268554007097919e-08,1.2193908105473383e-08
1881,5.5780060570498335e-09,2.091752193678076e-08
1882,4.6587693702804245e-09,2.6621540527571597e-09
1883,3.791603475633565e-09,8.847074184359371e-09
1884,7.922036360241691e-09,2.9047466654219534e-08
1885,1.933690763067375e-09,9.66845359329227e-09
1886,3.2267319927115068e-09,1.4842966855610484e-08
1887,9.140494583448344e-09,7.834709769838355e-09
1888,5.07249175996094e-09,9.510921827882157e-09
1889,1.0650732740202784e-08,1.4409814674820609e-08
1890,1.2453334363726754e-08,7.865263995654459e-09
1891,9.561330394092238e-09,2.6134301833735663e-08
1892,6.268512375839919e-10,8.775916882086676e-09
1893,2.463366621796581e-09,1.9091091374434654e-08
1894,9.452309157609307e-09,8.822155450616265e-09
1895,9.629783193076946e-09,1.625025980445116e-08
1896,2.358811590497112e-09,1.1204354777305525e-08
1897,2.330685422435863e-09,3.3212266714599536e-08
1898,4.52668391659472e-09,9.619203211741478e-09
1899,3.3165470370022376e-09,6.080336234504102e-09
1900,7.786579381274805e-09,1.5054054003371675e-08
1901,1.3412973842719111e-08,1.956058603980182e-08
1902,7.856454153909453e-09,1.4239823542538943e-08
1903,5.400220270956879e-10,2.052083658554693e-08
1904,8.599400302955473e-09,1.289910045443321e-08
1905,3.6125313851442797e-09,1.2901897328276846e-08
1906,6.6874399351490865e-09,4.2696733260072506e-08
1907,2.057137349353866e-09,2.828563872014911e-08
1908,1.4734167663732478e-08,2.0136695866312948e-08
1909,5.5009836685826485e-09,2.0903737407707013e-08
1910,1.9238942883248455e-08,2.404867771588215e-08
1911,1.702519725199636e-08,1.649316061502759e-08
1912,1.3023552902780011e-08,4.167537070998151e-08
1913,4.772690687104841e-09,2.9166443482608884e-08
1914,8.705766774141921e-09,1.4732836284281348e-08
1915,3.534228465440492e-09,2.591767689352764e-08
1916,6.592477230782379e-09,3.29623865980011e-08
1917,8.773139548168274e-09,2.7416060532914344e-08
1918,1.378365155346728e-08,3.331049214239101e-08
1919,1.4732557396257562e-08,1.9336480860943084e-08
1920,1.8930579770426448e-08,4.997673030970873e-08
1921,9.087297137000405e-09,3.4077363153528495e-08
1922,6.640141769764796e-09,2.1396012073182646e-08
1923,2.1231896241147297e-09,1.6985516992917837e-08
1924,6.445812328337297e-09,2.1915761649893284e-08
1925,5.499089184013428e-09,8.798542339150117e-09
1926,3.343841648018042e-09,3.009457216762712e-08
1927,5.574612327308159e-09,1.4493992672726108e-08
1928,6.8556245125250825e-09,9.14083297942625e-09
1929,1.2254447234738564e-08,2.0052731031228177e-08
1930,4.201441416995522e-09,2.6259009189288918e-08
1931,1.0264820993199919e-08,2.8513390759599133e-08
1932,3.287861094491973e-09,1.6439305028370654e-08
1933,1.261772819560747e-08,2.2941325283909464e-08
1934,1.1981580172459871e-08,2.516131836216573e-08
1935,9.574627313213568e-09,2.6330225111337313e-08
1936,9.699771652549316e-09,3.516167268458048e-08
1937,1.0072894518486919e-08,2.2664012888640173e-08
1938,9.075650453382877e-09,4.797129449229942e-08
1939,6.117620188206274e-09,4.129393715857077e-08
1940,2.5357829169792012e-09,3.803674530900025e-08
1941,5.9030051957620344e-09,6.788455664263893e-08
1942,6.068423541449874e-09,4.247896612241675e-08
1943,8.709705845433291e-09,1.4516175816936538e-08
1944,6.4263723231761105e-09,4.4984606262232774e-08
1945,2.3963544037997053e-08,3.0499055725385915e-08
1946,1.1136883415474585e-08,3.3410650246423756e-08
1947,1.549713246618012e-08,2.26496545963073e-08
1948,6.523132700664291e-09,2.717971980814582e-08
1949,1.3743811422273211e-08,3.239612667016445e-08
1950,4.2541445921528975e-09,2.1270722072586068e-08
1951,3.1984206394497505e-09,1.8124383771578323e-08
1952,8.435843135146115e-09,2.5307528517259925e-08
1953,5.386913581872932e-09,1.939288907237824e-08
1954,3.9090144454689835e-09,2.5408594339637602e-08
1955,3.754243138587299e-09,1.783265446420046e-08
1956,9.593255967388359e-09,2.1802854632824165e-08
1957,7.951533653738352e-09,1.6786572132332367e-08
1958,1.4890038535497752e-08,1.8198935691771112e-08
1959,1.7826719656000023e-08,2.9452841943111707e-08
1960,1.314958364417862e-08,2.5607082676515347e-08
1961,6.25334317660986e-09,1.876002997391879e-08
1962,1.2049716779927166e-08,3.0441391629665304e-08
1963,7.1126584622049904e-09,9.052474325699222e-09
1964,6.6923653285755336e-09,2.3727476872181796e-08
1965,6.5664522708175355e-09,1.0396882466068291e-08
1966,7.754704434148607e-09,2.6033651678858405e-08
1967,1.0846738618397467e-08,3.007504645324843e-08
1968,1.0330256650092906e-08,1.9313088017725022e-08
1969,1.2262746373892242e-08,2.361714024345929e-08
1970,3.6789800095249348e-09,2.115413444414571e-08
1971,7.193756701440179e-09,1.5415192677892264e-08
1972,6.669190977248718e-09,2.0007572487656944e-08
1973,6.064523994098181e-09,2.3155456219114967e-08
1974,1.406392957647995e-08,1.7439271360331077e-08
1975,7.4249242310031605e-09,1.6563292959403952e-08
1976,3.9994687561772935e-09,1.8283285996290033e-08
1977,1.1753563455840776e-08,2.4682483612537e-08
1978,6.534650598410963e-09,1.2475242172627077e-08
1979,9.363157360553487e-09,1.6970723493159312e-08
1980,1.3075846183596695e-08,9.096241093686785e-09
1981,1.138598904049104e-08,2.277197808098208e-08
1982,1.1794254461960918e-08,2.110550845202397e-08
1983,6.946847541655643e-09,2.3998200759933752e-08
1984,9.858314165001048e-09,2.0876431250371752e-08
1985,9.624892882698077e-09,1.6843562988810845e-08
1986,3.5966913891627428e-09,2.3378493807513223e-08
1987,1.2832715334809564e-08,1.2221633483022742e-08
1988,1.3192418713003917e-08,2.338656024392094e-08
1989,8.232182935330457e-09,2.5245361356951435e-08
1990,1.0897301727652575e-08,1.961514328741032e-08
1991,6.4476117778156095e-09,1.3481369798284959e-08
1992,9.91789939064347e-09,1.322386644631024e-08
1993,1.550978012687665e-08,2.3818591543545153e-08
1994,1.3714808844156323e-08,1.3714808844156323e-08
1995,1.3013881527967897e-08,2.331653803366862e-08
1996,1.014237493990322e-08,1.8149513891785318e-08
1997,4.794894259418925e-09,1.91795770376757e-08
1998,5.2449422582867555e-09,1.8118891276230897e-08
1999,9.140402212892695e-09,9.597422412355172e-09
2000,7.95245647111642e-09,2.1206551181762734e-08
2001,7.886181485616817e-09,1.3143635513301888e-08
2002,9.63868718173444e-09,1.0953053575235572e-08
2003,7.083769126836614e-09,1.750107614384433e-08
2004,1.497629043001325e-08,1.0571499231559756e-08
2005,1.0358624180639708e-08,1.8915748967174295e-08
2006,6.1768350434476815e-09,1.6059770402421236e-08
2007,7.190063211481856e-09,1.3181781888249589e-08
2008,4.6831836186811415e-09,1.1920831433087642e-08
2009,9.53638501499654e-09,1.43045770784056e-08
2010,6.140930874920514e-09,9.919965293647692e-09
2011,6.883149605840799e-09,8.795135286732148e-09
2012,5.1063788752969685e-09,7.148930780687124e-09
2013,5.857162754807632e-09,7.80955033974351e-09
2014,5.197068553286499e-09,8.445236510112863e-09
2015,8.422986752520956e-09,9.087958829923082e-09
2016,7.45682449121432e-09,8.699628573083373e-09
2017,6.289028409156572e-09,5.534344982294215e-09
2018,7.744399788123246e-09,7.744399788123246e-09
2019,2.806086474294034e-09,8.673358031785483e-09
