year,rendant_VERB en_ADP,rendant_VERB sans_ADP
1855,3.136399868708395e-07,3.290301009428731e-08
1856,2.676606811746751e-07,2.692138423299184e-08
1857,2.9972466109029483e-07,1.610898081594314e-08
1858,3.268975490300363e-07,3.425573069648635e-08
1859,4.221411700200406e-07,3.0043821652725455e-08
1860,2.5769546141418687e-07,2.5174511364411956e-08
1861,3.2823106721480144e-07,3.914249901981748e-08
1862,2.7559715931602113e-07,2.1234535907410645e-08
1863,2.7320575668454694e-07,2.447364266799923e-08
1864,2.0952961676812265e-07,1.1986819536957682e-08
1865,2.3063537923917465e-07,3.294790928975999e-08
1866,2.525252966734115e-07,1.8489329178805747e-08
1867,2.3681720051627053e-07,1.5043715606566366e-08
1868,2.1982440046031115e-07,1.8277534152844055e-08
1869,2.544313417729427e-07,2.490594752657671e-08
1870,2.729407242441084e-07,2.121598008386627e-08
1871,3.281943747879268e-07,2.3366590440332402e-08
1872,2.866438819637551e-07,1.5723081503438152e-08
1873,2.7595481810749334e-07,2.8732820567256567e-08
1874,2.6945485842588823e-07,2.0911132381229436e-08
1875,3.1868907512944133e-07,1.0298748520654044e-08
1876,2.7267526547802845e-07,1.5719638923883394e-08
1877,2.473926485890843e-07,1.36065949618569e-08
1878,2.536417298415472e-07,2.294853729267743e-08
1879,2.7064311325375456e-07,2.077170613290491e-08
1880,2.791763051845919e-07,2.3104245627791897e-08
1881,2.837810484379588e-07,9.064259565150223e-09
1882,3.0015786478543305e-07,1.1314154946262533e-08
1883,3.633619769516372e-07,1.3902545781263598e-08
1884,3.657340243989893e-07,2.0465261485469455e-08
1885,2.4235589535237523e-07,3.86738152613475e-09
1886,3.291266637006629e-07,2.452316216761119e-08
1887,2.9771896947750065e-07,1.566941953967671e-08
1888,3.436613269514055e-07,2.6630582183884144e-08
1889,2.5436455075578124e-07,1.9421923624918236e-08
1890,2.66763521494795e-07,1.5075089621063853e-08
1891,2.7026692350773374e-07,2.2309770031370135e-08
1892,3.1154505109043384e-07,1.4417578242387208e-08
1893,2.900614219925046e-07,2.155445777418663e-08
1894,2.8230897441972047e-07,8.192000855444803e-09
1895,2.900972049246775e-07,1.9259566386153892e-08
1896,2.995690806528728e-07,3.4202766840962795e-08
1897,3.000757544668886e-07,1.631479840114025e-08
1898,2.648110069003451e-07,1.1316709347397591e-08
1899,2.857757976926223e-07,1.326618814800895e-08
1900,2.5799533887038706e-07,1.661137005726232e-08
1901,3.77239871340862e-07,2.1237207548097103e-08
1902,3.2898901736189146e-07,3.1425816615637814e-08
1903,3.16452911874876e-07,1.7820726228023887e-08
1904,3.047412349133083e-07,2.3110889202371254e-08
1905,2.575218900346954e-07,1.1353670004154992e-08
1906,2.9836269277438987e-07,1.0802787109298606e-08
1907,3.0394204486583476e-07,2.9314207949937554e-08
1908,2.622681734010257e-07,1.7189861978295085e-08
1909,2.9540282753259817e-07,2.2003934674330594e-08
1910,2.778958219096239e-07,1.7101282168141552e-08
1911,2.468653690357314e-07,1.3300935464144459e-08
1912,3.089186861870985e-07,1.6670147928721235e-08
1913,2.868917476916977e-07,1.484837142129436e-08
1914,2.913083392286353e-07,1.2723813114234872e-08
1915,3.404640267490322e-07,2.709575319670421e-08
1916,3.8895615261935745e-07,6.592477230782379e-09
1917,4.1672413431115274e-07,1.2063066989753679e-08
1918,3.170239892824611e-07,2.1824114071478107e-08
1919,2.9557193670370907e-07,7.366278698128781e-09
1920,3.263631924710353e-07,8.329454459499175e-09
1921,2.8473530733208463e-07,1.741731914250977e-08
1922,3.0544651963282377e-07,2.1396012073182646e-08
1923,2.887537959850306e-07,3.503262746562541e-08
1924,2.9650735200448253e-07,3.0939897754933554e-08
1925,3.233464269669639e-07,1.5397448649423495e-08
1926,3.031749713500176e-07,1.7833821530643945e-08
1927,2.3078895594608184e-07,7.804457524684949e-09
1928,3.0736052281099546e-07,1.1426041446327417e-08
1929,3.5760703553933126e-07,2.2280811862174232e-08
1930,3.697268482483196e-07,1.575540586884472e-08
1931,3.159283892273379e-07,2.8513390759599133e-08
1932,3.8796758872194914e-07,1.0959536389520963e-08
1933,3.108549435637542e-07,1.1470662641954732e-08
1934,3.079265979977208e-07,2.3963160344919743e-08
1935,3.8896922660569544e-07,2.154291145473053e-08
1936,3.698037858157477e-07,1.9399543305098632e-08
1937,3.5758776562033745e-07,3.1477796369472344e-08
1938,3.046825440833345e-07,1.9447821131279852e-08
1939,3.043516016987269e-07,2.4470480752825097e-08
1940,3.2458021337333776e-07,2.028626333583361e-08
1941,2.538292278586596e-07,5.9030051957620344e-09
1942,2.8521591843855276e-07,3.3376331032286544e-08
1943,3.135494068828848e-07,8.709705845433291e-09
1944,3.116790594503982e-07,9.639558484764166e-09
1945,2.461709698309278e-07,1.5249527862692958e-08
1946,2.53364106583831e-07,3.6194869323935563e-08
1947,2.753721162207512e-07,2.3841742802233057e-08
1948,2.6527405339038523e-07,2.9354097819123126e-08
1949,3.995522490640724e-07,1.0798709482173763e-08
1950,3.413950935282628e-07,9.571825110299415e-09
1951,3.1557749480271013e-07,1.7058242818279723e-08
1952,2.7311043027111737e-07,1.2653764258629963e-08
1953,3.3722079706421937e-07,1.0773827163745864e-08
1954,2.6581298584460455e-07,1.9545073115523337e-08
1955,2.346401970498846e-07,1.595553378308523e-08
1956,2.3372659541109897e-07,1.2209598665435806e-08
1957,3.454499619692797e-07,2.03205861026845e-08
1958,2.531306506625697e-07,3.060729980575161e-08
1959,2.790269206798257e-07,1.3951345856355601e-08
1960,2.401529286544246e-07,2.145458388724819e-08
1961,2.723678562688292e-07,1.111705483225478e-08
1962,2.403601513378817e-07,2.4099433559854333e-08
1963,2.651081842941494e-07,2.7804029301137234e-08
1964,3.0480680379696423e-07,1.764350798794112e-08
1965,2.446003293243848e-07,1.7510538796727815e-08
1966,2.714146489779523e-07,1.38476865529924e-08
1967,2.603217126306845e-07,1.3311906243984595e-08
1968,2.4882444904505974e-07,9.88111459321317e-09
1969,2.6160523702856153e-07,1.3171097990039016e-08
1970,2.667260616817657e-07,1.6555409487750694e-08
1971,2.2352028850036731e-07,1.490135304038631e-08
1972,2.6009846010310866e-07,1.4364410994005539e-08
1973,2.0839910064296419e-07,1.3231689521830958e-08
1974,2.34023787015758e-07,1.1251143128276908e-08
1975,2.3359953615909035e-07,2.9699696924012642e-08
1976,2.1539996453157073e-07,2.285410793945175e-08
1977,2.197916444401926e-07,1.645498848290572e-08
1978,2.3584148323152476e-07,1.841583241457556e-08
1979,2.3232334456224635e-07,2.2237498953359136e-08
1980,2.421874114588718e-07,1.762396628635088e-08
1981,2.2265933807830152e-07,1.707898356073656e-08
1982,2.1291732821282494e-07,2.110550845202397e-08
1983,2.1787840864817554e-07,2.2103606056589342e-08
1984,2.1340350997434143e-07,1.9136727757995686e-08
1985,2.0513053300419415e-07,2.2257564680217e-08
1986,2.457738901284756e-07,1.498621315931814e-08
1987,2.328221171410405e-07,1.4665960890170027e-08
1988,2.2966801793700142e-07,1.6190695006912392e-08
1989,2.480631167145475e-07,1.6464365870660913e-08
1990,2.026898187068582e-07,2.45189291092629e-08
1991,2.127711837829338e-07,1.934283488935762e-08
1992,2.2590771209252125e-07,1.928480486412809e-08
1993,2.3153887696025777e-07,2.049506697687775e-08
1994,2.2101941965502192e-07,2.2154692302933654e-08
1995,1.952082300249458e-07,2.2232049090575856e-08
1996,2.3274081684121484e-07,2.3487604750016544e-08
1997,2.5317044105577224e-07,2.061804593722627e-08
1998,2.159962519954206e-07,1.716526476513991e-08
1999,2.193696531094247e-07,1.7823785114501334e-08
2000,2.2134338450996438e-07,2.4299172451947015e-08
2001,2.225655606480359e-07,1.7086726700199506e-08
2002,2.2037544056274783e-07,2.2782352004924178e-08
2003,1.912617619836965e-07,1.7084383685528337e-08
2004,1.9116794192086672e-07,2.2904915297772277e-08
2005,2.116762374271275e-07,2.522099862289906e-08
2006,2.067180702169935e-07,2.1001238081908014e-08
2007,2.244897530090384e-07,1.8774054311165855e-08
2008,1.9711946208644804e-07,1.7881246705542253e-08
2009,2.3364142975879076e-07,1.907277002999308e-08
2010,1.9650978799745644e-07,2.172944846279279e-08
2011,1.8087386877141398e-07,1.606068167347985e-08
2012,1.9506367721078277e-07,1.3957436095779485e-08
2013,1.656740238331622e-07,1.812931316180766e-08
2014,1.905591773265769e-07,2.0571729208995748e-08
2015,1.877439359532218e-07,1.795426030071212e-08
2016,1.9429170095008885e-07,1.532791671365885e-08
2017,1.433898404457068e-07,2.213737992917686e-08
2018,1.6005093073090393e-07,2.1942467398616827e-08
2019,1.737222703468433e-07,1.989770481714004e-08
