year,sont_VERB allemands_ADJ,sont_VERB salement_ADV
1977,2.703319701424789e-08,5.876781838942691e-10
1978,2.7326720442033547e-08,0.0
1979,3.979342011461995e-08,5.851973350345929e-10
1980,3.4110902658035513e-08,1.1370301367108482e-09
1981,4.7441620409927054e-08,1.8976649140967083e-09
1982,2.669225906970496e-08,1.2415004579935385e-09
1983,1.7682884490000106e-08,6.315316047889041e-10
1984,2.7835241667162336e-08,2.8995041922996734e-09
1985,3.729645892125433e-08,1.2031116103372597e-09
1986,3.3569118207399384e-08,2.997242676272549e-09
1987,4.0331389783432314e-08,6.110816852533674e-10
1988,4.3175187869337606e-08,5.996553809062277e-10
1989,3.237991919036176e-08,0.0
1990,2.8332985735346483e-08,1.6345953479657283e-09
1991,4.9236309251909915e-08,1.1722930404189924e-09
1992,3.7467621893938485e-08,2.2039776670368383e-09
1993,3.932837100428799e-08,1.1078414852150331e-09
1994,5.644171346963489e-08,5.274926606624319e-10
1995,3.416143962153839e-08,1.626735190995987e-09
1996,4.323854674304073e-08,0.0
1997,4.315404966703795e-08,2.3974471297094624e-09
1998,4.577404022487741e-08,9.536258449571733e-10
1999,4.6159032957016066e-08,9.140402323914998e-10
2000,4.550572374473205e-08,1.7672125984802278e-09
2001,3.680217730561708e-08,0.0
2002,4.0745359086713506e-08,1.3143663935011318e-09
2003,3.833568973377055e-08,4.1669229178253886e-10
2004,4.2285994816815275e-08,1.3214374039449694e-09
2005,5.0441994692285164e-08,2.251874686720612e-09
2006,2.84134404893166e-08,2.8825228870488218e-09
2007,3.355362920842708e-08,2.7961355453243186e-09
2008,4.470311765203405e-08,1.7029758714315335e-09
2009,3.9099177229218185e-08,1.907277002999308e-09
2010,3.3066552163063534e-08,6.140930874920514e-09
2011,3.823971894689748e-08,3.059177577924288e-09
2012,4.902123862393637e-08,7.489355802192676e-09
2013,4.93675145207817e-08,6.136075203500013e-09
2014,4.2659269894329555e-08,1.1043770342666903e-08
2015,2.7263876489769245e-08,6.428068743957738e-09
2016,3.0034431830472386e-08,7.45682449121432e-09
2017,2.6917041040519507e-08,6.289028409156572e-09
2018,3.562423894765132e-08,9.809573597863164e-09
2019,3.214244487237394e-08,9.693753355577428e-09
