year,sont_VERB allemands_ADJ,sont_VERB salement_ADV
1800,2.2009151834367913e-08,0.0
1801,2.6193008650921e-08,0.0
1802,8.951360541686881e-09,0.0
1803,1.1702034896643454e-08,0.0
1804,4.449331569844617e-08,0.0
1805,1.9900143755080535e-08,0.0
1806,0.0,0.0
1807,4.555128185756985e-08,0.0
1808,3.3991110370834576e-08,0.0
1809,2.25903047379461e-08,0.0
1810,0.0,0.0
1811,3.760615285841595e-08,0.0
1812,2.6672083208723052e-08,0.0
1813,2.8757416448144113e-09,0.0
1814,6.293354282149721e-09,0.0
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,1.0898113522728181e-08,0.0
1818,2.384235475716423e-09,1.1921177378582115e-09
1819,2.2772310259711048e-08,0.0
1820,1.0679833017945839e-08,1.1866481131050932e-09
1821,4.930744257336528e-09,0.0
1822,7.017931125119503e-09,0.0
1823,9.882686891060644e-10,0.0
1824,5.894778887238772e-09,0.0
1825,2.993850500843109e-08,0.0
1826,1.6735169694470642e-08,0.0
1827,1.8434546111834038e-09,0.0
1828,6.420610709767516e-09,0.0
1829,1.2859763920403111e-08,0.0
1830,1.878630406793036e-08,0.0
1831,2.8064171431196883e-08,0.0
1832,2.3000947924067816e-08,0.0
1833,2.4325620628928846e-08,0.0
1834,8.401078055442213e-09,1.8669061851994684e-09
1835,4.0084366048631637e-08,0.0
1836,2.016225053580456e-08,0.0
1837,5.566312633042969e-09,0.0
1838,3.787297231383491e-08,1.8936485712828244e-09
1839,4.194884994923598e-09,0.0
1840,1.2739377552861697e-08,3.1848443882154243e-09
1841,2.760835826620678e-08,0.0
1842,1.6770663080478698e-08,0.0
1843,2.008349753168659e-08,5.906911071384968e-10
1844,1.6465683927435748e-08,0.0
1845,1.1160455670733427e-08,1.1160455892778032e-09
1846,2.4003455223464698e-08,0.0
1847,1.9954928376364478e-08,0.0
1848,7.24069959545659e-09,0.0
1849,2.4300304213298318e-08,8.379414939696517e-10
1850,9.504594444820214e-09,0.0
1851,1.6123596680017727e-08,0.0
1852,2.8646400807019745e-08,0.0
1853,1.2541057081705276e-08,0.0
1854,6.754363734984281e-09,5.195664454227256e-10
1855,1.5920811335945473e-08,0.0
1856,2.019103817474388e-08,0.0
1857,5.857811125054013e-09,9.763018171682347e-10
1858,1.3702292633865909e-08,9.787352039936081e-10
1859,6.110608019582742e-09,0.0
1860,1.6020143434047895e-08,0.0
1861,2.2165028923382124e-08,4.715963730639317e-10
1862,1.5361153349324752e-08,0.0
1863,1.448440001272644e-08,0.0
1864,1.917891156999474e-08,0.0
1865,1.270848010159753e-08,0.0
1866,2.0435575009969398e-08,4.865612912574591e-10
1867,3.445496155052297e-08,0.0
1868,9.87974857480367e-09,0.0
1869,3.4184632902167778e-09,9.767038289254515e-10
1870,1.834895613228582e-08,1.1468097582678638e-09
1871,3.1863530702835874e-08,3.18635318130589e-09
1872,1.814201766592305e-08,0.0
1873,3.711322626998026e-08,0.0
1874,1.5533982988813477e-08,0.0
1875,2.8607635371713513e-08,0.0
1876,1.5719638923883394e-08,0.0
1877,8.040260901509555e-09,0.0
1878,1.7513357875031943e-08,0.0
1879,1.7717043832021773e-08,0.0
1880,3.337280074511284e-08,0.0
1881,1.324776466304911e-08,6.972507571312292e-10
1882,1.7969540300200038e-08,0.0
1883,2.7173157501891865e-08,6.319338941018771e-10
1884,4.621187787989811e-08,0.0
1885,3.4806431736811305e-08,0.0
1886,3.678474569390744e-08,6.453463874400711e-10
1887,3.264462478114183e-08,0.0
1888,2.6630582183884144e-08,0.0
1889,3.195219677731842e-08,6.265136742733546e-10
1890,2.0974037007182034e-08,1.3108772956016423e-09
1891,1.8485237673893096e-08,0.0
1892,3.886477606407368e-08,0.0
1893,2.52495075958592e-08,0.0
1894,4.7891697274593525e-08,1.2603078580752936e-09
1895,3.430610084897978e-08,0.0
1896,3.479247268067809e-08,0.0
1897,5.4188436848789934e-08,0.0
1898,3.055511588190285e-08,1.13167097914868e-09
1899,4.477338322317337e-08,0.0
1900,5.813979564450733e-08,1.038210628578895e-09
1901,2.514932445629725e-08,0.0
1902,4.17374117489544e-08,0.0
1903,5.238213596214791e-08,5.400220270956879e-10
1904,3.6009989656804464e-08,1.6123875568041512e-09
1905,3.664138792380811e-08,0.0
1906,2.9321851613417493e-08,0.0
1907,3.0342776013991823e-08,0.0
1908,5.402527847309102e-08,0.0
1909,4.5658164971040804e-08,0.0
1910,4.3287620377086e-08,1.068830135508847e-09
1911,3.724261943283125e-08,0.0
1912,3.542406606937831e-08,0.0
1913,4.454511348672696e-08,0.0
1914,6.830678556113412e-08,0.0
1915,2.0145102608282173e-07,0.0
1916,2.0436679903923505e-07,1.0987462051303964e-09
1917,1.403702385438521e-07,2.1932848870420685e-09
1918,1.0912057302192579e-07,0.0
1919,1.1417731748952775e-07,9.207848372660976e-10
1920,6.284952291935042e-08,0.0
1921,7.951384506377224e-08,0.0
1922,4.869437475463201e-08,0.0
1923,4.0340603302269074e-08,0.0
1924,2.4494086758863887e-08,0.0
1925,2.969508017258704e-08,0.0
1926,3.009457216762712e-08,0.0
1927,3.1217830098739796e-08,0.0
1928,2.170947865920425e-08,1.1426041224282812e-09
1929,3.4535258208734376e-08,0.0
1930,5.461873797685257e-08,1.0503603542488804e-09
1931,2.2810714206400462e-08,0.0
1932,5.2605774847336306e-08,0.0
1933,3.900024991843054e-08,1.1470662197865522e-09
1934,5.870974462141021e-08,1.1981580172459871e-09
1935,2.752705441366743e-08,0.0
1936,2.9099314957647948e-08,0.0
1937,2.5182236629284205e-08,1.2591118148108649e-09
1938,2.7226949583791793e-08,1.2965214457594243e-09
1939,4.5882153187903896e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,2.9515025090631752e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,2.322588166236983e-08,0.0
1944,7.390328349288211e-08,0.0
1945,4.357008265287732e-08,0.0
1946,3.48027615615365e-08,0.0
1947,3.3378440233988727e-08,1.1920870957027319e-09
1948,2.5005341797168512e-08,0.0
1949,2.6505922789965553e-08,0.0
1950,4.679559140186029e-08,2.1270722960764488e-09
1951,2.0256663901818683e-08,2.1322803522849654e-09
1952,1.7926166662185494e-08,0.0
1953,3.3398865895151175e-08,0.0
1954,2.247683283940205e-08,0.0
1955,1.8771215692936494e-08,4.6928039232341234e-09
1956,2.0930739808022736e-08,8.72114158667614e-10
1957,3.799066305987253e-08,0.0
1958,1.4890038535497752e-08,1.6544486891589827e-09
1959,2.4802393028267034e-08,7.750747821333448e-10
1960,3.460416664324839e-08,1.3841666701708277e-09
1961,2.223410966450956e-08,1.181187059273725e-08
1962,2.7904608401740916e-08,2.5367825617905737e-09
1963,2.0691370394843034e-08,6.466053248388448e-10
1964,3.711220841751128e-08,2.4335873316516654e-09
1965,1.9699356812452606e-08,2.188817349590977e-09
1966,3.600398557068729e-08,1.6617224263271169e-09
1967,3.056808139945133e-08,4.930335584241163e-10
1968,3.458390196442451e-08,1.3474247273492779e-09
1969,3.451735963722058e-08,1.3625273131978588e-09
1970,1.6555409487750694e-08,1.3796175313274261e-09
1971,3.699646100585596e-08,0.0
1972,3.4884998001416534e-08,5.130146862875051e-10
1973,4.2451670623222526e-08,5.513203782392395e-10
1974,2.193973003272731e-08,5.625571675160757e-10
1975,3.084199207137317e-08,5.711480177694739e-10
1976,3.542386806110187e-08,1.7140580066410394e-09
