year,battant_VERB en_ADP,battant_VERB sans_ADP
1881,1.4014740173928786e-07,8.367009307619355e-09
1882,1.1181046799535466e-07,9.983077475794744e-09
1883,1.251229175824875e-07,9.479008689083912e-09
1884,1.3401444931560036e-07,2.3766109968903493e-08
1885,1.2891271877757404e-07,1.8692343672910283e-08
1886,1.6520867118785532e-07,1.871504551331782e-08
1887,1.834627801899913e-07,1.697520346510828e-08
1888,1.5851536261379806e-07,1.014498351992188e-08
1889,1.4660419339618258e-07,1.1277245803853475e-08
1890,1.677922878418059e-07,1.7696844212267138e-08
1891,1.6063034402602483e-07,9.561330394092238e-09
1892,1.3539986021271488e-07,6.2685125978845235e-09
1893,1.367168493970894e-07,9.853466487186324e-09
1894,1.8589540218272305e-07,1.3233232287745977e-08
1895,1.6370632116569084e-07,1.0833506536300774e-08
1896,1.480154303568071e-07,7.076434549446731e-09
1897,1.4508516277267347e-07,7.574727511894253e-09
1898,1.1486460682608168e-07,2.8291773368493978e-09
1899,1.4371704182281064e-07,7.185851913504848e-09
1900,1.515787535488755e-07,1.8168686111152965e-08
1901,1.0618603973888696e-07,4.470991132876634e-09
1902,1.7578816202679093e-07,7.365425880312415e-09
1903,1.306853365523608e-07,1.0260418292773466e-08
1904,1.236163820195202e-07,5.374625189347171e-09
1905,1.2282606398628104e-07,9.28936660926638e-09
1906,1.430083322873088e-07,1.4403716441790948e-08
1907,1.3114251196100213e-07,6.685696440911215e-09
1908,1.193467558113781e-07,3.929111258571538e-09
1909,1.0836937569536076e-07,8.801573692096554e-09
1910,1.2665637338926672e-07,5.34415089958884e-09
1911,1.0321526033862938e-07,1.3300935464144459e-08
1912,1.0470936717688062e-07,1.5628263128064646e-08
1913,1.108324880760847e-07,7.42418571064718e-09
1914,1.5737347985878003e-07,7.366418253162976e-09
1915,3.4164209861131667e-07,1.5314990164938536e-08
1916,3.505000263359648e-07,7.69122365795738e-09
1917,2.0836207070829005e-07,7.676496771580332e-09
1918,2.159438761140109e-07,2.6418664589300533e-08
1919,1.482463558577507e-07,1.8415697411455767e-08
1920,1.219129308616118e-07,1.1358347151713133e-08
1921,1.8174594407227573e-07,1.5902768879527684e-08
1922,1.3575400803489401e-07,8.853522359686394e-09
1923,1.1040586089805515e-07,1.8047112249064412e-08
1924,9.668718048416736e-08,5.156649773851996e-09
1925,9.128487477028102e-08,1.7597084678300234e-08
1926,1.270659730767676e-07,8.916910765321973e-09
1927,1.1929670606924958e-07,1.3379070296082318e-08
1928,1.0626218649445462e-07,6.8556245125250825e-09
1929,1.3145679078618855e-07,6.684243825105796e-09
1930,1.4389936442427143e-07,9.453243521306831e-09
1931,1.0835089003791154e-07,5.7026783295555106e-09
1932,1.0301964104009187e-07,1.2055489939655217e-08
1933,1.1011836020813348e-07,1.0323596200123575e-08
1934,8.74655370353139e-08,8.38710612072191e-09
1935,7.899067533401194e-08,1.0771455727365264e-08
1936,1.2488455602976956e-07,2.424942913137329e-09
1937,1.1709739800025432e-07,2.5182236296217297e-09
1938,1.400243145877056e-07,6.482607339819424e-09
1939,1.0705835418178822e-07,1.2235240376412548e-08
1940,1.0396709937410265e-07,5.0715658339584024e-09
1941,1.5052663870918082e-07,0.0
1942,1.2440268903901597e-07,6.068423541449874e-09
1943,1.422585294008627e-07,8.709705845433291e-09
1944,1.0924832949399388e-07,1.6065930807940276e-08
1945,1.3942425569624106e-07,8.714016175304096e-09
1946,1.197214967163518e-07,6.960552134671616e-09
1947,1.3828210931876583e-07,1.907339353124371e-08
1948,9.567261027854101e-08,1.4133454406817236e-08
1949,1.0798709204618007e-07,1.9634016634739737e-09
1950,8.18922800682742e-08,1.701657836861159e-08
1951,8.848963362062534e-08,1.2793681891665187e-08
1952,7.381363020808607e-08,9.490323193972472e-09
1953,9.265491796028869e-08,8.619061908632375e-09
1954,1.0065711908424646e-07,7.818028890937967e-09
1955,9.385607890877168e-08,6.569925492527773e-09
1956,1.2384021008671198e-07,1.0465369904011368e-08
1957,7.598132478747743e-08,4.417518795207798e-09
1958,8.768578330098364e-08,1.8198935691771112e-08
1959,1.1936151445013365e-07,7.750747599288843e-09
1960,1.0381249992974517e-07,6.2287499602575735e-09
1961,1.1742389371960371e-07,1.181187059273725e-08
1962,1.2874171551047198e-07,1.966006452081004e-08
1963,1.0216364421111734e-07,1.2285501505004959e-08
1964,1.0342746126212887e-07,7.909158661334459e-09
1965,1.056104381724765e-07,1.641613067704384e-08
1966,8.585565680618856e-08,1.163205709531212e-08
1967,9.17042402015511e-08,1.2325838516513699e-08
1968,1.0420085061468853e-07,1.1677681044375277e-08
1969,1.0854801035797834e-07,1.3625273354023193e-08
1970,9.42738594966741e-08,9.657322941336588e-09
1971,9.2491156955532e-08,8.735275836002643e-09
1972,8.77255144082767e-08,8.208234980600082e-09
1973,1.262523707801222e-07,7.718485406371656e-09
1974,1.0238540726348333e-07,7.875800511758513e-09
1975,8.967024189843187e-08,1.028066431985053e-08
1976,8.398884743243684e-08,1.0284348483935446e-08
1977,8.580101751309854e-08,9.990529292736028e-09
1978,9.029698944118536e-08,1.3663360221016774e-08
1979,1.0767630698182984e-07,1.345953837272873e-08
1980,9.437350279029033e-08,1.1370301200575028e-08
1981,1.1765521978901461e-07,8.223214109648325e-09
1982,1.0738978994950799e-07,8.069752865935698e-09
1983,8.967748765797978e-08,7.57837881337764e-09
1984,1.0786156146025405e-07,9.278413592994639e-09
1985,1.1610027161879088e-07,1.3835783185811579e-08
1986,1.0670184069638822e-07,7.193382389747427e-09
1987,1.2649390646046754e-07,1.099947066762752e-08
1988,9.534520684084669e-08,8.994830658082265e-09
1989,9.165164005509041e-08,9.329808037250586e-09
1990,1.2259464909902817e-07,4.90378582185258e-09
1991,1.1136783939491579e-07,1.1136783939491579e-08
1992,9.477104301325312e-08,1.2672871640972971e-08
1993,9.804397160806388e-08,9.970573700002205e-09
1994,1.2185080233706458e-07,8.439882570598911e-09
1995,1.051955482722633e-07,1.5182862966867106e-08
1996,1.072956532510716e-07,1.5480466686312866e-08
1997,1.0596716570887565e-07,6.7128524960935465e-09
1998,1.130046656250272e-07,1.1920323395031573e-08
1999,9.140402656981905e-08,1.5081663917726473e-08
2000,1.0338193900949477e-07,7.95245647111642e-09
2001,9.5948538003654e-08,5.257454027685071e-09
2002,1.0076809253689589e-07,8.762443215459825e-09
2003,1.0875668454701781e-07,5.000307723435071e-09
2004,1.255365535968167e-07,1.5857249208162116e-08
2005,1.1439523994738465e-07,1.3961623968050674e-08
2006,1.1447733871960963e-07,1.3589036729211301e-08
2007,1.2582610064981736e-07,1.5977917655618512e-08
2008,1.3155488076677102e-07,1.3623806971452268e-08
2009,1.3398621234728125e-07,1.7165493915172192e-08
2010,1.6911178679634986e-07,1.558851697724961e-08
2011,1.900514128294617e-07,1.7972668686638826e-08
2012,2.2944663413682065e-07,2.6893596682953103e-08
2013,2.499056055427218e-07,3.095928846619245e-08
2014,2.5140818848967683e-07,2.9233509349357867e-08
2015,2.5867436281856726e-07,2.748553420972577e-08
2016,2.524963385042156e-07,2.5891750965456595e-08
2017,2.495486475240227e-07,2.4652990759932436e-08
2018,2.731191734994809e-07,3.484980126700066e-08
2019,2.380071526530969e-07,3.214244487237394e-08
