year,grand_ADJ avant_NOUN,grand_ADJ savant_NOUN
1910,4.809735609789811e-09,6.065611160011031e-07
1911,5.320374252271165e-09,7.060136226755276e-07
1912,1.3023552680735406e-08,7.298399395949673e-07
1913,5.302989602995467e-09,7.758274023217382e-07
1914,8.705766774141921e-09,7.868673606026277e-07
1915,5.890381071793627e-09,7.233387577798567e-07
1916,4.394984820521586e-09,6.25186601155292e-07
1917,5.483212217605171e-09,7.698429840274912e-07
1918,8.040463406189247e-09,6.202643021424592e-07
1919,7.366278698128781e-09,8.425181476923171e-07
1920,6.815008557481406e-09,8.200726711038442e-07
1921,1.1359120755116692e-08,8.791959658083215e-07
1922,7.377935595798135e-09,9.982346682591015e-07
1923,2.1231896241147297e-09,1.0159462817682652e-06
1924,5.156649773851996e-09,8.766304517848766e-07
1925,1.0998178368026856e-08,8.380611689062789e-07
1926,7.802296586589819e-09,9.139833423432719e-07
1927,6.689534814974252e-09,9.521438073534227e-07
1928,5.713020723163709e-09,9.346501883555902e-07
1929,4.4561625500705304e-09,9.224256700690603e-07
1930,1.1553964007759987e-08,9.306192509939137e-07
1931,9.124285327288817e-09,1.0036714002126246e-06
1932,0.0,9.458079830437782e-07
1933,5.735331320977366e-09,1.0174477438340546e-06
1934,2.3963160344919743e-09,9.884803375825868e-07
1935,1.196828414151696e-09,1.0185009386987076e-06
1936,7.274828739411987e-09,1.114261294787866e-06
1937,7.554670666820584e-09,1.0463219268785906e-06
1938,1.2965214457594243e-09,1.1383458513591904e-06
1939,0.0,9.32937098241382e-07
1940,5.0715658339584024e-09,1.03713523458282e-06
1941,2.9515025978810172e-09,9.2677180418832e-07
1942,1.2136847082899749e-08,8.131687536661047e-07
1943,1.161294105322952e-08,7.867767521929636e-07
1944,1.927911696952833e-08,1.0250064406136516e-06
1945,1.742803235060819e-08,1.0151828746529645e-06
1946,1.6705325123211878e-08,8.756374541007972e-07
1947,7.152522796260996e-09,9.298279337599524e-07
1948,6.523132700664291e-09,8.969307714323804e-07
1949,9.817008317369869e-10,8.16775070688891e-07
1950,1.0635361480382244e-09,8.710360930308525e-07
1951,5.330700769690111e-09,7.6655476277665e-07
1952,2.1089607837865287e-09,7.465721409971593e-07
1953,6.464296320451979e-09,7.972632261044055e-07
1954,4.886268278880834e-09,8.345745641236135e-07
1955,1.220129064449793e-08,7.508486419283145e-07
1956,4.36057079333807e-09,7.657162086616154e-07
1957,8.835037701437898e-10,7.854348496039165e-07
1958,2.4816730892496253e-09,7.461563313881925e-07
1959,3.100299128533379e-09,6.316859639809991e-07
1960,4.152500121534786e-09,5.848104365213658e-07
1961,2.08444772553662e-09,6.781403385502927e-07
1962,1.9025869768540815e-09,6.487821337941568e-07
1963,5.819448034571906e-09,6.16214890669653e-07
1964,7.300761772910391e-09,6.120471880421974e-07
1965,4.377634699181954e-09,5.898862696085416e-07
1966,3.3234448526542337e-09,5.638777906824544e-07
1967,4.437302025817047e-09,5.181782967156323e-07
1968,1.7965663401398047e-09,5.254956363387464e-07
1969,3.6334061315201893e-09,4.682552230406145e-07
1970,5.518470042042978e-09,5.109183689455676e-07
1971,4.1107179882260425e-09,4.454990687463578e-07
1972,1.0260293947794707e-08,4.4478372274170397e-07
1973,6.064523994098181e-09,4.5759591671412636e-07
1974,2.812785782069227e-09,4.134795119625778e-07
1975,4.569184142155791e-09,3.752442410132062e-07
1976,1.142705374768127e-09,4.2051559034916863e-07
1977,4.11374712072643e-09,3.943320621146995e-07
1978,5.346532216954358e-09,3.6059390140508185e-07
1979,2.3407893401383717e-09,3.897414160292101e-07
1980,7.95921106799824e-09,3.4736271459223644e-07
1981,3.795329828193417e-09,3.5106799600725935e-07
1982,1.8622506869903077e-09,3.724501311808126e-07
1983,5.052252838311233e-09,3.561838184396038e-07
1984,4.059305780401701e-09,3.6765715094588813e-07
1985,8.421781494405423e-09,3.904097241047566e-07
1986,7.1933827783254856e-09,3.836470625628863e-07
1987,7.332980445085013e-09,3.9109227145672776e-07
1988,5.9965538645734284e-09,4.263549726601923e-07
1989,5.4881220679092735e-09,3.858149852931092e-07
1990,9.262706657242603e-09,3.901234038039547e-07
1991,1.0550637363770932e-08,3.7396148400148377e-07
1992,4.958949750832886e-09,3.614523507167178e-07
1993,9.416652346772025e-09,3.550632072801818e-07
1994,5.802419433820205e-09,3.597500040086743e-07
1995,2.7112254663563817e-09,3.7414909570543387e-07
1996,3.736664533349199e-09,3.3790124120969267e-07
1997,6.712852163026639e-09,3.773581909172208e-07
1998,4.29131630230728e-09,3.890793323080288e-07
1999,1.0054442389773044e-08,3.6333099728835805e-07
2000,5.3016377954406835e-09,3.2693432672203926e-07
2001,4.8193329327261836e-09,3.167616000609996e-07
2002,6.5718323005725665e-09,3.4261151427017467e-07
2003,7.083768960303161e-09,3.1710283110442106e-07
2004,4.404791253964646e-10,3.52823775529032e-07
2005,3.602999676388663e-09,3.4543759852567746e-07
2006,3.2943118788431036e-09,3.529031573634711e-07
2007,3.994479413904628e-09,3.231533867165126e-07
2008,1.0217855089811323e-08,3.2399117344539263e-07
2009,5.245011536203492e-09,2.913365619860997e-07
2010,6.140930985942816e-09,2.94292306080024e-07
2011,7.2655467198146084e-09,2.508525653865945e-07
2012,4.085103366691101e-09,2.464678914293472e-07
2013,5.8571623662295735e-09,2.4795320996418013e-07
2014,4.114345752981308e-09,2.752280749973579e-07
2015,8.201329060320006e-09,2.790668531815754e-07
2016,4.349814120008233e-09,3.206434371350042e-07
2017,6.28902854793445e-09,2.0753793705807766e-07
2018,1.1358453733123497e-08,2.3000868054623425e-07
2019,1.020395146156261e-08,2.1632375535318715e-07
