year,mettant_VERB en_ADP,mettant_VERB sans_ADP
1894,3.1577013004380206e-06,4.7261544011689693e-08
1895,2.981621584297045e-06,4.273216425154658e-08
1896,3.1790883419091642e-06,3.066455134259627e-08
1897,3.1901256960509272e-06,1.3984112534615178e-08
1898,3.329941936414116e-06,3.508180057565369e-08
1899,3.398907892915304e-06,2.1557555740514545e-08
1900,3.537183573598668e-06,1.142031713641245e-08
1901,3.5209055120333232e-06,2.179608138419553e-08
1902,4.017103069742234e-06,4.075535509073802e-08
1903,3.4604611656163797e-06,1.6200660368781428e-08
1904,3.2736841788505444e-06,1.0211787859759625e-08
1905,3.4319048047848355e-06,1.3417973954155116e-08
1906,3.4671802993102574e-06,2.3148829852992492e-08
1907,3.3860480606051624e-06,3.085705913008496e-08
1908,3.4969091018410836e-06,2.0136695200179133e-08
1909,3.370452709816618e-06,2.1453836041018803e-08
1910,3.6382976702498127e-06,3.634022505139001e-08
1911,3.6343475819933246e-06,2.6601869929088195e-08
1912,3.7065032110206175e-06,3.542406606937831e-08
1913,3.805425375702498e-06,2.6514948014977335e-08
1914,3.77495437220432e-06,3.3483718908655646e-08
1915,3.470612458755795e-06,2.473960036830647e-08
1916,3.8082544477902047e-06,2.966614687238689e-08
1917,3.6463361325900223e-06,2.4126133979507358e-08
1918,3.854827774318892e-06,3.101321510712296e-08
1919,4.04777002671608e-06,3.222746869369075e-08
1920,3.834578123473875e-06,3.104614876292544e-08
1921,3.88633397818694e-06,1.5902770267306465e-08
1922,3.7612715857449075e-06,2.8036154453570106e-08
1923,3.569081812315744e-06,2.866306036963806e-08
1924,3.844282311149527e-06,1.4180787100137593e-08
1925,3.762476772806167e-06,1.6497267552040284e-08
1926,3.668194107575573e-06,2.229227646921572e-08
1927,3.525384926206243e-06,2.1183527820767267e-08
1928,3.68375565074075e-06,1.3711249025050165e-08
1929,3.637342590678827e-06,1.782465064437133e-08
1930,3.94200221620622e-06,1.2604324695075775e-08
1931,4.126457909592318e-06,1.3686427990933225e-08
1932,3.810630907707946e-06,1.534335103414719e-08
1933,4.156968167023933e-06,1.2617728861741284e-08
1934,4.049774091186009e-06,1.1981580172459871e-08
1935,4.243953739546669e-06,1.0771455727365264e-08
1936,4.305486271505288e-06,2.3036957674804626e-08
1937,4.595758305470099e-06,2.89595720737168e-08
1938,4.41206247359105e-06,3.241303536682949e-08
1939,4.366451342718847e-06,1.3764645423464117e-08
1940,4.384368864407406e-06,1.5214697057785997e-08
1941,4.055364705379816e-06,2.066051862925633e-08
1942,4.184178017396789e-06,4.2478965012193726e-08
1943,4.363562332798665e-06,4.3548528783077245e-08
1944,4.723383618454591e-06,2.5705489292704442e-08
1945,4.404935040724922e-06,2.832055301382752e-08
1946,4.593964291643715e-06,2.0881657292193267e-08
1947,4.618145410972829e-06,1.3112957830685446e-08
1948,4.821682416888962e-06,2.3918153901902883e-08
1949,5.546609614270892e-06,2.1597417965146803e-08
1950,5.011382313568902e-06,1.2762433776458693e-08
1951,5.046041422929193e-06,2.5587364338441887e-08
1952,5.201751790195885e-06,1.6871685715180718e-08
1953,5.43431873722966e-06,2.154765532669245e-08
1954,5.551777718437734e-06,2.149957989416862e-08
1955,5.728974940666376e-06,1.407841132561316e-08
1956,5.355653101446478e-06,1.8314396443841474e-08
1957,5.7816484755335296e-06,2.827212136624624e-08
1958,5.754999847340514e-06,2.3162282314359572e-08
1959,5.50148094191627e-06,1.8601795659378695e-08
1960,5.821805004302405e-06,2.0070416439921246e-08
1961,5.7676671545436875e-06,1.528595028332802e-08
1962,5.820647515974997e-06,1.9025868880362395e-08
1963,5.9261378879682525e-06,2.3277791694198413e-08
1964,5.81201477700688e-06,2.494427059351878e-08
1965,5.729776539453724e-06,1.8057743078614408e-08
1966,6.0575323317380025e-06,2.1602392319408636e-08
1967,5.747785401410965e-06,2.5144711424118782e-08
1968,6.075987585063558e-06,2.6499354238707085e-08
1969,5.909735335762889e-06,2.906725016238454e-08
1970,6.174248056822762e-06,2.851209446319558e-08
1971,6.217974615196908e-06,1.2845993713206383e-08
1972,6.709205990773626e-06,2.3598675902292143e-08
1973,6.874965293945934e-06,1.764225276978948e-08
1974,7.136600245871705e-06,2.812785832029263e-08
1975,7.035972444668914e-06,2.341706784037001e-08
1976,7.483577462608082e-06,2.3425460682346966e-08
1977,7.4423563347636446e-06,1.116588582705802e-08
1978,7.441184891376906e-06,1.128712323605896e-08
1979,7.693589211044127e-06,1.580032815695631e-08
1980,8.038803130716587e-06,1.0801786132219604e-08
1981,8.364274378891423e-06,2.150686839730298e-08
1982,8.541522916516442e-06,1.924325765401136e-08
1983,8.691769821211892e-06,2.3998201426067567e-08
1984,8.608628348838465e-06,2.0296529790186923e-08
1985,8.901822710072338e-06,1.8046674932215012e-08
1986,9.103824851308673e-06,2.517683839187157e-08
1987,8.96823483742537e-06,1.772136820621384e-08
1988,9.155538108984729e-06,1.139345240375178e-08
1989,8.868805451811568e-06,1.8110803523541108e-08
1990,9.413089685494924e-06,2.016000799631712e-08
1991,9.863673284371544e-06,1.6998249918742658e-08
1992,9.525040212565727e-06,1.9835799447420754e-08
1993,9.799412168831623e-06,1.4955859939380645e-08
1994,1.002605331734685e-05,1.3714808788645172e-08
1995,1.0437133241225638e-05,1.6267353131205198e-08
1996,1.1201986680475784e-05,1.2811421035152648e-08
1997,1.160700107050161e-05,2.4453961633419397e-08
1998,1.1456861045644473e-05,2.3363832868383838e-08
1999,1.155895277804575e-05,2.0565904534919355e-08
2000,1.1914989158867684e-05,2.341556659679611e-08
2001,1.2358084376273837e-05,1.5334240544007116e-08
2002,1.261397468965697e-05,1.708676344858162e-08
2003,1.3248731548287651e-05,2.541822929913451e-08
2004,1.3342553643269639e-05,2.2904915297772277e-08
2005,1.349008110196337e-05,1.80149977158095e-08
2006,1.3668100052655063e-05,1.8942294399693083e-08
2007,1.2972471168382071e-05,2.5165221018141892e-08
2008,1.3137607567159648e-05,1.8732734474724566e-08
2009,1.2654306431159057e-05,2.5748239318446053e-08
2010,1.2417907015560559e-05,2.881513677666092e-08
2011,1.1123551999503434e-05,1.911985941793759e-08
2012,1.0009184009618366e-05,2.042551583425478e-08
2013,9.670733675193333e-06,2.7612338526772362e-08
2014,8.419683553029245e-06,2.4469530623960623e-08
2015,8.665479469982529e-06,2.3717356634200826e-08
2016,8.122552451084175e-06,2.89987599488839e-08
2017,9.27732335753717e-06,2.037645252528364e-08
2018,8.910190373967453e-06,2.3233200696637368e-08
2019,8.397341872523612e-06,3.010165494643502e-08
