year,parlant_VERB en_ADP,parlant_VERB sans_ADP
1908,2.1560998142433618e-07,6.875944791318034e-08
1909,2.0793717148137603e-07,6.766209992292715e-08
1910,2.1323161547570635e-07,7.321486084066464e-08
1911,2.027062562248716e-07,5.1607629170113967e-08
1912,2.458846761754785e-07,5.730363505929148e-08
1913,2.449981213459296e-07,6.999946422503456e-08
1914,2.5715496398959203e-07,7.165516030527286e-08
1915,2.8745059310608667e-07,3.887651445211304e-08
1916,2.8457527534442306e-07,3.2962386153911893e-08
1917,3.081565118634444e-07,7.457168837987638e-08
1918,3.078348722596047e-07,5.972916028440522e-08
1919,2.3848327401765346e-07,6.997964874244644e-08
1920,3.104615053928228e-07,6.057785384427916e-08
1921,2.6580342726845174e-07,4.4679211053111345e-08
1922,3.5340310589049295e-07,7.525494427618185e-08
1923,2.9087699182639426e-07,6.900366145146108e-08
1924,2.8361573356505687e-07,6.574728650399209e-08
1925,2.5955699456403636e-07,5.27912540349007e-08
1926,2.897995940998044e-07,8.359604075636184e-08
1927,3.9133778528821495e-07,7.692965475758484e-08
1928,2.5251551605265377e-07,5.9415414366270625e-08
1929,7.753722677250607e-07,7.241264343704756e-08
1930,2.2057566795297134e-07,6.197125768103717e-08
1931,2.794312408127553e-07,6.957267295604197e-08
1932,2.707005535285134e-07,5.4797684612140074e-08
1933,2.615310989995123e-07,4.244144946596862e-08
1934,2.5400949965614927e-07,4.553000643170435e-08
1935,2.2261007970314495e-07,7.659702028206539e-08
1936,2.3643194069222773e-07,4.9711328387047615e-08
1937,2.732272648131584e-07,5.666003133342201e-08
1938,2.4374602602961204e-07,6.352955050914488e-08
1939,2.4470480752825097e-07,4.7411558234955464e-08
1940,2.510425112234316e-07,4.3108308034334186e-08
1941,2.508777274812246e-07,4.7224041566096275e-08
1942,2.548737878527163e-07,6.37184480734021e-08
1943,2.206458766806918e-07,3.774205836748479e-08
1944,1.9921753491303207e-07,3.534504777746861e-08
1945,2.692631049683314e-06,8.060465139791972e-08
1946,3.0626430103097846e-07,7.238974131240639e-08
1947,3.433210977732415e-07,6.318061696042321e-08
1948,2.9571535620220857e-07,4.348755111571734e-08
1949,2.4051670699520855e-07,6.970075672185772e-08
1950,3.0948902107752474e-07,5.955802406809596e-08
1951,2.995853840559448e-07,7.249753353200106e-08
1952,3.079082802059929e-07,5.588746065932071e-08
1953,2.4456588221255515e-07,2.8011951092032916e-08
1954,2.706992461298796e-07,8.697557274395251e-08
1955,2.853224785326347e-07,5.63136479669879e-08
1956,2.6076213188730435e-07,5.319896345667985e-08
1957,2.3059448395201798e-07,5.5660736131279975e-08
1958,2.614028851155581e-07,5.2942357608998236e-08
1959,2.9065305540143527e-07,5.7355532989689095e-08
1960,2.844462585471774e-07,6.920833572898744e-08
1961,2.8209527513922694e-07,4.794230035187752e-08
1962,2.752409145045931e-07,7.229830245591984e-08
1963,2.761004687101831e-07,7.11265841779607e-08
1964,2.9689766734009027e-07,5.5972508183899095e-08
1965,2.8782949001993074e-07,7.496699172548915e-08
1966,3.151733487527508e-07,5.816028414429297e-08
1967,2.6180082102200686e-07,6.113616191072424e-08
1968,2.6140039999233977e-07,7.725235540156916e-08
1969,2.765930524617488e-07,5.768032262931655e-08
1970,2.4327254877221094e-07,6.57617697241708e-08
1971,3.0059626254796967e-07,5.4467012566838946e-08
1972,2.559943332869352e-07,5.28405137423249e-08
1973,2.2163079904657934e-07,4.85161943952761e-08
1974,2.2221007611733512e-07,5.850594453349345e-08
1975,2.296015075842206e-07,5.311676476438265e-08
1976,2.3539731053290325e-07,5.656391577346653e-08
1977,2.1685325179987558e-07,4.5251221436615197e-08
1978,2.3465336163042139e-07,5.821779569537e-08
1979,2.697759793335308e-07,5.910493161565e-08
1980,2.450299980694126e-07,5.628299248883195e-08
1981,2.4859410174826735e-07,5.503228234227109e-08
1982,2.51403839968134e-07,4.7797769187063466e-08
1983,2.1156308172010085e-07,5.746937747908021e-08
1984,2.499372637743136e-07,6.436899369077764e-08
1985,2.1836475383452125e-07,7.338980489990377e-08
1986,1.9841746556892303e-07,5.51492669309539e-08
1987,2.1998940624712304e-07,6.233033078562045e-08
1988,1.9368868997560185e-07,8.754968616742076e-08
1989,1.9812120832796154e-07,5.762528199060313e-08
1990,1.9942062756683754e-07,5.884543030632017e-08
1991,2.1863265153854172e-07,4.923630625430775e-08
1992,2.2425472323561735e-07,5.1793475286388e-08
1993,1.9442617471554513e-07,5.5945993837624997e-08
1994,1.8989736005892155e-07,3.6396993641218955e-08
1995,2.000884329333985e-07,4.771756678678685e-08
1996,1.8523180056462252e-07,5.4448541231266745e-08
1997,2.4118318897592417e-07,6.041567091052968e-08
1998,2.441282127563227e-07,5.149579473950894e-08
1999,1.8463613038477433e-07,4.341691228759714e-08
2000,1.873245327743689e-07,5.4341788291445425e-08
2001,2.133650154334532e-07,4.950769416645073e-08
2002,2.4797713216173634e-07,5.7394003105670777e-08
2003,2.2043021985496125e-07,4.2919305276445385e-08
2004,2.413825601621511e-07,6.827426379807378e-08
2005,2.432024750476103e-07,5.359462118548208e-08
2006,1.9889407631978884e-07,5.188541329914642e-08
2007,2.2249251330208608e-07,6.910449323882517e-08
2008,1.928620250168933e-07,5.960415450090295e-08
2009,2.2362823237642715e-07,7.152288628020642e-08
2010,1.9320313437987124e-07,6.377120520539847e-08
2011,1.747555229414388e-07,7.724423189969798e-08
2012,1.923402841441657e-07,7.2851005894492e-08
2013,2.0053808569286957e-07,9.510916676447323e-08
2014,2.232574027871692e-07,9.76615754932908e-08
2015,2.00821734352985e-07,8.73330685546847e-08
2016,2.0299132064138803e-07,9.031042425000635e-08
2017,1.798662037089116e-07,6.188403803286668e-08
2018,1.9593332822864795e-07,8.389766725791503e-08
2019,2.2295633517188662e-07,7.117255496069674e-08
