year,envoyant_VERB en_ADP,envoyant_VERB cent_DET
1800,4.087413785214267e-08,0.0
1801,4.524246932646747e-08,0.0
1802,6.042168365638645e-08,0.0
1803,1.5602713787643552e-08,0.0
1804,6.673997887673977e-08,0.0
1805,8.24434565060983e-08,0.0
1806,1.152667650217154e-08,0.0
1807,8.256169792275614e-08,0.0
1808,9.744118134591417e-08,0.0
1809,6.777091243748146e-08,0.0
1810,4.44624070894406e-08,0.0
1811,1.504246114336638e-07,0.0
1812,5.067695596494559e-08,0.0
1813,6.039057609541487e-08,0.0
1814,7.552024783308298e-08,0.0
1815,1.1867783911156948e-07,0.0
1816,6.257530316133852e-08,0.0
1817,3.7364962679475866e-08,0.0
1818,7.74876554032744e-08,1.1921177378582115e-09
1819,9.522965882524659e-08,0.0
1820,7.475883023744245e-08,0.0
1821,9.2697987952306e-08,0.0
1822,1.0727409005539812e-07,0.0
1823,1.096978223813494e-07,0.0
1824,1.3221146843989118e-07,5.052667617633233e-09
1825,9.245714949202011e-08,8.805443041381977e-10
1826,1.0129181760021311e-07,0.0
1827,1.2996355280847638e-07,0.0
1828,7.154395120778645e-08,0.0
1829,9.173298565201549e-08,0.0
1830,8.140732177253085e-08,0.0
1831,4.365537620287796e-08,0.0
1832,6.3590853471851e-08,0.0
1833,5.79181431703546e-08,0.0
1834,7.000897994657862e-08,0.0
1835,6.731148260996633e-08,0.0
1836,1.3038255319841596e-07,0.0
1837,1.1271783506572319e-07,0.0
1838,1.3508027052466787e-07,0.0
1839,1.3843120427736721e-07,0.0
1840,8.025807574085775e-08,0.0
1841,8.025685360735224e-08,0.0
1842,8.921992211696761e-08,0.0
1843,6.025049370528279e-08,5.906911071384968e-10
1844,8.507269910751347e-08,5.488561272137815e-10
1845,7.644912614068744e-08,0.0
1846,4.9177810268474786e-08,0.0
1847,7.065123242000482e-08,0.0
1848,1.0619692858426788e-07,0.0
1849,8.798385664476882e-08,0.0
1850,7.332116069846961e-08,0.0
1851,5.095056465620473e-08,0.0
1852,7.487127051675202e-08,0.0
1853,1.2839653606988577e-07,0.0
1854,6.806320468344396e-08,6.234797567117312e-09
1855,1.0083180868036834e-07,0.0
1856,6.160855026138279e-08,0.0
1857,8.005675150579705e-08,2.9289055625270066e-09
1858,7.87881835329074e-08,9.787352039936081e-10
1859,1.059172092254812e-07,5.092173349652285e-10
1860,1.0893698032532484e-07,0.0
1861,9.290448699239562e-08,0.0
1862,1.0075109457829967e-07,0.0
1863,9.489779273508248e-08,0.0
1864,8.774352266982532e-08,0.0
1865,9.272483225686301e-08,0.0
1866,5.98470381030225e-08,0.0
1867,1.0336488287521206e-07,0.0
1868,8.348387259271561e-08,0.0
1869,9.278686263769487e-08,0.0
1870,7.97032768673489e-08,0.0
1871,5.947859449406678e-08,0.0
1872,6.107812566824578e-08,0.0
1873,7.84166616085713e-08,1.1972008939764578e-09
1874,8.424198583156794e-08,1.1949218281515073e-09
1875,6.694186893696497e-08,1.716458086775674e-09
1876,7.678438862512849e-08,0.0
1877,1.1689301970818633e-07,1.2369631985365004e-09
1878,6.34104324603868e-08,0.0
1879,5.803859082220697e-08,0.0
1880,6.417846520889725e-08,0.0
1881,8.715634436384789e-08,0.0
1882,6.256062334841772e-08,1.3310770263785798e-09
1883,1.4913639745373075e-07,2.5277355764075082e-09
1884,7.261866841190567e-08,6.601696966868076e-10
1885,1.1473231609215873e-07,6.445635691854079e-10
1886,8.324968092665586e-08,1.2906927748801422e-09
1887,1.0511568465654264e-07,0.0
1888,8.369611714797998e-08,0.0
1889,6.578393518807957e-08,0.0
1890,5.702316130395957e-08,0.0
1891,8.477712754029199e-08,0.0
1892,7.14610379759506e-08,0.0
1893,1.096198121164349e-07,0.0
1894,9.704370684815444e-08,7.561847148451761e-09
1895,1.0773320013868215e-07,0.0
1896,9.789068400323231e-08,0.0
1897,8.740070001067579e-08,0.0
1898,6.959776799320139e-08,0.0
1899,7.628058540376514e-08,5.527578395003729e-10
1900,6.177353384373419e-08,1.038210628578895e-09
1901,8.494883019238841e-08,1.676621730339889e-09
1902,8.936716544560852e-08,0.0
1903,6.75027536090056e-08,0.0
1904,6.825774079288749e-08,0.0
1905,8.773290716135307e-08,2.0643036169332163e-09
1906,6.635997951143224e-08,0.0
1907,9.874258921627188e-08,1.028568674676933e-09
1908,9.086069496788696e-08,0.0
1909,9.846760473664062e-08,0.0
1910,6.252655992966538e-08,5.344150677544235e-10
1911,8.193376010989795e-08,0.0
1912,7.241095545396092e-08,2.0837684910901544e-09
1913,5.939348529659938e-08,0.0
1914,6.76371114671781e-08,0.0
1915,5.772573175022444e-08,0.0
1916,8.899844061716067e-08,0.0
1917,1.0198774447189862e-07,0.0
1918,8.499918635607173e-08,0.0
1919,9.207848394865437e-08,0.0
1920,1.2948515859534382e-07,0.0
1921,8.405749696294151e-08,0.0
1922,9.22241909506738e-08,0.0
1923,8.280439800500972e-08,0.0
1924,7.73497492723152e-08,0.0
1925,5.0591617561934754e-08,0.0
1926,5.127223801082437e-08,0.0
1927,8.250426608569228e-08,0.0
1928,4.341895543102936e-08,1.1426041224282812e-09
1929,8.021092412491271e-08,0.0
1930,8.192810752039037e-08,0.0
