year,pourrait_VERB ôter_VERB,pourrait_VERB oter_VERB,pourrait_VERB sauter_VERB
1931,7.983749661377715e-09,0.0,2.2810713318222042e-09
1932,0.0,0.0,5.4797681947604815e-09
1933,1.1470662197865522e-09,0.0,2.2941324395731044e-09
1934,3.5944740517379614e-09,0.0,4.7926320689839486e-09
1935,1.196828414151696e-09,0.0,2.393656828303392e-09
1936,8.487299751891442e-09,0.0,1.2124714565686645e-09
1937,5.0364472592434595e-09,0.0,0.0
1938,1.2965214457594243e-09,0.0,2.5930428915188486e-09
1939,9.176430282309411e-09,0.0,3.058810094103137e-09
1940,7.607348528892999e-09,0.0,0.0
1941,2.9515025978810172e-09,0.0,8.854508237732261e-09
1942,6.068423541449874e-09,0.0,3.034211770724937e-09
1943,5.806470415592457e-09,0.0,2.6129116648121453e-08
1944,9.639558484764166e-09,0.0,0.0
1945,6.535512131478072e-09,0.0,8.714016175304096e-09
1946,5.568441707737293e-09,0.0,1.1136883415474585e-08
1947,2.3841741914054637e-09,0.0,5.960435700558264e-09
1948,6.523132700664291e-09,0.0,1.3046265401328583e-08
1949,3.9268033269479474e-09,0.0,5.890204768377316e-09
1950,5.317680518146517e-09,0.0,6.381216888229346e-09
1951,5.330700769690111e-09,0.0,6.396841278899501e-09
1952,8.435843135146115e-09,0.0,7.381362632230548e-09
1953,1.0773827163745864e-08,0.0,7.54167928107563e-09
1954,9.772536113672459e-10,0.0,1.172704333640695e-08
1955,9.385607846468247e-10,0.0,1.407841132561316e-08
1956,8.72114158667614e-10,0.0,6.104799332717903e-09
1957,5.301022731885041e-09,0.0,4.417518795207798e-09
1958,7.445019267748876e-09,0.0,3.3088973783179654e-09
1959,9.300897829689347e-09,0.0,1.1626121398933265e-08
1960,5.536666680683311e-09,0.0,2.7683333403416555e-09
1961,2.779263708063695e-09,0.0,4.86371165564492e-09
1962,8.244543714397423e-09,0.0,5.7077609305622445e-09
1963,4.526237162849611e-09,0.0,3.879631726988464e-09
1964,8.517555549758526e-09,0.0,3.041984220075733e-09
1965,5.47204326295514e-09,0.0,2.188817349590977e-09
1966,7.200797291773142e-09,0.0,6.6468897053084675e-09
1967,7.888536934785861e-09,0.0,5.916402479044791e-09
1968,1.0330256650092906e-08,0.0,5.838840522187638e-09
1969,8.175163657142548e-09,0.0,7.72098829315837e-09
1970,1.5175793066646293e-08,0.0,8.7375777724219e-09
1971,3.083038491169532e-09,0.0,9.762954888969944e-09
1972,7.182205497002769e-09,0.0,6.156176013405457e-09
1973,5.513203671370093e-09,0.0,2.7566018356850464e-09
1974,3.3753431161187564e-09,0.0,1.6876715580593782e-09
1975,2.8557400888473694e-09,0.0,7.4249242310031605e-09
1976,3.4281160132820787e-09,0.0,5.142174241967723e-09
1977,4.7014254711541525e-09,0.0,8.815172591880582e-09
1978,2.970295565063452e-09,1.7821774056514528e-09,7.128709622605811e-09
1979,7.607565244427406e-09,0.0,7.607565244427406e-09
1980,5.116635559687666e-09,1.1370301367108482e-09,6.253665585376211e-09
1981,5.69299452024552e-09,2.5302198114474095e-09,7.590659656386833e-09
1982,4.966001831974154e-09,0.0,5.586751949948621e-09
1983,4.4207211225000265e-09,0.0,1.136756910824488e-08
1984,2.3196033982486597e-09,0.0,9.858314165001048e-09
1985,3.609334831011779e-09,0.0,7.218669662023558e-09
1986,8.392279760016663e-09,0.0,4.7955883708539204e-09
1987,4.277571630240118e-09,0.0,6.721898593298192e-09
1988,9.594486094499644e-09,0.0,5.396898483667201e-09
1989,2.7440609784434855e-09,0.0,3.2928733073589456e-09
1990,2.724325431913144e-09,0.0,8.172976073694826e-09
1991,3.5168792322792797e-09,0.0,1.2895223555631219e-08
1992,2.7549720282848966e-09,0.0,4.958949695321735e-09
1993,4.985286850001103e-09,0.0,1.0524494165053966e-08
1994,8.967375286772494e-09,0.0,7.384897138251745e-09
1995,5.4224509327127635e-09,0.0,3.253470381991974e-09
1996,8.007138063703678e-09,0.0,6.4057106285986265e-09
1997,5.753873377756236e-09,0.0,8.151320507465698e-09
1998,5.2449422582867555e-09,0.0,5.72175506974304e-09
1999,5.941261704833778e-09,0.0,9.597422412355172e-09
2000,3.97622823555821e-09,0.0,8.394259509714175e-09
2001,6.571817756650944e-09,0.0,8.324302136486494e-09
2002,3.9430991805033955e-09,4.38122149670761e-10,5.6955880012310445e-09
2003,3.333538334260311e-09,0.0,5.416999737661854e-09
2004,7.928623979580607e-09,0.0,8.80958239690699e-09
2005,6.305249655724765e-09,0.0,5.854874363109275e-09
2006,4.117890028965121e-09,0.0,9.471146533712727e-09
2007,5.991719120856942e-09,0.0,1.1184542181297275e-08
2008,7.2376473703172906e-09,0.0,1.0217855006544596e-08
2009,3.337734755248789e-09,0.0,1.6211854969583328e-08
2010,9.919965293647692e-09,0.0,1.5116137674908714e-08
2011,5.7359579308524644e-09,0.0,1.414869643667771e-08
2012,4.425528388196653e-09,0.0,2.5531894820574053e-08
2013,1.0877587719448911e-08,0.0,2.2034088331679413e-08
2014,8.228691505962615e-09,0.0,1.8406284496563785e-08
2015,9.752931795503628e-09,0.0,2.3052384889865607e-08
2016,8.285359953674742e-09,0.0,2.8584492994809807e-08
2017,8.553078245654433e-09,0.0,3.421231298261773e-08
2018,1.0325866384164328e-08,0.0,2.478208038780849e-08
2019,1.0714148679369373e-08,0.0,2.8826161013739693e-08
