year,était_VERB avant_ADV,était_VERB savant_ADJ
1800,2.829747991484055e-08,7.860410988769218e-08
1801,6.667310969987739e-08,1.2858386355674156e-07
1802,1.5664880947952042e-08,1.2531904758361634e-07
1803,2.7304748684287006e-08,7.996391104825307e-08
1804,3.460591457837836e-08,7.662737999680758e-08
1805,2.2743021688143017e-08,8.812921237222326e-08
1806,3.7461699520235925e-08,3.1698359492793315e-08
1807,2.2775640928784924e-08,5.4092147649953404e-08
1808,5.211970233176544e-08,7.251436784372345e-08
1809,5.421673421324158e-08,5.6475762733043666e-08
1810,4.680253340438867e-08,5.148278958699848e-08
1811,6.267691787797958e-08,4.888799480795569e-07
1812,7.734903562095496e-08,2.6938803898701735e-07
1813,2.8757416448144113e-09,4.5149144511924533e-07
1814,2.2026739543434815e-08,1.6992056828257773e-07
1815,6.47333635583891e-08,5.1247248222807684e-08
1816,3.476405652236281e-08,1.0660977523002657e-07
1817,2.9580593974287694e-08,1.7748357095115352e-07
1818,5.0068944545955674e-08,3.159111940931325e-07
1819,1.2421260464634543e-08,3.333038023356494e-07
1820,2.610625848831205e-08,2.0054352489751182e-07
1821,2.2681422962023134e-08,2.0018821089706762e-07
1822,3.8097340393505874e-08,2.807172450047801e-07
1823,1.4824030003524058e-08,8.795591099897138e-08
1824,3.536867154707579e-08,1.532642528445649e-07
1825,4.138558296062911e-08,1.40887095767539e-07
1826,5.372870504061211e-08,9.864942285275902e-08
1827,4.147772969531616e-08,1.2996355280847638e-07
1828,4.953042775923677e-08,9.906085551847355e-08
1829,2.3147574523818548e-08,2.280464883597233e-07
1830,5.9489963177838945e-08,9.706257486641334e-08
1831,9.978371906527173e-08,1.4032085005055706e-07
1832,9.8768779821512e-08,1.4747666909897816e-07
1833,6.255159235024621e-08,7.992703388026712e-08
1834,2.5203233278148218e-08,6.534171603789218e-08
1835,5.3697924329298985e-08,9.907645193152348e-08
1836,2.4866775305554256e-08,1.518889547469371e-07
1837,4.731365876864402e-08,1.349830824892706e-07
1838,6.56464820281144e-08,1.04781889831429e-07
1839,4.194885150354821e-08,9.088918062616358e-08
1840,6.815567132889555e-08,1.707076506818339e-07
1841,4.6227949468402585e-08,1.3932590547938162e-07
1842,9.39157089874243e-08,9.19032316915036e-08
1843,1.033709438047481e-07,1.3822172206801042e-07
1844,3.1833653935109396e-08,1.0318495213823553e-07
1845,4.3525776760589e-08,1.389476693702818e-07
1846,4.6836010625384006e-08,1.2060272069902567e-07
1847,3.9909856752728956e-08,1.6395399882185302e-07
1848,8.769291781618449e-08,1.761903547503607e-07
1849,6.954914510970411e-08,1.5250535057020898e-07
1850,6.245876704724651e-08,1.3442212321024272e-07
1851,6.771910676661719e-08,1.7864945789369813e-07
1852,6.705861466116403e-08,1.263045845689703e-07
1853,9.734248607173868e-08,1.606449728797088e-07
1854,8.884585867008354e-08,1.8652436040156317e-07
1855,6.156047049898916e-08,1.8308932681065926e-07
1856,5.539592606851329e-08,1.646346134975829e-07
1857,6.638852312335075e-08,1.732935714926498e-07
1858,8.759680270031822e-08,1.0961834107092727e-07
1859,9.114990007219603e-08,9.929738098435337e-08
1860,6.957319698130959e-08,1.556242494871185e-07
1861,5.14040046084574e-08,8.724532563064713e-08
1862,5.421583537668084e-08,1.296662048844155e-07
1863,4.2454278315062766e-08,1.2686336958722677e-07
1864,5.801620872603053e-08,1.2082713851668814e-07
1865,7.860430173423083e-08,6.165966226490127e-08
1866,7.590356432274348e-08,9.779881793292589e-08
1867,6.551295683721037e-08,9.365925990323376e-08
1868,4.841076517436704e-08,7.607405905218911e-08
1869,4.785848872757015e-08,8.204312251791634e-08
1870,7.511604138699113e-08,9.518520727169744e-08
1871,5.3105885911008954e-08,8.390730243945654e-08
1872,6.71254696271717e-08,1.0824737017856023e-07
1873,7.063485440994555e-08,6.584605216630735e-08
1874,9.320390148559454e-08,6.751308490038355e-08
1875,3.3757011408397375e-08,5.034943839632433e-08
1876,6.227395488167531e-08,9.855003924030825e-08
1877,6.865145962819952e-08,9.029831460338755e-08
1878,8.333942247418236e-08,1.3285995237311e-07
1879,5.1929266220440695e-08,7.331190232662266e-08
1880,5.711883233061599e-08,1.180883728579829e-07
1881,6.554157039317943e-08,6.135806529528054e-08
1882,5.0580926114207614e-08,7.853354588860384e-08
1883,4.73950407808843e-08,5.9401784824331116e-08
1884,7.063815843366683e-08,6.733731083841121e-08
1885,5.8655285073427876e-08,5.02759576193057e-08
1886,6.388929563172496e-08,4.646494033977433e-08
1887,5.6801642500659e-08,3.264462478114183e-08
1888,7.22830080235326e-08,3.7409627395845746e-08
1889,7.768769449967294e-08,3.947036120166558e-08
1890,6.488842529961403e-08,5.767860145056147e-08
1891,4.780665108228277e-08,3.250852387282066e-08
1892,4.8894396087462155e-08,4.2625885043889866e-08
1893,1.0407723749494835e-07,4.434059874824925e-08
1894,5.923446977362801e-08,3.465846631911518e-08
1895,6.018614584490933e-08,4.69451926221609e-08
1896,6.486732218036195e-08,4.1279204054944785e-08
1897,6.933789364893528e-08,3.729096675897381e-08
1898,5.771521927044887e-08,4.2437662273187016e-08
1899,7.40695469403363e-08,4.09040801230276e-08
1900,4.56812685456498e-08,4.049021384844309e-08
1901,6.538824237622975e-08,3.800342440740678e-08
1902,4.17374117489544e-08,2.1114219705964388e-08
1903,6.318257561588325e-08,2.1060859722865644e-08
1904,3.439760121182189e-08,3.0635362691100454e-08
1905,7.121847289681682e-08,3.973784501454247e-08
1906,6.327346824264168e-08,2.82930141537463e-08
1907,5.142843306771283e-08,3.599990350267035e-08
1908,7.367083298959187e-08,5.009616899087632e-08
1909,6.106091632318567e-08,4.290767208203761e-08
1910,4.0615546481603815e-08,4.5959694716657395e-08
1911,8.991432309812808e-08,5.001151848205154e-08
1912,8.126696826593616e-08,2.9693701719679666e-08
1913,6.204498248507662e-08,3.977242357677824e-08
1914,6.161004506566314e-08,4.3528835647066444e-08
1915,7.421880354741006e-08,2.4739600590351074e-08
1916,6.262853702310167e-08,2.7468654906215306e-08
1917,1.5133666408928548e-07,1.973956464951243e-08
1918,9.878283435682533e-08,3.2161853624756986e-08
1919,1.0681104356535798e-07,5.340552178267899e-08
1920,5.6791737534922504e-08,4.543338860685253e-08
1921,8.178567156846839e-08,4.1650110915725236e-08
1922,7.525494538640487e-08,4.648099505288883e-08
1923,5.8387715995422695e-08,5.520293200333981e-08
1924,4.1253198190815965e-08,6.059063650809549e-08
1925,6.708888378170741e-08,6.268961527666761e-08
1926,4.346993875969929e-08,4.0126099776216506e-08
1927,5.351628118432927e-08,4.0137209111890115e-08
1928,6.284322751071159e-08,2.399468712610542e-08
1929,5.681607362362229e-08,2.6736975300423182e-08
1930,5.566909777598994e-08,3.571225093423891e-08
1931,6.272946251328904e-08,3.9918749195066994e-08
1932,4.603005265835236e-08,3.835837958376942e-08
1933,4.12943848004943e-08,5.391211388428019e-08
1934,4.4331848414458364e-08,2.6359476379411717e-08
1935,4.0692164304800826e-08,3.351119559624749e-08
1936,5.33487423126644e-08,3.031178508194898e-08
1937,6.295559273894469e-08,2.7700460591972842e-08
1938,2.852347158466273e-08,2.7226949583791793e-08
1939,1.8352860564618823e-08,2.9058696782158222e-08
1940,3.550096039361961e-08,5.832300686847702e-08
1941,3.836953510472085e-08,5.9030050181263505e-08
1942,6.675266206457309e-08,1.8205270180260413e-08
1943,5.516146828199453e-08,1.1612940831184915e-08
1944,4.819779064746399e-08,1.927911696952833e-08
1945,5.2284097051824574e-08,1.5249527862692958e-08
1946,8.491873870752897e-08,2.3665876369705074e-08
1947,5.364391952866754e-08,2.26496545963073e-08
1948,3.913879709216417e-08,3.261566305923225e-08
1949,5.4975245689092844e-08,3.8286334103077024e-08
1950,4.892266147749069e-08,2.9779013033248702e-08
1951,4.797630737130021e-08,3.1984203729962246e-08
1952,3.690681538159879e-08,2.2144087452602434e-08
1953,4.417269394707546e-08,2.3702419582605216e-08
1954,4.69081733456278e-08,3.518113089739927e-08
1955,5.9129330765017585e-08,2.2525458831523792e-08
1956,5.4943193106282706e-08,3.1396108823855684e-08
1957,5.566073824070372e-08,3.975766915687018e-08
1958,5.7905705119765116e-08,2.5643954515430778e-08
1959,4.340418868764573e-08,3.1778064624177205e-08
1960,4.221708493901133e-08,4.15249985508126e-08
1961,4.655266749864495e-08,2.709782087606527e-08
1962,5.89801949502089e-08,3.424656469519505e-08
1963,5.496145405459174e-08,2.198458126656533e-08
1964,6.144807684904663e-08,3.9545792418493875e-08
1965,5.1984411442163037e-08,2.2982582947861374e-08
1966,6.425326404269072e-08,4.542041409649755e-08
1967,5.2261558636246264e-08,4.5852122099176995e-08
1968,4.491415950269584e-08,4.446501833399452e-08
1969,4.9050985495568966e-08,2.997560244466513e-08
1970,5.104584843707016e-08,4.3687887085752664e-08
1971,4.059333846839763e-08,3.596878173084406e-08
1972,6.258779450263319e-08,4.873639625202486e-08
1973,4.851619195278545e-08,2.7014698034122375e-08
1974,2.925297337696975e-08,2.3627400480563665e-08
1975,5.311676432029344e-08,1.1994108817248161e-08
1976,5.256444879364608e-08,1.199840671262109e-08
1977,5.406639402849578e-08,2.1744092748576804e-08
1978,5.524750079644036e-08,1.3069301196821925e-08
1979,4.506019379846293e-08,2.1652301285257636e-08
1980,5.6851508389854644e-08,1.4212877097463661e-08
1981,4.99718417756867e-08,2.213942273954217e-08
1982,5.2143018791639406e-08,1.8001756529884005e-08
1983,5.1785590926556324e-08,7.57837881337764e-09
1984,5.335087749358536e-08,1.3917620833581168e-08
1985,6.496802740230123e-08,2.5866899733273385e-08
1986,4.975423095743281e-08,1.978180286243969e-08
1987,4.949761489569937e-08,2.5665430669619127e-08
1988,5.996553653631054e-08,2.278690480750356e-08
1989,4.719785096085616e-08,1.9757239400064464e-08
1990,4.140974851907231e-08,1.3621627381610324e-08
1991,3.985796226402272e-08,1.4653663171770859e-08
1992,4.958949872957419e-08,2.259077191979486e-08
1993,6.20391205075066e-08,2.6034275180109034e-08
1994,5.3804249944278126e-08,2.479215588380157e-08
1995,6.290042620094027e-08,1.8978578708583882e-08
1996,5.658377588702024e-08,1.3345230698291743e-08
1997,6.233362626062444e-08,8.630809844589749e-09
1998,5.721755158560882e-08,2.0979769033147022e-08
1999,5.9869634583265e-08,2.422206613061917e-08
2000,6.759588444538167e-08,2.2973763336153752e-08
2001,6.834690680079802e-08,1.270551397425379e-08
2002,5.257465929275895e-08,2.8477940006155222e-08
2003,5.2086537749573836e-08,1.8751153518792307e-08
2004,7.444096894460017e-08,2.4666830356068203e-08
2005,6.035024568973313e-08,1.9366122927522156e-08
2006,7.94752779142982e-08,1.4000825387938676e-08
2007,6.271332608775992e-08,1.757570977645173e-08
2008,7.961412507029308e-08,2.0009967016676455e-08
