year,sautant_VERB en_ADP,sautant_VERB sans_ADP
1800,1.2576658381391326e-08,0.0
1801,1.1905912700171939e-08,4.7623651688866175e-09
1802,5.147032311469957e-08,0.0
1803,2.7304748684287006e-08,1.950339223455444e-09
1804,5.932442159739537e-08,0.0
1805,1.7057265822018053e-08,0.0
1806,5.76333825108577e-09,0.0
1807,5.693910232196231e-09,1.7081731584767113e-08
1808,1.1330369531492579e-08,0.0
1809,4.518061036407062e-09,0.0
1810,2.574139479349924e-08,9.360507036149102e-09
1811,7.521229861140455e-09,0.0
1812,5.3344164641089264e-09,2.6672082320544632e-09
1813,3.738464116054274e-08,0.0
1814,9.440030979135372e-09,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,9.341240669868967e-09,0.0
1818,3.5763532135746345e-09,0.0
1819,1.3456364911235141e-08,0.0
1820,5.933240565525466e-09,0.0
1821,6.7058117281249e-08,9.86148829262845e-10
1822,3.8097340393505874e-08,2.0051231786055723e-09
1823,8.894418535021487e-09,0.0
1824,3.536867154707579e-08,0.0
1825,4.3146670236637874e-08,0.0
1826,1.3211976401805714e-08,0.0
1827,2.2121454890111636e-08,2.7651818612639545e-09
1828,1.1006761724274838e-08,0.0
1829,1.2002446148073886e-08,0.0
1830,5.218418053232199e-08,9.39315203396518e-09
1831,2.0268567268999504e-08,4.677361609140007e-09
1832,7.035583848846727e-08,0.0
1833,1.9692167896323554e-08,0.0
1834,2.8003591889813606e-08,1.120143711119681e-08
1835,2.571449897459388e-08,2.2689263801112247e-09
1836,1.7473950453261722e-08,6.720750067579218e-10
1837,3.270208637218275e-08,1.6698937344017395e-08
1838,2.0830134062066463e-08,0.0
1839,3.985140939466447e-08,0.0
1840,3.248541347034006e-08,5.0957510988602905e-09
1841,2.6966304744746594e-08,3.2102742686390684e-09
1842,4.360372329870188e-08,6.708265054555795e-10
1843,3.6622846977252266e-08,1.0041748765843295e-08
1844,3.951764071530306e-08,5.488561272137815e-10
1845,3.682950477923441e-08,2.2320911785556063e-09
1846,3.3370659346942944e-08,6.439951683034906e-09
1847,2.6966118227278457e-08,2.1572894581822766e-09
1848,9.65426583121598e-09,8.84974404868899e-09
1849,7.54147322368226e-09,8.379414939696517e-10
1850,3.326607966869233e-08,0.0
1851,4.6435957301582675e-08,5.8044946626978344e-09
1852,2.408901877970493e-08,6.510545436100301e-10
1853,1.911018188138769e-08,5.971931837933653e-10
1854,2.338049043260071e-08,1.558699391779328e-09
1855,2.9718847827098216e-08,1.0613874223963649e-09
1856,2.6403665032148638e-08,2.0708756931497874e-09
1857,2.0014186807859602e-08,2.4407544874094356e-09
1858,2.0064071293290908e-08,4.893676019968041e-10
1859,6.823512288534062e-08,5.092173349652285e-10
1860,2.288591893773173e-08,9.15436793036406e-09
1861,2.452301117727984e-08,2.357981809808507e-09
1862,2.710791768834042e-08,4.517986262886353e-10
1863,5.394190516483377e-08,6.99246927027275e-09
1864,3.5001512799226475e-08,5.753673537611803e-09
1865,2.3534222126642135e-08,2.3534221238463715e-09
1866,2.5301186923343266e-08,0.0
1867,2.8631587767335986e-08,0.0
1868,3.853101837592021e-08,1.4819622196071691e-09
1869,3.613804200330861e-08,4.883519144627257e-10
1870,1.0321287380321564e-08,2.8670243956696595e-09
1871,9.559059321873065e-09,5.3105884134652115e-09
1872,2.1165687758006868e-08,4.23313739617015e-09
1873,4.0704829895599204e-08,5.986004469882289e-10
1874,2.1508592240593316e-08,5.974609140757536e-10
1875,2.4030413214859436e-08,3.432916173551348e-09
1876,5.078652365320124e-08,8.464420275799966e-09
1877,2.6594708657512456e-08,3.0924081073635534e-09
1878,2.536417298415472e-08,1.2078177347163432e-09
1879,1.9549840857280287e-08,1.832797580370027e-09
1880,3.0805662465382966e-08,6.417846254436199e-10
1881,3.137628490357258e-08,2.789003084036068e-09
1882,4.725323421439498e-08,6.655385131892899e-10
1883,4.802697617378726e-08,0.0
1884,3.1688145440966764e-08,3.300848483434038e-09
1885,2.0626034324955356e-08,0.0
1886,3.872078280231506e-08,6.453463874400711e-10
1887,7.18181687453523e-08,3.264462256069578e-09
1888,4.56524276160053e-08,1.9021844099853524e-09
1889,3.00726554769426e-08,6.265136742733546e-10
1890,2.294035211791723e-08,1.9663159989136147e-09
1891,2.358461470564066e-08,1.2748440081367107e-09
1892,2.3820346362057876e-08,1.2537024751679837e-09
1893,2.4633665829387752e-08,2.463366621796581e-09
1894,3.4028310835765296e-08,2.520615716150587e-09
1895,2.768562623600701e-08,1.023164486468886e-08
1896,4.0689499769541726e-08,8.845543852942228e-09
1897,2.563753909168298e-08,5.826713556089658e-10
1898,2.093591344731749e-08,4.52668391659472e-09
1899,2.9296165493519766e-08,2.2110313580014918e-09
1900,2.1802422311978376e-08,0.0
1901,2.1237207603608255e-08,2.235495566438317e-09
1902,1.0311596021495006e-08,1.4730852093691738e-09
1903,2.1600881083827517e-08,5.400220270956879e-09
1904,3.332267528577404e-08,3.7622376325430196e-09
1905,1.6514428602398823e-08,1.5482277682110634e-09
1906,2.0576737980171345e-08,0.0
1907,1.902852098112362e-08,9.257117739025489e-09
1908,3.5362000438965424e-08,7.367083831866239e-09
1909,1.9253442173905455e-08,2.750491723269022e-09
1910,2.24454335118196e-08,5.344150677544235e-10
1911,2.979409430281521e-08,2.6601871816467337e-09
1912,2.3963337536514473e-08,1.0418842455450772e-09
1913,1.378777320093505e-08,0.0
1914,1.1384464315700171e-08,6.696743715117748e-10
1915,2.238344798399794e-08,0.0
1916,1.8678685265172135e-08,0.0
1917,3.5092558192673096e-08,4.386569774084137e-09
1918,1.722956355365568e-08,3.44591288836682e-09
1919,3.038589962978122e-08,3.6831393490643904e-09
1920,3.180337371233577e-08,1.514446346106979e-09
1921,1.9689142760626055e-08,3.0290989716519334e-09
1922,1.623145839957374e-08,0.0
1923,2.3355086309351236e-08,2.1231896241147297e-09
1924,3.9964035636330664e-08,2.578324886925998e-09
1925,2.1996356736053713e-08,8.798542339150117e-09
1926,1.6719207018844884e-08,4.458455493683289e-09
1927,5.0171511389862644e-08,7.804457524684949e-09
1928,2.9707706294956893e-08,4.570416489713125e-09
1929,3.0079096546842266e-08,6.684243825105796e-09
1930,1.1553964007759987e-08,7.352522590764465e-09
1931,1.2545892325022123e-08,1.1405356659111021e-09
1932,2.301502632917618e-08,0.0
1933,2.2941325283909464e-08,4.588264879146209e-09
1934,2.036868629318178e-08,4.7926320689839486e-09
1935,8.377798899061872e-09,1.196828414151696e-09
1936,2.7886843056990074e-08,1.2124714565686645e-09
1937,2.0145788925951535e-08,5.0364472592434595e-09
1938,2.7226949583791793e-08,0.0
1939,2.5999884911698246e-08,0.0
1940,2.282204625281281e-08,5.0715658339584024e-09
1941,5.017554371988808e-08,0.0
1942,3.034211770724937e-08,0.0
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,2.178504132643866e-08,1.3071024262956144e-08
1946,2.227376771912759e-08,0.0
1947,1.907339353124371e-08,4.7683483828109274e-09
1948,3.9138795093762724e-08,3.2615663503321457e-09
1949,3.4359527556482305e-08,2.945102384188658e-09
1950,2.339779503479633e-08,5.317680518146517e-09
1951,2.9851925376078725e-08,1.0661401761424827e-09
1952,3.901577316778315e-08,7.381362632230548e-09
1953,3.7708397404578875e-08,3.232148326759443e-09
1954,1.8567818838022276e-08,2.9317608341017376e-09
1955,2.627970197011109e-08,6.569925492527773e-09
1956,2.703553825256222e-08,3.488456634670456e-09
1957,3.180613461495341e-08,3.534015080575159e-09
1958,1.6544487224656734e-08,2.481673033738474e-09
1959,2.8677767716089875e-08,1.5501495642666896e-09
