year,sautant_VERB en_ADP,sautant_VERB sans_ADP
1960,2.4915000340630655e-08,2.076250060767393e-09
1961,2.848745284111942e-08,4.86371165564492e-09
1962,2.8538803764632803e-08,6.341956293454132e-09
1963,2.2631185814248056e-08,3.2330267352165265e-09
1964,2.251068303982251e-08,1.825190498738749e-09
1965,1.9152151253809535e-08,2.73602163147757e-09
1966,2.8803188056869544e-08,4.985167390003653e-09
1967,2.7609878383572095e-08,2.465167847631733e-09
1968,3.054162833748819e-08,2.245707841908029e-09
1969,2.452549219267297e-08,0.0
1970,2.069426266460006e-08,3.219107425067591e-09
1971,2.6719666923469276e-08,4.624557625731995e-09
1972,3.231992518060167e-08,3.0780880067027283e-09
1973,2.7566018800939673e-08,6.064523994098181e-09
1974,2.8690415487808707e-08,3.937900228123681e-09
1975,1.9419032604162112e-08,3.4268881066168433e-09
1976,2.342546046030236e-08,4.570821499072508e-09
1977,2.3507127355770763e-08,2.9383909194713453e-09
1978,1.9009892548993435e-08,5.940591130126904e-09
1979,2.691907718954667e-08,5.266776015311336e-09
1980,2.330911752501663e-08,3.411090521154847e-09
1981,1.5813873543990553e-08,4.427884614521815e-09
1982,1.924325676583294e-08,3.7245013739806154e-09
1983,2.399820020482224e-08,3.78918940668882e-09
1984,2.5515638157891374e-08,1.333771937339634e-08
1985,2.6468455871508922e-08,6.015557940663996e-09
1986,3.596691300344901e-08,3.5966913891627428e-09
1987,2.383218494772521e-08,1.0999470334560613e-08
1988,2.3986215458293714e-08,5.99655392008458e-09
1989,1.317149311841348e-08,8.232182935330457e-09
1990,3.1057309834992e-08,3.269190529398003e-09
1991,2.4032006606944378e-08,4.10302547493302e-09
1992,3.195767628305646e-08,1.65298330578878e-09
1993,2.6588196533339215e-08,3.877445031719162e-09
1994,3.217705191183029e-08,5.802419433820205e-09
1995,2.22320488130201e-08,2.1689803286761844e-09
1996,1.921713232988509e-08,1.6014276571496566e-09
1997,1.4864173336626152e-08,3.3564262480467733e-09
1998,1.4781200263769279e-08,4.768129224785866e-10
1999,1.3710603319339043e-08,4.570201106446348e-09
2000,2.8717205280415214e-08,2.2090156370779823e-09
2001,2.5849149654089132e-08,3.5049694258049158e-09
2002,2.1467985944489953e-08,4.81934359086722e-09
2003,2.5001536840818517e-08,4.166922806803086e-09
2004,2.73097054415139e-08,3.523833003171717e-09
2005,2.4320248370734987e-08,4.053374524914943e-09
2006,2.5942706427528606e-08,4.117889806920516e-09
2007,3.355362832024866e-08,2.3966876816494675e-09
2008,2.3415917427271893e-08,6.386159684401704e-09
2009,3.7668721253325543e-08,4.768192729542875e-09
2010,3.8262722323878506e-08,6.14093115247627e-09
2011,4.7034855787941865e-08,6.883149605840799e-09
2012,5.855314766378683e-08,8.170206622359899e-09
2013,7.168051041617218e-08,8.646287741331804e-09
2014,6.886115677673388e-08,9.961047986450922e-09
2015,7.181704342329454e-08,1.0639561787151308e-08
2016,7.7882382765182e-08,7.456824185902988e-09
2017,5.836218197607934e-08,1.1320251097624023e-08
2018,7.073218988296048e-08,6.969960275604592e-09
2019,7.244805111383812e-08,9.4386549132075e-09
