year,traînant_VERB en_ADP,traînant_VERB sans_ADP
1893,4.249307394843527e-08,6.158416554491453e-10
1894,3.969969797346096e-08,5.041231432301174e-09
1895,4.935263930860856e-08,1.2037228991346183e-09
1896,4.363801409112966e-08,5.897029087265082e-09
1897,5.7684463428131494e-08,3.4960281336537946e-09
1898,4.8096016280751996e-08,1.1316709791486801e-08
1899,3.2612710754165164e-08,3.3165470370022376e-09
1900,3.3741844873702576e-08,7.2674745110745675e-09
1901,4.247441509619421e-08,2.794369402536745e-09
1902,3.388095848322337e-08,4.910283846193408e-10
1903,2.6461078661554893e-08,4.3201759947208984e-09
1904,3.439760121182189e-08,1.6123875568041512e-09
1905,3.973784501454247e-08,0.0
1906,2.777859720026754e-08,5.144184633820714e-09
1907,2.828563872014911e-08,1.1314255032868203e-08
1908,4.125566732682273e-08,6.3848057951787496e-09
1909,2.80550155329351e-08,4.9508852018043115e-09
1910,4.916618534522854e-08,1.6032452032632705e-09
1911,4.309503154331651e-08,7.4485237977484076e-09
1912,4.792667657183003e-08,3.125652625612929e-09
1913,2.7045247041890264e-08,6.3635876568213234e-09
1914,4.68772043404897e-08,2.678697486047099e-09
1915,3.2986132936230206e-08,1.5314990164938536e-08
1916,3.29623865980011e-08,1.0987462051303964e-09
1917,4.496234140560773e-08,0.0
1918,3.9053679401490626e-08,1.1486376294556067e-09
1919,3.498982398264516e-08,1.0128633542993981e-08
1920,6.436397148590345e-08,7.572231730534895e-10
1921,4.543648302046677e-08,7.572747429129834e-10
1922,5.016996035278609e-08,2.951174138399182e-09
1923,4.458698210640932e-08,9.554353752605493e-09
1924,3.738571052736006e-08,1.1602462102189293e-08
1925,2.5295808780967377e-08,3.299453377181294e-09
1926,4.4584552605364536e-08,2.229227691330493e-09
1927,4.682674359379746e-08,1.1149224654616319e-08
1928,4.4561559775502246e-08,2.2852082448565625e-09
1929,4.2333545335893064e-08,2.2280812750352652e-09
1930,3.046045016219523e-08,3.1510811737689437e-09
1931,3.193499864551086e-08,1.1405356659111021e-08
1932,2.520693342944469e-08,2.1919073223131136e-09
1933,2.982372038218273e-08,0.0
1934,3.4746584276490466e-08,2.3963160344919743e-09
1935,5.744776476745983e-08,3.590485242455088e-09
1936,3.15242587589637e-08,1.2124714565686645e-09
1937,2.392312481447334e-08,2.5182236296217297e-09
1938,3.3709559033034964e-08,5.186085783037697e-09
1939,3.5176316970364496e-08,6.117620188206274e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,3.836953510472085e-08,0.0
1942,4.8547388331598995e-08,9.102635090130207e-09
1943,5.516146828199453e-08,2.9032352077962287e-09
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,2.832055256973831e-08,6.535512131478072e-09
1946,3.897909284233947e-08,2.7842208538686464e-09
1947,3.5762613315171166e-08,5.960435700558264e-09
1948,3.152847383169899e-08,4.348755133776194e-09
1949,2.5524220959027843e-08,2.945102384188658e-09
1950,3.616022903329963e-08,1.0635361480382244e-09
1951,3.944718607318265e-08,1.0661401761424827e-09
1952,4.428817734769552e-08,3.1634410646574906e-09
1953,2.8011951869189033e-08,4.3095309543161875e-09
1954,2.638584750691564e-08,7.818028890937967e-09
1955,2.440258128899586e-08,2.815682353940474e-09
1956,4.011724974439801e-08,4.360570571293465e-09
1957,2.3854601849393475e-08,2.6505113659425206e-09
1958,2.0680609225109947e-08,8.272243445794913e-10
1959,2.9452841943111707e-08,7.750747821333448e-10
1960,3.5988332314218496e-08,8.997083078554624e-09
1961,3.6825242577531725e-08,6.948159270159238e-10
1962,2.5367825173816527e-08,2.5367825617905737e-09
1963,4.073613701915946e-08,5.819448034571906e-09
1964,3.8937397306426647e-08,2.433587276140514e-09
1965,3.119064589940379e-08,3.2832261354087677e-09
1966,3.6557892713062756e-08,3.8773524391189085e-09
1967,3.549841598449177e-08,2.465167847631733e-09
1968,3.09907690621003e-08,3.143991039733507e-09
1969,3.042977822498294e-08,4.087581828571274e-09
1970,3.632992645608013e-08,1.8394900047624674e-09
1971,2.671966670142467e-08,2.0553589941130213e-09
1972,2.872882304272295e-08,2.0520587451500205e-09
1973,3.4181861896520616e-08,4.410563025913916e-09
1974,2.531507187208959e-08,4.500457340128605e-09
1975,3.3126585474718695e-08,3.4268881066168433e-09
1976,2.9710338855792884e-08,2.856763492431469e-09
1977,2.527016151887551e-08,3.526069214387917e-09
1978,1.900989232694883e-08,1.7821774056514528e-09
1979,3.8037826111114725e-08,5.851973350345929e-10
1980,1.989802811408481e-08,2.2740603289328476e-09
1981,2.5302197670384885e-08,5.69299452024552e-09
1982,3.1037512115972277e-08,1.2415004579935385e-09
1983,3.157657957331139e-08,1.89459470334441e-09
1984,2.8415142239168745e-08,4.639206796497319e-09
1985,3.3085568507118523e-08,1.8046674155058895e-09
1986,1.6784559520033326e-08,2.3977941854269602e-09
1987,2.627651163322753e-08,2.4443267410134695e-09
1988,3.298104533921986e-08,2.398621523624911e-09
1989,1.7561990972581043e-08,1.0976244357863152e-09
1990,2.7243254763220648e-08,0.0
1991,1.3481370075840715e-08,4.10302547493302e-09
1992,2.259077191979486e-08,3.8569610283367695e-09
1993,2.4926434250005514e-08,4.4313659408601325e-09
1994,2.2154692302933654e-08,3.6924485691258724e-09
1995,2.114755837112625e-08,1.626735190995987e-09
1996,2.2419987644184403e-08,3.2028553142993132e-09
1997,2.876936655571427e-08,4.315405033317177e-09
1998,2.145658195562561e-08,4.768129224785866e-10
1999,2.3765045847889965e-08,8.683382013430219e-09
2000,2.3415566374751506e-08,3.092622158362701e-09
2001,1.6648604050928384e-08,2.190605918883648e-09
2002,2.9792307010279018e-08,1.3143663935011318e-09
2003,3.000184589652122e-08,3.333538334260311e-09
2004,1.805964444656638e-08,2.642874724623212e-09
2005,2.34194974524371e-08,4.053374524914943e-09
2006,2.4295549738706512e-08,2.4707340062768424e-09
2007,2.476577201648844e-08,1.1983438685803094e-09
2008,2.1712942721574535e-08,5.5346714711301814e-09
2009,3.003961235314989e-08,1.907277002999308e-09
2010,3.401131093427878e-08,3.3066551718974324e-09
2011,4.8946841135766306e-08,5.353560705856353e-09
2012,3.506380452655833e-08,5.7872298064864935e-09
2013,4.211578730206611e-08,4.462600067256517e-09
2014,6.388063122919618e-08,7.57905826986871e-09
2015,4.078498694326527e-08,4.876465814485087e-09
2016,4.8262223550921135e-08,7.456824185902988e-09
2017,3.999822095757111e-08,4.779661555431858e-09
2018,4.569195910519852e-08,6.969959998048836e-09
2019,5.025445931616801e-08,7.652963596171958e-09
