year,choisissant_VERB en_ADP,choisissant_VERB sans_ADP
1850,6.788996032014438e-10,0.0
1851,6.449438760824933e-10,0.0
1852,7.161600201754936e-09,6.510545436100301e-10
1853,1.1943863675867306e-09,5.971931837933653e-10
1854,2.5978321716024766e-09,0.0
1855,3.1841622671890946e-09,5.306937111981824e-10
1856,5.177189232874468e-10,0.0
1857,9.763018171682347e-10,4.881508974818871e-09
1858,9.787352039936081e-10,1.9574704079872163e-09
1859,6.619825576592575e-09,1.018434669930457e-09
1860,9.154367819341758e-10,0.0
1861,5.187560159214399e-09,2.8295783494058924e-09
1862,0.0,1.581295272501393e-08
1863,4.495158911765884e-09,9.989241434027463e-09
1864,0.0,0.0
1865,3.765475486972036e-09,1.4120533631256649e-09
1866,2.432806400776144e-09,4.379051787850585e-09
1867,8.249779526181555e-09,4.85281148598915e-10
1868,4.44588676984381e-09,5.9278488784286765e-09
1869,3.4184635122613827e-09,1.4650557433881772e-09
1870,6.880858549607183e-09,0.0
1871,2.1242354542039266e-09,0.0
1872,1.2094678591978436e-09,0.0
1873,5.986004469882289e-10,0.0
1874,5.377148060148329e-09,5.974609140757536e-10
1875,2.8607636259891933e-09,3.432916173551348e-09
1876,9.069021977836655e-09,6.04601479992084e-10
1877,2.4739263970730008e-09,1.8554447978047506e-09
1878,1.3889904337816006e-08,3.6234530931267273e-09
1879,7.331190543524713e-09,2.443730107160036e-09
1880,6.417846254436199e-09,1.2835692508872398e-09
1881,6.972507515801141e-09,3.4862537301449947e-09
1882,4.6587693702804245e-09,2.6621540527571597e-09
1883,6.951272890631799e-09,1.1374810426900694e-08
1884,8.582206056928499e-09,1.9805090900604227e-09
1885,6.445635691854079e-10,1.2891271383708158e-09
1886,5.162771044009418e-09,0.0
1887,1.3057849246322917e-09,2.6115698492645834e-09
1888,5.07249175996094e-09,0.0
1889,6.265136853755848e-09,6.265136742733546e-10
1890,6.554386478008212e-10,4.5880703680722945e-09
1891,9.561330394092238e-09,1.9122659011827636e-09
1892,3.761107425503951e-09,6.268512375839919e-10
1893,8.621783287310336e-09,7.390100087434348e-09
1894,5.671385361338821e-09,0.0
1895,6.018614495673091e-10,1.8055843487019274e-09
1896,2.948514543632541e-09,0.0
1897,4.661370844871726e-09,0.0
1898,0.0,1.6975064687230201e-09
1899,4.9748205555033564e-09,2.7637891975018647e-09
1900,5.191053142894475e-10,0.0
1901,5.029864968975062e-09,5.029864968975062e-09
1902,2.455141867585553e-09,0.0
1903,2.7001101354784396e-09,1.0800440541913758e-09
1904,4.299700151477737e-09,1.0749250378694342e-09
1905,6.708986699521802e-09,2.580379465655369e-09
1906,1.5432553013283723e-09,5.144184522798412e-10
1907,5.142843484406967e-09,2.5714217422034835e-09
1908,2.9468334439286537e-09,4.911389073214423e-10
1909,9.901770070541716e-09,7.151278680339601e-09
1910,7.481811059584231e-09,0.0
1911,6.384448969498635e-09,5.320374141248863e-10
1912,3.125652625612929e-09,3.125652625612929e-09
1913,1.590896969716482e-09,1.590896969716482e-09
1914,1.3393487430235496e-09,6.696743715117748e-10
1915,0.0,0.0
1916,1.0987461607214755e-08,0.0
1917,8.773139548168274e-09,2.1932848870420685e-09
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,3.6831393490643904e-09,2.762354567309444e-09
1920,6.815008557481406e-09,0.0
1921,5.300923255902035e-09,0.0
1922,5.902348387820666e-09,7.377935595798135e-09
1923,5.307974060286824e-09,0.0
1924,2.578324886925998e-09,0.0
1925,2.1996355847875293e-09,3.299453377181294e-09
1926,5.57306911730393e-09,1.1146138456652466e-09
1927,0.0,0.0
1928,1.2568645679778001e-08,1.1426041224282812e-09
1929,5.570202965543558e-09,1.1140406375176326e-09
1930,1.1553964007759987e-08,0.0
1931,3.4216069977333063e-09,0.0
1932,2.1919073223131136e-09,0.0
1933,1.0323596200123575e-08,0.0
1934,4.7926320689839486e-09,0.0
1935,9.574627313213568e-09,0.0
1936,1.2124714565686645e-09,0.0
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,7.779128452511941e-09,0.0
1939,1.8352860564618823e-08,0.0
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,1.7709016475464523e-08,5.9030051957620344e-09
1942,9.102635090130207e-09,0.0
1943,2.0322646676618206e-08,0.0
1944,9.639558484764166e-09,1.2852744646352221e-08
1945,1.3071024262956144e-08,0.0
1946,9.744772988540262e-09,0.0
1947,1.4305045148432782e-08,1.1920870957027319e-09
1948,3.2615663503321457e-09,5.435944139264848e-09
1949,2.945102384188658e-09,1.9634016634739737e-09
1950,6.381216888229346e-09,1.0635361480382244e-09
1951,7.462981344019681e-09,0.0
1952,1.370824520563474e-08,0.0
1953,1.1851209791302608e-08,1.0773827385790469e-09
1954,9.772536557761669e-09,9.772536113672459e-10
1955,1.0324168187025862e-08,0.0
1956,1.4825940475304833e-08,0.0
1957,7.951533653738352e-09,8.835037701437898e-10
1958,9.926692356998501e-09,3.3088973783179654e-09
1959,1.0851047171911432e-08,3.100299128533379e-09
1960,8.997083078554624e-09,2.7683333403416555e-09
1961,6.25334317660986e-09,3.47407969059077e-09
1962,2.1562652108286784e-08,1.9025869768540815e-09
1963,1.2285501505004959e-08,1.2932106496776896e-09
1964,7.300761772910391e-09,0.0
1965,1.1491291473930687e-08,1.0944086747954884e-09
1966,8.862519940144864e-09,2.215629901769489e-09
1967,5.91640286762285e-09,1.9721342336964653e-09
1968,9.431973424511852e-09,3.1439910674890825e-09
1969,1.5441977002650376e-08,9.083515606356229e-10
1970,8.277704743875347e-09,4.5987250119061684e-10
1971,9.762954888969944e-09,0.0
1972,1.0773308467548759e-08,2.0520587451500205e-09
1973,7.1671650836435674e-09,2.7566018356850464e-09
1974,1.9689501584707614e-08,3.3753431161187564e-09
1975,1.6563292959403952e-08,2.2845920710778955e-09
1976,8.570290255249802e-09,1.142705374768127e-09
1977,1.2341241473201592e-08,5.876781838942691e-10
1978,1.0099005187669263e-08,5.940591352171509e-10
1979,1.7555919384903973e-08,0.0
1980,1.5349906234973787e-08,2.2740602734216964e-09
1981,1.3283654176632353e-08,1.2651099057237047e-09
1982,9.311253101884631e-09,3.7245013739806154e-09
1983,1.326216381158929e-08,6.315316047889041e-10
1984,1.333771937339634e-08,3.479405208395292e-09
1985,1.3234227269620646e-08,0.0
1986,1.7384007122700496e-08,3.5966913891627428e-09
1987,1.2832715778898773e-08,1.2221633705067347e-09
1988,1.139345240375178e-08,2.99827696004229e-09
1989,2.140367705294466e-08,1.6464366536794728e-09
1990,1.1442167213715493e-08,5.448650863826288e-09
1991,1.2309077312977479e-08,4.68917216167597e-09
1992,1.322386644631024e-08,3.30596661157756e-09
1993,1.3294098266669607e-08,2.7696036575264316e-09
1994,1.687976508568667e-08,3.164955852952289e-09
1995,2.4943274112843028e-08,5.422450821690461e-10
1996,2.1886178203089912e-08,1.6014276571496566e-09
1997,1.5343662451705598e-08,2.3974471297094624e-09
1998,1.0966696883940585e-08,2.86087753487152e-09
1999,1.8280804259251937e-08,1.8280804647829996e-09
2000,2.4299172562969318e-08,3.5344251969604557e-09
2001,1.2267393323384113e-08,3.066848330846028e-09
2002,1.4019908789464353e-08,3.066854992184176e-09
2003,1.0833999475323708e-08,1.6667691671301554e-09
2004,1.3654853248112886e-08,2.642874807889939e-09
2005,1.8465373230469595e-08,1.8014998381943315e-09
2006,1.9354083113931608e-08,2.4707338397433887e-09
2007,1.757570977645173e-08,3.1955835755326234e-09
2008,1.915847844258245e-08,3.8316958494988285e-09
2009,1.8595951667421673e-08,3.814554005998616e-09
2010,1.2754241218715379e-08,4.2514138876015295e-09
2011,9.177532511728259e-09,3.4415748029203996e-09
2012,1.2255310155584453e-08,3.744677901096338e-09
2013,1.1435412727855976e-08,2.2313000336282585e-09
2014,1.3209215388165774e-08,5.197068553286499e-09
2015,1.0861219659763499e-08,6.871383906315032e-09
2016,8.078226088059637e-09,2.0713399884186856e-09
2017,1.1320251402935355e-08,3.018733707449428e-09
2018,1.1874746796980418e-08,4.904786798931582e-09
2019,1.4285531590996214e-08,5.3570743396846865e-09
