year,partant_VERB en_ADP,partant_VERB sans_ADP
1991,1.940144942480515e-07,2.9307325899452508e-08
1992,1.614413616124466e-07,1.76318211142501e-08
1993,1.988575473177434e-07,2.8803878393546256e-08
1994,2.146895194954368e-07,2.1099706759564185e-08
1995,1.9249700411450021e-07,2.0063067651676647e-08
1996,1.8309655835935246e-07,1.7615703784557013e-08
1997,2.1097535363168163e-07,2.3015493733069547e-08
1998,2.1599625554813429e-07,2.7655150058869538e-08
1999,2.0291693303420288e-07,2.056590564514238e-08
2000,2.1913436576426193e-07,2.4299172785013923e-08
2001,2.1248877324353543e-07,2.935411824722678e-08
2002,2.1949919748465163e-07,2.9354184860608257e-08
2003,2.4709852652904374e-07,2.5001537728996936e-08
2004,2.3829921147466848e-07,2.4226352701717246e-08
2005,2.1212660605840483e-07,1.5763123362155795e-08
2006,2.2483679629203834e-07,1.935408189268628e-08
2007,2.1370464953207602e-07,1.5179021956024386e-08
2008,2.1968389329884985e-07,2.384166220004147e-08
2009,2.303037049955492e-07,3.051643293616735e-08
2010,2.1823924134523054e-07,2.5036102524467196e-08
2011,2.2982072200861126e-07,2.5620613075538756e-08
2012,2.434040631271728e-07,2.7574446503919603e-08
2013,2.2061979310095126e-07,2.8727988321541886e-08
2014,2.5400671699316035e-07,4.222617999705136e-08
2015,2.132345526817403e-07,3.4135259396883555e-08
2016,2.0899821517872397e-07,4.453381008406865e-08
2017,2.1483321255288956e-07,3.6727926172597236e-08
2018,2.3129941340016558e-07,3.201018583531834e-08
2019,2.423438347776141e-07,4.4132089427328935e-08
