year,partant_VERB en_ADP,partant_VERB sans_ADP
1800,2.829747991484055e-08,9.432493897065797e-09
1801,4.7623650800687756e-08,7.143547975374531e-09
1802,2.2378401354217203e-09,1.3427040812530322e-08
1803,5.655983770225248e-08,1.1702034896643454e-08
1804,5.438072037122765e-08,3.707776485839531e-08
1805,5.117179902036639e-08,3.1271653710973624e-08
1806,6.051504897186533e-08,6.627838899930794e-08
1807,1.508886242618246e-07,1.9928686256776018e-08
1808,3.172503681980743e-08,1.5862518409903714e-08
1809,1.3554183553310395e-08,1.129515236897305e-08
1810,9.360507036149102e-09,4.680253340438867e-08
1811,8.524060746140094e-08,5.264861258069686e-08
1812,3.467370524035118e-08,8.00162425207418e-09
1813,6.326631307729258e-08,1.7254450312975678e-08
1814,6.293354282149721e-09,1.2586708564299443e-08
1815,5.394447111228828e-09,4.315557688983063e-08
1816,6.952811659743929e-09,9.270415546325239e-09
1817,1.8682481339737933e-08,3.580808893843823e-08
1818,5.722165230537257e-08,9.536941902865692e-09
1819,6.624672010957511e-08,3.001804671498576e-08
1820,4.865257352548724e-08,1.779972080839798e-08
1821,4.930744079700844e-08,5.1279737789400315e-08
1822,6.917674966189225e-08,1.7043547018147365e-08
1823,6.522573026135348e-08,2.4706716672540097e-08
1824,6.905312144311893e-08,4.463189640091514e-08
1825,5.0191026446100295e-08,2.4655240071780327e-08
1826,4.492072136486058e-08,3.787433300317389e-08
1827,2.8573547083965423e-08,3.7790819362726324e-08
1828,6.604057034564903e-08,3.210305266065916e-08
1829,5.143905501547863e-08,1.6289034343586195e-08
1830,6.262101237552997e-08,3.339787468803479e-08
1831,3.897801548191637e-08,2.9623292263636358e-08
1832,7.306183391619925e-08,3.6530916958099624e-08
1833,3.1275796175123105e-08,6.370995642157595e-08
1834,7.00089788363556e-08,7.28093425550469e-08
1835,8.168134968400409e-08,5.8235777089521434e-08
1836,6.04867480547e-08,6.451919887240365e-08
1837,8.349469027280065e-08,4.1747345913556444e-08
1838,9.278877799445695e-08,6.375283834181289e-08
1839,3.6355670585130895e-08,5.2436064379435265e-08
1840,4.968357014689673e-08,9.618229768193487e-08
1841,6.93419250907823e-08,5.585877360658742e-08
1842,7.110760691375617e-08,5.366612043644636e-08
1843,5.3752891471248176e-08,7.442707783411606e-08
1844,6.147188735816655e-08,4.8848196598783034e-08
1845,1.0379223747136734e-07,5.636030309119633e-08
1846,4.27378594736183e-08,8.430481557297753e-08
1847,2.9123408573639153e-08,1.0948244177910738e-07
1848,5.229394162142853e-08,5.792559676365272e-08
1849,6.871119895279776e-08,1.0306680309213334e-07
1850,6.653216377827675e-08,5.7706465383944305e-08
1851,5.482022902292272e-08,5.868989205737307e-08
1852,8.984552835045179e-08,7.0313888045348e-08
1853,6.688563303214323e-08,5.01642283268211e-08
1854,6.286754161699548e-08,9.040456072639813e-08
1855,5.837630823180007e-08,6.686740761097099e-08
1856,4.607698372849356e-08,7.558696069054349e-08
1857,6.199516633387248e-08,8.445010829527533e-08
1858,6.753273140702731e-08,5.725600971118183e-08
1859,6.008764330545091e-08,8.351164382247589e-08
1860,5.721479920395289e-08,4.439868561689764e-08
1861,8.347255686658173e-08,7.639861571151485e-08
1862,6.370360972063338e-08,4.87942522220397e-08
1863,6.992468853939116e-08,8.490855663012553e-08
1864,7.383881095446299e-08,7.863354190007499e-08
1865,6.307171585007154e-08,5.601144792422019e-08
1866,4.6709883294582255e-08,7.152451075853605e-08
1867,1.033648846515689e-07,6.793935725113442e-08
1868,6.224241388963492e-08,6.718228995339359e-08
1869,7.325278816860958e-08,7.42294901101559e-08
1870,5.2753248880321735e-08,8.027668174648284e-08
1871,1.2532989668301298e-07,7.116188527334089e-08
1872,9.615269225271561e-08,7.377753807880083e-08
1873,7.183205563698891e-08,9.876907114403366e-08
1874,1.0276327655489581e-07,8.722929578652838e-08
1875,1.2759006118301386e-07,8.124568751100014e-08
1876,6.287855569553358e-08,7.497058618355368e-08
1877,1.0390490601253077e-07,3.401648740464225e-08
1878,9.602151029852735e-08,7.307297589242978e-08
1879,1.0263666316845388e-07,8.675242213485035e-08
1880,9.947661938625174e-08,7.508880028872511e-08
1881,1.1574362623889556e-07,6.554157039317943e-08
1882,1.0648616366459862e-07,7.320923356424203e-08
1883,1.308103163566443e-07,7.899173493086664e-08
1884,1.19490716876669e-07,5.545425540987026e-08
1885,1.1666600530091387e-07,5.8655285073427876e-08
1886,1.5359243565882252e-07,6.453464201916503e-08
1887,1.3057849601594285e-07,8.226445102899049e-08
1888,1.1793543075455659e-07,5.5163347667530616e-08
1889,1.4535117287550747e-07,1.0400127337106824e-07
1890,1.2977685059922806e-07,7.013193226157455e-08
1891,1.2493471146513002e-07,8.477712398757831e-08
1892,1.3289245970327102e-07,7.961010672907776e-08
1893,1.35485166419258e-07,7.205347452021726e-08
1894,1.3296248368988017e-07,5.923446977362801e-08
1895,1.6129886271087912e-07,1.0111272485957556e-07
1896,1.2442731467388057e-07,5.307326134129653e-08
1897,1.1536892996488746e-07,8.215666091881957e-08
1898,1.1146959333352413e-07,6.903192872886876e-08
1899,1.6195804519725243e-07,7.517506617205072e-08
1900,1.5832712696450812e-07,7.786579958590778e-08
1901,1.3636523066296036e-07,7.991896572301371e-08
1902,1.5418290866264783e-07,5.499517785612085e-08
1903,1.1610473693579593e-07,8.154332675758269e-08
1904,1.6983816220061954e-07,7.846952687629027e-08
1905,1.6204784003548411e-07,7.534708079681707e-08
1906,2.0216645602033623e-07,5.504277539314373e-08
1907,1.3217107541763085e-07,5.142843484406967e-08
1908,1.6305811900707567e-07,8.496703185478793e-08
1909,1.7493128012802117e-07,6.711199773690169e-08
1910,1.7849462707886232e-07,6.573305622037395e-08
1911,1.5163066180434726e-07,6.012022757406754e-08
1912,1.7138996444288068e-07,6.563870869058519e-08
1913,1.871955368493161e-07,6.151468312509678e-08
1914,1.573734760285106e-07,7.031580562255613e-08
1915,1.5432798483594468e-07,6.95064938938117e-08
1916,1.6261443747112025e-07,6.592477164168997e-08
1917,2.1603856037444302e-07,7.018511638534619e-08
1918,1.7229564708287626e-07,7.695872294988249e-08
1919,1.5561264365970828e-07,8.10290639585709e-08
1920,1.9157746899978179e-07,9.16240026072046e-08
1921,1.9461960931721478e-07,8.254294592280331e-08
1922,1.6747914122205998e-07,7.968170628869231e-08
1923,1.8790228395459962e-07,6.263409346729532e-08
1924,1.6630195842637363e-07,5.801231117708028e-08
1925,1.9466774858756253e-07,6.928851803422731e-08
1926,1.649628540434378e-07,6.799144358637932e-08
1927,1.6166375438331215e-07,5.2401357919507063e-08
1928,1.58821973350598e-07,4.570416389793053e-08
1929,1.9718518617928282e-07,5.570203187588163e-08
1930,1.4810081094829286e-07,4.20144132817768e-08
1931,2.087180277499101e-07,5.5886246741465584e-08
1932,1.5781732987107944e-07,5.370172928564898e-08
1933,1.6288340498604725e-07,5.391211388428019e-08
1934,1.5695869848286748e-07,5.152079296522061e-08
1935,1.8191792072741464e-07,4.308582379763948e-08
1936,1.5883376081049505e-07,5.33487423126644e-08
1937,1.6872098651532497e-07,4.4068913740424875e-08
1938,1.542860523784384e-07,4.797129449229942e-08
1939,2.2941075705773528e-07,3.6705720241059225e-08
1940,2.332920234771052e-07,8.368083825871508e-08
1941,2.0365367880970098e-07,3.5418032950929046e-08
1942,2.639764224987573e-07,4.8547388331598995e-08
1943,2.5548469473335444e-07,4.935499831049128e-08
1944,2.217098398205053e-07,3.534504600111177e-08
1945,2.3745694122112582e-07,5.8819608739213436e-08
1946,1.7122957718385123e-07,5.8468637931241574e-08
1947,2.1815193562702007e-07,5.006765846360395e-08
1948,2.228736977194501e-07,5.435943917220243e-08
1949,2.051754801613015e-07,4.123143504397575e-08
1950,1.8824589487209664e-07,5.211327192000681e-08
1951,2.0896347763255108e-07,4.264560615752089e-08
1952,2.0562367630816425e-07,4.007025466989944e-08
1953,2.3271467419760938e-07,3.447624863373022e-08
1954,2.0131424705027712e-07,4.886268212267453e-08
1955,1.8865071815810097e-07,2.815682265122632e-08
1956,1.9273722351442757e-07,4.098936479124404e-08
1957,2.2617696338045334e-07,3.092263228809955e-08
1958,2.010155086829002e-07,3.805232023923466e-08
1959,1.9299361575519924e-07,3.332821485457771e-08
1960,1.6817625247966816e-07,3.114374991231017e-08
1961,2.1469811528618266e-07,3.126671754838384e-08
1962,2.023084135771569e-07,3.107558699255719e-08
1963,2.2372544350446333e-07,3.7503108618608394e-08
1964,1.9955415542227684e-07,3.589541419657394e-08
1965,1.8987990779706365e-07,4.7059574459495934e-08
1966,1.6894178322957032e-07,2.8249282024717104e-08
1967,1.853806210760922e-07,3.3033249802194575e-08
1968,1.8280062086262205e-07,3.413475924141096e-08
1969,1.9756646629787156e-07,3.088395400530075e-08
1970,1.9130696138347503e-07,3.770954681847627e-08
1971,1.9680062646187935e-07,3.596878184186636e-08
1972,2.0058873761996665e-07,4.155418942275446e-08
1973,1.8358968034704048e-07,2.039885482751913e-08
1974,1.867689838341846e-07,3.4315985830701834e-08
1975,2.113247647983485e-07,3.198428855100133e-08
1976,1.959739748258471e-07,2.5710871542905522e-08
1977,2.027489784950376e-07,2.703319568198026e-08
1978,2.001979346744065e-07,2.4356424432880885e-08
1979,1.7731479751148527e-07,3.043026097770962e-08
1980,1.8817848967955797e-07,2.5583178242527538e-08
1981,1.625666223858957e-07,2.5934752623246737e-08
1982,2.122965794271181e-07,3.600351294874571e-08
1983,1.8251262812185587e-07,2.1472075117934253e-08
1984,2.110839076863158e-07,1.9136727757995686e-08
1985,2.0392741539865256e-07,2.2859119819251816e-08
1986,2.205970677238156e-07,2.4577390900226703e-08
1987,2.0837885550406554e-07,1.955461326197394e-08
1988,2.0987938498251424e-07,2.9383114386050124e-08
1989,1.8549852853766424e-07,2.7989423445617945e-08
1990,1.776260205588187e-07,2.9422714709070874e-08
