year,appuyant_VERB en_ADP,appuyant_VERB sans_ADP
1896,1.1204354777305525e-08,7.076434549446731e-09
1897,7.574727511894253e-09,1.7480140668268973e-09
1898,1.9804241802034994e-08,1.13167097914868e-09
1899,6.633094074004475e-09,9.949641111006713e-09
1900,1.661137005726232e-08,2.07642125715779e-09
1901,6.147612641171918e-09,3.912117296778206e-09
1902,3.338993082024899e-08,9.820567692386817e-10
1903,1.2420506401156217e-08,2.7001101354784396e-09
1904,9.13686282189019e-09,6.449550227216605e-09
1905,1.2385822145688508e-08,3.096455536422127e-09
1906,2.006231980544726e-08,2.0576738091193647e-09
1907,1.5942815068115124e-08,3.599990305858114e-09
1908,1.276961114626829e-08,2.4556945366072114e-09
1909,8.801573692096554e-09,6.0510818578052294e-09
1910,1.4963621453034648e-08,4.809735720812114e-09
1911,2.6601870928288918e-08,1.5961122423746588e-09
1912,5.730363294986773e-09,5.209421227725386e-10
1913,1.113627856597077e-08,2.6514948014977335e-09
1914,1.4732836284281348e-08,2.0090231700464756e-09
1915,2.591767689352764e-08,1.1780761921542648e-09
1916,1.2086208478478966e-08,0.0
1917,1.7546279096336548e-08,5.483212106582869e-09
1918,1.722956355365568e-08,2.5270027848023346e-08
1919,1.8415697411455767e-08,4.603924352863942e-09
1920,1.741613253614105e-08,3.028892692213958e-09
1921,3.0290991048786964e-08,1.438822039290244e-08
1922,1.9920426197472807e-08,2.2133805899215986e-09
1923,7.431163684401554e-09,1.0615948120573648e-09
1924,7.734974438733389e-09,7.734974438733389e-09
1925,4.399271169575059e-09,5.499089184013428e-09
1926,8.916910765321973e-09,8.916910765321973e-09
1927,1.1149224654616319e-08,4.4596899506643695e-09
1928,1.5996457491951332e-08,3.4278122562625413e-09
1929,4.4561625500705304e-09,2.2280812750352652e-09
1930,6.302162347537887e-09,1.0503603542488804e-09
1931,1.0264820993199919e-08,4.5621426636444085e-09
1932,1.3151444377967891e-08,4.383814644626227e-09
1933,1.0323596200123575e-08,1.1470662197865522e-09
1934,5.990790086229936e-09,3.5944740517379614e-09
1935,8.377798899061872e-09,1.196828414151696e-09
1936,1.33371855781661e-08,9.699771652549316e-09
1937,1.1332006444320086e-08,1.1332006444320086e-08
1938,1.426173557028676e-08,3.8895642262559704e-09
1939,2.9058696782158222e-08,0.0
1940,2.2822046474857416e-08,1.2678914806940611e-08
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,8.49579275818968e-08,6.068423541449874e-09
1943,2.6129116648121453e-08,0.0
1944,1.0924833304670756e-07,6.4263723231761105e-09
1945,1.3071024262956144e-08,4.357008087652048e-09
1946,1.2528993842408909e-08,2.7842208538686464e-09
1947,1.0728784083369192e-08,1.1920870957027319e-09
1948,1.9569398546082084e-08,6.523132700664291e-09
1949,1.197675061348491e-07,5.890204768377316e-09
1950,9.571825110299415e-09,9.571825110299415e-09
1951,9.595261474260042e-09,3.1984206394497505e-09
1952,1.7926167217297007e-08,3.1634410646574906e-09
1953,1.0773827163745864e-08,0.0
1954,2.9317607896928166e-08,7.818028890937967e-09
1955,9.385607846468247e-09,5.631364707880948e-09
1956,1.831439710997529e-08,6.976913269340912e-09
1957,1.0602045463770082e-08,7.068030161150318e-09
1958,1.1581140491045971e-08,2.4816730892496253e-09
1959,1.6276571201956358e-08,2.325224457422337e-09
1960,8.997083078554624e-09,8.305000243069571e-09
1961,1.389631876236308e-08,3.47407969059077e-09
1962,1.2049716779927166e-08,6.341956571009888e-09
1963,1.4225316924409981e-08,7.759263898066138e-09
1964,8.517555549758526e-09,4.867174663303331e-09
1965,1.0396882133001384e-08,3.830430195250756e-09
1966,2.1048484510899357e-08,2.215629901769489e-09
1967,1.5284040699725665e-08,4.437302081328198e-09
1968,9.431973424511852e-09,5.838840522187638e-09
1969,1.6350327314285096e-08,9.991866889436096e-09
1970,1.4256047370375668e-08,4.598724956395017e-09
1971,1.0790635052160269e-08,4.624557625731995e-09
1972,1.2312352026810913e-08,7.182205497002769e-09
1973,1.7642252103655665e-08,6.064523994098181e-09
1974,1.1813700351304135e-08,5.625571564138454e-09
1975,1.6563292515314743e-08,2.2845920710778955e-09
1976,9.712995741040231e-09,3.4281160132820787e-09
1977,1.057820764316375e-08,7.639816779203557e-09
1978,1.0099005187669263e-08,6.534650598410963e-09
1979,1.287434159280565e-08,8.777959914496591e-09
1980,2.1035058139773355e-08,5.116635615198817e-09
1981,1.8976647808699454e-08,6.325549417596221e-09
1982,1.6139505731871395e-08,7.449002747961231e-09
1983,1.8314416649900522e-08,3.157658134966823e-09
1984,1.623722339916256e-08,1.7397025486864948e-09
1985,1.3234227602687554e-08,5.4140022465176685e-09
1986,1.9781802029772422e-08,1.1389522269755759e-08
1987,1.7721369260925712e-08,7.944061852782625e-09
1988,1.0793796856312099e-08,7.195864737408186e-09
1989,1.0427432250992297e-08,5.488121956886971e-09
1990,1.961514428661104e-08,7.628111475810329e-09
1991,1.641210189973208e-08,6.447611611282156e-09
1992,1.4876849085965205e-08,3.305966445044106e-09
1993,2.1602909683338112e-08,3.877445031719162e-09
1994,2.004472143823932e-08,5.274926717646622e-09
1995,2.548551947256783e-08,4.880205572987961e-09
1996,1.2277611816102763e-08,3.2028553142993132e-09
1997,2.109753616252874e-08,5.753873488778538e-09
1998,2.2410207023426665e-08,7.152193726156497e-09
1999,1.828080442578539e-08,4.570201023179621e-09
2000,1.8113929911578452e-08,5.743440834038438e-09
2001,1.9277331730904734e-08,7.009939018143285e-09
2002,2.1467984723244626e-08,9.200565365130586e-09
2003,1.4584230378922314e-08,1.0833999919412918e-08
2004,2.0702519532012076e-08,5.7262286579096155e-09
2005,2.0717248361279417e-08,4.503749373441224e-09
2006,1.7295137044737174e-08,2.4707340062768424e-09
2007,1.9572949483404045e-08,8.787855249048349e-09
2008,2.086145478585877e-08,6.811903568992861e-09
2009,1.0966842545201416e-08,4.291373478793048e-09
2010,1.369900015646408e-08,6.613310343794865e-09
2011,1.9884653923440965e-08,8.412738061736036e-09
2012,1.4297861172796189e-08,4.425528637996834e-09
2013,1.7571486987666418e-08,6.136075203500013e-09
2014,8.44523602439029e-09,6.279790909502481e-09
2015,1.2634479421014255e-08,5.098123256885856e-09
2016,1.4706514367412993e-08,5.799752234025846e-09
2017,8.804639684001359e-09,6.792150536449881e-09
2018,1.6263240809610835e-08,5.162933192082164e-09
2019,7.652963596171958e-09,4.591778068885333e-09
