year,soit_VERB en_PRON,soit_VERB sans_ADP
1840,3.229432037343827e-07,4.5097397105564596e-07
1841,3.4093112288857697e-07,4.455860675989243e-07
1842,3.575505314046268e-07,4.662244350583933e-07
1843,2.5399717173968384e-07,5.198081680646283e-07
1844,2.8375862370921823e-07,4.956170869263588e-07
1845,3.1695693342159714e-07,3.52112380141989e-07
1846,2.851142255622108e-07,4.4025850343132333e-07
1847,2.8044762068191176e-07,4.2444671066732553e-07
1848,2.357250029616509e-07,3.2422244089502783e-07
1849,2.6562746491265443e-07,3.3769040896913793e-07
1850,2.464405550739457e-07,3.862938626753021e-07
1851,2.2895507045816998e-07,3.5213935234423843e-07
1852,2.5000494319193933e-07,4.739677024190314e-07
1853,2.400716634376465e-07,3.935502945751068e-07
1854,2.665375973265327e-07,4.4007276756019564e-07
1855,2.934736329507359e-07,4.489668867790897e-07
1856,2.542000021588109e-07,4.390256549413607e-07
1857,2.2064421423273473e-07,4.0858230931917205e-07
1858,2.471306395079864e-07,4.345584443399275e-07
1859,2.1794501425809187e-07,3.9056970990714035e-07
1860,2.3755584255269468e-07,3.767022462852765e-07
1861,2.5041767792721714e-07,3.909534029844508e-07
1862,3.325237970530637e-07,4.775511683874356e-07
1863,2.3674502580561807e-07,4.490164258186269e-07
1864,2.459695408463247e-07,3.749477173187188e-07
1865,2.475800254253535e-07,3.760768549909699e-07
1866,2.3987472097530826e-07,4.2476801809243625e-07
1867,2.4991979685751176e-07,4.780019366990018e-07
1868,3.1516395893049776e-07,4.179133554771397e-07
1869,2.778722337781758e-07,4.004485560926696e-07
1870,2.7523434376064415e-07,3.6067166320208344e-07
1871,2.3047955255428576e-07,3.356292097578262e-07
1872,3.090190410226512e-07,3.8582024330935383e-07
1873,2.7415901548977217e-07,3.5377286167204147e-07
1874,2.2942498811850953e-07,3.5309940926708805e-07
1875,2.706282439812746e-07,4.663044705921493e-07
1876,2.8174429322902483e-07,3.240664057102549e-07
1877,2.393523783617013e-07,3.5253449937044934e-07
1878,2.1197201671707688e-07,3.0316223842419276e-07
1879,2.6636658700951443e-07,4.0077173935060273e-07
1880,2.2911711017314929e-07,3.5554867849896254e-07
1881,2.363680042805072e-07,3.1515733667220047e-07
1882,2.7420188075666374e-07,2.808572503454343e-07
1883,2.4139874454931487e-07,3.6778553180738527e-07
1884,2.059729418135703e-07,3.2216280487773474e-07
1885,2.1528422866623487e-07,3.6675666592600464e-07
1886,2.2264450499909216e-07,2.684641060568538e-07
1887,2.611569824839677e-07,3.1077681228453e-07
1888,2.821573508171582e-07,2.7074423769590794e-07
1889,2.180267539841907e-07,2.7190694140699634e-07
1890,2.2153825751658474e-07,2.9494739806068537e-07
1891,1.6254261314685436e-07,2.721791929616302e-07
1892,2.7894879028877995e-07,3.165598627674626e-07
1893,1.8598417783621812e-07,3.3932874998754414e-07
1894,2.6025356092418406e-07,3.1003574463284167e-07
1895,2.0403103739852213e-07,3.159772745675582e-07
1896,2.3352234990170473e-07,2.830574032941513e-07
1897,2.546273938364152e-07,2.6744615411189443e-07
1898,2.1162247110240173e-07,2.812202524182794e-07
1899,1.9733455047798998e-07,2.7195684992875613e-07
1900,2.0245107035243848e-07,2.746067195857904e-07
1901,1.995179776947964e-07,3.213524735201645e-07
1902,3.083658191016525e-07,2.700656125398382e-07
1903,1.744271149739518e-07,3.364337146649632e-07
1904,1.7736262414302928e-07,2.4884514004952507e-07
1905,1.8475517871152647e-07,2.6526302576712624e-07
1906,2.083394674556871e-07,2.6801200192494434e-07
1907,2.3708507468356288e-07,3.003420658842515e-07
1908,2.1757452906001618e-07,2.7405550895309716e-07
1909,1.7548137698497612e-07,3.311592138288688e-07
1910,2.217822467898145e-07,3.0408216389332665e-07
1911,2.1919941595172077e-07,2.564420356065966e-07
1912,1.901438817508705e-07,3.016254765952908e-07
1913,1.8984702798707787e-07,2.9166443482608884e-07
1914,2.0826873231571952e-07,3.1809531719773076e-07
1915,1.932044986219239e-07,2.462179224949068e-07
1916,1.2635581114750494e-07,2.472178834977967e-07
1917,2.0726542548921145e-07,2.7635388732960564e-07
1918,1.4013379256994085e-07,2.7911895017496136e-07
1919,1.731075425226436e-07,2.845225139935792e-07
1920,1.620457652506957e-07,2.786581205782568e-07
1921,1.772022848456345e-07,2.4838612944222405e-07
1922,2.0879557283137729e-07,3.069221179430315e-07
1923,1.6136240610364894e-07,3.3334077897961834e-07
1924,2.2431426316416037e-07,2.9650735200448253e-07
1925,2.3206155774779802e-07,3.4094352940883255e-07
1926,2.2180814918115743e-07,2.864557586690353e-07
1927,2.452829415133806e-07,3.1329321359407913e-07
1928,2.650841461893094e-07,2.959344556074939e-07
1929,1.9272903672984398e-07,2.9633480380653054e-07
1930,1.9641739013032122e-07,3.0145341156639915e-07
1931,2.4635571183040383e-07,2.828528522513807e-07
1932,1.895999774959023e-07,2.827560479090607e-07
1933,1.869717891622713e-07,2.9823721092725464e-07
1934,2.695855538803471e-07,2.51613187174371e-07
1935,1.7354012005199593e-07,3.027975878922007e-07
1936,2.1339497324746048e-07,2.66743711563322e-07
1937,2.6189526369790883e-07,2.493041506568261e-07
1938,2.0485039442519337e-07,2.9301384074642556e-07
1939,1.6670514924044255e-07,2.5235183898075775e-07
1940,1.9018372454659982e-07,3.0682971896567324e-07
1941,2.656352364738268e-07,2.9219876296338043e-07
1942,2.6094220606509566e-07,2.8521591843855276e-07
1943,2.2064587490433496e-07,2.700008678857557e-07
1944,2.056439125652787e-07,3.373845345322479e-07
1945,2.1785040749122686e-07,2.8756252845596464e-07
1946,2.241297814009613e-07,2.519719828342204e-07
1947,2.0980733483888514e-07,3.2901604640755977e-07
1948,2.1961213758636688e-07,3.511619866003457e-07
1949,2.012486706171046e-07,2.4149841237885994e-07
1950,2.169613795288683e-07,3.424586338951485e-07
1951,2.3135241555838348e-07,2.9425467573673814e-07
1952,2.0878711204375122e-07,2.868186754767521e-07
1953,2.100896363543825e-07,2.4025635525504185e-07
1954,2.521314301784372e-07,3.078348811413889e-07
1955,1.952206418742719e-07,2.9752376917713264e-07
1956,2.372150458285205e-07,3.462293136635708e-07
1957,2.323614927135509e-07,2.7653666734295257e-07
1958,2.2748669065153493e-07,2.8870130108771264e-07
1959,2.2167138791218122e-07,2.782518606636586e-07
1960,2.5330250497113127e-07,2.920591555266583e-07
1961,2.4457521374809943e-07,3.2031013574851386e-07
1962,2.4670211762334304e-07,2.727041135131003e-07
1963,2.3471772869765317e-07,3.233026575344411e-07
1964,2.6708620692872387e-07,3.139327588996821e-07
1965,2.670357219791697e-07,3.2886981671254034e-07
1966,2.9080142838200373e-07,2.9357096309468034e-07
1967,2.85466438265658e-07,2.8595945877896156e-07
1968,2.7487463927222677e-07,3.314664809295209e-07
1969,2.684178734835285e-07,2.679637134406221e-07
1970,2.9707762227992873e-07,3.3018844192156394e-07
1971,2.5383683199819984e-07,2.969993886381417e-07
1972,2.5753337240530527e-07,2.86775218683033e-07
1973,2.789681210479955e-07,2.806220606998977e-07
1974,2.6383930284978874e-07,2.3064843901465792e-07
1975,2.404533159250377e-07,2.7129530622005404e-07
1976,2.8110553507154634e-07,2.4453893843201513e-07
1977,2.856115894900313e-07,2.83848549997856e-07
1978,2.7683157100000244e-07,2.4475235704812803e-07
1979,3.1073979023243936e-07,2.7387235945752764e-07
1980,2.5640030587581464e-07,2.370707790078086e-07
1981,3.09951938781694e-07,2.3088256284609088e-07
1982,2.62577348197901e-07,2.7685459258464107e-07
1983,2.7597931884226767e-07,2.652432726790721e-07
1984,2.928499327481404e-07,2.7429311444393534e-07
1985,2.719032207165739e-07,2.5626277988521906e-07
1986,3.123126959270195e-07,2.78743584658514e-07
1987,2.5420996951908137e-07,2.7559784143704746e-07
1988,2.5425387639721464e-07,2.680459658677137e-07
1989,2.3050113573397368e-07,2.7660135515361617e-07
1990,2.9150282149226214e-07,2.7515687861523475e-07
1991,2.661105207302228e-07,2.7490273168950807e-07
1992,2.771501885767691e-07,2.732932387061737e-07
1993,2.736368571731873e-07,2.7197509666621045e-07
1994,2.769336332475447e-07,2.2629434681675775e-07
1995,2.835941786960561e-07,2.808829435707594e-07
1996,2.476874880752433e-07,2.829188758823875e-07
1997,2.6323970148123266e-07,2.7762439458456356e-07
1998,2.5890940413830776e-07,2.5175722839776427e-07
1999,2.710129336502831e-07,3.0437539066952013e-07
2000,2.9689170633062645e-07,2.3062123943873303e-07
2001,2.6593954877141e-07,2.6550142706582847e-07
2002,2.9923743372073375e-07,2.2168980251535686e-07
2003,2.771003835277952e-07,2.3251429581705452e-07
2004,2.9952579283509806e-07,2.5768028422135103e-07
2005,2.6617159165631676e-07,2.508588465843786e-07
2006,2.820754527732561e-07,2.4624981165288773e-07
2007,2.580433702270568e-07,2.51252771477084e-07
2008,2.6396126240335605e-07,2.3543641702872264e-07
2009,2.4699237877179314e-07,2.989656593399559e-07
2010,2.2579730052374458e-07,2.867342345780344e-07
2011,2.4855818908653404e-07,2.6844284661819984e-07
2012,2.3046790856295907e-07,2.822125395596231e-07
2013,2.3456541398125808e-07,3.151711212012742e-07
2014,2.418802291376254e-07,3.4408924420858966e-07
2015,2.549061697831867e-07,3.4645074720174307e-07
2016,2.6844566491934785e-07,3.218862332232675e-07
2017,2.555861158271e-07,3.297966486570658e-07
2018,2.3568790530337225e-07,3.508213239911129e-07
2019,2.5101719730580285e-07,3.5637299333757255e-07
