year,arrêtant_VERB en_ADP,arrêtant_VERB sans_ADP
1950,6.381216888229346e-09,5.317680518146517e-09
1951,1.8124383771578323e-08,2.1322803522849654e-09
1952,1.2653764258629963e-08,3.1634410646574906e-09
1953,9.69644453618912e-09,0.0
1954,1.172704333640695e-08,9.772536113672459e-10
1955,1.595553378308523e-08,3.754243138587299e-09
1956,8.72114114258693e-09,1.744228317335228e-09
1957,6.184526224473075e-09,3.534015080575159e-09
1958,1.6544486669545222e-08,1.6544486891589827e-09
1959,1.0851047171911432e-08,7.750747821333448e-10
1960,1.038124963770315e-08,4.844583401109048e-09
1961,1.111705483225478e-08,1.3896318540318475e-09
1962,7.610347907416326e-09,1.9025869768540815e-09
1963,9.69907976156037e-09,1.2932106496776896e-09
1964,2.1902286206909594e-08,6.083968329129164e-10
1965,1.0396882466068291e-08,5.472043373977442e-10
1966,1.163205709531212e-08,2.215629901769489e-09
1967,1.035370456037299e-08,9.860671168482327e-10
1968,1.0779397818794223e-08,4.4914158503495116e-10
1969,8.629339909305145e-09,0.0
1970,2.6672605457633836e-08,2.2993624781975086e-09
1971,7.707596338946132e-09,0.0
1972,7.69522046084603e-09,0.0
1973,9.37244681864513e-09,0.0
1974,1.1251143128276908e-08,3.3753431161187564e-09
1975,7.4249242310031605e-09,0.0
1976,7.427584769459372e-09,0.0
1977,8.22749424145286e-09,1.7630346071939584e-09
1978,8.316828115084718e-09,1.1881182704343018e-09
1979,7.607565244427406e-09,2.925986564150662e-09
1980,9.096241093686785e-09,5.685150683554241e-10
1981,5.69299452024552e-09,1.2651099057237047e-09
1982,6.828252629986764e-09,2.483000915987077e-09
1983,7.57837881337764e-09,2.5261264191556165e-09
1984,6.378909400694965e-09,1.1598016991243298e-09
1985,6.015557829641693e-09,3.609334831011779e-09
1986,9.591176741707841e-09,1.7983456945813714e-09
1987,1.1610551631235921e-08,3.6664902225425067e-09
1988,5.99655392008458e-09,5.996553809062277e-10
1989,7.683371272548811e-09,1.6464366536794728e-09
1990,1.0897301727652575e-08,1.6345953479657283e-09
1991,7.033758464558559e-09,5.861465202094962e-10
1992,7.162927584403178e-09,1.1019888335184191e-09
1993,6.647049133334804e-09,0.0
1994,9.494868002946077e-09,1.0549853213248639e-09
1995,6.506940763983948e-09,1.0844901643380922e-09
1996,5.871901187504136e-09,1.6014276571496566e-09
1997,8.630809844589749e-09,2.876936688878118e-09
1998,1.0013071261028017e-08,3.814503379828693e-09
1999,9.597422412355172e-09,4.570201106446348e-09
2000,6.185244316725402e-09,4.4180314962005696e-10
2001,9.20054432640427e-09,4.3812117822561447e-10
2002,1.0953053575235572e-08,2.1906108038649563e-09
2003,9.58392298855415e-09,4.1669229178253886e-10
2004,7.928623979580607e-09,1.3214374039449694e-09
2005,4.954124666056714e-09,1.8014998381943315e-09
2006,1.1118302722934459e-08,1.2353669198716943e-09
2007,8.38840730210677e-09,1.5977917877663117e-09
2008,7.663391698997657e-09,2.554463751636149e-09
2009,5.721831008997924e-09,2.384096253749135e-09
2010,8.97520635589899e-09,1.8895172093635892e-09
2011,9.55992973672437e-09,0.0
2012,6.127654827992046e-09,1.0212758416727752e-09
2013,1.0040849929282558e-08,1.1156500168141292e-09
2014,7.145969149746634e-09,6.496335691608124e-10
2015,8.86630147078904e-09,1.7732603163622684e-09
2016,7.663958356829426e-09,2.0713399884186856e-09
2017,9.30776167251679e-09,2.0124890642847504e-09
2018,8.002547069452248e-09,1.5488800242380307e-09
2019,1.0459049626376782e-08,7.65296326310505e-10
