year,arrêtant_VERB en_ADP,arrêtant_VERB sans_ADP
1800,4.7162465932615305e-08,3.144164484325529e-09
1801,5.2386017301842e-08,2.3811825844433088e-09
1802,0.0,4.475680270843441e-09
1803,9.751696339321825e-09,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,6.7770917766551975e-09,0.0
1810,1.4040760554223652e-08,9.360507036149102e-09
1811,0.0,0.0
1812,2.9339290108509886e-08,0.0
1813,8.627225156487839e-09,0.0
1814,6.293354282149721e-09,0.0
1815,1.3486118000116676e-08,0.0
1816,9.270415546325239e-09,0.0
1817,3.113746815941454e-09,0.0
1818,9.536941902865692e-09,1.1921177378582115e-09
1819,1.6561680027393777e-08,1.035105001712111e-09
1820,1.542642635854463e-08,0.0
1821,1.676452932031225e-08,0.0
1822,5.012807946513931e-09,2.0051231786055723e-09
1823,9.882686669016039e-09,9.882686891060644e-10
1824,1.0105335235266466e-08,0.0
1825,4.4027217427355936e-09,8.805443041381977e-10
1826,2.1139161532346407e-08,1.7615968683770689e-09
1827,2.3043183361437514e-08,4.608636583469661e-09
1828,2.7516904310687096e-09,0.0
1829,4.286587973467704e-09,0.0
1830,7.305785310052215e-09,2.0873671680021744e-09
1831,1.5591206103948707e-09,1.5591206103948707e-09
1832,1.8941957335982806e-08,0.0
1833,1.7375443306377747e-08,0.0
1834,1.9602515166639023e-08,9.334530925997342e-10
1835,2.2689263801112247e-08,1.5126175867408165e-09
1836,4.704525213838906e-09,0.0
1837,2.435261770017405e-08,0.0
1838,1.5780404538645598e-08,6.312161904276081e-10
1839,2.7965900706306e-09,5.5931801412612e-09
1840,8.917564464638872e-09,2.5478754661634184e-09
1841,1.4767261191650505e-08,6.420548537278137e-10
1842,1.1404051036834062e-08,0.0
1843,1.1223130869097986e-08,4.134837805480629e-09
1844,1.4819115712327857e-08,6.586273748609983e-09
1845,7.812318791877715e-09,5.580227946389016e-10
1846,4.0981511517657054e-09,1.1709002656346001e-09
1847,1.6718992412734224e-08,1.6179670936367074e-09
1848,8.04522137798358e-09,1.367687652020777e-08
1849,1.0893239199560867e-08,4.1897072478036534e-09
1850,2.7155984128057753e-09,0.0
1851,1.2253933867611977e-08,3.2247193804124663e-09
1852,3.906327261660181e-09,2.6042181744401205e-09
1853,1.3735443005202796e-08,5.971931837933653e-10
1854,6.234797567117312e-09,4.676098175337984e-09
1855,1.8574279891936385e-08,2.653468555990912e-09
1856,5.694908100650764e-09,0.0
1857,1.3180074809326925e-08,1.4644527812635033e-09
1858,1.565976326389773e-08,3.9149408159744326e-09
1859,1.476730293603623e-08,1.5276520048956854e-09
1860,6.865775947773045e-09,4.57718396518203e-09
1861,2.2165028923382124e-08,1.3204698667834691e-08
1862,1.355395884417021e-08,3.6143890103090826e-09
1863,1.7980635647063536e-08,2.9967726078439227e-09
1864,1.5343129433631475e-08,4.794728170054441e-09
1865,1.5061901947888146e-08,2.8241067262513297e-09
1866,1.8489329178805747e-08,4.865612912574591e-10
1867,2.1837651686951176e-08,0.0
1868,2.1241458370013788e-08,4.93987406535723e-10
1869,6.348574999037737e-09,9.767038289254515e-10
1870,4.587239033071455e-09,3.4404292748035914e-09
1871,8.496941816815706e-09,0.0
1872,1.0280476914203973e-08,1.2094678591978436e-09
1873,1.2570609442263958e-08,5.986004469882289e-10
1874,4.182226565063729e-09,2.9873046258899194e-09
1875,6.865832347102696e-09,2.8607636259891933e-09
1876,7.255217759905008e-09,1.813804395567331e-08
1877,2.288381928394756e-08,6.184815992682502e-10
1878,2.3552445327368332e-08,6.039088673581716e-10
1879,2.3826368433788048e-08,2.443730107160036e-09
1880,8.984985200299889e-09,3.8507077526617195e-09
1881,1.1853263259808955e-08,0.0
1882,1.4641846846075168e-08,3.3276925659464496e-09
1883,2.5277355319985872e-08,6.319338829996468e-09
1884,1.3203393933736152e-08,3.300848483434038e-09
1885,7.090199094506033e-09,1.933690763067375e-09
1886,1.4842966855610484e-08,1.936039106809062e-09
1887,1.2404957061562527e-08,6.528924623161458e-10
1888,7.355112785489837e-08,0.0
1889,1.8795409673089125e-08,7.51816386923565e-09
1890,1.0487018364813139e-08,0.0
1891,1.0836173736095134e-08,6.374220040683554e-10
1892,1.002961980134387e-08,3.1342561879199593e-09
1893,2.9560400349737392e-08,1.2316833108982905e-09
1894,2.2055386850183822e-08,6.301539290376468e-10
1895,1.444467478961542e-08,3.0093072478365457e-09
1896,8.845543852942228e-09,5.89702897624278e-10
1897,1.5149455023788505e-08,2.330685422435863e-09
1898,2.319925584970406e-08,1.13167097914868e-09
1899,2.1004797901014172e-08,1.1055156790007459e-09
1900,3.322274011452464e-08,2.595526460424935e-09
1901,2.6825947685438223e-08,1.676621730339889e-09
1902,3.437198614619774e-08,3.928227076954727e-09
1903,1.83607493653426e-08,5.400220270956879e-10
1904,2.2573425795258117e-08,2.1498500757388683e-09
1905,2.6835946798087207e-08,1.5482277682110634e-09
1906,1.594697174311932e-08,5.144184522798412e-10
1907,2.3657079850636364e-08,2.5714217422034835e-09
1908,4.0273391732625896e-08,2.9468334439286537e-09
1909,2.9155213354670195e-08,1.1001967115120692e-09
1910,9.619471441624228e-09,4.809735720812114e-09
1911,7.448523575703803e-09,1.0640748282497725e-09
1912,1.3023552902780011e-08,1.0418842455450772e-09
1913,1.3257474229533273e-08,4.772690687104841e-09
1914,2.6117300322425763e-08,1.3393487430235496e-09
1915,8.246533234057551e-09,0.0
1916,1.7579939282086343e-08,7.69122365795738e-09
1917,1.973956464951243e-08,0.0
1918,1.1486376294556067e-08,3.44591288836682e-09
1919,2.301962176431971e-08,0.0
1920,1.590168707821249e-08,3.028892692213958e-09
1921,1.2116395886607734e-08,2.2718242842501013e-09
1922,1.549366501762961e-08,7.377935484775833e-10
1923,7.431163684401554e-09,1.0615948120573648e-09
1924,2.5783249313349188e-08,3.867487219366694e-09
1925,2.0896537833436923e-08,3.299453377181294e-09
1926,2.5636119005412183e-08,2.229227691330493e-09
1927,1.5608915049369898e-08,1.1149224876660924e-09
1928,1.4853853258500749e-08,0.0
1929,1.5596569369336066e-08,0.0
1930,2.2057568216382606e-08,2.100720708497761e-09
1931,1.596749932275543e-08,2.2810713318222042e-09
1932,1.9727165678773417e-08,1.0959536611565568e-09
1933,2.408838994938378e-08,1.1470662197865522e-09
1934,3.354842448288764e-08,2.3963160344919743e-09
1935,2.393656828303392e-08,4.787313656606784e-09
1936,9.699771652549316e-09,1.2124714565686645e-09
1937,1.2591118370153254e-08,1.2591118148108649e-09
1938,1.5558256905023882e-08,2.5930428915188486e-09
1939,1.3764645423464117e-08,1.5294050470515685e-09
1940,1.2678914806940611e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,2.5705489292704442e-08,0.0
1945,4.357008087652048e-09,0.0
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,2.0265479960812627e-08,2.3841741914054637e-09
1948,1.848220954059343e-08,5.435944139264848e-09
1949,1.0798709482173763e-08,9.817008317369869e-10
