year,assistant_VERB en_ADP,assistant_VERB sans_ADP
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,2.4718509461507665e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,2.5881675469463516e-08,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,4.746592452420373e-09,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,9.172301251858528e-10,9.172301251858528e-10
1829,1.0287811491593857e-08,8.57317605795771e-10
1830,0.0,0.0
1831,6.236482441579483e-09,0.0
1832,6.764984572527055e-09,0.0
1833,0.0,1.1583628500844156e-09
1834,1.8669061851994684e-09,1.4001796166951408e-08
1835,3.781543966852041e-09,7.563087933704082e-10
1836,1.3441500135158435e-09,0.0
1837,0.0,0.0
1838,0.0,5.680945491803868e-09
1839,3.4957374772659477e-09,6.9914751765765e-10
1840,1.9109065441114126e-09,1.2739377330817092e-09
1841,6.420548537278137e-10,6.420548537278137e-10
1842,0.0,8.720745015011744e-09
1843,5.906911071384968e-10,4.7255288571079745e-09
1844,1.2074834465636286e-08,6.586273748609983e-09
1845,0.0,5.580227835366713e-09
1846,2.9272506640865004e-09,5.854501328173001e-10
1847,6.47186837454683e-09,5.393223645455691e-10
1848,8.045221711050488e-10,8.045221711050488e-10
1849,0.0,8.379414495607307e-09
1850,3.394498016007219e-09,3.394498016007219e-09
1851,0.0,8.384270167027807e-09
1852,1.1718981340891332e-08,1.3021090872200602e-09
1853,5.971931837933653e-10,5.971931837933653e-10
1854,1.558699391779328e-09,3.63696517347023e-09
1855,4.2455496895854594e-09,1.3798036491152743e-08
1856,2.0708756931497874e-09,0.0
1857,8.78671624349181e-09,1.9526036343364694e-09
1858,4.893676130990343e-09,0.0
1859,3.5645213447565993e-09,6.619825576592575e-09
1860,9.154367819341758e-10,5.492620580582752e-09
1861,1.4147891747029462e-09,3.772770984511453e-09
1862,4.517986262886353e-10,4.517986262886353e-10
1863,9.989241656072068e-10,4.495158911765884e-09
1864,3.3563094525845827e-09,3.835782358407869e-09
1865,9.41368871743009e-10,4.23615986733239e-09
1866,1.9462451650298362e-09,6.811858188626729e-09
1867,2.426405742994575e-09,1.067618526917613e-08
1868,0.0,3.457911734727759e-09
1869,2.441759683335931e-09,4.883519144627257e-10
1870,3.4404292748035914e-09,3.4404292748035914e-09
1871,1.0621177271019633e-09,2.1242354542039266e-09
1872,3.0236697590169115e-09,6.047339295989218e-10
1873,1.1972008939764578e-09,1.1373408881354408e-08
1874,0.0,1.1949218281515073e-09
1875,3.432916173551348e-09,1.716458086775674e-09
1876,6.04601479992084e-10,3.627608879952504e-09
1877,6.184815992682502e-10,8.658742167710898e-09
1878,0.0,6.039088784604019e-09
1879,7.331190321480108e-09,6.720257683667796e-09
1880,1.9253538763308597e-09,0.0
1881,0.0,2.091752326904839e-09
1882,2.6621540527571597e-09,3.9932310791357395e-09
1883,1.0742875922176154e-08,1.3902545781263598e-08
1884,7.922036360241691e-09,2.6406787867472303e-09
1885,2.5782542767416317e-09,1.0313017106966527e-08
1886,9.680196200179125e-09,4.5174246565693466e-09
1887,2.6115698492645834e-09,4.570247291724172e-09
1888,8.242799331981132e-09,8.242799331981132e-09
1889,2.5060546970934183e-09,3.759081934617825e-09
1890,1.9663159989136147e-09,1.5730527991308918e-08
1891,1.9122659011827636e-09,6.3742202627281586e-09
1892,3.761107425503951e-09,4.387958441043338e-09
1893,2.463366621796581e-09,4.310891643655168e-09
1894,5.671385139294216e-09,3.150769645188234e-09
1895,8.426059849853118e-09,7.22233739480771e-09
1896,5.307326134129653e-09,1.7691086373616827e-09
1897,9.905413378419325e-09,1.1653426668090106e-08
1898,1.13167097914868e-09,3.3950129374460403e-09
1899,3.8693048765026106e-09,6.080336234504102e-09
1900,5.191053142894475e-10,3.633737311048435e-09
1901,0.0,3.353243460679778e-09
1902,7.856454153909453e-09,4.910283735171106e-09
1903,5.400220270956879e-10,3.2401321625741275e-09
1904,3.2247751136083025e-09,1.2361637935498493e-08
1905,1.0321518084666081e-09,1.1353670004154992e-08
1906,2.0576738091193647e-09,5.658602919567102e-09
1907,1.028568674676933e-09,7.71426478252124e-09
1908,0.0,2.9468334439286537e-09
1909,2.7504918342913243e-09,5.500983557560346e-10
1910,5.344150677544235e-10,2.67207544979442e-09
1911,3.1922244847493175e-09,4.25629931299909e-09
1912,5.209421227725386e-10,1.5628263128064646e-09
1913,1.060597942803554e-09,2.121195885607108e-09
1914,0.0,6.696743715117748e-10
1915,3.534228465440492e-09,2.3561523843085297e-09
1916,1.0987462051303964e-09,7.69122365795738e-09
1917,1.0966424435210342e-09,2.1932848870420685e-09
1918,1.1486376294556067e-09,0.0
1919,0.0,7.366278698128781e-09
1920,1.514446346106979e-09,7.572231730534895e-10
1921,3.7863738810983705e-09,6.058197943303867e-09
1922,2.951174193910333e-09,1.4755870969551665e-09
1923,3.1847844361720945e-09,1.0615948120573648e-09
1924,1.289162443462999e-09,5.156649773851996e-09
1925,3.299453377181294e-09,0.0
1926,1.1146138456652466e-09,1.1146138456652466e-09
1927,1.2264147031260109e-08,6.689535148041159e-09
1928,0.0,2.2852082448565625e-09
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,1.0503603542488804e-09,0.0
1931,2.2810713318222042e-09,0.0
1932,2.1919073223131136e-09,1.0959536611565568e-09
1933,2.2941324395731044e-09,5.735331320977366e-09
1934,3.5944740517379614e-09,0.0
1935,1.196828414151696e-09,7.180970484910176e-09
1936,0.0,1.2124714565686645e-09
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,0.0,2.5930428915188486e-09
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,9.639558484764166e-09
1945,2.178504043826024e-09,0.0
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,2.3841741914054637e-09,5.960435700558264e-09
1948,3.2615663503321457e-09,0.0
1949,9.817008317369869e-10,5.890204768377316e-09
1950,2.1270722960764488e-09,4.2541445921528975e-09
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,1.0544803918932644e-09,9.490323193972472e-09
1953,5.386913581872932e-09,9.69644453618912e-09
1954,1.9545072227344917e-09,5.863521668203475e-09
1955,3.754243138587299e-09,2.815682353940474e-09
1956,8.72114158667614e-10,4.360570571293465e-09
1957,8.835037590415595e-09,7.068030161150318e-09
1958,4.9633461784992505e-09,8.272243334772611e-09
1959,0.0,4.650448914844674e-09
1960,6.920833350854139e-10,4.844583401109048e-09
1961,6.25334317660986e-09,1.250668635321972e-08
1962,5.7077609305622445e-09,1.9025869768540815e-09
1963,3.879631726988464e-09,1.2932106496776896e-09
1964,6.083968440151466e-09,3.6503808864551957e-09
1965,4.377634699181954e-09,5.472043373977442e-10
1966,2.215629901769489e-09,3.3234448526542337e-09
1967,2.465167847631733e-09,7.395503320850594e-09
1968,6.287982134978165e-09,1.7965663401398047e-09
1969,1.3625273131978588e-09,9.083515606356229e-10
1970,3.219107425067591e-09,9.197450023812337e-10
1971,3.5968783507200897e-09,4.1107179882260425e-09
1972,2.0520587451500205e-09,3.0780880067027283e-09
1973,1.102640756478479e-09,6.615844760915479e-09
1974,2.2502286700643026e-09,1.1251143350321513e-09
1975,4.569184142155791e-09,2.2845920710778955e-09
1976,6.8562320265641574e-09,1.142705374768127e-09
1977,6.464460078348111e-09,1.1753563677885381e-09
1978,2.3762365408686037e-09,3.5643548113029055e-09
1979,7.607565244427406e-09,3.5111840102075575e-09
1980,1.1370301367108482e-09,3.411090521154847e-09
1981,6.958104314946922e-09,6.325549528618524e-10
1982,4.345251713999687e-09,4.345251713999687e-09
1983,2.5261264191556165e-09,3.78918940668882e-09
1984,5.799008384599347e-09,2.3196033982486597e-09
1985,3.0077789148208467e-09,6.015558051686298e-10
1986,4.196139880008332e-09,3.5966913891627428e-09
1987,9.166225112267057e-09,3.0554083707556856e-09
1988,4.197587610832443e-09,5.396898483667201e-09
1989,6.036934507847036e-09,2.7440609784434855e-09
1990,3.814055737905164e-09,3.814055737905164e-09
1991,3.5168792322792797e-09,4.10302547493302e-09
1992,6.060938417817852e-09,4.958949695321735e-09
1993,3.323524566667402e-09,2.2156829704300662e-09
1994,3.6924485691258724e-09,3.164955852952289e-09
1995,2.1689803286761844e-09,4.880205572987961e-09
1996,1.014237493990322e-08,1.067618438099771e-09
1997,5.274384040632185e-09,3.835915585170824e-09
1998,4.7681290027412615e-09,2.3840645013706308e-09
1999,1.8280804647829996e-09,5.941261704833778e-09
2000,4.859834756842929e-09,7.068850393920911e-09
2001,8.762423675534592e-09,1.3143635069212678e-09
2002,1.0953053575235572e-08,1.752488598683044e-09
2003,4.166922806803086e-09,6.250384210204629e-09
2004,8.80958239690699e-09,2.2023955992267474e-09
2005,5.854874363109275e-09,6.7556245042510454e-09
2006,4.941467679486777e-09,8.235779835885637e-10
2007,3.595031605740928e-09,5.192823504529542e-09
2008,8.089135583588813e-09,2.1287198670449925e-09
2009,6.198650481792356e-09,2.860915504498962e-09
2010,6.140930874920514e-09,6.613310343794865e-09
2011,8.795135286732148e-09,4.5887662558641296e-09
2012,1.05531832161887e-08,2.0425516833455504e-09
2013,1.0040849929282558e-08,2.5102124823206395e-09
2014,1.0827226226695075e-08,3.681256854903836e-09
2015,1.4851055496478693e-08,5.984753581600444e-09
2016,7.2496901815100045e-09,2.899876117012923e-09
2017,6.5405894034142875e-09,3.2702947017071438e-09
2018,6.195520096952123e-09,3.614053500911041e-09
2019,8.418259866971312e-09,4.3366790158927415e-09
