year,protégeant_VERB en_ADP
1913,5.302989602995467e-09
1914,6.696743604095445e-09
1915,0.0
1916,4.394984820521586e-09
1917,2.1932848870420685e-09
1918,1.1486376294556067e-09
1919,3.6831393490643904e-09
1920,3.786115865267448e-09
1921,9.844571380313027e-09
1922,9.591316185719734e-09
1923,6.369568872344189e-09
1924,1.0313299547703991e-08
1925,1.0998178368026856e-08
1926,1.0031524944054127e-08
1927,1.0034302277972529e-08
1928,9.14083297942625e-09
1929,1.0026365515614089e-08
1930,8.402882833991043e-09
1931,3.4216069977333063e-09
1932,1.0959536389520963e-08
1933,6.882397318719313e-09
1934,7.188948103475923e-09
1935,1.196828414151696e-08
1936,1.33371855781661e-08
1937,8.813782592653752e-09
1938,1.1668692678767911e-08
1939,6.117620188206274e-09
1940,1.0143131667916805e-08
1941,1.4757512545315876e-08
1942,6.068423541449874e-09
1943,1.1612940831184915e-08
1944,6.4263723231761105e-09
1945,8.714016175304096e-09
1946,6.960552134671616e-09
1947,1.907339353124371e-08
1948,1.195907639583993e-08
1949,7.853606653895895e-09
1950,1.3825969702452312e-08
1951,2.1322803078760444e-08
1952,9.490323193972472e-09
1953,1.1851209791302608e-08
1954,1.172704333640695e-08
1955,7.508486277174597e-09
1956,1.5698054411927842e-08
1957,1.1485549400447326e-08
1958,4.1361216673863055e-09
1959,3.8753737996444215e-09
1960,9.689166802218097e-09
1961,9.72742331128984e-09
1962,1.1415521861124489e-08
1963,1.0345685197421517e-08
1964,9.125952438182594e-09
1965,7.660860390501512e-09
1966,8.862519607077957e-09
1967,5.916402479044791e-09
1968,9.431973424511852e-09
1969,4.995933444718048e-09
1970,1.1496812390987543e-08
1971,7.193756701440179e-09
1972,7.69522046084603e-09
1973,8.269805285010534e-09
1974,4.500457340128605e-09
1975,7.996072248772634e-09
1976,6.8562320265641574e-09
1977,1.23412418062685e-08
1978,5.346532105932056e-09
1979,8.777959692451986e-09
1980,7.95921106799824e-09
1981,4.427884725544118e-09
1982,1.0552754226011984e-08
1983,1.0104505676622466e-08
1984,6.378909400694965e-09
1985,9.624892882698077e-09
1986,7.792831269171074e-09
1987,9.777306964053878e-09
1988,1.0793796967334401e-08
1989,1.2622680678475717e-08
1990,1.3621627381610324e-08
1991,1.1136783939491579e-08
1992,9.91789939064347e-09
1993,1.4401939196773128e-08
1994,1.160483886764041e-08
1995,1.7351842629409475e-08
1996,1.0676184380997711e-08
1997,1.6302641014931396e-08
1998,1.382757464085671e-08
1999,1.2339542720951613e-08
2000,5.743440834038438e-09
2001,1.270551397425379e-08
2002,7.886198361006791e-09
2003,1.2917460878725251e-08
2004,8.369103632333008e-09
2005,1.4411998705554652e-08
2006,7.412201963319376e-09
2007,9.98619853476157e-09
2008,1.830699147831183e-08
2009,1.5258216023994464e-08
2010,6.140930874920514e-09
2011,7.647943611743813e-09
2012,1.4297861561374248e-08
2013,1.812931316180766e-08
2014,1.017759210242275e-08
2015,8.86630147078904e-09
2016,1.0770968117412849e-08
2017,8.553078245654433e-09
2018,1.5746946857575495e-08
2019,1.0969247732361964e-08
